"","ID","run_team","def_team","run_length","start_score","end_score","run_start","run_end","time","time_clean"
"274","5723033","UCLA","North Carolina",4,"40-34","44-34","2H-19:18","2H-19:03",15,"0:15"
"275","5723033","North Carolina","UCLA",4,"43-59","47-59","2H-12:34","2H-11:45",49,"0:49"
"276","5723033","UCLA","North Carolina",4,"61-55","65-55","2H-08:59","2H-08:08",51,"0:51"
"277","5723033","North Carolina","UCLA",4,"72-74","76-74","2H-00:22","2H-00:00",22,"0:22"
"278","5723044","Campbell","North Carolina",4,"5-7","9-7","1H-17:20","1H-17:14",6,"0:06"
"279","5723044","North Carolina","Campbell",4,"22-18","26-18","1H-10:51","1H-10:19",32,"0:32"
"280","5723044","Campbell","North Carolina",4,"20-28","24-28","1H-08:11","1H-07:51",20,"0:20"
"281","5723044","North Carolina","Campbell",4,"51-36","55-36","2H-15:55","2H-15:16",39,"0:39"
"282","5723044","North Carolina","Campbell",4,"69-47","73-47","2H-08:29","2H-07:55",34,"0:34"
"283","5723044","Campbell","North Carolina",4,"65-89","69-89","2H-03:31","2H-03:11",20,"0:20"
"284","5730381","Hawaii","North Carolina",4,"16-26","20-26","1H-07:25","1H-07:06",19,"0:19"
"285","5730381","North Carolina","Hawaii",4,"31-26","35-26","1H-04:23","1H-03:40",43,"0:43"
"286","5730381","North Carolina","Hawaii",4,"74-57","78-57","2H-05:20","2H-05:04",16,"0:16"
"287","5732390","North Carolina","Boston College",4,"3-2","7-2","1H-17:43","1H-17:09",34,"0:34"
"288","5732390","Boston College","North Carolina",4,"4-9","8-9","1H-16:22","1H-15:53",29,"0:29"
"289","5732390","Boston College","North Carolina",4,"53-53","57-53","2H-15:40","2H-14:59",41,"0:41"
"290","5732390","North Carolina","Boston College",4,"57-62","61-62","2H-13:05","2H-12:30",35,"0:35"
"291","5732390","Boston College","North Carolina",4,"70-72","74-72","2H-07:09","2H-06:24",45,"0:45"
"292","5732390","North Carolina","Boston College",4,"81-85","85-85","2H-02:35","2H-01:44",51,"0:51"
"293","5732390","Boston College","North Carolina",4,"85-85","89-85","2H-01:19","2H-00:26",53,"0:53"
"294","5732517","North Carolina","NC State",4,"0-2","4-2","1H-18:09","1H-17:38",31,"0:31"
"295","5732517","NC State","North Carolina",4,"2-4","6-4","1H-16:44","1H-15:56",48,"0:48"
"296","5732517","NC State","North Carolina",4,"13-14","17-14","1H-07:13","1H-06:33",40,"0:40"
"297","5732517","North Carolina","NC State",4,"35-36","39-36","2H-12:42","2H-12:20",22,"0:22"
"298","5732517","North Carolina","NC State",4,"40-40","44-40","2H-11:08","2H-10:39",29,"0:29"
"299","5732549","Georgia Tech","North Carolina",4,"5-4","9-4","1H-16:04","1H-14:45",79,"1:19"
"300","5732549","Georgia Tech","North Carolina",4,"20-26","24-26","1H-03:57","1H-02:58",59,"0:59"
"301","5732549","North Carolina","Georgia Tech",4,"38-39","42-39","2H-12:23","2H-10:59",84,"1:24"
"302","5732549","Georgia Tech","North Carolina",4,"48-49","52-49","2H-08:06","2H-07:45",21,"0:21"
"303","5732549","North Carolina","Georgia Tech",4,"49-52","53-52","2H-07:29","2H-06:58",31,"0:31"
"304","5732549","North Carolina","Georgia Tech",4,"55-55","59-55","2H-05:06","2H-04:34",32,"0:32"
"305","5732549","Georgia Tech","North Carolina",4,"57-64","61-64","2H-01:02","2H-00:23",39,"0:39"
"306","5732557","Louisville","North Carolina",4,"26-22","30-22","1H-04:31","1H-04:12",19,"0:19"
"307","5732557","North Carolina","Louisville",4,"35-44","39-44","2H-17:22","2H-16:57",25,"0:25"
"308","5732557","Louisville","North Carolina",4,"44-39","48-39","2H-16:46","2H-16:13",33,"0:33"
"309","5732557","North Carolina","Louisville",4,"40-51","44-51","2H-15:21","2H-15:00",21,"0:21"
"310","5732557","Louisville","North Carolina",4,"64-63","68-63","2H-07:30","2H-07:10",20,"0:20"
"311","5732566","North Carolina","Notre Dame",4,"8-9","12-9","1H-14:00","1H-13:20",40,"0:40"
"312","5732566","Notre Dame","North Carolina",4,"20-29","24-29","1H-05:35","1H-05:04",31,"0:31"
"313","5732566","North Carolina","Notre Dame",4,"37-32","41-32","1H-00:07","2H-19:33",34,"0:34"
"314","5732566","North Carolina","Notre Dame",4,"43-36","47-36","2H-17:23","2H-16:00",83,"1:23"
"315","5732566","North Carolina","Notre Dame",4,"53-56","57-56","2H-09:27","2H-08:44",43,"0:43"
"316","5732566","Notre Dame","North Carolina",4,"67-68","71-68","2H-01:59","2H-01:15",44,"0:44"
"317","5732566","North Carolina","Notre Dame",4,"70-73","74-73","2H-00:04","2H-00:04",0,"0:00"
"318","5732572","SMU","North Carolina",4,"6-15","10-15","1H-12:51","1H-12:34",17,"0:17"
"319","5732572","SMU","North Carolina",4,"13-23","17-23","1H-08:51","1H-08:14",37,"0:37"
"320","5732572","North Carolina","SMU",4,"23-17","27-17","1H-08:05","1H-07:37",28,"0:28"
"321","5732572","SMU","North Carolina",4,"38-63","42-63","2H-12:14","2H-12:01",13,"0:13"
"322","5732572","SMU","North Carolina",4,"48-66","52-66","2H-06:36","2H-06:05",31,"0:31"
"323","5732572","SMU","North Carolina",4,"52-71","56-71","2H-05:06","2H-04:23",43,"0:43"
"324","5732590","North Carolina","California",4,"20-14","24-14","1H-10:48","1H-10:20",28,"0:28"
"325","5732590","California","North Carolina",4,"18-28","22-28","1H-08:19","1H-07:54",25,"0:25"
"326","5732590","North Carolina","California",4,"28-22","32-22","1H-07:38","1H-06:00",98,"1:38"
"327","5732590","North Carolina","California",4,"32-24","36-24","1H-04:58","1H-04:24",34,"0:34"
"328","5732590","California","North Carolina",4,"29-39","33-39","2H-19:07","2H-17:25",102,"1:42"
"329","5732592","North Carolina","Stanford",4,"15-15","19-15","1H-11:08","1H-10:30",38,"0:38"
"330","5732592","North Carolina","Stanford",4,"24-22","28-22","1H-06:45","1H-06:12",33,"0:33"
"331","5732592","North Carolina","Stanford",4,"40-39","44-39","2H-17:50","2H-17:14",36,"0:36"
"332","5732592","Stanford","North Carolina",4,"39-44","43-44","2H-17:01","2H-15:01",120,"2:00"
"333","5732592","Stanford","North Carolina",4,"48-49","52-49","2H-12:22","2H-11:51",31,"0:31"
"334","5732592","North Carolina","Stanford",4,"52-57","56-57","2H-09:05","2H-08:36",29,"0:29"
"335","5732592","North Carolina","Stanford",4,"62-61","66-61","2H-05:17","2H-04:23",54,"0:54"
"336","5732601","Wake Forest","North Carolina",4,"15-21","19-21","1H-07:39","1H-05:53",106,"1:46"
"337","5732601","Wake Forest","North Carolina",4,"23-27","27-27","1H-03:24","1H-01:33",111,"1:51"
"338","5732601","North Carolina","Wake Forest",4,"27-27","31-27","1H-01:00","1H-00:35",25,"0:25"
"339","5732601","North Carolina","Wake Forest",4,"33-35","37-35","2H-16:15","2H-15:55",20,"0:20"
"340","5732601","North Carolina","Wake Forest",4,"39-49","43-49","2H-09:20","2H-08:43",37,"0:37"
"341","5732601","North Carolina","Wake Forest",4,"56-65","60-65","2H-00:38","2H-00:24",14,"0:14"
"342","5732607","North Carolina","Pittsburgh",4,"26-27","30-27","1H-07:34","1H-06:44",50,"0:50"
"343","5732607","Pittsburgh","North Carolina",4,"30-38","34-38","1H-04:05","1H-03:45",20,"0:20"
"344","5732612","North Carolina","Duke",4,"2-7","6-7","1H-16:53","1H-16:08",45,"0:45"
"345","5732612","Duke","North Carolina",4,"25-10","29-10","1H-11:33","1H-11:03",30,"0:30"
"346","5732612","North Carolina","Duke",4,"36-64","40-64","2H-14:14","2H-14:14",0,"0:00"
"347","5732612","Duke","North Carolina",4,"79-63","83-63","2H-02:43","2H-01:43",60,"1:00"
"348","5810055","North Carolina","Michigan St.",4,"9-17","13-17","1H-11:52","1H-11:31",21,"0:21"
"349","5810055","Michigan St.","North Carolina",4,"45-39","49-39","2H-18:37","2H-17:27",70,"1:10"
"350","5810055","North Carolina","Michigan St.",4,"60-67","64-67","2H-09:48","2H-08:55",53,"0:53"
"351","5810055","Michigan St.","North Carolina",4,"69-66","73-66","2H-07:31","2H-06:45",46,"0:46"
"352","5810055","Michigan St.","North Carolina",4,"75-71","79-71","2H-05:20","2H-04:30",50,"0:50"
"353","5810055","Michigan St.","North Carolina",4,"82-82","86-82","3H-04:14","3H-03:44",30,"0:30"
"354","5810062","Auburn","North Carolina",4,"0-0","4-0","1H-19:36","1H-18:58",38,"0:38"
"355","5810062","North Carolina","Auburn",4,"6-21","10-21","1H-14:28","1H-13:49",39,"0:39"
"356","5810062","North Carolina","Auburn",4,"41-59","45-59","2H-13:30","2H-13:05",25,"0:25"
"357","5810062","Auburn","North Carolina",4,"71-60","75-60","2H-05:47","2H-05:21",26,"0:26"
"358","5810067","North Carolina","Kansas",4,"12-17","16-17","1H-13:45","1H-13:17",28,"0:28"
"359","5810067","Kansas","North Carolina",4,"35-24","39-24","1H-07:51","1H-06:53",58,"0:58"
"360","5810067","North Carolina","Kansas",4,"34-53","38-53","1H-00:35","1H-00:00",35,"0:35"
"361","5810067","North Carolina","Kansas",4,"80-81","84-81","2H-06:00","2H-04:58",62,"1:02"
"362","5810067","Kansas","North Carolina",4,"83-87","87-87","2H-03:14","2H-02:16",58,"0:58"
"363","5722389","North Carolina","Alabama",3,"4-9","7-9","1H-15:38","1H-15:38",0,"0:00"
"364","5722389","Alabama","North Carolina",3,"28-18","31-18","1H-08:20","1H-08:20",0,"0:00"
"365","5722389","North Carolina","Alabama",3,"25-33","28-33","1H-04:35","1H-04:28",7,"0:07"
"366","5722389","Alabama","North Carolina",3,"52-40","55-40","2H-16:01","2H-16:01",0,"0:00"
"367","5722389","Alabama","North Carolina",3,"67-52","70-52","2H-10:17","2H-10:17",0,"0:00"
"368","5722389","North Carolina","Alabama",3,"52-70","55-70","2H-09:44","2H-09:19",25,"0:25"
"369","5722389","Alabama","North Carolina",3,"79-66","82-66","2H-05:41","2H-05:41",0,"0:00"
"370","5722389","North Carolina","Alabama",3,"66-82","69-82","2H-04:27","2H-04:14",13,"0:13"
"371","5722389","North Carolina","Alabama",3,"69-86","72-86","2H-02:39","2H-02:39",0,"0:00"
"372","5722389","Alabama","North Carolina",3,"86-72","89-72","2H-02:07","2H-02:07",0,"0:00"
"373","5722933","North Carolina","Elon",3,"0-0","3-0","1H-19:44","1H-19:44",0,"0:00"
"374","5722933","North Carolina","Elon",3,"3-2","6-2","1H-19:03","1H-19:03",0,"0:00"
"375","5722933","Elon","North Carolina",3,"2-6","5-6","1H-18:38","1H-18:38",0,"0:00"
"376","5722933","Elon","North Carolina",3,"5-8","8-8","1H-17:52","1H-17:52",0,"0:00"
"377","5722933","North Carolina","Elon",3,"8-8","11-8","1H-17:40","1H-17:40",0,"0:00"
"378","5722933","Elon","North Carolina",3,"16-17","19-17","1H-12:47","1H-12:47",0,"0:00"
"379","5722933","Elon","North Carolina",3,"23-34","26-34","1H-06:52","1H-06:52",0,"0:00"
"380","5722933","Elon","North Carolina",3,"44-57","47-57","2H-16:39","2H-16:39",0,"0:00"
"381","5722933","North Carolina","Elon",3,"59-49","62-49","2H-14:41","2H-14:41",0,"0:00"
"382","5722933","Elon","North Carolina",3,"49-62","52-62","2H-13:21","2H-13:21",0,"0:00"
"383","5722933","North Carolina","Elon",3,"62-52","65-52","2H-12:59","2H-12:59",0,"0:00"
"384","5722933","Elon","North Carolina",3,"52-65","55-65","2H-12:43","2H-12:43",0,"0:00"
"385","5722933","Elon","North Carolina",3,"73-87","76-87","2H-00:34","2H-00:34",0,"0:00"
"386","5722933","North Carolina","Elon",3,"87-76","90-76","2H-00:07","2H-00:07",0,"0:00"
"387","5722945","North Carolina","American",3,"4-4","7-4","1H-18:00","1H-17:22",38,"0:38"
"388","5722945","American","North Carolina",3,"4-7","7-7","1H-16:58","1H-16:58",0,"0:00"
"389","5722945","American","North Carolina",3,"7-9","10-9","1H-16:18","1H-16:18",0,"0:00"
"390","5722945","American","North Carolina",3,"10-11","13-11","1H-15:21","1H-15:21",0,"0:00"
"391","5722945","American","North Carolina",3,"26-33","29-33","1H-05:03","1H-05:03",0,"0:00"
"392","5722945","American","North Carolina",3,"40-58","43-58","2H-12:58","2H-12:58",0,"0:00"
"393","5722945","North Carolina","American",3,"58-43","61-43","2H-12:43","2H-12:43",0,"0:00"
"394","5722959","North Carolina","Dayton",3,"0-0","3-0","1H-19:36","1H-18:37",59,"0:59"
"395","5722959","Dayton","North Carolina",3,"8-12","11-12","1H-15:09","1H-15:09",0,"0:00"
"396","5722959","Dayton","North Carolina",3,"17-18","20-18","1H-09:38","1H-09:38",0,"0:00"
"397","5722959","Dayton","North Carolina",3,"20-20","23-20","1H-08:48","1H-08:48",0,"0:00"
"398","5722959","North Carolina","Dayton",3,"25-39","28-39","1H-04:38","1H-04:38",0,"0:00"
"399","5722959","Dayton","North Carolina",3,"44-30","47-30","1H-02:11","1H-02:11",0,"0:00"
"400","5722959","Dayton","North Carolina",3,"58-44","61-44","2H-14:15","2H-14:15",0,"0:00"
"401","5722959","North Carolina","Dayton",3,"44-61","47-61","2H-14:02","2H-14:02",0,"0:00"
"402","5722959","Dayton","North Carolina",3,"63-52","66-52","2H-11:16","2H-11:16",0,"0:00"
"403","5722959","North Carolina","Dayton",3,"60-68","63-68","2H-08:25","2H-08:25",0,"0:00"
"404","5722959","Dayton","North Carolina",3,"68-63","71-63","2H-07:56","2H-07:56",0,"0:00"
"405","5722959","North Carolina","Dayton",3,"68-75","71-75","2H-05:38","2H-05:38",0,"0:00"
"406","5722959","Dayton","North Carolina",3,"75-71","78-71","2H-05:25","2H-05:25",0,"0:00"
"407","5722959","Dayton","North Carolina",3,"78-75","81-75","2H-04:22","2H-04:22",0,"0:00"
"408","5722959","Dayton","North Carolina",3,"81-80","84-80","2H-02:50","2H-02:50",0,"0:00"
"409","5722959","Dayton","North Carolina",3,"84-85","87-85","2H-01:36","2H-01:36",0,"0:00"
"410","5722995","La Salle","North Carolina",3,"5-2","8-2","1H-16:37","1H-16:37",0,"0:00"
"411","5722995","La Salle","North Carolina",3,"20-36","23-36","1H-02:59","1H-02:59",0,"0:00"
"412","5722995","North Carolina","La Salle",3,"52-31","55-31","2H-15:34","2H-15:00",34,"0:34"
"413","5722995","North Carolina","La Salle",3,"55-33","58-33","2H-14:41","2H-14:08",33,"0:33"
"414","5722995","La Salle","North Carolina",3,"33-58","36-58","2H-13:46","2H-13:46",0,"0:00"
"415","5722995","La Salle","North Carolina",3,"51-82","54-82","2H-05:48","2H-05:48",0,"0:00"
"416","5722995","North Carolina","La Salle",3,"82-54","85-54","2H-03:15","2H-03:15",0,"0:00"
"417","5722995","La Salle","North Carolina",3,"54-85","57-85","2H-03:02","2H-03:02",0,"0:00"
"418","5722995","North Carolina","La Salle",3,"85-57","88-57","2H-02:41","2H-02:41",0,"0:00"
"419","5722995","North Carolina","La Salle",3,"88-59","91-59","2H-01:46","2H-01:46",0,"0:00"
"420","5722995","La Salle","North Carolina",3,"59-91","62-91","2H-01:32","2H-01:32",0,"0:00"
"421","5723013","Florida","North Carolina",3,"1-13","4-13","1H-15:07","1H-15:07",0,"0:00"
"422","5723013","Florida","North Carolina",3,"3-16","6-16","1H-14:25","1H-14:25",0,"0:00"
"423","5723013","North Carolina","Florida",3,"15-7","16-9","1H-13:49","1H-13:44",5,"0:05"
"424","5723013","Florida","North Carolina",3,"9-28","12-28","1H-09:48","1H-09:48",0,"0:00"
"425","5723013","North Carolina","Florida",3,"41-30","44-30","1H-02:11","1H-02:11",0,"0:00"
"426","5723013","Florida","North Carolina",3,"42-49","45-49","2H-17:07","2H-17:07",0,"0:00"
"427","5723013","Florida","North Carolina",3,"46-56","49-56","2H-15:25","2H-15:25",0,"0:00"
"428","5723013","North Carolina","Florida",3,"55-54","58-54","2H-13:33","2H-13:33",0,"0:00"
"429","5723013","North Carolina","Florida",3,"58-56","60-57","2H-13:00","2H-13:00",0,"0:00"
"430","5723013","Florida","North Carolina",3,"54-63","57-63","2H-12:09","2H-12:09",0,"0:00"
"431","5723013","North Carolina","Florida",3,"71-77","74-77","2H-04:50","2H-04:50",0,"0:00"
"432","5723013","Florida","North Carolina",3,"75-76","77-77","2H-04:39","2H-04:39",0,"0:00"
"433","5723013","Florida","North Carolina",3,"79-82","82-82","2H-02:29","2H-02:29",0,"0:00"
"434","5723044","Campbell","North Carolina",3,"2-4","5-4","1H-18:12","1H-18:12",0,"0:00"
"435","5723044","North Carolina","Campbell",3,"4-5","7-5","1H-17:45","1H-17:45",0,"0:00"
"436","5723044","Campbell","North Carolina",3,"9-14","12-14","1H-14:32","1H-14:32",0,"0:00"
"437","5723044","North Carolina","Campbell",3,"64-42","67-42","2H-10:17","2H-10:17",0,"0:00"
"438","5723044","Campbell","North Carolina",3,"42-67","45-67","2H-09:59","2H-09:59",0,"0:00"
"439","5723044","Campbell","North Carolina",3,"49-78","52-78","2H-06:30","2H-06:30",0,"0:00"
"440","5723044","Campbell","North Carolina",3,"59-84","62-84","2H-04:45","2H-04:45",0,"0:00"
"441","5723044","North Carolina","Campbell",3,"84-62","87-62","2H-04:27","2H-04:27",0,"0:00"
"442","5723044","Campbell","North Carolina",3,"62-87","65-87","2H-04:09","2H-04:09",0,"0:00"
"443","5723044","North Carolina","Campbell",3,"89-69","92-69","2H-03:02","2H-03:02",0,"0:00"
"444","5723044","Campbell","North Carolina",3,"73-95","76-95","2H-01:51","2H-01:51",0,"0:00"
"445","5730381","North Carolina","Hawaii",3,"0-0","3-0","1H-17:28","1H-17:28",0,"0:00"
"446","5730381","Hawaii","North Carolina",3,"2-13","5-13","1H-13:22","1H-13:22",0,"0:00"
"447","5730381","Hawaii","North Carolina",3,"5-15","8-15","1H-12:49","1H-12:49",0,"0:00"
"448","5730381","North Carolina","Hawaii",3,"15-8","18-8","1H-12:31","1H-11:59",32,"0:32"
"449","5730381","Hawaii","North Carolina",3,"11-22","14-22","1H-09:31","1H-09:31",0,"0:00"
"450","5730381","North Carolina","Hawaii",3,"35-32","38-32","1H-00:54","1H-00:54",0,"0:00"
"451","5730381","North Carolina","Hawaii",3,"38-34","41-34","1H-00:18","1H-00:18",0,"0:00"
"452","5730381","Hawaii","North Carolina",3,"36-52","39-52","2H-16:37","2H-16:37",0,"0:00"
"453","5730381","Hawaii","North Carolina",3,"46-62","49-62","2H-11:44","2H-11:44",0,"0:00"
"454","5730381","Hawaii","North Carolina",3,"49-64","52-64","2H-11:02","2H-11:02",0,"0:00"
"455","5730381","Hawaii","North Carolina",3,"57-78","60-78","2H-04:52","2H-04:52",0,"0:00"
"456","5730381","Hawaii","North Carolina",3,"66-85","69-85","2H-00:42","2H-00:31",11,"0:11"
"457","5732390","North Carolina","Boston College",3,"0-0","3-0","1H-19:17","1H-19:17",0,"0:00"
"458","5732390","Boston College","North Carolina",3,"22-27","25-27","1H-08:06","1H-08:06",0,"0:00"
"459","5732390","Boston College","North Carolina",3,"45-46","48-46","2H-18:17","2H-18:17",0,"0:00"
"460","5732390","Boston College","North Carolina",3,"50-50","53-50","2H-16:27","2H-16:27",0,"0:00"
"461","5732390","North Carolina","Boston College",3,"50-53","53-53","2H-16:02","2H-16:02",0,"0:00"
"462","5732390","Boston College","North Carolina",3,"59-57","62-57","2H-13:33","2H-13:33",0,"0:00"
"463","5732390","Boston College","North Carolina",3,"76-76","79-76","2H-05:01","2H-05:01",0,"0:00"
"464","5732390","Boston College","North Carolina",3,"79-78","82-78","2H-04:03","2H-04:03",0,"0:00"
"465","5732390","North Carolina","Boston College",3,"78-82","81-82","2H-03:25","2H-03:25",0,"0:00"
"466","5732390","Boston College","North Carolina",3,"82-81","85-81","2H-02:58","2H-02:58",0,"0:00"
"467","5732390","North Carolina","Boston College",3,"91-91","94-91","3H-03:14","3H-03:14",0,"0:00"
"468","5732390","Boston College","North Carolina",3,"91-94","94-94","3H-02:47","3H-02:47",0,"0:00"
"469","5732517","NC State","North Carolina",3,"17-24","20-24","1H-02:24","1H-02:24",0,"0:00"
"470","5732517","NC State","North Carolina",3,"24-32","27-32","2H-17:24","2H-17:24",0,"0:00"
"471","5732517","North Carolina","NC State",3,"32-27","35-27","2H-17:02","2H-17:02",0,"0:00"
"472","5732517","North Carolina","NC State",3,"53-47","56-47","2H-05:53","2H-05:53",0,"0:00"
"473","5732517","North Carolina","NC State",3,"58-59","61-59","2H-01:58","2H-01:58",0,"0:00"
"474","5732549","Georgia Tech","North Carolina",3,"2-2","5-2","1H-17:47","1H-17:47",0,"0:00"
"475","5732549","Georgia Tech","North Carolina",3,"16-21","19-21","1H-05:29","1H-05:29",0,"0:00"
"476","5732549","North Carolina","Georgia Tech",3,"23-20","26-20","1H-04:26","1H-04:26",0,"0:00"
"477","5732549","North Carolina","Georgia Tech",3,"26-24","29-24","1H-02:38","1H-02:38",0,"0:00"
"478","5732549","Georgia Tech","North Carolina",3,"44-44","47-44","2H-09:39","2H-09:39",0,"0:00"
"479","5732549","North Carolina","Georgia Tech",3,"44-47","47-47","2H-08:49","2H-08:49",0,"0:00"
"480","5732557","North Carolina","Louisville",3,"12-14","15-14","1H-10:15","1H-10:15",0,"0:00"
"481","5732557","North Carolina","Louisville",3,"15-21","18-21","1H-08:47","1H-08:47",0,"0:00"
"482","5732557","Louisville","North Carolina",3,"21-18","24-18","1H-07:28","1H-07:28",0,"0:00"
"483","5732557","Louisville","North Carolina",3,"30-27","33-27","1H-02:46","1H-02:04",42,"0:42"
"484","5732557","Louisville","North Carolina",3,"48-40","51-40","2H-15:34","2H-15:34",0,"0:00"
"485","5732557","North Carolina","Louisville",3,"58-61","61-61","2H-08:37","2H-08:37",0,"0:00"
"486","5732557","Louisville","North Carolina",3,"61-61","64-61","2H-07:57","2H-07:57",0,"0:00"
"487","5732566","Notre Dame","North Carolina",3,"4-6","7-6","1H-15:41","1H-15:41",0,"0:00"
"488","5732566","Notre Dame","North Carolina",3,"9-12","12-12","1H-12:47","1H-12:47",0,"0:00"
"489","5732566","North Carolina","Notre Dame",3,"26-20","29-20","1H-05:53","1H-05:53",0,"0:00"
"490","5732566","Notre Dame","North Carolina",3,"48-49","51-49","2H-11:43","2H-11:43",0,"0:00"
"491","5732566","North Carolina","Notre Dame",3,"49-51","52-51","2H-11:21","2H-11:21",0,"0:00"
"492","5732566","Notre Dame","North Carolina",3,"53-53","56-53","2H-09:43","2H-09:43",0,"0:00"
"493","5732566","North Carolina","Notre Dame",3,"61-64","64-64","2H-04:59","2H-04:59",0,"0:00"
"494","5732572","SMU","North Carolina",3,"10-20","13-20","1H-11:22","1H-11:22",0,"0:00"
"495","5732572","North Carolina","SMU",3,"20-13","23-13","1H-11:08","1H-11:08",0,"0:00"
"496","5732572","North Carolina","SMU",3,"33-20","36-20","1H-03:45","1H-02:31",74,"1:14"
"497","5732572","North Carolina","SMU",3,"36-22","39-22","1H-01:33","1H-01:33",0,"0:00"
"498","5732572","SMU","North Carolina",3,"30-48","33-48","2H-16:02","2H-15:22",40,"0:40"
"499","5732572","SMU","North Carolina",3,"35-58","38-58","2H-13:17","2H-13:17",0,"0:00"
"500","5732572","North Carolina","SMU",3,"71-56","74-56","2H-03:48","2H-03:48",0,"0:00"
"501","5732572","North Carolina","SMU",3,"76-60","79-60","2H-02:28","2H-02:28",0,"0:00"
"502","5732572","North Carolina","SMU",3,"79-67","82-67","2H-00:21","2H-00:21",0,"0:00"
"503","5732590","California","North Carolina",3,"15-26","18-26","1H-09:01","1H-09:01",0,"0:00"
"504","5732590","North Carolina","California",3,"36-29","39-29","1H-00:40","1H-00:40",0,"0:00"
"505","5732590","California","North Carolina",3,"50-77","53-77","2H-00:56","2H-00:56",0,"0:00"
"506","5732592","Stanford","North Carolina",3,"2-2","5-2","1H-18:36","1H-18:36",0,"0:00"
"507","5732592","Stanford","North Carolina",3,"12-15","15-15","1H-12:04","1H-12:04",0,"0:00"
"508","5732592","Stanford","North Carolina",3,"22-28","25-28","1H-05:18","1H-05:18",0,"0:00"
"509","5732592","Stanford","North Carolina",3,"32-34","35-34","1H-00:55","1H-00:55",0,"0:00"
"510","5732592","Stanford","North Carolina",3,"45-47","48-47","2H-13:33","2H-13:33",0,"0:00"
"511","5732592","North Carolina","Stanford",3,"49-52","52-52","2H-11:36","2H-11:36",0,"0:00"
"512","5732601","North Carolina","Wake Forest",3,"0-0","3-0","1H-19:25","1H-19:03",22,"0:22"
"513","5732601","North Carolina","Wake Forest",3,"18-15","21-15","1H-08:42","1H-07:48",54,"0:54"
"514","5732601","North Carolina","Wake Forest",3,"21-19","24-19","1H-05:42","1H-05:42",0,"0:00"
"515","5732607","North Carolina","Pittsburgh",3,"10-6","13-6","1H-14:56","1H-14:56",0,"0:00"
"516","5732607","North Carolina","Pittsburgh",3,"15-13","18-13","1H-13:10","1H-13:10",0,"0:00"
"517","5732607","Pittsburgh","North Carolina",3,"15-20","18-20","1H-11:42","1H-11:42",0,"0:00"
"518","5732607","North Carolina","Pittsburgh",3,"20-18","23-18","1H-11:11","1H-11:11",0,"0:00"
"519","5732607","North Carolina","Pittsburgh",3,"23-24","26-24","1H-08:14","1H-08:14",0,"0:00"
"520","5732607","Pittsburgh","North Carolina",3,"24-26","27-26","1H-07:49","1H-07:49",0,"0:00"
"521","5732607","North Carolina","Pittsburgh",3,"49-50","52-50","2H-13:58","2H-13:31",27,"0:27"
"522","5732612","North Carolina","Duke",3,"10-29","13-29","1H-10:47","1H-10:47",0,"0:00"
"523","5732612","Duke","North Carolina",3,"40-20","43-20","1H-02:24","1H-02:24",0,"0:00"
"524","5732612","North Carolina","Duke",3,"20-43","23-43","1H-01:36","1H-01:36",0,"0:00"
"525","5732612","North Carolina","Duke",3,"27-53","30-53","2H-17:56","2H-17:56",0,"0:00"
"526","5732612","Duke","North Carolina",3,"54-32","57-32","2H-17:07","2H-17:07",0,"0:00"
"527","5732612","Duke","North Carolina",3,"71-44","74-44","2H-09:53","2H-09:53",0,"0:00"
"528","5732612","Duke","North Carolina",3,"74-45","77-45","2H-09:04","2H-09:04",0,"0:00"
"529","5732612","North Carolina","Duke",3,"65-85","68-85","2H-00:33","2H-00:33",0,"0:00"
"530","5810055","Michigan St.","North Carolina",3,"12-6","15-6","1H-13:26","1H-12:59",27,"0:27"
"531","5810055","North Carolina","Michigan St.",3,"6-15","9-15","1H-12:44","1H-12:44",0,"0:00"
"532","5810055","North Carolina","Michigan St.",3,"13-25","16-25","1H-08:35","1H-08:35",0,"0:00"
"533","5810055","Michigan St.","North Carolina",3,"27-18","30-18","1H-06:57","1H-06:57",0,"0:00"
"534","5810055","Michigan St.","North Carolina",3,"30-20","33-20","1H-05:40","1H-05:40",0,"0:00"
"535","5810055","Michigan St.","North Carolina",3,"37-26","40-26","1H-03:05","1H-03:05",0,"0:00"
"536","5810055","North Carolina","Michigan St.",3,"26-40","29-40","1H-02:46","1H-02:46",0,"0:00"
"537","5810055","North Carolina","Michigan St.",3,"36-45","39-45","2H-18:52","2H-18:52",0,"0:00"
"538","5810055","North Carolina","Michigan St.",3,"50-55","53-55","2H-14:23","2H-14:23",0,"0:00"
"539","5810055","North Carolina","Michigan St.",3,"66-73","69-73","2H-06:26","2H-06:26",0,"0:00"
"540","5810055","North Carolina","Michigan St.",3,"79-82","82-82","2H-00:05","2H-00:05",0,"0:00"
"541","5810055","North Carolina","Michigan St.",3,"88-94","91-94","3H-00:01","3H-00:01",0,"0:00"
"542","5810062","North Carolina","Auburn",3,"21-30","24-30","1H-07:08","1H-07:08",0,"0:00"
"543","5810062","Auburn","North Carolina",3,"30-24","33-24","1H-06:13","1H-06:13",0,"0:00"
"544","5810062","Auburn","North Carolina",3,"33-30","36-30","1H-04:27","1H-02:18",129,"2:09"
"545","5810062","North Carolina","Auburn",3,"47-63","50-63","2H-10:26","2H-10:26",0,"0:00"
