"","ID","run_team","def_team","run_length","start_score","end_score","run_start","run_end","time","time_clean"
"817","5732557","Louisville","North Carolina",2,"68-64","70-64","2H-05:58","2H-05:58",0,"0:00"
"818","5732566","Notre Dame","North Carolina",2,"0-0","2-0","1H-19:18","1H-19:18",0,"0:00"
"819","5732566","Notre Dame","North Carolina",2,"2-1","4-1","1H-16:55","1H-16:55",0,"0:00"
"820","5732566","North Carolina","Notre Dame",2,"6-7","8-7","1H-14:46","1H-14:46",0,"0:00"
"821","5732566","Notre Dame","North Carolina",2,"7-8","9-8","1H-14:16","1H-14:16",0,"0:00"
"822","5732566","Notre Dame","North Carolina",2,"12-20","14-20","1H-10:14","1H-10:14",0,"0:00"
"823","5732566","North Carolina","Notre Dame",2,"35-30","37-30","1H-00:44","1H-00:44",0,"0:00"
"824","5732566","Notre Dame","North Carolina",2,"30-37","32-37","1H-00:35","1H-00:35",0,"0:00"
"825","5732566","Notre Dame","North Carolina",2,"32-41","34-41","2H-18:39","2H-18:39",0,"0:00"
"826","5732566","North Carolina","Notre Dame",2,"41-34","43-34","2H-18:24","2H-18:24",0,"0:00"
"827","5732566","Notre Dame","North Carolina",2,"34-43","36-43","2H-18:04","2H-18:04",0,"0:00"
"828","5732566","North Carolina","Notre Dame",2,"47-48","49-48","2H-12:09","2H-12:09",0,"0:00"
"829","5732566","Notre Dame","North Carolina",2,"51-52","53-52","2H-10:52","2H-10:52",0,"0:00"
"830","5732566","Notre Dame","North Carolina",2,"56-57","58-57","2H-08:25","2H-08:25",0,"0:00"
"831","5732566","North Carolina","Notre Dame",2,"57-58","59-58","2H-08:12","2H-08:12",0,"0:00"
"832","5732566","North Carolina","Notre Dame",2,"59-63","61-63","2H-06:11","2H-06:11",0,"0:00"
"833","5732566","Notre Dame","North Carolina",2,"64-64","66-64","2H-04:50","2H-04:50",0,"0:00"
"834","5732566","North Carolina","Notre Dame",2,"64-66","66-66","2H-03:22","2H-03:22",0,"0:00"
"835","5732566","North Carolina","Notre Dame",2,"66-67","68-67","2H-02:22","2H-02:22",0,"0:00"
"836","5732566","North Carolina","Notre Dame",2,"68-71","70-71","2H-00:22","2H-00:22",0,"0:00"
"837","5732566","Notre Dame","North Carolina",2,"71-70","73-70","2H-00:14","2H-00:14",0,"0:00"
"838","5732572","SMU","North Carolina",2,"17-27","19-27","1H-06:08","1H-06:08",0,"0:00"
"839","5732572","SMU","North Carolina",2,"20-36","22-36","1H-02:15","1H-02:15",0,"0:00"
"840","5732572","North Carolina","SMU",2,"39-28","41-28","2H-19:00","2H-19:00",0,"0:00"
"841","5732572","SMU","North Carolina",2,"28-41","30-41","2H-18:15","2H-18:15",0,"0:00"
"842","5732572","North Carolina","SMU",2,"48-33","50-33","2H-15:02","2H-15:02",0,"0:00"
"843","5732572","SMU","North Carolina",2,"33-50","35-50","2H-14:45","2H-14:45",0,"0:00"
"844","5732572","North Carolina","SMU",2,"64-48","66-48","2H-06:55","2H-06:55",0,"0:00"
"845","5732572","SMU","North Carolina",2,"56-74","58-74","2H-03:31","2H-03:31",0,"0:00"
"846","5732572","North Carolina","SMU",2,"74-58","76-58","2H-03:15","2H-03:15",0,"0:00"
"847","5732572","SMU","North Carolina",2,"58-76","60-76","2H-03:00","2H-03:00",0,"0:00"
"848","5732590","California","North Carolina",2,"0-0","2-0","1H-19:30","1H-19:30",0,"0:00"
"849","5732590","North Carolina","California",2,"0-2","2-2","1H-19:04","1H-19:04",0,"0:00"
"850","5732590","California","North Carolina",2,"2-2","4-2","1H-18:43","1H-18:43",0,"0:00"
"851","5732590","California","North Carolina",2,"4-7","6-7","1H-17:32","1H-17:32",0,"0:00"
"852","5732590","California","North Carolina",2,"6-14","8-14","1H-14:00","1H-14:00",0,"0:00"
"853","5732590","North Carolina","California",2,"14-8","16-8","1H-13:47","1H-13:47",0,"0:00"
"854","5732590","California","North Carolina",2,"8-16","10-16","1H-13:22","1H-13:22",0,"0:00"
"855","5732590","North Carolina","California",2,"16-10","18-10","1H-13:05","1H-13:05",0,"0:00"
"856","5732590","California","North Carolina",2,"10-18","12-18","1H-12:45","1H-12:45",0,"0:00"
"857","5732590","North Carolina","California",2,"18-12","20-12","1H-11:55","1H-11:55",0,"0:00"
"858","5732590","California","North Carolina",2,"12-20","14-20","1H-11:05","1H-11:05",0,"0:00"
"859","5732590","North Carolina","California",2,"24-15","26-15","1H-09:32","1H-09:32",0,"0:00"
"860","5732590","North Carolina","California",2,"26-18","28-18","1H-08:43","1H-08:43",0,"0:00"
"861","5732590","California","North Carolina",2,"22-32","24-32","1H-05:25","1H-05:25",0,"0:00"
"862","5732590","North Carolina","California",2,"39-33","41-33","2H-17:13","2H-17:13",0,"0:00"
"863","5732590","California","North Carolina",2,"33-41","35-41","2H-16:56","2H-16:56",0,"0:00"
"864","5732590","California","North Carolina",2,"35-46","37-46","2H-15:04","2H-15:04",0,"0:00"
"865","5732590","North Carolina","California",2,"46-37","48-37","2H-14:41","2H-14:41",0,"0:00"
"866","5732590","California","North Carolina",2,"37-48","39-48","2H-13:34","2H-13:34",0,"0:00"
"867","5732590","California","North Carolina",2,"39-63","41-63","2H-07:30","2H-07:30",0,"0:00"
"868","5732590","North Carolina","California",2,"63-41","65-41","2H-06:57","2H-06:57",0,"0:00"
"869","5732590","North Carolina","California",2,"65-46","67-46","2H-05:43","2H-05:43",0,"0:00"
"870","5732590","California","North Carolina",2,"46-67","48-67","2H-05:08","2H-05:08",0,"0:00"
"871","5732590","California","North Carolina",2,"48-72","50-72","2H-03:54","2H-03:54",0,"0:00"
"872","5732590","North Carolina","California",2,"77-53","79-53","2H-00:39","2H-00:39",0,"0:00"
"873","5732592","Stanford","North Carolina",2,"0-0","2-0","1H-19:36","1H-19:36",0,"0:00"
"874","5732592","North Carolina","Stanford",2,"0-2","2-2","1H-19:06","1H-19:06",0,"0:00"
"875","5732592","North Carolina","Stanford",2,"7-11","9-11","1H-13:45","1H-13:45",0,"0:00"
"876","5732592","Stanford","North Carolina",2,"15-19","17-19","1H-10:04","1H-10:04",0,"0:00"
"877","5732592","North Carolina","Stanford",2,"28-25","30-25","1H-04:59","1H-04:59",0,"0:00"
"878","5732592","North Carolina","Stanford",2,"30-30","32-30","1H-02:40","1H-02:40",0,"0:00"
"879","5732592","Stanford","North Carolina",2,"30-32","32-32","1H-01:32","1H-01:32",0,"0:00"
"880","5732592","North Carolina","Stanford",2,"32-32","34-32","1H-01:17","1H-01:17",0,"0:00"
"881","5732592","Stanford","North Carolina",2,"35-39","37-39","2H-18:41","2H-18:41",0,"0:00"
"882","5732592","Stanford","North Carolina",2,"37-40","39-40","2H-18:04","2H-18:04",0,"0:00"
"883","5732592","North Carolina","Stanford",2,"44-43","46-43","2H-14:38","2H-14:38",0,"0:00"
"884","5732592","Stanford","North Carolina",2,"43-46","45-46","2H-14:21","2H-14:21",0,"0:00"
"885","5732592","North Carolina","Stanford",2,"47-48","49-48","2H-13:11","2H-13:11",0,"0:00"
"886","5732592","Stanford","North Carolina",2,"57-56","59-56","2H-08:11","2H-08:11",0,"0:00"
"887","5732592","Stanford","North Carolina",2,"59-62","61-62","2H-05:37","2H-05:37",0,"0:00"
"888","5732592","Stanford","North Carolina",2,"61-66","63-66","2H-04:10","2H-04:10",0,"0:00"
"889","5732592","North Carolina","Stanford",2,"67-68","69-68","2H-01:37","2H-01:37",0,"0:00"
"890","5732592","Stanford","North Carolina",2,"68-69","70-69","2H-00:24","2H-00:24",0,"0:00"
"891","5732592","North Carolina","Stanford",2,"69-70","71-70","2H-00:07","2H-00:07",0,"0:00"
"892","5732592","Stanford","North Carolina",2,"70-71","72-71","2H-00:02","2H-00:02",0,"0:00"
"893","5732601","Wake Forest","North Carolina",2,"5-9","7-9","1H-14:50","1H-14:50",0,"0:00"
"894","5732601","North Carolina","Wake Forest",2,"16-13","18-13","1H-09:07","1H-09:07",0,"0:00"
"895","5732601","Wake Forest","North Carolina",2,"13-18","15-18","1H-09:02","1H-09:02",0,"0:00"
"896","5732601","Wake Forest","North Carolina",2,"19-24","21-24","1H-04:51","1H-04:51",0,"0:00"
"897","5732601","North Carolina","Wake Forest",2,"24-21","26-21","1H-04:16","1H-04:16",0,"0:00"
"898","5732601","Wake Forest","North Carolina",2,"21-26","23-26","1H-03:52","1H-03:52",0,"0:00"
"899","5732601","Wake Forest","North Carolina",2,"27-31","29-31","1H-00:04","1H-00:04",0,"0:00"
"900","5732601","North Carolina","Wake Forest",2,"31-29","33-29","2H-19:48","2H-19:48",0,"0:00"
"901","5732601","Wake Forest","North Carolina",2,"35-37","37-37","2H-15:25","2H-15:25",0,"0:00"
"902","5732601","North Carolina","Wake Forest",2,"37-37","39-37","2H-15:18","2H-15:18",0,"0:00"
"903","5732601","Wake Forest","North Carolina",2,"49-43","51-43","2H-08:12","2H-08:12",0,"0:00"
"904","5732601","Wake Forest","North Carolina",2,"51-49","53-49","2H-06:44","2H-06:44",0,"0:00"
"905","5732601","North Carolina","Wake Forest",2,"54-58","56-58","2H-03:18","2H-03:18",0,"0:00"
"906","5732601","Wake Forest","North Carolina",2,"65-60","67-60","2H-00:23","2H-00:23",0,"0:00"
"907","5732607","Pittsburgh","North Carolina",2,"0-6","2-6","1H-17:26","1H-17:26",0,"0:00"
"908","5732607","North Carolina","Pittsburgh",2,"6-2","8-2","1H-16:36","1H-16:36",0,"0:00"
"909","5732607","Pittsburgh","North Carolina",2,"2-8","4-8","1H-16:17","1H-16:17",0,"0:00"
"910","5732607","North Carolina","Pittsburgh",2,"8-4","10-4","1H-16:09","1H-16:09",0,"0:00"
"911","5732607","Pittsburgh","North Carolina",2,"4-10","6-10","1H-15:15","1H-15:15",0,"0:00"
"912","5732607","Pittsburgh","North Carolina",2,"6-13","8-13","1H-14:37","1H-14:37",0,"0:00"
"913","5732607","North Carolina","Pittsburgh",2,"13-8","15-8","1H-14:18","1H-14:18",0,"0:00"
"914","5732607","Pittsburgh","North Carolina",2,"13-18","15-18","1H-12:44","1H-12:44",0,"0:00"
"915","5732607","North Carolina","Pittsburgh",2,"18-15","20-15","1H-12:30","1H-12:30",0,"0:00"
"916","5732607","North Carolina","Pittsburgh",2,"30-28","32-28","1H-05:58","1H-05:58",0,"0:00"
"917","5732607","Pittsburgh","North Carolina",2,"28-32","30-32","1H-05:33","1H-05:33",0,"0:00"
"918","5732607","North Carolina","Pittsburgh",2,"52-55","54-55","2H-11:04","2H-11:04",0,"0:00"
"919","5732607","Pittsburgh","North Carolina",2,"55-54","57-54","2H-10:42","2H-10:42",0,"0:00"
"920","5732607","Pittsburgh","North Carolina",2,"57-61","59-61","2H-07:38","2H-07:38",0,"0:00"
"921","5732607","North Carolina","Pittsburgh",2,"61-59","63-59","2H-06:32","2H-06:32",0,"0:00"
"922","5732607","North Carolina","Pittsburgh",2,"63-64","65-64","2H-03:21","2H-03:21",0,"0:00"
"923","5732612","Duke","North Carolina",2,"0-0","2-0","1H-19:48","1H-19:48",0,"0:00"
"924","5732612","North Carolina","Duke",2,"0-2","2-2","1H-19:30","1H-19:30",0,"0:00"
"925","5732612","North Carolina","Duke",2,"6-23","8-23","1H-12:47","1H-12:47",0,"0:00"
"926","5732612","Duke","North Carolina",2,"23-8","25-8","1H-12:27","1H-12:27",0,"0:00"
"927","5732612","North Carolina","Duke",2,"8-25","10-25","1H-11:57","1H-11:57",0,"0:00"
"928","5732612","Duke","North Carolina",2,"43-23","45-23","1H-01:17","1H-01:17",0,"0:00"
"929","5732612","North Carolina","Duke",2,"23-45","25-45","1H-00:27","1H-00:27",0,"0:00"
"930","5732612","North Carolina","Duke",2,"25-52","27-52","2H-18:50","2H-18:50",0,"0:00"
"931","5732612","North Carolina","Duke",2,"30-54","32-54","2H-17:25","2H-17:25",0,"0:00"
"932","5732612","North Carolina","Duke",2,"32-57","34-57","2H-16:53","2H-16:53",0,"0:00"
"933","5732612","North Carolina","Duke",2,"34-62","36-62","2H-15:33","2H-15:33",0,"0:00"
"934","5732612","Duke","North Carolina",2,"62-36","64-36","2H-15:14","2H-15:14",0,"0:00"
"935","5732612","Duke","North Carolina",2,"64-40","66-40","2H-13:26","2H-13:26",0,"0:00"
"936","5732612","North Carolina","Duke",2,"40-66","42-66","2H-13:12","2H-13:12",0,"0:00"
"937","5732612","North Carolina","Duke",2,"42-71","44-71","2H-11:22","2H-11:22",0,"0:00"
"938","5732612","Duke","North Carolina",2,"77-52","79-52","2H-06:58","2H-06:58",0,"0:00"
"939","5732612","North Carolina","Duke",2,"63-83","65-83","2H-01:25","2H-01:25",0,"0:00"
"940","5732612","Duke","North Carolina",2,"83-65","85-65","2H-00:48","2H-00:48",0,"0:00"
"941","5732612","Duke","North Carolina",2,"85-68","87-68","2H-00:05","2H-00:05",0,"0:00"
"942","5732612","North Carolina","Duke",2,"68-87","70-87","2H-00:00","2H-00:00",0,"0:00"
"943","5810055","Michigan St.","North Carolina",2,"8-2","10-2","1H-15:01","1H-15:01",0,"0:00"
"944","5810055","North Carolina","Michigan St.",2,"2-10","4-10","1H-14:28","1H-14:28",0,"0:00"
"945","5810055","Michigan St.","North Carolina",2,"10-4","12-4","1H-14:03","1H-14:03",0,"0:00"
"946","5810055","North Carolina","Michigan St.",2,"4-12","6-12","1H-13:41","1H-13:41",0,"0:00"
"947","5810055","Michigan St.","North Carolina",2,"15-9","17-9","1H-12:12","1H-12:12",0,"0:00"
"948","5810055","Michigan St.","North Carolina",2,"25-16","27-16","1H-08:09","1H-08:09",0,"0:00"
"949","5810055","North Carolina","Michigan St.",2,"16-27","18-27","1H-07:20","1H-07:20",0,"0:00"
"950","5810055","North Carolina","Michigan St.",2,"18-30","20-30","1H-06:38","1H-06:38",0,"0:00"
"951","5810055","North Carolina","Michigan St.",2,"20-33","22-33","1H-05:17","1H-05:17",0,"0:00"
"952","5810055","Michigan St.","North Carolina",2,"33-22","35-22","1H-04:38","1H-04:38",0,"0:00"
"953","5810055","North Carolina","Michigan St.",2,"22-35","24-35","1H-04:21","1H-04:21",0,"0:00"
"954","5810055","Michigan St.","North Carolina",2,"35-24","37-24","1H-04:04","1H-04:04",0,"0:00"
"955","5810055","North Carolina","Michigan St.",2,"24-37","26-37","1H-03:26","1H-03:26",0,"0:00"
"956","5810055","Michigan St.","North Carolina",2,"40-29","42-29","1H-02:19","1H-02:19",0,"0:00"
"957","5810055","North Carolina","Michigan St.",2,"29-42","31-42","1H-02:00","1H-02:00",0,"0:00"
"958","5810055","Michigan St.","North Carolina",2,"43-36","45-36","2H-19:16","2H-19:16",0,"0:00"
"959","5810055","Michigan St.","North Carolina",2,"49-46","51-46","2H-15:45","2H-15:45",0,"0:00"
"960","5810055","North Carolina","Michigan St.",2,"46-51","48-51","2H-15:36","2H-15:36",0,"0:00"
"961","5810055","Michigan St.","North Carolina",2,"51-48","53-48","2H-15:17","2H-15:17",0,"0:00"
"962","5810055","North Carolina","Michigan St.",2,"48-53","50-53","2H-15:04","2H-15:04",0,"0:00"
"963","5810055","Michigan St.","North Carolina",2,"53-50","55-50","2H-14:29","2H-14:29",0,"0:00"
"964","5810055","Michigan St.","North Carolina",2,"55-53","57-53","2H-13:51","2H-13:51",0,"0:00"
"965","5810055","North Carolina","Michigan St.",2,"58-65","60-65","2H-10:42","2H-10:42",0,"0:00"
"966","5810055","Michigan St.","North Carolina",2,"65-60","67-60","2H-10:23","2H-10:23",0,"0:00"
"967","5810055","Michigan St.","North Carolina",2,"67-64","69-64","2H-08:13","2H-08:13",0,"0:00"
"968","5810055","North Carolina","Michigan St.",2,"64-69","66-69","2H-07:56","2H-07:56",0,"0:00"
"969","5810055","Michigan St.","North Carolina",2,"73-69","75-69","2H-05:55","2H-05:55",0,"0:00"
"970","5810055","North Carolina","Michigan St.",2,"69-75","71-75","2H-05:39","2H-05:39",0,"0:00"
"971","5810055","North Carolina","Michigan St.",2,"71-79","73-79","2H-02:44","2H-02:44",0,"0:00"
"972","5810055","Michigan St.","North Carolina",2,"80-79","82-79","2H-00:13","2H-00:13",0,"0:00"
"973","5810055","Michigan St.","North Carolina",2,"92-88","94-88","3H-00:08","3H-00:08",0,"0:00"
"974","5810062","North Carolina","Auburn",2,"0-4","2-4","1H-18:41","1H-18:41",0,"0:00"
"975","5810062","North Carolina","Auburn",2,"2-9","4-9","1H-17:30","1H-17:30",0,"0:00"
"976","5810062","North Carolina","Auburn",2,"4-14","6-14","1H-16:10","1H-16:10",0,"0:00"
"977","5810062","Auburn","North Carolina",2,"21-10","23-10","1H-13:02","1H-13:02",0,"0:00"
"978","5810062","North Carolina","Auburn",2,"30-36","32-36","1H-01:55","1H-01:55",0,"0:00"
"979","5810062","North Carolina","Auburn",2,"32-43","34-43","2H-19:28","2H-19:28",0,"0:00"
"980","5810062","North Carolina","Auburn",2,"39-57","41-57","2H-14:53","2H-14:53",0,"0:00"
"981","5810062","Auburn","North Carolina",2,"57-41","59-41","2H-14:32","2H-14:32",0,"0:00"
"982","5810062","Auburn","North Carolina",2,"59-45","61-45","2H-11:43","2H-11:43",0,"0:00"
"983","5810062","North Carolina","Auburn",2,"45-61","47-61","2H-11:25","2H-11:25",0,"0:00"
"984","5810062","Auburn","North Carolina",2,"61-47","63-47","2H-10:40","2H-10:40",0,"0:00"
"985","5810062","North Carolina","Auburn",2,"50-68","52-68","2H-08:31","2H-08:31",0,"0:00"
"986","5810062","North Carolina","Auburn",2,"66-80","68-80","2H-02:03","2H-02:03",0,"0:00"
"987","5810062","North Carolina","Auburn",2,"68-83","70-83","2H-01:06","2H-01:06",0,"0:00"
"988","5810062","Auburn","North Carolina",2,"83-70","85-70","2H-00:36","2H-00:36",0,"0:00"
"989","5810062","North Carolina","Auburn",2,"70-85","72-85","2H-00:17","2H-00:17",0,"0:00"
"990","5810067","Kansas","North Carolina",2,"0-0","2-0","1H-19:32","1H-19:32",0,"0:00"
"991","5810067","North Carolina","Kansas",2,"10-15","12-15","1H-14:34","1H-14:34",0,"0:00"
"992","5810067","Kansas","North Carolina",2,"15-12","17-12","1H-14:11","1H-14:11",0,"0:00"
"993","5810067","Kansas","North Carolina",2,"17-16","19-16","1H-13:05","1H-13:05",0,"0:00"
"994","5810067","North Carolina","Kansas",2,"16-19","18-19","1H-12:45","1H-12:45",0,"0:00"
"995","5810067","North Carolina","Kansas",2,"18-25","20-25","1H-11:24","1H-11:24",0,"0:00"
"996","5810067","Kansas","North Carolina",2,"25-20","27-20","1H-11:10","1H-11:10",0,"0:00"
"997","5810067","North Carolina","Kansas",2,"20-27","22-27","1H-10:15","1H-10:15",0,"0:00"
"998","5810067","North Carolina","Kansas",2,"22-35","24-35","1H-08:18","1H-08:18",0,"0:00"
"999","5810067","North Carolina","Kansas",2,"29-49","31-49","1H-01:29","1H-01:29",0,"0:00"
"1000","5810067","Kansas","North Carolina",2,"49-31","51-31","1H-01:06","1H-01:06",0,"0:00"
"1001","5810067","Kansas","North Carolina",2,"51-34","53-34","1H-00:48","1H-00:48",0,"0:00"
"1002","5810067","Kansas","North Carolina",2,"53-38","55-38","2H-19:43","2H-19:43",0,"0:00"
"1003","5810067","Kansas","North Carolina",2,"55-43","57-43","2H-17:36","2H-17:36",0,"0:00"
"1004","5810067","Kansas","North Carolina",2,"57-48","59-48","2H-15:39","2H-15:39",0,"0:00"
"1005","5810067","Kansas","North Carolina",2,"64-56","66-56","2H-13:39","2H-13:39",0,"0:00"
"1006","5810067","North Carolina","Kansas",2,"56-66","58-66","2H-13:16","2H-13:16",0,"0:00"
"1007","5810067","Kansas","North Carolina",2,"66-58","68-58","2H-13:00","2H-13:00",0,"0:00"
"1008","5810067","Kansas","North Carolina",2,"68-61","70-61","2H-12:26","2H-12:26",0,"0:00"
"1009","5810067","North Carolina","Kansas",2,"61-70","63-70","2H-12:17","2H-12:17",0,"0:00"
"1010","5810067","Kansas","North Carolina",2,"70-63","72-63","2H-12:03","2H-12:03",0,"0:00"
"1011","5810067","Kansas","North Carolina",2,"72-64","74-64","2H-11:08","2H-11:08",0,"0:00"
"1012","5810067","North Carolina","Kansas",2,"64-74","66-74","2H-10:56","2H-10:56",0,"0:00"
"1013","5810067","Kansas","North Carolina",2,"77-75","79-75","2H-08:34","2H-08:34",0,"0:00"
"1014","5810067","Kansas","North Carolina",2,"79-80","81-80","2H-06:44","2H-06:44",0,"0:00"
"1015","5810067","Kansas","North Carolina",2,"81-84","83-84","2H-04:06","2H-04:06",0,"0:00"
"1016","5810067","North Carolina","Kansas",2,"87-87","89-87","2H-02:03","2H-02:03",0,"0:00"
"1017","5722933","Elon","North Carolina",1,"43-55","44-55","2H-17:18","2H-17:18",0,"0:00"
"1018","5722945","American","North Carolina",1,"34-47","35-47","2H-19:01","2H-19:01",0,"0:00"
"1019","5722959","North Carolina","Dayton",1,"3-4","4-4","1H-17:34","1H-17:34",0,"0:00"
"1020","5722959","Dayton","North Carolina",1,"34-24","35-24","1H-05:50","1H-05:50",0,"0:00"
"1021","5722959","North Carolina","Dayton",1,"24-35","25-35","1H-05:50","1H-05:50",0,"0:00"
"1022","5722959","North Carolina","Dayton",1,"32-49","33-49","1H-01:51","1H-01:51",0,"0:00"
"1023","5722959","Dayton","North Carolina",1,"89-92","90-92","2H-00:02","2H-00:02",0,"0:00"
"1024","5722995","North Carolina","La Salle",1,"58-36","59-36","2H-13:35","2H-13:35",0,"0:00"
"1025","5723013","North Carolina","Florida",1,"17-10","18-10","1H-12:41","1H-12:41",0,"0:00"
"1026","5723013","Florida","North Carolina",1,"13-29","14-29","1H-09:03","1H-09:03",0,"0:00"
"1027","5723013","Florida","North Carolina",1,"19-36","20-36","1H-04:51","1H-04:51",0,"0:00"
"1028","5723013","Florida","North Carolina",1,"62-66","63-66","2H-09:09","2H-09:09",0,"0:00"
"1029","5723013","Florida","North Carolina",1,"73-74","74-74","2H-05:09","2H-05:09",0,"0:00"
"1030","5723013","North Carolina","Florida",1,"78-82","79-82","2H-02:44","2H-02:44",0,"0:00"
"1031","5723033","North Carolina","UCLA",1,"13-21","14-21","1H-10:39","1H-10:39",0,"0:00"
"1032","5723033","UCLA","North Carolina",1,"65-63","66-63","2H-06:10","2H-06:10",0,"0:00"
"1033","5723033","UCLA","North Carolina",1,"68-67","69-67","2H-04:27","2H-04:27",0,"0:00"
"1034","5723033","North Carolina","UCLA",1,"67-69","68-69","2H-04:05","2H-04:05",0,"0:00"
"1035","5723033","UCLA","North Carolina",1,"71-70","72-70","2H-02:04","2H-02:04",0,"0:00"
"1036","5723044","Campbell","North Carolina",1,"35-51","36-51","2H-16:27","2H-16:27",0,"0:00"
"1037","5723044","Campbell","North Carolina",1,"52-80","53-80","2H-05:59","2H-05:59",0,"0:00"
"1038","5723044","North Carolina","Campbell",1,"94-73","95-73","2H-01:59","2H-01:59",0,"0:00"
"1039","5730381","Hawaii","North Carolina",1,"10-20","11-20","1H-10:57","1H-10:57",0,"0:00"
"1040","5730381","Hawaii","North Carolina",1,"39-58","40-58","2H-14:09","2H-14:09",0,"0:00"
"1041","5730381","Hawaii","North Carolina",1,"56-74","57-74","2H-05:36","2H-05:36",0,"0:00"
"1042","5732390","Boston College","North Carolina",1,"8-11","9-11","1H-14:36","1H-14:36",0,"0:00"
"1043","5732390","North Carolina","Boston College",1,"26-22","27-22","1H-08:22","1H-08:22",0,"0:00"
"1044","5732390","Boston College","North Carolina",1,"37-41","38-41","1H-02:51","1H-02:51",0,"0:00"
"1045","5732390","North Carolina","Boston College",1,"45-45","46-45","1H-00:31","1H-00:31",0,"0:00"
"1046","5732517","North Carolina","NC State",1,"29-22","30-22","2H-18:40","2H-18:40",0,"0:00"
"1047","5732517","North Carolina","NC State",1,"39-38","40-38","2H-11:38","2H-11:38",0,"0:00"
"1048","5732517","NC State","North Carolina",1,"46-53","47-53","2H-06:21","2H-06:21",0,"0:00"
"1049","5732549","Georgia Tech","North Carolina",1,"19-23","20-23","1H-04:44","1H-04:44",0,"0:00"
"1050","5732549","Georgia Tech","North Carolina",1,"47-47","48-47","2H-08:24","2H-08:24",0,"0:00"
"1051","5732549","Georgia Tech","North Carolina",1,"54-55","55-55","2H-05:28","2H-05:28",0,"0:00"
"1052","5732557","North Carolina","Louisville",1,"39-48","40-48","2H-15:49","2H-15:49",0,"0:00"
"1053","5732557","North Carolina","Louisville",1,"63-68","64-68","2H-06:16","2H-06:16",0,"0:00"
"1054","5732557","North Carolina","Louisville",1,"69-82","70-82","2H-00:30","2H-00:30",0,"0:00"
"1055","5732557","Louisville","North Carolina",1,"82-70","83-70","2H-00:08","2H-00:08",0,"0:00"
"1056","5732566","North Carolina","Notre Dame",1,"0-2","1-2","1H-18:57","1H-18:57",0,"0:00"
"1057","5732566","North Carolina","Notre Dame",1,"52-53","53-53","2H-10:25","2H-10:25",0,"0:00"
"1058","5732566","Notre Dame","North Carolina",1,"63-61","64-61","2H-05:11","2H-05:11",0,"0:00"
"1059","5732566","Notre Dame","North Carolina",1,"66-66","67-66","2H-03:10","2H-03:10",0,"0:00"
"1060","5732572","SMU","North Carolina",1,"19-33","20-33","1H-04:10","1H-04:10",0,"0:00"
"1061","5732572","North Carolina","SMU",1,"63-42","64-42","2H-11:08","2H-11:08",0,"0:00"
"1062","5732590","California","North Carolina",1,"14-24","15-24","1H-09:59","1H-09:59",0,"0:00"
"1063","5732592","Stanford","North Carolina",1,"11-9","12-9","1H-13:15","1H-13:15",0,"0:00"
"1064","5732592","North Carolina","Stanford",1,"39-37","40-37","2H-18:29","2H-18:29",0,"0:00"
"1065","5732592","North Carolina","Stanford",1,"46-45","47-45","2H-14:07","2H-14:07",0,"0:00"
"1066","5732592","North Carolina","Stanford",1,"66-63","67-63","2H-02:38","2H-02:38",0,"0:00"
"1067","5732601","North Carolina","Wake Forest",1,"26-23","27-23","1H-03:50","1H-03:50",0,"0:00"
"1068","5732607","Pittsburgh","North Carolina",1,"27-30","28-30","1H-06:20","1H-06:20",0,"0:00"
"1069","5732612","Duke","North Carolina",1,"52-27","53-27","2H-18:19","2H-18:19",0,"0:00"
"1070","5732612","Duke","North Carolina",1,"53-30","54-30","2H-17:36","2H-17:36",0,"0:00"
"1071","5732612","North Carolina","Duke",1,"44-74","45-74","2H-09:25","2H-09:25",0,"0:00"
"1072","5810055","North Carolina","Michigan St.",1,"0-0","1-0","1H-19:35","1H-19:35",0,"0:00"
"1073","5810055","North Carolina","Michigan St.",1,"1-8","2-8","1H-15:22","1H-15:22",0,"0:00"
"1074","5810055","Michigan St.","North Carolina",1,"42-31","43-31","1H-01:40","1H-01:40",0,"0:00"
"1075","5810055","Michigan St.","North Carolina",1,"79-73","80-73","2H-01:24","2H-01:24",0,"0:00"
"1076","5810055","North Carolina","Michigan St.",1,"87-92","88-92","3H-00:15","3H-00:15",0,"0:00"
"1077","5810067","North Carolina","Kansas",1,"63-72","64-72","2H-11:46","2H-11:46",0,"0:00"
