"","game_id","date","type","team","opp","conf","opp_conf","location","result","score","team_rtg","opp_rtg","bub_rtg","bub_win_prob","wab","game_score","game_type","wab_if_win","wab_if_loss","expected_wab","opp_net_rank","quad"
"1005","ElonMarshall11-12",2025-11-12,"nc","Elon","Marshall","CAA","SB","A","L","89-96",0.42027829343967,0.567863315216439,0.789142831518436,0.740126769778475,-0.740126769778475,29.9,"played",NA,NA,NA,138,"Q3"
"1006","ElonMarshall11-12",2025-11-12,"nc","Marshall","Elon","SB","CAA","H","W","96-89",0.567863315216439,0.42027829343967,0.87694452176131,0.907663944997728,0.0923360550022725,69.1,"played",NA,NA,NA,166,"Q4"
"1007","Fairleigh DickinsonTexas11-12",2025-11-12,"nc","Fairleigh Dickinson","Texas","NEC","SEC","A","L","58-93",0.12238388881334,0.887172338806317,0.789142831518436,0.322477068802759,-0.322477068802759,12.2,"played",NA,NA,NA,43,"Q1"
"1008","Fairleigh DickinsonTexas11-12",2025-11-12,"nc","Texas","Fairleigh Dickinson","SEC","NEC","H","W","93-58",0.887172338806317,0.12238388881334,0.87694452176131,0.980807468633121,0.0191925313668788,88.8,"played",NA,NA,NA,328,"Q4"
"1009","IdahoSan Diego11-12",2025-11-12,"nc","Idaho","San Diego","BSky","WCC","A","L","74-78",0.429439968897384,0.54590461784692,0.789142831518436,0.756876280074793,-0.756876280074793,31.4,"played",NA,NA,NA,207,"Q3"
"1010","IdahoSan Diego11-12",2025-11-12,"nc","San Diego","Idaho","WCC","BSky","H","W","78-74",0.54590461784692,0.429439968897384,0.87694452176131,0.90447311566191,0.0955268843380902,66.4,"played",NA,NA,NA,156,"Q3"
"1011","James MadisonLongwood11-12",2025-11-12,"nc","James Madison","Longwood","SB","BSth","A","L","72-82",0.24958159849066,0.331023910966002,0.789142831518436,0.88322428702968,-0.88322428702968,8,"played",NA,NA,NA,265,"Q4"
"1012","James MadisonLongwood11-12",2025-11-12,"nc","Longwood","James Madison","BSth","SB","H","W","82-72",0.331023910966002,0.24958159849066,0.87694452176131,0.95541095834949,0.0445890416505097,65.5,"played",NA,NA,NA,245,"Q4"
"1013","Little RockMarquette11-12",2025-11-12,"nc","Little Rock","Marquette","OVC","BE","A","L","49-89",0.127510579264345,0.681537231775973,0.789142831518436,0.636202854073994,-0.636202854073994,1.6,"played",NA,NA,NA,142,"Q3"
"1014","Little RockMarquette11-12",2025-11-12,"nc","Marquette","Little Rock","BE","OVC","H","W","89-49",0.681537231775973,0.127510579264345,0.87694452176131,0.97990450825962,0.0200954917403803,95.1,"played",NA,NA,NA,301,"Q4"
"1015","Long Beach St.Pacific11-12",2025-11-12,"nc","Long Beach St.","Pacific","BW","WCC","A","L","66-69",0.275409840359272,0.674759870092487,0.789142831518436,0.643359007190457,-0.643359007190457,67.6,"played",NA,NA,NA,110,"Q2"
"1016","Long Beach St.Pacific11-12",2025-11-12,"nc","Pacific","Long Beach St.","WCC","BW","H","W","69-66",0.674759870092487,0.275409840359272,0.87694452176131,0.949365192903274,0.050634807096726,27.4,"played",NA,NA,NA,240,"Q4"
"1017","ManhattanUtah Tech11-12",2025-11-12,"nc","Manhattan","Utah Tech","MAAC","WAC","N","W","79-75",0.15358184279671,0.40026041841506,0.837778001870703,0.885559797222147,0.114440202777853,58.1,"played",NA,NA,NA,199,"Q3"
"1018","ManhattanUtah Tech11-12",2025-11-12,"nc","Utah Tech","Manhattan","WAC","MAAC","N","L","75-79",0.40026041841506,0.15358184279671,0.837778001870703,0.966057889082289,-0.966057889082289,8,"played",NA,NA,NA,331,"Q4"
"1019","MercyhurstCanisius11-12",2025-11-12,"nc","Canisius","Mercyhurst","MAAC","NEC","H","W","58-55",0.167282014948079,0.197557835667324,0.87694452176131,0.96660671381156,0.0333932861884395,38,"played",NA,NA,NA,287,"Q4"
"1020","MercyhurstCanisius11-12",2025-11-12,"nc","Mercyhurst","Canisius","NEC","MAAC","A","L","55-58",0.197557835667324,0.167282014948079,0.789142831518436,0.949057908305097,-0.949057908305097,7.5,"played",NA,NA,NA,342,"Q4"
"1021","Middle TennesseeEvansville11-12",2025-11-12,"nc","Evansville","Middle Tennessee","MVC","CUSA","H","L","72-77",0.314483555583366,0.560715647526253,0.87694452176131,0.848095531277443,-0.848095531277443,24.3,"played",NA,NA,NA,132,"Q3"
"1022","Middle TennesseeEvansville11-12",2025-11-12,"nc","Middle Tennessee","Evansville","CUSA","MVC","A","W","77-72",0.560715647526253,0.314483555583366,0.789142831518436,0.890806632414513,0.109193367585487,64.6,"played",NA,NA,NA,285,"Q4"
"1023","MilwaukeeIndiana11-12",2025-11-12,"nc","Indiana","Milwaukee","B10","Horz","H","W","101-70",0.93461637651891,0.248508434458757,0.87694452176131,0.955654772331254,0.0443452276687463,88.4,"played",NA,NA,NA,233,"Q4"
"1024","MilwaukeeIndiana11-12",2025-11-12,"nc","Milwaukee","Indiana","Horz","B10","A","L","70-101",0.248508434458757,0.93461637651891,0.789142831518436,0.207493946967895,-0.207493946967895,38.4,"played",NA,NA,NA,35,"Q1"
"1025","MinnesotaMissouri11-12",2025-11-12,"nc","Minnesota","Missouri","B10","SEC","A","L","60-83",0.733403825398478,0.83780731111519,0.789142831518436,0.420130740509615,-0.420130740509615,46.4,"played",NA,NA,NA,69,"Q1"
"1026","MinnesotaMissouri11-12",2025-11-12,"nc","Missouri","Minnesota","SEC","B10","H","W","83-60",0.83780731111519,0.733403825398478,0.87694452176131,0.721486477360907,0.278513522639093,94.3,"played",NA,NA,NA,82,"Q3"
"1027","Mississippi Valley St.Hawaii11-12",2025-11-12,"nc","Hawaii","Mississippi Valley St.","BW","SWAC","H","W","88-56",0.78119624383108,0.0198958825742543,0.87694452176131,0.997159567396014,0.00284043260398603,67,"played",NA,NA,NA,365,"Q4"
"1028","Mississippi Valley St.Hawaii11-12",2025-11-12,"nc","Mississippi Valley St.","Hawaii","SWAC","BW","A","L","56-88",0.0198958825742543,0.78119624383108,0.789142831518436,0.511776622090299,-0.511776622090299,3.4,"played",NA,NA,NA,97,"Q2"
"1029","Montana St.Stanford11-12",2025-11-12,"nc","Montana St.","Stanford","BSky","ACC","A","L","68-77",0.516801960731892,0.826655270513687,0.789142831518436,0.439709986832056,-0.439709986832056,59.4,"played",NA,NA,NA,68,"Q1"
"1030","Montana St.Stanford11-12",2025-11-12,"nc","Stanford","Montana St.","ACC","BSky","H","W","77-68",0.826655270513687,0.516801960731892,0.87694452176131,0.869503423379997,0.130496576620003,77.7,"played",NA,NA,NA,134,"Q3"
"1031","Nicholls St.Valparaiso11-12",2025-11-12,"nc","Nicholls St.","Valparaiso","Slnd","MVC","A","L","63-68",0.298225851053033,0.620525009384165,0.789142831518436,0.695929576270223,-0.695929576270223,39.1,"played",NA,NA,NA,167,"Q3"
"1032","Nicholls St.Valparaiso11-12",2025-11-12,"nc","Valparaiso","Nicholls St.","MVC","Slnd","H","W","68-63",0.620525009384165,0.298225851053033,0.87694452176131,0.943724179466258,0.0562758205337419,52,"played",NA,NA,NA,214,"Q4"
"1033","North FloridaTennessee11-12",2025-11-12,"nc","North Florida","Tennessee","ASun","SEC","A","L","66-99",0.130107860545965,0.950808758395937,0.789142831518436,0.162216072031261,-0.162216072031261,36.1,"played",NA,NA,NA,26,"Q1"
"1034","North FloridaTennessee11-12",2025-11-12,"nc","Tennessee","North Florida","SEC","ASun","H","W","99-66",0.950808758395937,0.130107860545965,0.87694452176131,0.979443630825024,0.0205563691749764,83.7,"played",NA,NA,NA,341,"Q4"
"1035","North TexasOregon St.11-12",2025-11-12,"nc","North Texas","Oregon St.","Amer","WCC","A","L","64-66",0.415067688822185,0.485211543565743,0.789142831518436,0.798820294128825,-0.798820294128825,56.8,"played",NA,NA,NA,213,"Q3"
"1036","North TexasOregon St.11-12",2025-11-12,"nc","Oregon St.","North Texas","WCC","Amer","H","W","66-64",0.485211543565743,0.415067688822185,0.87694452176131,0.909443833288116,0.0905561667118839,33.8,"played",NA,NA,NA,164,"Q4"
"1037","Northern KentuckyEast Tennessee St.11-12",2025-11-12,"nc","East Tennessee St.","Northern Kentucky","SC","Horz","H","W","75-63",0.630192919645938,0.407310194256586,0.87694452176131,0.91204825280881,0.0879517471911898,85.1,"played",NA,NA,NA,178,"Q4"
"1038","Northern KentuckyEast Tennessee St.11-12",2025-11-12,"nc","Northern Kentucky","East Tennessee St.","Horz","SC","A","L","63-75",0.407310194256586,0.630192919645938,0.789142831518436,0.687127010095926,-0.687127010095926,17,"played",NA,NA,NA,120,"Q2"
"1039","OaklandHouston11-12",2025-11-12,"nc","Houston","Oakland","B12","Horz","H","W","78-45",0.978521648703588,0.481240020934381,0.87694452176131,0.884819539454043,0.115180460545957,99.6,"played",NA,NA,NA,135,"Q3"
"1040","OaklandHouston11-12",2025-11-12,"nc","Oakland","Houston","Horz","B12","A","L","45-78",0.481240020934381,0.978521648703588,0.789142831518436,0.0759121042659328,-0.0759121042659328,13.1,"played",NA,NA,NA,10,"Q1"
"1041","Portland St.San Francisco11-12",2025-11-12,"nc","Portland St.","San Francisco","BSky","WCC","A","L","70-80",0.428544551745998,0.74106849125133,0.789142831518436,0.566660011769232,-0.566660011769232,21.9,"played",NA,NA,NA,106,"Q2"
"1042","Portland St.San Francisco11-12",2025-11-12,"nc","San Francisco","Portland St.","WCC","BSky","H","W","80-70",0.74106849125133,0.428544551745998,0.87694452176131,0.9047884804817,0.0952115195183002,88.4,"played",NA,NA,NA,137,"Q3"
"1043","Prairie View A&MOklahoma St.11-12",2025-11-12,"nc","Oklahoma St.","Prairie View A&M","B12","SWAC","H","W","94-67",0.818691395301381,0.171027257854827,0.87694452176131,0.971864185419241,0.0281358145807589,85.9,"played",NA,NA,NA,297,"Q4"
"1044","Prairie View A&MOklahoma St.11-12",2025-11-12,"nc","Prairie View A&M","Oklahoma St.","SWAC","B12","A","L","67-94",0.171027257854827,0.818691395301381,0.789142831518436,0.453202305295861,-0.453202305295861,13.3,"played",NA,NA,NA,73,"Q1"
"1045","PresbyterianSouth Carolina11-12",2025-11-12,"nc","Presbyterian","South Carolina","BSth","SEC","A","L","61-81",0.213993066087197,0.81834362048243,0.789142831518436,0.453782537336641,-0.453782537336641,10.8,"played",NA,NA,NA,86,"Q2"
"1046","PresbyterianSouth Carolina11-12",2025-11-12,"nc","South Carolina","Presbyterian","SEC","BSth","H","W","81-61",0.81834362048243,0.213993066087197,0.87694452176131,0.963202382119653,0.036797617880347,91,"played",NA,NA,NA,257,"Q4"
"1047","Purdue Fort WayneWestern Michigan11-12",2025-11-12,"nc","Purdue Fort Wayne","Western Michigan","Horz","MAC","A","L","71-83",0.292164934682056,0.402803910439342,0.789142831518436,0.847297721963019,-0.847297721963019,21.2,"played",NA,NA,NA,256,"Q4"
"1048","Purdue Fort WayneWestern Michigan11-12",2025-11-12,"nc","Western Michigan","Purdue Fort Wayne","MAC","Horz","H","W","83-71",0.402803910439342,0.292164934682056,0.87694452176131,0.945251499832143,0.0547485001678572,50.9,"played",NA,NA,NA,211,"Q4"
"1049","Saint Joseph'sVirginia Tech11-12",2025-11-12,"nc","Saint Joseph's","Virginia Tech","A10","ACC","A","L","59-94",0.444672139674005,0.854429765296934,0.789142831518436,0.389358562738908,-0.389358562738908,5.7,"played",NA,NA,NA,50,"Q1"
"1050","Saint Joseph'sVirginia Tech11-12",2025-11-12,"nc","Virginia Tech","Saint Joseph's","ACC","A10","H","W","94-59",0.854429765296934,0.444672139674005,0.87694452176131,0.898987954890416,0.101012045109584,98.7,"played",NA,NA,NA,193,"Q4"
"1051","Saint Peter'sVCU11-12",2025-11-12,"nc","Saint Peter's","VCU","MAAC","A10","A","L","61-78",0.315705343795255,0.831470616158035,0.789142831518436,0.431356333383669,-0.431356333383669,24.6,"played",NA,NA,NA,55,"Q1"
"1052","Saint Peter'sVCU11-12",2025-11-12,"nc","VCU","Saint Peter's","A10","MAAC","H","W","78-61",0.831470616158035,0.315705343795255,0.87694452176131,0.939197091171885,0.0608029088281149,87.5,"played",NA,NA,NA,219,"Q4"
"1053","SamfordTexas Southern11-12",2025-11-12,"nc","Samford","Texas Southern","SC","SWAC","A","W","93-90",0.172914927065104,0.2193551918266,0.789142831518436,0.930162898006057,0.0698371019939428,23.4,"played",NA,NA,NA,348,"Q4"
"1054","SamfordTexas Southern11-12",2025-11-12,"nc","Texas Southern","Samford","SWAC","SC","H","L","90-93",0.2193551918266,0.172914927065104,0.87694452176131,0.971499421044186,-0.971499421044186,16.2,"played",NA,NA,NA,270,"Q4"
"1055","SienaSt. Bonaventure11-12",2025-11-12,"nc","Siena","St. Bonaventure","MAAC","A10","A","L","66-75",0.39061414634628,0.54272648642732,0.789142831518436,0.759226332939521,-0.759226332939521,29.8,"played",NA,NA,NA,158,"Q3"
"1056","SienaSt. Bonaventure11-12",2025-11-12,"nc","St. Bonaventure","Siena","A10","MAAC","H","W","75-66",0.54272648642732,0.39061414634628,0.87694452176131,0.917476196214462,0.0825238037855385,64.1,"played",NA,NA,NA,172,"Q4"
"1057","South Dakota St.Oregon11-12",2025-11-12,"nc","Oregon","South Dakota St.","B10","Sum","H","W","83-69",0.811912713320952,0.376239867043405,0.87694452176131,0.921964829129262,0.0780351708707383,75,"played",NA,NA,NA,182,"Q4"
"1058","South Dakota St.Oregon11-12",2025-11-12,"nc","South Dakota St.","Oregon","Sum","B10","A","L","69-83",0.376239867043405,0.811912713320952,0.789142831518436,0.464380356847362,-0.464380356847362,46.4,"played",NA,NA,NA,104,"Q2"
"1059","Southern IllinoisNevada11-12",2025-11-12,"nc","Nevada","Southern Illinois","MWC","MVC","H","W","86-81",0.844104785906955,0.428545836772061,0.87694452176131,0.904788028447911,0.0952119715520892,49.7,"played",NA,NA,NA,143,"Q3"
"1060","Southern IllinoisNevada11-12",2025-11-12,"nc","Southern Illinois","Nevada","MVC","MWC","A","L","81-86",0.428545836772061,0.844104785906955,0.789142831518436,0.408703843397215,-0.408703843397215,80.4,"played",NA,NA,NA,65,"Q1"
"1061","Southern IndianaSouth Dakota11-12",2025-11-12,"nc","South Dakota","Southern Indiana","Sum","OVC","H","W","89-74",0.34305963610693,0.117650863870938,0.87694452176131,0.981633231958828,0.0183667680411723,50.6,"played",NA,NA,NA,333,"Q4"
"1062","Southern IndianaSouth Dakota11-12",2025-11-12,"nc","Southern Indiana","South Dakota","OVC","Sum","A","L","74-89",0.117650863870938,0.34305963610693,0.789142831518436,0.877552595122239,-0.877552595122239,6.4,"played",NA,NA,NA,272,"Q4"
"1063","Tennessee MartinBradley11-12",2025-11-12,"nc","Bradley","Tennessee Martin","MVC","OVC","H","L","67-78",0.62832865703676,0.237161887072814,0.87694452176131,0.958198041828287,-0.958198041828287,9.9,"played",NA,NA,NA,188,"Q4"
"1064","Tennessee MartinBradley11-12",2025-11-12,"nc","Tennessee Martin","Bradley","OVC","MVC","A","W","78-67",0.237161887072814,0.62832865703676,0.789142831518436,0.688842398363564,0.311157601636436,82.7,"played",NA,NA,NA,126,"Q2"
"1065","TulsaOral Roberts11-12",2025-11-12,"nc","Oral Roberts","Tulsa","Sum","Amer","H","L","87-88",0.242983106457502,0.752833840956764,0.87694452176131,0.700572326651191,-0.700572326651191,76.6,"played",NA,NA,NA,47,"Q2"
"1066","TulsaOral Roberts11-12",2025-11-12,"nc","Tulsa","Oral Roberts","Amer","Sum","A","W","88-87",0.752833840956764,0.242983106457502,0.789142831518436,0.92101075464148,0.0789892453585198,23,"played",NA,NA,NA,319,"Q4"
"1067","UC San DiegoFresno St.11-12",2025-11-12,"nc","Fresno St.","UC San Diego","MWC","BW","H","L","73-78",0.638163519639698,0.590366000016981,0.87694452176131,0.831784826305391,-0.831784826305391,37.8,"played",NA,NA,NA,98,"Q3"
"1068","UC San DiegoFresno St.11-12",2025-11-12,"nc","UC San Diego","Fresno St.","BW","MWC","A","W","78-73",0.590366000016981,0.638163519639698,0.789142831518436,0.679693628704302,0.320306371295698,80.7,"played",NA,NA,NA,139,"Q3"
"1069","UNC GreensboroN.C. State11-12",2025-11-12,"nc","N.C. State","UNC Greensboro","ACC","SC","H","W","110-64",0.9285992790648,0.160847473781155,0.87694452176131,0.973807597862914,0.0261924021370855,89.3,"played",NA,NA,NA,308,"Q4"
"1070","UNC GreensboroN.C. State11-12",2025-11-12,"nc","UNC Greensboro","N.C. State","SC","ACC","A","L","64-110",0.160847473781155,0.9285992790648,0.789142831518436,0.223462212446398,-0.223462212446398,22.9,"played",NA,NA,NA,30,"Q1"
"1071","UTSATexas St.11-12",2025-11-12,"nc","Texas St.","UTSA","SB","Amer","H","W","80-69",0.381622138452216,0.0647801600036278,0.87694452176131,0.990373769264219,0.00962623073578084,38,"played",NA,NA,NA,350,"Q4"
"1072","UTSATexas St.11-12",2025-11-12,"nc","UTSA","Texas St.","Amer","SB","A","L","69-80",0.0647801600036278,0.381622138452216,0.789142831518436,0.858445099743816,-0.858445099743816,6.5,"played",NA,NA,NA,264,"Q4"
"1073","Weber St.Utah St.11-12",2025-11-12,"nc","Utah St.","Weber St.","MWC","BSky","H","W","83-73",0.911071197852773,0.360794325167753,0.87694452176131,0.926608746631795,0.0733912533682046,66,"played",NA,NA,NA,191,"Q4"
"1074","Weber St.Utah St.11-12",2025-11-12,"nc","Weber St.","Utah St.","BSky","MWC","A","L","73-83",0.360794325167753,0.911071197852773,0.789142831518436,0.267563717085246,-0.267563717085246,74.9,"played",NA,NA,NA,25,"Q1"
"1075","Penn St.-ShenangoAkron11-12",2025-11-12,"nond1","Akron","Penn St.-Shenango","MAC",NA,"H","W","51-109",NA,NA,NA,NA,0,NA,"played",NA,NA,NA,NA,NA
"1076","St. ScholasticaNorth Dakota St.11-12",2025-11-12,"nond1","North Dakota St.","St. Scholastica","Sum",NA,"H","W","38-111",NA,NA,NA,NA,0,NA,"played",NA,NA,NA,NA,NA
"1077","Emmanuel (MA)New Hampshire11-12",2025-11-12,"nond1","New Hampshire","Emmanuel (MA)","AE",NA,"H","W","69-97",NA,NA,NA,NA,0,NA,"played",NA,NA,NA,NA,NA
"1078","Bluefield St.North Carolina Central11-12",2025-11-12,"nond1","North Carolina Central","Bluefield St.","MEAC",NA,"H","W","61-77",NA,NA,NA,NA,0,NA,"played",NA,NA,NA,NA,NA
"1079","Bob JonesUSC Upstate11-12",2025-11-12,"nond1","USC Upstate","Bob Jones","BSth",NA,"H","W","53-114",NA,NA,NA,NA,0,NA,"played",NA,NA,NA,NA,NA
"1080","WebsterSoutheast Missouri St.11-12",2025-11-12,"nond1","Southeast Missouri St.","Webster","OVC",NA,"H","W","41-87",NA,NA,NA,NA,0,NA,"played",NA,NA,NA,NA,NA
"1081","VassarMarist11-12",2025-11-12,"nond1","Marist","Vassar","MAAC",NA,"H","W","61-93",NA,NA,NA,NA,0,NA,"played",NA,NA,NA,NA,NA
"1082","Virginia-LynchburgVMI11-12",2025-11-12,"nond1","VMI","Virginia-Lynchburg","SC",NA,"H","W","54-106",NA,NA,NA,NA,0,NA,"played",NA,NA,NA,NA,NA
"1083","PointKennesaw St.11-12",2025-11-12,"nond1","Kennesaw St.","Point","CUSA",NA,"H","W","60-111",NA,NA,NA,NA,0,NA,"played",NA,NA,NA,NA,NA
"1084","HanoverBellarmine11-12",2025-11-12,"nond1","Bellarmine","Hanover","ASun",NA,"H","W","55-94",NA,NA,NA,NA,0,NA,"played",NA,NA,NA,NA,NA
"1085","Westminster (UT)Utah Valley11-12",2025-11-12,"nond1","Utah Valley","Westminster (UT)","WAC",NA,"H","W","60-91",NA,NA,NA,NA,0,NA,"played",NA,NA,NA,NA,NA
"1086","Alcorn St.Howard11-13",2025-11-13,"nc","Alcorn St.","Howard","SWAC","MEAC","A","L","64-72",0.100330536585304,0.37025042238116,0.789142831518436,0.86423379537777,-0.86423379537777,12.3,"played",NA,NA,NA,250,"Q4"
"1087","Alcorn St.Howard11-13",2025-11-13,"nc","Howard","Alcorn St.","MEAC","SWAC","H","W","72-64",0.37025042238116,0.100330536585304,0.87694452176131,0.984592383504061,0.0154076164959386,31.9,"played",NA,NA,NA,351,"Q4"
"1088","CaliforniaKansas St.11-13",2025-11-13,"nc","California","Kansas St.","ACC","B12","A","L","96-99",0.718400666106436,0.786559436962272,0.789142831518436,0.503864039298563,-0.503864039298563,40.7,"played",NA,NA,NA,83,"Q2"
"1089","CaliforniaKansas St.11-13",2025-11-13,"nc","Kansas St.","California","B12","ACC","H","W","99-96",0.786559436962272,0.718400666106436,0.87694452176131,0.736385558151473,0.263614441848527,93.2,"played",NA,NA,NA,60,"Q2"
"1090","Central MichiganSouth Alabama11-13",2025-11-13,"nc","Central Michigan","South Alabama","MAC","SB","N","L","64-66",0.18939999429612,0.380023416483055,0.837778001870703,0.893902310762222,-0.893902310762222,23.5,"played",NA,NA,NA,195,"Q3"
"1091","Central MichiganSouth Alabama11-13",2025-11-13,"nc","South Alabama","Central Michigan","SB","MAC","N","W","66-64",0.380023416483055,0.18939999429612,0.837778001870703,0.956715065387942,0.0432849346120584,31.8,"played",NA,NA,NA,330,"Q4"
"1092","Charleston SouthernAlabama A&M11-13",2025-11-13,"nc","Alabama A&M","Charleston Southern","SWAC","BSth","H","W","68-64",0.266536962495629,0.292665902024428,0.87694452176131,0.945126064842993,0.0548739351570074,56.6,"played",NA,NA,NA,222,"Q4"
"1093","Charleston SouthernAlabama A&M11-13",2025-11-13,"nc","Charleston Southern","Alabama A&M","BSth","SWAC","A","L","64-68",0.292665902024428,0.266536962495629,0.789142831518436,0.911495287889735,-0.911495287889735,10.4,"played",NA,NA,NA,306,"Q4"
"1094","CornellLafayette11-13",2025-11-13,"nc","Cornell","Lafayette","Ivy","Pat","A","W","97-78",0.378354855816404,0.248611826969841,0.789142831518436,0.918773344504156,0.0812266554958444,64.9,"played",NA,NA,NA,327,"Q4"
"1095","CornellLafayette11-13",2025-11-13,"nc","Lafayette","Cornell","Pat","Ivy","H","L","78-97",0.248611826969841,0.378354855816404,0.87694452176131,0.921314700793544,-0.921314700793544,9.8,"played",NA,NA,NA,189,"Q4"
"1096","FIULSU11-13",2025-11-13,"nc","FIU","LSU","CUSA","SEC","A","L","81-98",0.407906754458921,0.869344230032028,0.789142831518436,0.359990204826453,-0.359990204826453,45.2,"played",NA,NA,NA,49,"Q1"
"1097","FIULSU11-13",2025-11-13,"nc","LSU","FIU","SEC","CUSA","H","W","98-81",0.869344230032028,0.407906754458921,0.87694452176131,0.911849868781711,0.0881501312182891,84.8,"played",NA,NA,NA,198,"Q4"
"1098","Green BaySt. Thomas11-13",2025-11-13,"nc","Green Bay","St. Thomas","Horz","Sum","A","L","61-80",0.347501300824496,0.709920147404267,0.789142831518436,0.60462412732146,-0.60462412732146,4.2,"played",NA,NA,NA,115,"Q2"
"1099","Green BaySt. Thomas11-13",2025-11-13,"nc","St. Thomas","Green Bay","Sum","Horz","H","W","80-61",0.709920147404267,0.347501300824496,0.87694452176131,0.930464672226174,0.0695353277738255,96.8,"played",NA,NA,NA,231,"Q4"
"1100","Le MoyneMassachusetts11-13",2025-11-13,"nc","Le Moyne","Massachusetts","NEC","MAC","A","L","80-94",0.221310560972045,0.584582169104713,0.789142831518436,0.72674174416279,-0.72674174416279,13.9,"played",NA,NA,NA,190,"Q3"
"1101","Le MoyneMassachusetts11-13",2025-11-13,"nc","Massachusetts","Le Moyne","MAC","NEC","H","W","94-80",0.584582169104713,0.221310560972045,0.87694452176131,0.961648441286785,0.0383515587132146,71.3,"played",NA,NA,NA,263,"Q4"
"1102","Louisiana MonroeHouston Christian11-13",2025-11-13,"nc","Houston Christian","Louisiana Monroe","Slnd","SB","H","W","72-61",0.271616672378972,0.0597894950093278,0.87694452176131,0.991155557967212,0.00884444203278845,10.3,"played",NA,NA,NA,359,"Q4"
"1103","Louisiana MonroeHouston Christian11-13",2025-11-13,"nc","Louisiana Monroe","Houston Christian","SB","Slnd","A","L","61-72",0.0597894950093278,0.271616672378972,0.789142831518436,0.909389387891108,-0.909389387891108,17.1,"played",NA,NA,NA,298,"Q4"
"1104","Loyola ChicagoWichita St.11-13",2025-11-13,"nc","Loyola Chicago","Wichita St.","A10","Amer","A","L","74-95",0.172670463833164,0.738658907308828,0.789142831518436,0.569731685971969,-0.569731685971969,14.4,"played",NA,NA,NA,96,"Q2"
"1105","Loyola ChicagoWichita St.11-13",2025-11-13,"nc","Wichita St.","Loyola Chicago","Amer","A10","H","W","95-74",0.738658907308828,0.172670463833164,0.87694452176131,0.971546738339754,0.0284532616602459,77.8,"played",NA,NA,NA,316,"Q4"
"1106","MonmouthSeton Hall11-13",2025-11-13,"nc","Monmouth","Seton Hall","CAA","BE","A","L","58-70",0.317716847155222,0.873050062674109,0.789142831518436,0.352416568033296,-0.352416568033296,67.6,"played",NA,NA,NA,45,"Q1"
"1107","MonmouthSeton Hall11-13",2025-11-13,"nc","Seton Hall","Monmouth","BE","CAA","H","W","70-58",0.873050062674109,0.317716847155222,0.87694452176131,0.938664113822351,0.0613358861776493,60.5,"played",NA,NA,NA,205,"Q4"
"1108","PittsburghWest Virginia11-13",2025-11-13,"nc","Pittsburgh","West Virginia","ACC","B12","A","L","49-71",0.589943488269682,0.871879483800632,0.789142831518436,0.354821197364687,-0.354821197364687,23.2,"played",NA,NA,NA,57,"Q1"
"1109","PittsburghWest Virginia11-13",2025-11-13,"nc","West Virginia","Pittsburgh","B12","ACC","H","W","71-49",0.871879483800632,0.589943488269682,0.87694452176131,0.832029100405462,0.167970899594538,97,"played",NA,NA,NA,119,"Q3"
"1110","PurdueAlabama11-13",2025-11-13,"nc","Alabama","Purdue","SEC","B10","H","L","80-87",0.954137153124999,0.942286378135921,0.87694452176131,0.303854953543043,-0.303854953543043,89.9,"played",NA,NA,NA,5,"Q1"
"1111","PurdueAlabama11-13",2025-11-13,"nc","Purdue","Alabama","B10","SEC","A","W","87-80",0.942286378135921,0.954137153124999,0.789142831518436,0.152466467386432,0.847533532613568,97.4,"played",NA,NA,NA,20,"Q1"
"1112","San Jose St.Michigan St.11-13",2025-11-13,"nc","Michigan St.","San Jose St.","B10","MWC","H","W","79-60",0.963497051929661,0.27954152256781,0.87694452176131,0.94836527739278,0.0516347226072197,93.4,"played",NA,NA,NA,259,"Q4"
"1113","San Jose St.Michigan St.11-13",2025-11-13,"nc","San Jose St.","Michigan St.","MWC","B10","A","L","60-79",0.27954152256781,0.963497051929661,0.789142831518436,0.124182003152408,-0.124182003152408,42,"played",NA,NA,NA,11,"Q1"
"1114","Southern MissGrambling St.11-13",2025-11-13,"nc","Grambling St.","Southern Miss","SWAC","SB","H","W","75-70",0.367874759458204,0.288041653183322,0.87694452176131,0.946278455004355,0.0537215449956449,58.8,"played",NA,NA,NA,237,"Q4"
"1115","Southern MissGrambling St.11-13",2025-11-13,"nc","Southern Miss","Grambling St.","SB","SWAC","A","L","70-75",0.288041653183322,0.367874759458204,0.789142831518436,0.86542643149622,-0.86542643149622,14.2,"played",NA,NA,NA,266,"Q4"
"1116","UMass LowellColumbia11-13",2025-11-13,"nc","Columbia","UMass Lowell","Ivy","AE","H","W","86-72",0.568137572408125,0.166069195383224,0.87694452176131,0.972815680836883,0.0271843191631169,35.5,"played",NA,NA,NA,320,"Q4"
"1117","UMass LowellColumbia11-13",2025-11-13,"nc","UMass Lowell","Columbia","AE","Ivy","A","L","72-86",0.166069195383224,0.568137572408125,0.789142831518436,0.739911734235944,-0.739911734235944,32.2,"played",NA,NA,NA,149,"Q3"
"1118","Mid-Atlantic Christ.Campbell11-13",2025-11-13,"nond1","Campbell","Mid-Atlantic Christ.","CAA",NA,"H","W","55-108",NA,NA,NA,NA,0,NA,"played",NA,NA,NA,NA,NA
