"","game_id","date","type","team","opp","conf","opp_conf","location","result","score","team_rtg","opp_rtg","bub_rtg","bub_win_prob","wab","game_score","game_type","wab_if_win","wab_if_loss","expected_wab","opp_net_rank","quad"
"6379","NJITUMass Lowell1-15",2026-01-15,"conf","UMass Lowell","NJIT","AE","AE","H","L","64-73",0.274939543085224,0.109515830128315,0.87694452176131,0.983035205597308,-0.983035205597308,1.4,"played",NA,NA,NA,334,"Q4"
"6380","North Carolina A&TWilliam & Mary1-15",2026-01-15,"conf","North Carolina A&T","William & Mary","CAA","CAA","A","L","89-97",0.167686060026533,0.684941892088804,0.789142831518436,0.632554050617984,-0.632554050617984,39.6,"played",NA,NA,NA,108,"Q2"
"6381","North Carolina A&TWilliam & Mary1-15",2026-01-15,"conf","William & Mary","North Carolina A&T","CAA","CAA","H","W","97-89",0.684941892088804,0.167686060026533,0.87694452176131,0.972506431799078,0.0274935682009222,40,"played",NA,NA,NA,271,"Q4"
"6382","North FloridaNorth Alabama1-15",2026-01-15,"conf","North Alabama","North Florida","ASun","ASun","H","L","91-105",0.158393554631978,0.130107860545965,0.87694452176131,0.979443630825024,-0.979443630825024,2.5,"played",NA,NA,NA,341,"Q4"
"6383","North FloridaNorth Alabama1-15",2026-01-15,"conf","North Florida","North Alabama","ASun","ASun","A","W","105-91",0.130107860545965,0.158393554631978,0.789142831518436,0.952120130887049,0.0478798691129514,52,"played",NA,NA,NA,337,"Q4"
"6384","Northern ArizonaSacramento St.1-15",2026-01-15,"conf","Northern Arizona","Sacramento St.","BSky","BSky","A","L","69-83",0.143857861768791,0.30462066179758,0.789142831518436,0.895215310556655,-0.895215310556655,13.5,"played",NA,NA,NA,279,"Q4"
"6385","Northern ArizonaSacramento St.1-15",2026-01-15,"conf","Sacramento St.","Northern Arizona","BSky","BSky","H","W","83-69",0.30462066179758,0.143857861768791,0.87694452176131,0.976964619145424,0.0230353808545757,32,"played",NA,NA,NA,317,"Q4"
"6386","Northern ColoradoPortland St.1-15",2026-01-15,"conf","Northern Colorado","Portland St.","BSky","BSky","A","L","73-76",0.440210779661579,0.588132425464845,0.789142831518436,0.72382523356659,-0.72382523356659,55,"played",NA,NA,NA,137,"Q3"
"6387","Northern ColoradoPortland St.1-15",2026-01-15,"conf","Portland St.","Northern Colorado","BSky","BSky","H","W","76-73",0.588132425464845,0.440210779661579,0.87694452176131,0.900618439928061,0.099381560071939,47.9,"played",NA,NA,NA,161,"Q4"
"6388","OaklandMilwaukee1-15",2026-01-15,"conf","Milwaukee","Oakland","Horz","Horz","H","L","60-73",0.386383173060306,0.481240020934381,0.87694452176131,0.884819539454043,-0.884819539454043,8.1,"played",NA,NA,NA,135,"Q3"
"6389","OaklandMilwaukee1-15",2026-01-15,"conf","Oakland","Milwaukee","Horz","Horz","A","W","73-60",0.481240020934381,0.386383173060306,0.789142831518436,0.855981558523647,0.144018441476353,86.9,"played",NA,NA,NA,233,"Q3"
"6390","Old DominionGeorgia Southern1-15",2026-01-15,"conf","Georgia Southern","Old Dominion","SB","SB","H","W","87-84",0.402786321012279,0.272186803091302,0.87694452176131,0.950138767404515,0.0498612325954855,28.4,"played",NA,NA,NA,247,"Q4"
"6391","Old DominionGeorgia Southern1-15",2026-01-15,"conf","Old Dominion","Georgia Southern","SB","SB","A","L","84-87",0.272186803091302,0.402786321012279,0.789142831518436,0.847307182475712,-0.847307182475712,38.8,"played",NA,NA,NA,243,"Q4"
"6392","QueensFlorida Gulf Coast1-15",2026-01-15,"conf","Florida Gulf Coast","Queens","ASun","ASun","H","L","74-85",0.442460723912026,0.360688826372902,0.87694452176131,0.926639851673218,-0.926639851673218,11.5,"played",NA,NA,NA,183,"Q4"
"6393","QueensFlorida Gulf Coast1-15",2026-01-15,"conf","Queens","Florida Gulf Coast","ASun","ASun","A","W","85-74",0.360688826372902,0.442460723912026,0.789142831518436,0.825050553390319,0.174949446609681,77.5,"played",NA,NA,NA,244,"Q4"
"6394","Robert MorrisIU Indy1-15",2026-01-15,"conf","IU Indy","Robert Morris","Horz","Horz","H","W","96-93",0.292646327406684,0.361635536723236,0.87694452176131,0.926360432674734,0.0736395673252663,37.3,"played",NA,NA,NA,186,"Q4"
"6395","Robert MorrisIU Indy1-15",2026-01-15,"conf","Robert Morris","IU Indy","Horz","Horz","A","L","93-96",0.361635536723236,0.292646327406684,0.789142831518436,0.90045875981702,-0.90045875981702,28.2,"played",NA,NA,NA,310,"Q4"
"6396","San DiegoSeattle1-15",2026-01-15,"conf","San Diego","Seattle","WCC","WCC","A","L","64-75",0.387008341635984,0.744692491785556,0.789142831518436,0.561995268527384,-0.561995268527384,34.8,"played",NA,NA,NA,113,"Q2"
"6397","San DiegoSeattle1-15",2026-01-15,"conf","Seattle","San Diego","WCC","WCC","H","W","75-64",0.744692491785556,0.387008341635984,0.87694452176131,0.918617795693134,0.0813822043068656,77.6,"played",NA,NA,NA,207,"Q4"
"6398","SIU EdwardsvilleTennessee Martin1-15",2026-01-15,"conf","SIU Edwardsville","Tennessee Martin","OVC","OVC","A","L","59-65",0.223055467633808,0.371856461408896,0.789142831518436,0.863424294028757,-0.863424294028757,17,"played",NA,NA,NA,188,"Q3"
"6399","SIU EdwardsvilleTennessee Martin1-15",2026-01-15,"conf","Tennessee Martin","SIU Edwardsville","OVC","OVC","H","W","65-59",0.371856461408896,0.223055467633808,0.87694452176131,0.961274321732913,0.0387256782670868,45.3,"played",NA,NA,NA,255,"Q4"
"6400","Southern IndianaTennessee Tech1-15",2026-01-15,"conf","Southern Indiana","Tennessee Tech","OVC","OVC","A","W","71-54",0.117650863870938,0.153383658281686,0.789142831518436,0.953826318735783,0.0461736812642165,40.1,"played",NA,NA,NA,332,"Q4"
"6401","Southern IndianaTennessee Tech1-15",2026-01-15,"conf","Tennessee Tech","Southern Indiana","OVC","OVC","H","L","54-71",0.153383658281686,0.117650863870938,0.87694452176131,0.981633231958828,-0.981633231958828,3.5,"played",NA,NA,NA,333,"Q4"
"6402","St. ThomasNorth Dakota1-15",2026-01-15,"conf","North Dakota","St. Thomas","Sum","Sum","H","L","80-91",0.339154440158662,0.562411342365477,0.87694452176131,0.847206128247224,-0.847206128247224,27,"played",NA,NA,NA,115,"Q3"
"6403","St. ThomasNorth Dakota1-15",2026-01-15,"conf","St. Thomas","North Dakota","Sum","Sum","A","W","91-80",0.562411342365477,0.339154440158662,0.789142831518436,0.87940746292696,0.12059253707304,64.1,"played",NA,NA,NA,283,"Q4"
"6404","Tarleton St.Southern Utah1-15",2026-01-15,"conf","Southern Utah","Tarleton St.","WAC","WAC","H","W","106-105",0.333118014345504,0.399623518072685,0.87694452176131,0.914576702050951,0.0854232979490492,56.2,"played",NA,NA,NA,187,"Q4"
"6405","Tarleton St.Southern Utah1-15",2026-01-15,"conf","Tarleton St.","Southern Utah","WAC","WAC","A","L","105-106",0.399623518072685,0.333118014345504,0.789142831518436,0.882246976737317,-0.882246976737317,20.6,"played",NA,NA,NA,295,"Q4"
"6406","The CitadelUNC Greensboro1-15",2026-01-15,"conf","The Citadel","UNC Greensboro","SC","SC","A","L","66-69",0.0728398704467828,0.26739222847988,0.789142831518436,0.911142084604437,-0.911142084604437,28,"played",NA,NA,NA,308,"Q4"
"6407","The CitadelUNC Greensboro1-15",2026-01-15,"conf","UNC Greensboro","The Citadel","SC","SC","H","W","69-66",0.26739222847988,0.0728398704467828,0.87694452176131,0.989096102982742,0.010903897017258,6.9,"played",NA,NA,NA,353,"Q4"
"6408","UC RiversideLong Beach St.1-15",2026-01-15,"conf","Long Beach St.","UC Riverside","BW","BW","H","W","88-73",0.419870797784792,0.200230836833423,0.87694452176131,0.966060951023041,0.0339390489769585,68.7,"played",NA,NA,NA,282,"Q4"
"6409","UC RiversideLong Beach St.1-15",2026-01-15,"conf","UC Riverside","Long Beach St.","BW","BW","A","L","73-88",0.200230836833423,0.419870797784792,0.789142831518436,0.837952261386075,-0.837952261386075,7.6,"played",NA,NA,NA,240,"Q3"
"6410","UC Santa BarbaraCal St. Bakersfield1-15",2026-01-15,"conf","Cal St. Bakersfield","UC Santa Barbara","BW","BW","H","L","69-75",0.263299409021257,0.483513950432233,0.87694452176131,0.883888146853178,-0.883888146853178,15,"played",NA,NA,NA,144,"Q3"
"6411","UC Santa BarbaraCal St. Bakersfield1-15",2026-01-15,"conf","UC Santa Barbara","Cal St. Bakersfield","BW","BW","A","W","75-69",0.483513950432233,0.263299409021257,0.789142831518436,0.912827347083091,0.0871726529169086,65.5,"played",NA,NA,NA,302,"Q4"
"6412","UMBCBryant1-15",2026-01-15,"conf","Bryant","UMBC","AE","AE","H","W","79-74",0.125338446259728,0.210268812720713,0.87694452176131,0.963984099565406,0.0360159004345945,31.7,"played",NA,NA,NA,275,"Q4"
"6413","UMBCBryant1-15",2026-01-15,"conf","UMBC","Bryant","AE","AE","A","L","74-79",0.210268812720713,0.125338446259728,0.789142831518436,0.963122738722759,-0.963122738722759,7.6,"played",NA,NA,NA,345,"Q4"
"6414","UMKCSouth Dakota1-15",2026-01-15,"conf","South Dakota","UMKC","Sum","Sum","H","W","99-83",0.34305963610693,0.0839506767630924,0.87694452176131,0.987303475867599,0.012696524132401,57.9,"played",NA,NA,NA,346,"Q4"
"6415","UMKCSouth Dakota1-15",2026-01-15,"conf","UMKC","South Dakota","Sum","Sum","A","L","83-99",0.0839506767630924,0.34305963610693,0.789142831518436,0.877552595122239,-0.877552595122239,3.4,"played",NA,NA,NA,272,"Q4"
"6416","UT ArlingtonUtah Tech1-15",2026-01-15,"conf","UT Arlington","Utah Tech","WAC","WAC","A","W","56-52",0.428601196976784,0.47942185322415,0.789142831518436,0.802520951069192,0.197479048930808,77.9,"played",NA,NA,NA,199,"Q3"
"6417","UT ArlingtonUtah Tech1-15",2026-01-15,"conf","Utah Tech","UT Arlington","WAC","WAC","H","L","52-56",0.47942185322415,0.428601196976784,0.87694452176131,0.904768552879743,-0.904768552879743,16.4,"played",NA,NA,NA,125,"Q3"
"6418","UTEPDelaware1-15",2026-01-15,"conf","Delaware","UTEP","CUSA","CUSA","H","L","69-70",0.291131444208526,0.215235901316508,0.87694452176131,0.962940145266145,-0.962940145266145,23.5,"played",NA,NA,NA,278,"Q4"
"6419","UTEPDelaware1-15",2026-01-15,"conf","UTEP","Delaware","CUSA","CUSA","A","W","70-69",0.215235901316508,0.291131444208526,0.789142831518436,0.901113777516627,0.0988862224833725,26.9,"played",NA,NA,NA,299,"Q4"
"6420","West GeorgiaStetson1-15",2026-01-15,"conf","Stetson","West Georgia","ASun","ASun","H","W","95-86",0.238207931936175,0.123639785559862,0.87694452176131,0.980587092040154,0.019412907959846,27.3,"played",NA,NA,NA,325,"Q4"
"6421","West GeorgiaStetson1-15",2026-01-15,"conf","West Georgia","Stetson","ASun","ASun","A","L","86-95",0.123639785559862,0.238207931936175,0.789142831518436,0.922891349576927,-0.922891349576927,10.5,"played",NA,NA,NA,326,"Q4"
"6422","Wichita St.Florida Atlantic1-15",2026-01-15,"conf","Florida Atlantic","Wichita St.","Amer","Amer","H","W","85-67",0.791591945658723,0.597478010347864,0.87694452176131,0.8276182756058,0.1723817243942,96.6,"played",NA,NA,NA,96,"Q3"
"6423","Wichita St.Florida Atlantic1-15",2026-01-15,"conf","Wichita St.","Florida Atlantic","Amer","Amer","A","L","67-85",0.597478010347864,0.791591945658723,0.789142831518436,0.496304635801119,-0.496304635801119,16.5,"played",NA,NA,NA,91,"Q2"
"6424","Youngstown St.Wright St.1-15",2026-01-15,"conf","Wright St.","Youngstown St.","Horz","Horz","H","W","93-83",0.717981269979306,0.380563756886295,0.87694452176131,0.920631953501634,0.0793680464983659,65.7,"played",NA,NA,NA,225,"Q4"
"6425","Youngstown St.Wright St.1-15",2026-01-15,"conf","Youngstown St.","Wright St.","Horz","Horz","A","L","83-93",0.380563756886295,0.717981269979306,0.789142831518436,0.595149882853793,-0.595149882853793,44.9,"played",NA,NA,NA,136,"Q3"
"6426","BaylorKansas1-16",2026-01-16,"conf","Baylor","Kansas","B12","B12","A","L","62-80",0.740422916724755,0.958297450013108,0.789142831518436,0.140055438856547,-0.140055438856547,59.7,"played",NA,NA,NA,18,"Q1"
"6427","BaylorKansas1-16",2026-01-16,"conf","Kansas","Baylor","B12","B12","H","W","80-62",0.958297450013108,0.740422916724755,0.87694452176131,0.714153017222493,0.285846982777507,97.8,"played",NA,NA,NA,54,"Q2"
"6428","Colorado St.Boise St.1-16",2026-01-16,"conf","Boise St.","Colorado St.","MWC","MWC","H","W","79-73",0.828731372127875,0.634486410772358,0.87694452176131,0.8041278342711,0.1958721657289,85.8,"played",NA,NA,NA,92,"Q3"
"6429","Colorado St.Boise St.1-16",2026-01-16,"conf","Colorado St.","Boise St.","MWC","MWC","A","L","73-79",0.634486410772358,0.828731372127875,0.789142831518436,0.436126779118643,-0.436126779118643,58.2,"played",NA,NA,NA,71,"Q1"
"6430","CreightonProvidence1-16",2026-01-16,"conf","Creighton","Providence","BE","BE","A","L","88-93",0.754708383954389,0.80515732800843,0.789142831518436,0.475250513358957,-0.475250513358957,73.4,"played",NA,NA,NA,89,"Q2"
"6431","CreightonProvidence1-16",2026-01-16,"conf","Providence","Creighton","BE","BE","H","W","93-88",0.80515732800843,0.754708383954389,0.87694452176131,0.698449373370594,0.301550626629406,82.2,"played",NA,NA,NA,58,"Q2"
"6432","Loyola ChicagoDayton1-16",2026-01-16,"conf","Dayton","Loyola Chicago","A10","A10","H","W","78-51",0.807195274593298,0.172670463833164,0.87694452176131,0.971546738339754,0.0284532616602459,78.6,"played",NA,NA,NA,316,"Q4"
"6433","Loyola ChicagoDayton1-16",2026-01-16,"conf","Loyola Chicago","Dayton","A10","A10","A","L","51-78",0.172670463833164,0.807195274593298,0.789142831518436,0.471998985638577,-0.471998985638577,19.2,"played",NA,NA,NA,80,"Q2"
"6434","MarquetteDePaul1-16",2026-01-16,"conf","DePaul","Marquette","BE","BE","H","W","80-75",0.723084613124789,0.529167654159624,0.87694452176131,0.863775096020226,0.136224903979774,61.3,"played",NA,NA,NA,142,"Q3"
"6435","MarquetteDePaul1-16",2026-01-16,"conf","Marquette","DePaul","BE","BE","A","L","75-80",0.529167654159624,0.723084613124789,0.789142831518436,0.589028840328832,-0.589028840328832,64.9,"played",NA,NA,NA,112,"Q2"
"6436","OhioBall St.1-16",2026-01-16,"conf","Ball St.","Ohio","MAC","MAC","H","W","76-71",0.287282535322287,0.279340059072499,0.87694452176131,0.948414250716049,0.051585749283951,63.7,"played",NA,NA,NA,227,"Q4"
"6437","OhioBall St.1-16",2026-01-16,"conf","Ohio","Ball St.","MAC","MAC","A","L","71-76",0.279340059072499,0.287282535322287,0.789142831518436,0.902769714793892,-0.902769714793892,8.2,"played",NA,NA,NA,315,"Q4"
"6438","ToledoKent St.1-16",2026-01-16,"conf","Kent St.","Toledo","MAC","MAC","H","W","87-84",0.636235803401196,0.403970769490108,0.87694452176131,0.913153010035718,0.0868469899642822,45.2,"played",NA,NA,NA,168,"Q4"
"6439","ToledoKent St.1-16",2026-01-16,"conf","Toledo","Kent St.","MAC","MAC","A","L","84-87",0.403970769490108,0.636235803401196,0.789142831518436,0.68150633169998,-0.68150633169998,59,"played",NA,NA,NA,146,"Q3"
"6440","Abilene ChristianSouthern Utah1-17",2026-01-17,"conf","Abilene Christian","Southern Utah","WAC","WAC","A","L","52-74",0.254456167051287,0.333118014345504,0.789142831518436,0.882246976737317,-0.882246976737317,1.4,"played",NA,NA,NA,295,"Q4"
"6441","Abilene ChristianSouthern Utah1-17",2026-01-17,"conf","Southern Utah","Abilene Christian","WAC","WAC","H","W","74-52",0.333118014345504,0.254456167051287,0.87694452176131,0.954296248614683,0.0457037513853171,92.2,"played",NA,NA,NA,242,"Q4"
"6442","AlabamaOklahoma1-17",2026-01-17,"conf","Alabama","Oklahoma","SEC","SEC","A","W","83-81",0.916146879275658,0.797566413181924,0.789142831518436,0.487156104659475,0.512843895340525,79.8,"played",NA,NA,NA,75,"Q1"
"6443","AlabamaOklahoma1-17",2026-01-17,"conf","Oklahoma","Alabama","SEC","SEC","H","L","81-83",0.797566413181924,0.916146879275658,0.87694452176131,0.3947708779069,-0.3947708779069,91.6,"played",NA,NA,NA,20,"Q1"
"6444","ArizonaUCF1-17",2026-01-17,"conf","Arizona","UCF","B12","B12","A","W","84-77",0.958358065534835,0.866313539212039,0.789142831518436,0.366100316626515,0.633899683373485,95.8,"played",NA,NA,NA,39,"Q1"
"6445","ArizonaUCF1-17",2026-01-17,"conf","UCF","Arizona","B12","B12","H","L","77-84",0.866313539212039,0.958358065534835,0.87694452176131,0.236438536556254,-0.236438536556254,86.8,"played",NA,NA,NA,3,"Q1"
"6446","Arkansas St.Troy1-17",2026-01-17,"conf","Arkansas St.","Troy","SB","SB","A","L","74-99",0.488850699047229,0.722763637000473,0.789142831518436,0.5894166933632,-0.5894166933632,20.2,"played",NA,NA,NA,103,"Q2"
"6447","Arkansas St.Troy1-17",2026-01-17,"conf","Troy","Arkansas St.","SB","SB","H","W","99-74",0.722763637000473,0.488850699047229,0.87694452176131,0.881677566463339,0.118322433536661,90.8,"played",NA,NA,NA,141,"Q3"
"6448","ArkansasGeorgia1-17",2026-01-17,"conf","Arkansas","Georgia","SEC","SEC","A","L","76-90",0.899878287666286,0.915645440502557,0.789142831518436,0.256386755551332,-0.256386755551332,54.8,"played",NA,NA,NA,24,"Q1"
"6449","ArkansasGeorgia1-17",2026-01-17,"conf","Georgia","Arkansas","SEC","SEC","H","W","90-76",0.915645440502557,0.899878287666286,0.87694452176131,0.442242843334436,0.557757156665564,98.8,"played",NA,NA,NA,21,"Q1"
"6450","Austin PeayLipscomb1-17",2026-01-17,"conf","Austin Peay","Lipscomb","ASun","ASun","A","L","78-82",0.445720402775566,0.572350189923013,0.789142831518436,0.736590061453033,-0.736590061453033,44.4,"played",NA,NA,NA,152,"Q3"
"6451","Austin PeayLipscomb1-17",2026-01-17,"conf","Lipscomb","Austin Peay","ASun","ASun","H","W","82-78",0.572350189923013,0.445720402775566,0.87694452176131,0.898601906286916,0.101398093713084,57.4,"played",NA,NA,NA,151,"Q3"
"6452","BellarmineEastern Kentucky1-17",2026-01-17,"conf","Bellarmine","Eastern Kentucky","ASun","ASun","A","L","69-89",0.146444578460856,0.355690098894085,0.789142831518436,0.871455128228646,-0.871455128228646,4.1,"played",NA,NA,NA,261,"Q4"
"6453","BellarmineEastern Kentucky1-17",2026-01-17,"conf","Eastern Kentucky","Bellarmine","ASun","ASun","H","W","89-69",0.355690098894085,0.146444578460856,0.87694452176131,0.976490762390715,0.023509237609285,69.1,"played",NA,NA,NA,291,"Q4"
"6454","BelmontSouthern Illinois1-17",2026-01-17,"conf","Belmont","Southern Illinois","MVC","MVC","A","W","73-68",0.685010543180876,0.588133696524528,0.789142831518436,0.723824184624185,0.276175815375815,71.9,"played",NA,NA,NA,143,"Q3"
"6455","BelmontSouthern Illinois1-17",2026-01-17,"conf","Southern Illinois","Belmont","MVC","MVC","H","L","68-73",0.588133696524528,0.685010543180876,0.87694452176131,0.766188569031072,-0.766188569031072,54.8,"played",NA,NA,NA,64,"Q2"
"6456","Bethune CookmanMississippi Valley St.1-17",2026-01-17,"conf","Bethune Cookman","Mississippi Valley St.","SWAC","SWAC","A","W","79-63",0.254023169485809,0.0372155122384747,0.789142831518436,0.989777310613637,0.0102226893863634,22.8,"played",NA,NA,NA,365,"Q4"
"6457","Bethune CookmanMississippi Valley St.1-17",2026-01-17,"conf","Mississippi Valley St.","Bethune Cookman","SWAC","SWAC","H","L","63-79",0.0372155122384747,0.254023169485809,0.87694452176131,0.95439574962257,-0.95439574962257,4.3,"played",NA,NA,NA,267,"Q4"
"6458","Boston UniversityLoyola MD1-17",2026-01-17,"conf","Boston University","Loyola MD","Pat","Pat","A","L","57-74",0.174398967643473,0.163650390819835,0.789142831518436,0.950314539772686,-0.950314539772686,4.9,"played",NA,NA,NA,340,"Q4"
"6459","Boston UniversityLoyola MD1-17",2026-01-17,"conf","Loyola MD","Boston University","Pat","Pat","H","W","74-57",0.163650390819835,0.174398967643473,0.87694452176131,0.971211674153622,0.0287883258463777,44.6,"played",NA,NA,NA,292,"Q4"
"6460","BradleyIllinois St.1-17",2026-01-17,"conf","Bradley","Illinois St.","MVC","MVC","A","L","62-88",0.470287875866817,0.814346393950326,0.789142831518436,0.460398903503975,-0.460398903503975,12.4,"played",NA,NA,NA,79,"Q2"
"6461","BradleyIllinois St.1-17",2026-01-17,"conf","Illinois St.","Bradley","MVC","MVC","H","W","88-62",0.814346393950326,0.470287875866817,0.87694452176131,0.88921987209246,0.11078012790754,96.5,"played",NA,NA,NA,126,"Q3"
"6462","BucknellColgate1-17",2026-01-17,"conf","Bucknell","Colgate","Pat","Pat","A","L","76-95",0.127204074851329,0.51823740887513,0.789142831518436,0.776742719229174,-0.776742719229174,8,"played",NA,NA,NA,197,"Q3"
"6463","BucknellColgate1-17",2026-01-17,"conf","Colgate","Bucknell","Pat","Pat","H","W","95-76",0.51823740887513,0.127204074851329,0.87694452176131,0.979958743832688,0.0200412561673123,64.4,"played",NA,NA,NA,335,"Q4"
"6464","BuffaloMiami OH1-17",2026-01-17,"conf","Buffalo","Miami OH","MAC","MAC","A","L","102-105",0.369066507427614,0.813669533535839,0.789142831518436,0.461509764669514,-0.461509764669514,78.7,"played",NA,NA,NA,51,"Q1"
"6465","BuffaloMiami OH1-17",2026-01-17,"conf","Miami OH","Buffalo","MAC","MAC","H","W","105-102",0.813669533535839,0.369066507427614,0.87694452176131,0.924144065173962,0.0758559348260385,40.9,"played",NA,NA,NA,174,"Q4"
"6466","ButlerSeton Hall1-17",2026-01-17,"conf","Butler","Seton Hall","BE","BE","A","W","77-66",0.760406876711152,0.873050062674109,0.789142831518436,0.352416568033296,0.647583431966704,97.2,"played",NA,NA,NA,45,"Q1"
"6467","ButlerSeton Hall1-17",2026-01-17,"conf","Seton Hall","Butler","BE","BE","H","L","66-77",0.873050062674109,0.760406876711152,0.87694452176131,0.691874400363392,-0.691874400363392,38.7,"played",NA,NA,NA,48,"Q2"
"6468","BYUTexas Tech1-17",2026-01-17,"conf","BYU","Texas Tech","B12","B12","A","L","71-84",0.896883003206827,0.953050492119028,0.789142831518436,0.155666875253294,-0.155666875253294,88.5,"played",NA,NA,NA,17,"Q1"
"6469","BYUTexas Tech1-17",2026-01-17,"conf","Texas Tech","BYU","B12","B12","H","W","84-71",0.953050492119028,0.896883003206827,0.87694452176131,0.450350965690142,0.549649034309858,95.8,"played",NA,NA,NA,12,"Q1"
"6470","Cal St. FullertonUC Riverside1-17",2026-01-17,"conf","Cal St. Fullerton","UC Riverside","BW","BW","A","L","72-81",0.331481247519534,0.322827006159044,0.789142831518436,0.887011963720297,-0.887011963720297,7.6,"played",NA,NA,NA,282,"Q4"
"6471","Cal St. FullertonUC Riverside1-17",2026-01-17,"conf","UC Riverside","Cal St. Fullerton","BW","BW","H","W","81-72",0.322827006159044,0.331481247519534,0.87694452176131,0.934947858930681,0.065052141069319,74.3,"played",NA,NA,NA,200,"Q4"
"6472","CampbellUNC Wilmington1-17",2026-01-17,"conf","Campbell","UNC Wilmington","CAA","CAA","A","L","75-78",0.328144124718356,0.614341296329763,0.789142831518436,0.701440851965273,-0.701440851965273,62.1,"played",NA,NA,NA,109,"Q2"
"6473","CampbellUNC Wilmington1-17",2026-01-17,"conf","UNC Wilmington","Campbell","CAA","CAA","H","W","78-75",0.614341296329763,0.328144124718356,0.87694452176131,0.935860100022699,0.0641398999773011,32.2,"played",NA,NA,NA,203,"Q4"
"6474","Central ConnecticutSaint Francis1-17",2026-01-17,"conf","Central Connecticut","Saint Francis","NEC","NEC","A","W","98-90",0.164899465816702,0.14359389052034,0.789142831518436,0.957119945690274,0.0428800543097259,35.5,"played",NA,NA,NA,349,"Q4"
"6475","Central ConnecticutSaint Francis1-17",2026-01-17,"conf","Saint Francis","Central Connecticut","NEC","NEC","H","L","90-98",0.14359389052034,0.164899465816702,0.87694452176131,0.973038784261164,-0.973038784261164,5.7,"played",NA,NA,NA,268,"Q4"
"6476","CharlestonStony Brook1-17",2026-01-17,"conf","Charleston","Stony Brook","CAA","CAA","A","L","106-112",0.363245850091526,0.460936393629209,0.789142831518436,0.814019102860179,-0.814019102860179,31.4,"played",NA,NA,NA,235,"Q3"
"6477","CharlestonStony Brook1-17",2026-01-17,"conf","Stony Brook","Charleston","CAA","CAA","H","W","112-106",0.460936393629209,0.363245850091526,0.87694452176131,0.925883633879612,0.074116366120388,51.6,"played",NA,NA,NA,175,"Q4"
"6478","ChattanoogaWestern Carolina1-17",2026-01-17,"conf","Chattanooga","Western Carolina","SC","SC","A","W","90-82",0.195154254142043,0.309413862515016,0.789142831518436,0.893083060744764,0.106916939255236,36.8,"played",NA,NA,NA,290,"Q4"
"6479","ChattanoogaWestern Carolina1-17",2026-01-17,"conf","Western Carolina","Chattanooga","SC","SC","H","L","82-90",0.309413862515016,0.195154254142043,0.87694452176131,0.967094894049339,-0.967094894049339,15.7,"played",NA,NA,NA,280,"Q4"
"6480","Coastal CarolinaGeorgia Southern1-17",2026-01-17,"conf","Coastal Carolina","Georgia Southern","SB","SB","A","W","79-75",0.252970711135508,0.402786321012279,0.789142831518436,0.847307182475712,0.152692817524288,43.6,"played",NA,NA,NA,243,"Q4"
"6481","Coastal CarolinaGeorgia Southern1-17",2026-01-17,"conf","Georgia Southern","Coastal Carolina","SB","SB","H","L","75-79",0.402786321012279,0.252970711135508,0.87694452176131,0.954637205419097,-0.954637205419097,22.8,"played",NA,NA,NA,236,"Q4"
"6482","ColoradoWest Virginia1-17",2026-01-17,"conf","Colorado","West Virginia","B12","B12","A","L","61-72",0.640386286165954,0.871879483800632,0.789142831518436,0.354821197364687,-0.354821197364687,54,"played",NA,NA,NA,57,"Q1"
"6483","ColoradoWest Virginia1-17",2026-01-17,"conf","West Virginia","Colorado","B12","B12","H","W","72-61",0.871879483800632,0.640386286165954,0.87694452176131,0.800075660573002,0.199924339426998,91.2,"played",NA,NA,NA,78,"Q3"
"6484","ColumbiaBrown1-17",2026-01-17,"conf","Brown","Columbia","Ivy","Ivy","H","W","86-80",0.36385715045354,0.408592836876712,0.87694452176131,0.911621326661344,0.0883786733386561,49.7,"played",NA,NA,NA,149,"Q3"
"6485","ColumbiaBrown1-17",2026-01-17,"conf","Columbia","Brown","Ivy","Ivy","A","L","80-86",0.408592836876712,0.36385715045354,0.789142831518436,0.867430476514543,-0.867430476514543,28.5,"played",NA,NA,NA,276,"Q4"
"6486","ConnecticutGeorgetown1-17",2026-01-17,"conf","Connecticut","Georgetown","BE","BE","A","W","64-62",0.948318403342362,0.737452815919601,0.789142831518436,0.571260315812993,0.428739684187007,86.4,"played",NA,NA,NA,117,"Q2"
"6487","ConnecticutGeorgetown1-17",2026-01-17,"conf","Georgetown","Connecticut","BE","BE","H","L","62-64",0.737452815919601,0.948318403342362,0.87694452176131,0.279734264202207,-0.279734264202207,89.1,"played",NA,NA,NA,8,"Q1"
"6488","Coppin St.Maryland Eastern Shore1-17",2026-01-17,"conf","Coppin St.","Maryland Eastern Shore","MEAC","MEAC","A","L","67-70",0.0262938409307286,0.198698051496792,0.789142831518436,0.937860412168883,-0.937860412168883,16.6,"played",NA,NA,NA,323,"Q4"
"6489","Coppin St.Maryland Eastern Shore1-17",2026-01-17,"conf","Maryland Eastern Shore","Coppin St.","MEAC","MEAC","H","W","70-67",0.198698051496792,0.0262938409307286,0.87694452176131,0.996225039595897,0.00377496040410319,3.2,"played",NA,NA,NA,364,"Q4"
