"","date","team","week","conference_game","home_away","opponent","opp_conf","conf"
"1529","2024-09-21T04:00:00.000Z","Washington",4,TRUE,"home","Northwestern","Big Ten","Big Ten"
"1530","2024-09-28T00:00:00.000Z","Washington",5,TRUE,"away","Rutgers","Big Ten","Big Ten"
"1531","2024-10-05T04:00:00.000Z","Washington",6,TRUE,"home","Michigan","Big Ten","Big Ten"
"1532","2024-10-12T04:00:00.000Z","Washington",7,TRUE,"away","Iowa","Big Ten","Big Ten"
"1533","2024-10-26T04:00:00.000Z","Washington",9,TRUE,"away","Indiana","Big Ten","Big Ten"
"1534","2024-11-02T04:00:00.000Z","Washington",10,TRUE,"home","USC","Big Ten","Big Ten"
"1535","2024-11-09T05:00:00.000Z","Washington",11,TRUE,"away","Penn State","Big Ten","Big Ten"
"1536","2024-11-16T02:00:00.000Z","Washington",12,TRUE,"home","UCLA","Big Ten","Big Ten"
"1537","2024-11-30T05:00:00.000Z","Washington",14,TRUE,"away","Oregon","Big Ten","Big Ten"
"1538","2024-08-31T19:00:00.000Z","Washington State",1,FALSE,"home","Portland State",NA,"Pac-12"
"1539","2024-09-08T02:00:00.000Z","Washington State",2,FALSE,"home","Texas Tech","Big 12","Pac-12"
"1540","2024-09-14T19:30:00.000Z","Washington State",3,FALSE,"neutral","Washington","Big Ten","Pac-12"
"1541","2024-09-21T02:00:00.000Z","Washington State",4,FALSE,"home","San José State","Mountain West","Pac-12"
"1542","2024-09-28T04:00:00.000Z","Washington State",5,FALSE,"away","Boise State","Mountain West","Pac-12"
"1543","2024-10-12T04:00:00.000Z","Washington State",7,FALSE,"away","Fresno State","Mountain West","Pac-12"
"1544","2024-10-19T04:00:00.000Z","Washington State",8,FALSE,"home","Hawai'i","Mountain West","Pac-12"
"1545","2024-10-27T02:30:00.000Z","Washington State",9,FALSE,"away","San Diego State","Mountain West","Pac-12"
"1546","2024-11-09T05:00:00.000Z","Washington State",11,FALSE,"home","Utah State","Mountain West","Pac-12"
"1547","2024-11-16T05:00:00.000Z","Washington State",12,FALSE,"away","New Mexico","Mountain West","Pac-12"
"1548","2024-11-23T23:30:00.000Z","Washington State",13,TRUE,"away","Oregon State","Pac-12","Pac-12"
"1549","2024-11-30T23:30:00.000Z","Washington State",14,FALSE,"home","Wyoming","Mountain West","Pac-12"
"1550","2024-08-31T23:00:00.000Z","Western Kentucky",1,FALSE,"away","Alabama","SEC","Conference USA"
"1551","2024-09-07T23:00:00.000Z","Western Kentucky",2,FALSE,"home","Eastern Kentucky",NA,"Conference USA"
"1552","2024-09-14T23:00:00.000Z","Western Kentucky",3,TRUE,"away","Middle Tennessee","Conference USA","Conference USA"
"1553","2024-09-21T04:00:00.000Z","Western Kentucky",4,FALSE,"home","Toledo","Mid-American","Conference USA"
"1554","2024-09-28T04:00:00.000Z","Western Kentucky",5,FALSE,"away","Boston College","ACC","Conference USA"
"1555","2024-10-11T00:00:00.000Z","Western Kentucky",7,TRUE,"home","UTEP","Conference USA","Conference USA"
"1556","2024-10-16T23:00:00.000Z","Western Kentucky",8,TRUE,"away","Sam Houston State","Conference USA","Conference USA"
"1557","2024-10-30T23:30:00.000Z","Western Kentucky",10,TRUE,"home","Kennesaw State","Conference USA","Conference USA"
"1558","2024-11-09T05:00:00.000Z","Western Kentucky",11,TRUE,"away","New Mexico State","Conference USA","Conference USA"
"1559","2024-11-16T17:00:00.000Z","Western Kentucky",12,TRUE,"home","Louisiana Tech","Conference USA","Conference USA"
"1560","2024-11-23T05:00:00.000Z","Western Kentucky",13,TRUE,"away","Liberty","Conference USA","Conference USA"
"1561","2024-11-30T05:00:00.000Z","Western Kentucky",14,TRUE,"home","Jacksonville State","Conference USA","Conference USA"
"1562","2024-08-31T01:00:00.000Z","Western Michigan",1,FALSE,"away","Wisconsin","Big Ten","Mid-American"
"1563","2024-09-07T23:30:00.000Z","Western Michigan",2,FALSE,"away","Ohio State","Big Ten","Mid-American"
"1564","2024-09-14T22:30:00.000Z","Western Michigan",3,FALSE,"home","Bethune-Cookman",NA,"Mid-American"
"1565","2024-09-28T04:00:00.000Z","Western Michigan",5,FALSE,"away","Marshall","Sun Belt","Mid-American"
"1566","2024-10-05T04:00:00.000Z","Western Michigan",6,TRUE,"away","Ball State","Mid-American","Mid-American"
"1567","2024-10-12T04:00:00.000Z","Western Michigan",7,TRUE,"home","Akron","Mid-American","Mid-American"
"1568","2024-10-19T04:00:00.000Z","Western Michigan",8,TRUE,"away","Buffalo","Mid-American","Mid-American"
"1569","2024-10-26T04:00:00.000Z","Western Michigan",9,TRUE,"home","Kent State","Mid-American","Mid-American"
"1570","2024-11-07T00:00:00.000Z","Western Michigan",11,TRUE,"home","Northern Illinois","Mid-American","Mid-American"
"1571","2024-11-12T05:00:00.000Z","Western Michigan",12,TRUE,"away","Bowling Green","Mid-American","Mid-American"
"1572","2024-11-19T05:00:00.000Z","Western Michigan",13,TRUE,"away","Central Michigan","Mid-American","Mid-American"
"1573","2024-11-30T05:00:00.000Z","Western Michigan",14,TRUE,"home","Eastern Michigan","Mid-American","Mid-American"
"1574","2024-08-31T16:00:00.000Z","West Virginia",1,FALSE,"home","Penn State","Big Ten","Big 12"
"1575","2024-09-07T22:00:00.000Z","West Virginia",2,FALSE,"home","Albany",NA,"Big 12"
"1576","2024-09-14T19:30:00.000Z","West Virginia",3,FALSE,"away","Pittsburgh","ACC","Big 12"
"1577","2024-09-21T04:00:00.000Z","West Virginia",4,TRUE,"home","Kansas","Big 12","Big 12"
"1578","2024-10-05T04:00:00.000Z","West Virginia",6,TRUE,"away","Oklahoma State","Big 12","Big 12"
"1579","2024-10-12T04:00:00.000Z","West Virginia",7,TRUE,"home","Iowa State","Big 12","Big 12"
"1580","2024-10-19T04:00:00.000Z","West Virginia",8,TRUE,"home","Kansas State","Big 12","Big 12"
"1581","2024-10-26T04:00:00.000Z","West Virginia",9,TRUE,"away","Arizona","Big 12","Big 12"
"1582","2024-11-09T05:00:00.000Z","West Virginia",11,TRUE,"away","Cincinnati","Big 12","Big 12"
"1583","2024-11-16T05:00:00.000Z","West Virginia",12,TRUE,"home","Baylor","Big 12","Big 12"
"1584","2024-11-23T05:00:00.000Z","West Virginia",13,TRUE,"home","UCF","Big 12","Big 12"
"1585","2024-11-30T05:00:00.000Z","West Virginia",14,TRUE,"away","Texas Tech","Big 12","Big 12"
"1586","2024-08-31T01:00:00.000Z","Wisconsin",1,FALSE,"home","Western Michigan","Mid-American","Big Ten"
"1587","2024-09-07T19:30:00.000Z","Wisconsin",2,FALSE,"home","South Dakota",NA,"Big Ten"
"1588","2024-09-14T16:00:00.000Z","Wisconsin",3,FALSE,"home","Alabama","SEC","Big Ten"
"1589","2024-09-28T04:00:00.000Z","Wisconsin",5,TRUE,"away","USC","Big Ten","Big Ten"
"1590","2024-10-05T04:00:00.000Z","Wisconsin",6,TRUE,"home","Purdue","Big Ten","Big Ten"
"1591","2024-10-12T04:00:00.000Z","Wisconsin",7,TRUE,"away","Rutgers","Big Ten","Big Ten"
"1592","2024-10-19T04:00:00.000Z","Wisconsin",8,TRUE,"neutral","Northwestern","Big Ten","Big Ten"
"1593","2024-10-26T04:00:00.000Z","Wisconsin",9,TRUE,"home","Penn State","Big Ten","Big Ten"
"1594","2024-11-02T04:00:00.000Z","Wisconsin",10,TRUE,"away","Iowa","Big Ten","Big Ten"
"1595","2024-11-16T05:00:00.000Z","Wisconsin",12,TRUE,"home","Oregon","Big Ten","Big Ten"
"1596","2024-11-23T05:00:00.000Z","Wisconsin",13,TRUE,"away","Nebraska","Big Ten","Big Ten"
"1597","2024-11-29T17:00:00.000Z","Wisconsin",14,TRUE,"home","Minnesota","Big Ten","Big Ten"
"1598","2024-09-01T02:30:00.000Z","Wyoming",1,FALSE,"away","Arizona State","Big 12","Mountain West"
"1599","2024-09-07T19:30:00.000Z","Wyoming",2,FALSE,"home","Idaho",NA,"Mountain West"
"1600","2024-09-15T01:00:00.000Z","Wyoming",3,FALSE,"home","BYU","Big 12","Mountain West"
"1601","2024-09-21T04:00:00.000Z","Wyoming",4,FALSE,"away","North Texas","American Athletic","Mountain West"
"1602","2024-09-29T00:00:00.000Z","Wyoming",5,TRUE,"home","Air Force","Mountain West","Mountain West"
"1603","2024-10-12T19:30:00.000Z","Wyoming",7,TRUE,"home","San Diego State","Mountain West","Mountain West"
"1604","2024-10-19T04:00:00.000Z","Wyoming",8,TRUE,"away","San José State","Mountain West","Mountain West"
"1605","2024-10-26T23:00:00.000Z","Wyoming",9,TRUE,"home","Utah State","Mountain West","Mountain West"
"1606","2024-11-02T21:00:00.000Z","Wyoming",10,TRUE,"away","New Mexico","Mountain West","Mountain West"
"1607","2024-11-16T01:00:00.000Z","Wyoming",12,TRUE,"away","Colorado State","Mountain West","Mountain West"
"1608","2024-11-24T00:00:00.000Z","Wyoming",13,TRUE,"home","Boise State","Mountain West","Mountain West"
"1609","2024-11-30T23:30:00.000Z","Wyoming",14,FALSE,"away","Washington State","Pac-12","Mountain West"
