"","date","team","week","conference_game","home_away","opponent","opp_conf","conf"
"1272","2024-11-23T05:00:00.000Z","Texas",13,TRUE,"home","Kentucky","SEC","SEC"
"1273","2024-11-30T05:00:00.000Z","Texas",14,TRUE,"away","Texas A&M","SEC","SEC"
"1274","2024-08-31T23:30:00.000Z","Texas A&M",1,FALSE,"home","Notre Dame","FBS Independents","SEC"
"1275","2024-09-07T16:45:00.000Z","Texas A&M",2,FALSE,"home","McNeese",NA,"SEC"
"1276","2024-09-14T19:30:00.000Z","Texas A&M",3,TRUE,"away","Florida","SEC","SEC"
"1277","2024-09-21T23:30:00.000Z","Texas A&M",4,FALSE,"home","Bowling Green","Mid-American","SEC"
"1278","2024-09-28T04:00:00.000Z","Texas A&M",5,TRUE,"neutral","Arkansas","SEC","SEC"
"1279","2024-10-05T16:00:00.000Z","Texas A&M",6,TRUE,"home","Missouri","SEC","SEC"
"1280","2024-10-19T04:00:00.000Z","Texas A&M",8,TRUE,"away","Mississippi State","SEC","SEC"
"1281","2024-10-26T04:00:00.000Z","Texas A&M",9,TRUE,"home","LSU","SEC","SEC"
"1282","2024-11-02T04:00:00.000Z","Texas A&M",10,TRUE,"away","South Carolina","SEC","SEC"
"1283","2024-11-17T00:45:00.000Z","Texas A&M",12,FALSE,"home","New Mexico State","Conference USA","SEC"
"1284","2024-11-23T05:00:00.000Z","Texas A&M",13,TRUE,"away","Auburn","SEC","SEC"
"1285","2024-11-30T05:00:00.000Z","Texas A&M",14,TRUE,"home","Texas","SEC","SEC"
"1286","2024-09-01T00:00:00.000Z","Texas State",1,FALSE,"home","Lamar",NA,"Sun Belt"
"1287","2024-09-07T20:00:00.000Z","Texas State",2,FALSE,"home","UT San Antonio","American Athletic","Sun Belt"
"1288","2024-09-12T23:30:00.000Z","Texas State",3,FALSE,"home","Arizona State","Big 12","Sun Belt"
"1289","2024-09-28T04:00:00.000Z","Texas State",5,FALSE,"neutral","Sam Houston State","Conference USA","Sun Belt"
"1290","2024-10-03T23:00:00.000Z","Texas State",6,TRUE,"away","Troy","Sun Belt","Sun Belt"
"1291","2024-10-12T04:00:00.000Z","Texas State",7,TRUE,"home","Arkansas State","Sun Belt","Sun Belt"
"1292","2024-10-19T04:00:00.000Z","Texas State",8,TRUE,"away","Old Dominion","Sun Belt","Sun Belt"
"1293","2024-10-29T23:30:00.000Z","Texas State",10,TRUE,"home","Louisiana","Sun Belt","Sun Belt"
"1294","2024-11-09T05:00:00.000Z","Texas State",11,TRUE,"away","Louisiana Monroe","Sun Belt","Sun Belt"
"1295","2024-11-16T05:00:00.000Z","Texas State",12,TRUE,"home","Southern Mississippi","Sun Belt","Sun Belt"
"1296","2024-11-23T05:00:00.000Z","Texas State",13,TRUE,"home","Georgia State","Sun Belt","Sun Belt"
"1297","2024-11-29T20:30:00.000Z","Texas State",14,TRUE,"away","South Alabama","Sun Belt","Sun Belt"
"1298","2024-08-31T23:30:00.000Z","Texas Tech",1,FALSE,"home","Abilene Christian",NA,"Big 12"
"1299","2024-09-08T02:00:00.000Z","Texas Tech",2,FALSE,"away","Washington State","Pac-12","Big 12"
"1300","2024-09-14T16:00:00.000Z","Texas Tech",3,FALSE,"home","North Texas","American Athletic","Big 12"
"1301","2024-09-21T04:00:00.000Z","Texas Tech",4,TRUE,"home","Arizona State","Big 12","Big 12"
"1302","2024-09-28T04:00:00.000Z","Texas Tech",5,TRUE,"home","Cincinnati","Big 12","Big 12"
"1303","2024-10-05T04:00:00.000Z","Texas Tech",6,TRUE,"away","Arizona","Big 12","Big 12"
"1304","2024-10-19T04:00:00.000Z","Texas Tech",8,TRUE,"home","Baylor","Big 12","Big 12"
"1305","2024-10-26T04:00:00.000Z","Texas Tech",9,TRUE,"away","TCU","Big 12","Big 12"
"1306","2024-11-02T04:00:00.000Z","Texas Tech",10,TRUE,"away","Iowa State","Big 12","Big 12"
"1307","2024-11-09T05:00:00.000Z","Texas Tech",11,TRUE,"home","Colorado","Big 12","Big 12"
"1308","2024-11-23T05:00:00.000Z","Texas Tech",13,TRUE,"away","Oklahoma State","Big 12","Big 12"
"1309","2024-11-30T05:00:00.000Z","Texas Tech",14,TRUE,"home","West Virginia","Big 12","Big 12"
"1310","2024-08-29T23:30:00.000Z","Toledo",1,FALSE,"home","Duquesne",NA,"Mid-American"
"1311","2024-09-07T19:30:00.000Z","Toledo",2,FALSE,"home","UMass","FBS Independents","Mid-American"
"1312","2024-09-14T23:30:00.000Z","Toledo",3,FALSE,"away","Mississippi State","SEC","Mid-American"
"1313","2024-09-21T04:00:00.000Z","Toledo",4,FALSE,"away","Western Kentucky","Conference USA","Mid-American"
"1314","2024-10-05T04:00:00.000Z","Toledo",6,TRUE,"home","Miami (OH)","Mid-American","Mid-American"
"1315","2024-10-12T04:00:00.000Z","Toledo",7,TRUE,"away","Buffalo","Mid-American","Mid-American"
"1316","2024-10-19T04:00:00.000Z","Toledo",8,TRUE,"away","Northern Illinois","Mid-American","Mid-American"
"1317","2024-10-26T04:00:00.000Z","Toledo",9,TRUE,"home","Bowling Green","Mid-American","Mid-American"
"1318","2024-11-02T04:00:00.000Z","Toledo",10,TRUE,"away","Eastern Michigan","Mid-American","Mid-American"
"1319","2024-11-12T05:00:00.000Z","Toledo",12,TRUE,"home","Central Michigan","Mid-American","Mid-American"
"1320","2024-11-21T00:00:00.000Z","Toledo",13,TRUE,"home","Ohio","Mid-American","Mid-American"
"1321","2024-11-27T00:00:00.000Z","Toledo",14,TRUE,"away","Akron","Mid-American","Mid-American"
"1322","2024-08-31T23:00:00.000Z","Troy",1,FALSE,"home","Nevada","Mountain West","Sun Belt"
"1323","2024-09-07T16:00:00.000Z","Troy",2,FALSE,"away","Memphis","American Athletic","Sun Belt"
"1324","2024-09-14T20:00:00.000Z","Troy",3,FALSE,"away","Iowa","Big Ten","Sun Belt"
"1325","2024-09-21T23:00:00.000Z","Troy",4,FALSE,"home","Florida A&M",NA,"Sun Belt"
"1326","2024-09-28T04:00:00.000Z","Troy",5,TRUE,"home","Louisiana Monroe","Sun Belt","Sun Belt"
"1327","2024-10-03T23:00:00.000Z","Troy",6,TRUE,"home","Texas State","Sun Belt","Sun Belt"
"1328","2024-10-15T23:30:00.000Z","Troy",8,TRUE,"away","South Alabama","Sun Belt","Sun Belt"
"1329","2024-10-26T23:00:00.000Z","Troy",9,TRUE,"away","Arkansas State","Sun Belt","Sun Belt"
"1330","2024-11-02T04:00:00.000Z","Troy",10,TRUE,"home","Coastal Carolina","Sun Belt","Sun Belt"
"1331","2024-11-16T05:00:00.000Z","Troy",12,TRUE,"away","Georgia Southern","Sun Belt","Sun Belt"
"1332","2024-11-23T05:00:00.000Z","Troy",13,TRUE,"away","Louisiana","Sun Belt","Sun Belt"
"1333","2024-11-30T05:00:00.000Z","Troy",14,TRUE,"home","Southern Mississippi","Sun Belt","Sun Belt"
"1334","2024-08-30T00:00:00.000Z","Tulane",1,FALSE,"home","Southeastern Louisiana",NA,"American Athletic"
"1335","2024-09-07T16:00:00.000Z","Tulane",2,FALSE,"home","Kansas State","Big 12","American Athletic"
"1336","2024-09-14T19:30:00.000Z","Tulane",3,FALSE,"away","Oklahoma","SEC","American Athletic"
"1337","2024-09-21T04:00:00.000Z","Tulane",4,FALSE,"away","Louisiana","Sun Belt","American Athletic"
"1338","2024-09-28T04:00:00.000Z","Tulane",5,TRUE,"home","South Florida","American Athletic","American Athletic"
"1339","2024-10-05T04:00:00.000Z","Tulane",6,TRUE,"away","UAB","American Athletic","American Athletic"
"1340","2024-10-19T04:00:00.000Z","Tulane",8,TRUE,"home","Rice","American Athletic","American Athletic"
"1341","2024-10-26T04:00:00.000Z","Tulane",9,TRUE,"away","North Texas","American Athletic","American Athletic"
"1342","2024-10-31T23:30:00.000Z","Tulane",10,TRUE,"away","Charlotte","American Athletic","American Athletic"
"1343","2024-11-09T05:00:00.000Z","Tulane",11,TRUE,"home","Temple","American Athletic","American Athletic"
"1344","2024-11-16T17:00:00.000Z","Tulane",12,TRUE,"away","Navy","American Athletic","American Athletic"
"1345","2024-11-29T00:30:00.000Z","Tulane",14,TRUE,"home","Memphis","American Athletic","American Athletic"
"1346","2024-08-30T00:00:00.000Z","Tulsa",1,FALSE,"home","Northwestern State",NA,"American Athletic"
"1347","2024-09-07T23:00:00.000Z","Tulsa",2,FALSE,"away","Arkansas State","Sun Belt","American Athletic"
"1348","2024-09-14T16:00:00.000Z","Tulsa",3,FALSE,"home","Oklahoma State","Big 12","American Athletic"
"1349","2024-09-21T04:00:00.000Z","Tulsa",4,FALSE,"away","Louisiana Tech","Conference USA","American Athletic"
"1350","2024-09-28T04:00:00.000Z","Tulsa",5,TRUE,"away","North Texas","American Athletic","American Athletic"
"1351","2024-10-05T04:00:00.000Z","Tulsa",6,TRUE,"home","Army","American Athletic","American Athletic"
"1352","2024-10-19T04:00:00.000Z","Tulsa",8,TRUE,"away","Temple","American Athletic","American Athletic"
"1353","2024-10-26T04:00:00.000Z","Tulsa",9,TRUE,"home","UT San Antonio","American Athletic","American Athletic"
"1354","2024-11-02T04:00:00.000Z","Tulsa",10,TRUE,"away","UAB","American Athletic","American Athletic"
"1355","2024-11-15T00:30:00.000Z","Tulsa",12,TRUE,"home","East Carolina","American Athletic","American Athletic"
"1356","2024-11-23T05:00:00.000Z","Tulsa",13,TRUE,"away","South Florida","American Athletic","American Athletic"
"1357","2024-11-30T05:00:00.000Z","Tulsa",14,TRUE,"home","Florida Atlantic","American Athletic","American Athletic"
"1358","2024-08-30T00:00:00.000Z","UAB",1,FALSE,"home","Alcorn State",NA,"American Athletic"
"1359","2024-09-07T23:00:00.000Z","UAB",2,FALSE,"away","Louisiana Monroe","Sun Belt","American Athletic"
"1360","2024-09-14T20:15:00.000Z","UAB",3,FALSE,"away","Arkansas","SEC","American Athletic"
"1361","2024-09-28T04:00:00.000Z","UAB",5,TRUE,"home","Navy","American Athletic","American Athletic"
"1362","2024-10-05T04:00:00.000Z","UAB",6,TRUE,"home","Tulane","American Athletic","American Athletic"
"1363","2024-10-12T16:00:00.000Z","UAB",7,TRUE,"away","Army","American Athletic","American Athletic"
"1364","2024-10-19T04:00:00.000Z","UAB",8,TRUE,"away","South Florida","American Athletic","American Athletic"
"1365","2024-11-02T04:00:00.000Z","UAB",10,TRUE,"home","Tulsa","American Athletic","American Athletic"
"1366","2024-11-09T05:00:00.000Z","UAB",11,FALSE,"home","Connecticut","FBS Independents","American Athletic"
"1367","2024-11-16T05:00:00.000Z","UAB",12,TRUE,"away","Memphis","American Athletic","American Athletic"
"1368","2024-11-23T05:00:00.000Z","UAB",13,TRUE,"home","Rice","American Athletic","American Athletic"
"1369","2024-11-30T05:00:00.000Z","UAB",14,TRUE,"away","Charlotte","American Athletic","American Athletic"
"1370","2024-08-29T23:00:00.000Z","UCF",1,FALSE,"home","New Hampshire",NA,"Big 12"
"1371","2024-09-07T22:30:00.000Z","UCF",2,FALSE,"home","Sam Houston State","Conference USA","Big 12"
"1372","2024-09-14T23:30:00.000Z","UCF",3,TRUE,"away","TCU","Big 12","Big 12"
"1373","2024-09-28T04:00:00.000Z","UCF",5,TRUE,"home","Colorado","Big 12","Big 12"
"1374","2024-10-05T04:00:00.000Z","UCF",6,FALSE,"away","Florida","SEC","Big 12"
"1375","2024-10-12T04:00:00.000Z","UCF",7,TRUE,"home","Cincinnati","Big 12","Big 12"
"1376","2024-10-19T04:00:00.000Z","UCF",8,TRUE,"away","Iowa State","Big 12","Big 12"
"1377","2024-10-26T04:00:00.000Z","UCF",9,TRUE,"home","BYU","Big 12","Big 12"
"1378","2024-11-02T04:00:00.000Z","UCF",10,TRUE,"home","Arizona","Big 12","Big 12"
"1379","2024-11-09T05:00:00.000Z","UCF",11,TRUE,"away","Arizona State","Big 12","Big 12"
"1380","2024-11-23T05:00:00.000Z","UCF",13,TRUE,"away","West Virginia","Big 12","Big 12"
"1381","2024-11-30T01:00:00.000Z","UCF",14,TRUE,"home","Utah","Big 12","Big 12"
"1382","2024-08-31T23:30:00.000Z","UCLA",1,FALSE,"away","Hawai'i","Mountain West","Big Ten"
"1383","2024-09-14T23:30:00.000Z","UCLA",3,TRUE,"home","Indiana","Big Ten","Big Ten"
"1384","2024-09-21T04:00:00.000Z","UCLA",4,FALSE,"away","LSU","SEC","Big Ten"
"1385","2024-09-28T04:00:00.000Z","UCLA",5,TRUE,"home","Oregon","Big Ten","Big Ten"
"1386","2024-10-05T04:00:00.000Z","UCLA",6,TRUE,"away","Penn State","Big Ten","Big Ten"
"1387","2024-10-12T04:00:00.000Z","UCLA",7,TRUE,"home","Minnesota","Big Ten","Big Ten"
"1388","2024-10-19T04:00:00.000Z","UCLA",8,TRUE,"away","Rutgers","Big Ten","Big Ten"
"1389","2024-11-02T04:00:00.000Z","UCLA",10,TRUE,"away","Nebraska","Big Ten","Big Ten"
"1390","2024-11-09T02:00:00.000Z","UCLA",11,TRUE,"home","Iowa","Big Ten","Big Ten"
"1391","2024-11-16T02:00:00.000Z","UCLA",12,TRUE,"away","Washington","Big Ten","Big Ten"
"1392","2024-11-23T05:00:00.000Z","UCLA",13,TRUE,"home","USC","Big Ten","Big Ten"
"1393","2024-11-30T05:00:00.000Z","UCLA",14,FALSE,"home","Fresno State","Mountain West","Big Ten"
"1394","2024-08-31T19:30:00.000Z","UMass",1,FALSE,"home","Eastern Michigan","Mid-American","FBS Independents"
"1395","2024-09-07T19:30:00.000Z","UMass",2,FALSE,"away","Toledo","Mid-American","FBS Independents"
"1396","2024-09-14T17:00:00.000Z","UMass",3,FALSE,"away","Buffalo","Mid-American","FBS Independents"
"1397","2024-09-21T19:30:00.000Z","UMass",4,FALSE,"home","Central Connecticut",NA,"FBS Independents"
"1398","2024-09-28T04:00:00.000Z","UMass",5,FALSE,"away","Miami (OH)","Mid-American","FBS Independents"
"1399","2024-10-05T04:00:00.000Z","UMass",6,FALSE,"away","Northern Illinois","Mid-American","FBS Independents"
"1400","2024-10-12T04:00:00.000Z","UMass",7,FALSE,"home","Missouri","SEC","FBS Independents"
"1401","2024-10-26T19:30:00.000Z","UMass",9,FALSE,"home","Wagner",NA,"FBS Independents"
"1402","2024-11-02T20:15:00.000Z","UMass",10,FALSE,"away","Mississippi State","SEC","FBS Independents"
"1403","2024-11-16T05:00:00.000Z","UMass",12,FALSE,"home","Liberty","Conference USA","FBS Independents"
"1404","2024-11-23T17:45:00.000Z","UMass",13,FALSE,"away","Georgia","SEC","FBS Independents"
"1405","2024-11-30T05:00:00.000Z","UMass",14,TRUE,"home","Connecticut","FBS Independents","FBS Independents"
"1406","2024-08-31T23:00:00.000Z","UNLV",1,FALSE,"away","Houston","Big 12","Mountain West"
"1407","2024-09-07T19:00:00.000Z","UNLV",2,FALSE,"home","Utah Tech",NA,"Mountain West"
"1408","2024-09-13T23:00:00.000Z","UNLV",3,FALSE,"neutral","Kansas","Big 12","Mountain West"
"1409","2024-09-28T19:30:00.000Z","UNLV",5,TRUE,"home","Fresno State","Mountain West","Mountain West"
"1410","2024-10-05T01:00:00.000Z","UNLV",6,FALSE,"home","Syracuse","ACC","Mountain West"
"1411","2024-10-12T01:00:00.000Z","UNLV",7,TRUE,"away","Utah State","Mountain West","Mountain West"
"1412","2024-10-19T04:00:00.000Z","UNLV",8,FALSE,"away","Oregon State","Pac-12","Mountain West"
"1413","2024-10-26T02:30:00.000Z","UNLV",9,TRUE,"home","Boise State","Mountain West","Mountain West"
"1414","2024-11-10T02:00:00.000Z","UNLV",11,TRUE,"away","Hawai'i","Mountain West","Mountain West"
"1415","2024-11-17T03:30:00.000Z","UNLV",12,TRUE,"home","San Diego State","Mountain West","Mountain West"
"1416","2024-11-22T05:00:00.000Z","UNLV",13,TRUE,"away","San José State","Mountain West","Mountain West"
"1417","2024-12-01T01:00:00.000Z","UNLV",14,TRUE,"home","Nevada","Mountain West","Mountain West"
"1418","2024-09-01T23:30:00.000Z","USC",1,FALSE,"neutral","LSU","SEC","Big Ten"
"1419","2024-09-08T03:00:00.000Z","USC",2,FALSE,"home","Utah State","Mountain West","Big Ten"
"1420","2024-09-21T19:30:00.000Z","USC",4,TRUE,"away","Michigan","Big Ten","Big Ten"
"1421","2024-09-28T04:00:00.000Z","USC",5,TRUE,"home","Wisconsin","Big Ten","Big Ten"
"1422","2024-10-05T04:00:00.000Z","USC",6,TRUE,"away","Minnesota","Big Ten","Big Ten"
"1423","2024-10-12T04:00:00.000Z","USC",7,TRUE,"home","Penn State","Big Ten","Big Ten"
"1424","2024-10-19T04:00:00.000Z","USC",8,TRUE,"away","Maryland","Big Ten","Big Ten"
"1425","2024-10-26T03:00:00.000Z","USC",9,TRUE,"home","Rutgers","Big Ten","Big Ten"
"1426","2024-11-02T04:00:00.000Z","USC",10,TRUE,"away","Washington","Big Ten","Big Ten"
"1427","2024-11-16T05:00:00.000Z","USC",12,TRUE,"home","Nebraska","Big Ten","Big Ten"
"1428","2024-11-23T05:00:00.000Z","USC",13,TRUE,"away","UCLA","Big Ten","Big Ten"
"1429","2024-11-30T05:00:00.000Z","USC",14,FALSE,"home","Notre Dame","FBS Independents","Big Ten"
"1430","2024-08-30T01:00:00.000Z","Utah",1,FALSE,"home","Southern Utah",NA,"Big 12"
"1431","2024-09-07T19:30:00.000Z","Utah",2,TRUE,"home","Baylor","Big 12","Big 12"
"1432","2024-09-14T20:30:00.000Z","Utah",3,FALSE,"away","Utah State","Mountain West","Big 12"
"1433","2024-09-21T04:00:00.000Z","Utah",4,TRUE,"away","Oklahoma State","Big 12","Big 12"
"1434","2024-09-28T04:00:00.000Z","Utah",5,TRUE,"home","Arizona","Big 12","Big 12"
"1435","2024-10-12T02:30:00.000Z","Utah",7,TRUE,"away","Arizona State","Big 12","Big 12"
"1436","2024-10-19T04:00:00.000Z","Utah",8,TRUE,"home","TCU","Big 12","Big 12"
"1437","2024-10-26T04:00:00.000Z","Utah",9,TRUE,"away","Houston","Big 12","Big 12"
"1438","2024-11-09T05:00:00.000Z","Utah",11,TRUE,"home","BYU","Big 12","Big 12"
"1439","2024-11-16T05:00:00.000Z","Utah",12,TRUE,"away","Colorado","Big 12","Big 12"
"1440","2024-11-23T05:00:00.000Z","Utah",13,TRUE,"home","Iowa State","Big 12","Big 12"
"1441","2024-11-30T01:00:00.000Z","Utah",14,TRUE,"away","UCF","Big 12","Big 12"
"1442","2024-08-31T04:00:00.000Z","Utah State",1,FALSE,"home","Robert Morris",NA,"Mountain West"
"1443","2024-09-08T03:00:00.000Z","Utah State",2,FALSE,"away","USC","Big Ten","Mountain West"
"1444","2024-09-14T20:30:00.000Z","Utah State",3,FALSE,"home","Utah","Big 12","Mountain West"
"1445","2024-09-21T04:00:00.000Z","Utah State",4,FALSE,"away","Temple","American Athletic","Mountain West"
"1446","2024-10-05T04:00:00.000Z","Utah State",6,TRUE,"away","Boise State","Mountain West","Mountain West"
"1447","2024-10-12T01:00:00.000Z","Utah State",7,TRUE,"home","UNLV","Mountain West","Mountain West"
"1448","2024-10-19T21:00:00.000Z","Utah State",8,TRUE,"home","New Mexico","Mountain West","Mountain West"
"1449","2024-10-26T23:00:00.000Z","Utah State",9,TRUE,"away","Wyoming","Mountain West","Mountain West"
"1450","2024-11-09T05:00:00.000Z","Utah State",11,FALSE,"away","Washington State","Pac-12","Mountain West"
"1451","2024-11-16T20:00:00.000Z","Utah State",12,TRUE,"home","Hawai'i","Mountain West","Mountain West"
"1452","2024-11-23T20:30:00.000Z","Utah State",13,TRUE,"home","San Diego State","Mountain West","Mountain West"
"1453","2024-11-29T05:00:00.000Z","Utah State",14,TRUE,"away","Colorado State","Mountain West","Mountain West"
"1454","2024-08-31T19:30:00.000Z","UTEP",1,FALSE,"away","Nebraska","Big Ten","Conference USA"
"1455","2024-09-08T01:00:00.000Z","UTEP",2,FALSE,"home","Southern Utah",NA,"Conference USA"
"1456","2024-09-14T22:00:00.000Z","UTEP",3,TRUE,"away","Liberty","Conference USA","Conference USA"
"1457","2024-09-21T22:00:00.000Z","UTEP",4,FALSE,"away","Colorado State","Mountain West","Conference USA"
"1458","2024-10-04T01:00:00.000Z","UTEP",6,TRUE,"home","Sam Houston State","Conference USA","Conference USA"
"1459","2024-10-11T00:00:00.000Z","UTEP",7,TRUE,"away","Western Kentucky","Conference USA","Conference USA"
"1460","2024-10-17T01:00:00.000Z","UTEP",8,TRUE,"home","Florida International","Conference USA","Conference USA"
"1461","2024-10-23T00:00:00.000Z","UTEP",9,TRUE,"away","Louisiana Tech","Conference USA","Conference USA"
"1462","2024-11-02T19:30:00.000Z","UTEP",10,TRUE,"home","Middle Tennessee","Conference USA","Conference USA"
"1463","2024-11-09T05:00:00.000Z","UTEP",11,TRUE,"home","Kennesaw State","Conference USA","Conference USA"
"1464","2024-11-23T18:00:00.000Z","UTEP",13,FALSE,"away","Tennessee","SEC","Conference USA"
"1465","2024-11-30T05:00:00.000Z","UTEP",14,TRUE,"away","New Mexico State","Conference USA","Conference USA"
"1466","2024-08-31T19:30:00.000Z","UT San Antonio",1,FALSE,"home","Kennesaw State","Conference USA","American Athletic"
"1467","2024-09-07T20:00:00.000Z","UT San Antonio",2,FALSE,"away","Texas State","Sun Belt","American Athletic"
"1468","2024-09-14T23:00:00.000Z","UT San Antonio",3,FALSE,"away","Texas","SEC","American Athletic"
"1469","2024-09-21T19:30:00.000Z","UT San Antonio",4,FALSE,"home","Houston Christian",NA,"American Athletic"
"1470","2024-09-28T04:00:00.000Z","UT San Antonio",5,TRUE,"away","East Carolina","American Athletic","American Athletic"
"1471","2024-10-12T04:00:00.000Z","UT San Antonio",7,TRUE,"away","Rice","American Athletic","American Athletic"
"1472","2024-10-19T04:00:00.000Z","UT San Antonio",8,TRUE,"home","Florida Atlantic","American Athletic","American Athletic"
"1473","2024-10-26T04:00:00.000Z","UT San Antonio",9,TRUE,"away","Tulsa","American Athletic","American Athletic"
"1474","2024-11-02T04:00:00.000Z","UT San Antonio",10,TRUE,"home","Memphis","American Athletic","American Athletic"
"1475","2024-11-16T02:00:00.000Z","UT San Antonio",12,TRUE,"home","North Texas","American Athletic","American Athletic"
"1476","2024-11-23T00:00:00.000Z","UT San Antonio",13,TRUE,"home","Temple","American Athletic","American Athletic"
"1477","2024-11-30T17:00:00.000Z","UT San Antonio",14,TRUE,"away","Army","American Athletic","American Athletic"
"1478","2024-08-31T16:00:00.000Z","Vanderbilt",1,FALSE,"home","Virginia Tech","ACC","SEC"
"1479","2024-09-07T23:30:00.000Z","Vanderbilt",2,FALSE,"home","Alcorn State",NA,"SEC"
"1480","2024-09-14T23:00:00.000Z","Vanderbilt",3,FALSE,"away","Georgia State","Sun Belt","SEC"
"1481","2024-09-21T04:00:00.000Z","Vanderbilt",4,TRUE,"away","Missouri","SEC","SEC"
"1482","2024-10-05T04:00:00.000Z","Vanderbilt",6,TRUE,"home","Alabama","SEC","SEC"
"1483","2024-10-12T04:00:00.000Z","Vanderbilt",7,TRUE,"away","Kentucky","SEC","SEC"
"1484","2024-10-19T23:00:00.000Z","Vanderbilt",8,FALSE,"home","Ball State","Mid-American","SEC"
"1485","2024-10-26T04:00:00.000Z","Vanderbilt",9,TRUE,"home","Texas","SEC","SEC"
"1486","2024-11-02T04:00:00.000Z","Vanderbilt",10,TRUE,"away","Auburn","SEC","SEC"
"1487","2024-11-09T05:00:00.000Z","Vanderbilt",11,TRUE,"home","South Carolina","SEC","SEC"
"1488","2024-11-23T05:00:00.000Z","Vanderbilt",13,TRUE,"away","LSU","SEC","SEC"
"1489","2024-11-30T05:00:00.000Z","Vanderbilt",14,TRUE,"home","Tennessee","SEC","SEC"
"1490","2024-08-31T22:00:00.000Z","Virginia",1,FALSE,"home","Richmond",NA,"ACC"
"1491","2024-09-07T23:00:00.000Z","Virginia",2,TRUE,"away","Wake Forest","ACC","ACC"
"1492","2024-09-15T00:00:00.000Z","Virginia",3,FALSE,"home","Maryland","Big Ten","ACC"
"1493","2024-09-21T04:00:00.000Z","Virginia",4,FALSE,"away","Coastal Carolina","Sun Belt","ACC"
"1494","2024-10-05T04:00:00.000Z","Virginia",6,TRUE,"home","Boston College","ACC","ACC"
"1495","2024-10-12T04:00:00.000Z","Virginia",7,TRUE,"home","Louisville","ACC","ACC"
"1496","2024-10-19T04:00:00.000Z","Virginia",8,TRUE,"away","Clemson","ACC","ACC"
"1497","2024-10-26T04:00:00.000Z","Virginia",9,TRUE,"home","North Carolina","ACC","ACC"
"1498","2024-11-09T05:00:00.000Z","Virginia",11,TRUE,"away","Pittsburgh","ACC","ACC"
"1499","2024-11-16T20:30:00.000Z","Virginia",12,FALSE,"away","Notre Dame","FBS Independents","ACC"
"1500","2024-11-23T05:00:00.000Z","Virginia",13,TRUE,"home","SMU","ACC","ACC"
"1501","2024-11-30T05:00:00.000Z","Virginia",14,TRUE,"away","Virginia Tech","ACC","ACC"
"1502","2024-08-31T16:00:00.000Z","Virginia Tech",1,FALSE,"away","Vanderbilt","SEC","ACC"
"1503","2024-09-07T20:30:00.000Z","Virginia Tech",2,FALSE,"home","Marshall","Sun Belt","ACC"
"1504","2024-09-14T22:00:00.000Z","Virginia Tech",3,FALSE,"away","Old Dominion","Sun Belt","ACC"
"1505","2024-09-21T04:00:00.000Z","Virginia Tech",4,FALSE,"home","Rutgers","Big Ten","ACC"
"1506","2024-09-27T23:30:00.000Z","Virginia Tech",5,TRUE,"away","Miami","ACC","ACC"
"1507","2024-10-05T04:00:00.000Z","Virginia Tech",6,TRUE,"away","Stanford","ACC","ACC"
"1508","2024-10-17T23:30:00.000Z","Virginia Tech",8,TRUE,"home","Boston College","ACC","ACC"
"1509","2024-10-26T04:00:00.000Z","Virginia Tech",9,TRUE,"home","Georgia Tech","ACC","ACC"
"1510","2024-11-02T04:00:00.000Z","Virginia Tech",10,TRUE,"away","Syracuse","ACC","ACC"
"1511","2024-11-09T05:00:00.000Z","Virginia Tech",11,TRUE,"home","Clemson","ACC","ACC"
"1512","2024-11-23T05:00:00.000Z","Virginia Tech",13,TRUE,"away","Duke","ACC","ACC"
"1513","2024-11-30T05:00:00.000Z","Virginia Tech",14,TRUE,"home","Virginia","ACC","ACC"
"1514","2024-08-29T23:00:00.000Z","Wake Forest",1,FALSE,"home","North Carolina A&T",NA,"ACC"
"1515","2024-09-07T23:00:00.000Z","Wake Forest",2,TRUE,"home","Virginia","ACC","ACC"
"1516","2024-09-14T22:30:00.000Z","Wake Forest",3,FALSE,"home","Ole Miss","SEC","ACC"
"1517","2024-09-28T04:00:00.000Z","Wake Forest",5,FALSE,"home","Louisiana","Sun Belt","ACC"
"1518","2024-10-05T04:00:00.000Z","Wake Forest",6,TRUE,"away","NC State","ACC","ACC"
"1519","2024-10-12T04:00:00.000Z","Wake Forest",7,TRUE,"home","Clemson","ACC","ACC"
"1520","2024-10-19T16:00:00.000Z","Wake Forest",8,FALSE,"away","Connecticut","FBS Independents","ACC"
"1521","2024-10-26T04:00:00.000Z","Wake Forest",9,TRUE,"away","Stanford","ACC","ACC"
"1522","2024-11-09T01:00:00.000Z","Wake Forest",11,TRUE,"home","California","ACC","ACC"
"1523","2024-11-16T05:00:00.000Z","Wake Forest",12,TRUE,"away","North Carolina","ACC","ACC"
"1524","2024-11-23T05:00:00.000Z","Wake Forest",13,TRUE,"away","Miami","ACC","ACC"
"1525","2024-11-30T05:00:00.000Z","Wake Forest",14,TRUE,"home","Duke","ACC","ACC"
"1526","2024-09-01T03:00:00.000Z","Washington",1,FALSE,"home","Weber State",NA,"Big Ten"
"1527","2024-09-07T19:30:00.000Z","Washington",2,FALSE,"home","Eastern Michigan","Mid-American","Big Ten"
"1528","2024-09-14T19:30:00.000Z","Washington",3,FALSE,"neutral","Washington State","Pac-12","Big Ten"
