"","game_date","game_id","team","opponent","location","result","points_scored","points_allowed","diff","year"
"536",20220305,5378,"Clemson","Virginia Tech","Home","W"," 63","59",4,2022
"537",20211204,1358,"Florida St.","Syracuse","Home","L"," 63","60",3,2022
"538",20220108,2833,"Florida St.","Louisville","Home","W"," 79","70",9,2022
"539",20220111,2936,"Florida St.","Miami FL","Home","W"," 65","64",1,2022
"540",20220118,3249,"Florida St.","Duke","Home","W"," 79","78",1,2022
"541",20220129,3842,"Florida St.","Virginia Tech","Home","L"," 85","72",13,2022
"542",20220205,4154,"Florida St.","Wake Forest","Home","L"," 68","60",8,2022
"543",20220209,4312,"Florida St.","Pittsburgh","Home","L"," 56","51",5,2022
"544",20220215,4605,"Florida St.","Clemson","Home","W"," 81","80",1,2022
"545",20220302,5301,"Florida St.","Notre Dame","Home","W"," 74","70",4,2022
"546",20220305,5438,"Florida St.","N.C. State","Home","W"," 89","76",13,2022
"547",20211204,1418,"Miami FL","Clemson","Home","W"," 80","75",5,2022
"548",20211229,2273,"Miami FL","N.C. State","Home","W"," 91","83",8,2022
"549",20220101,2496,"Miami FL","Wake Forest","Home","W"," 92","84",8,2022
"550",20220105,2631,"Miami FL","Syracuse","Home","W"," 88","87",1,2022
"551",20220118,3282,"Miami FL","North Carolina","Home","W"," 85","57",28,2022
"552",20220122,3528,"Miami FL","Florida St.","Home","L"," 61","60",1,2022
"553",20220202,3965,"Miami FL","Notre Dame","Home","L"," 68","64",4,2022
"554",20220209,4297,"Miami FL","Georgia Tech","Home","W"," 79","70",9,2022
"555",20220219,4791,"Miami FL","Virginia","Home","L"," 74","71",3,2022
"556",20220226,5104,"Miami FL","Virginia Tech","Home","L"," 71","70",1,2022
"557",20221210,1695,"North Carolina","Georgia Tech","Home","W"," 75","59",16,2023
"558",20230104,2672,"North Carolina","Wake Forest","Home","W"," 88","79",9,2023
"559",20230107,2888,"North Carolina","Notre Dame","Home","W"," 81","64",17,2023
"560",20230117,3333,"North Carolina","Boston College","Home","W"," 72","64",8,2023
"561",20230121,3548,"North Carolina","N.C. State","Home","W"," 80","69",11,2023
"562",20230201,4046,"North Carolina","Pittsburgh","Home","L"," 65","64",1,2023
"563",20230211,4528,"North Carolina","Clemson","Home","W"," 91","71",20,2023
"564",20230213,4668,"North Carolina","Miami FL","Home","L"," 80","72",8,2023
"565",20221203,1408,"Duke","Boston College","Home","W"," 75","59",16,2023
"566",20221231,2486,"Duke","Florida St.","Home","W"," 86","67",19,2023
"567",20230111,3005,"Duke","Pittsburgh","Home","W"," 77","69",8,2023
"568",20230121,3485,"Duke","Miami FL","Home","W"," 68","66",2,2023
"569",20230131,4004,"Duke","Wake Forest","Home","W"," 75","73",2,2023
"570",20230204,4233,"Duke","North Carolina","Home","W"," 63","57",6,2023
"571",20230214,4688,"Duke","Notre Dame","Home","W"," 68","64",4,2023
"572",20221220,2121,"Wake Forest","Duke","Home","W"," 81","70",11,2023
"573",20221231,2469,"Wake Forest","Virginia Tech","Home","W"," 77","75",2,2023
"574",20230111,3037,"Wake Forest","Florida St.","Home","W"," 90","75",15,2023
"575",20230117,3346,"Wake Forest","Clemson","Home","W"," 87","77",10,2023
"576",20230121,3520,"Wake Forest","Virginia","Home","L"," 76","67",9,2023
"577",20230128,3833,"Wake Forest","N.C. State","Home","L"," 79","77",2,2023
"578",20230207,4347,"Wake Forest","North Carolina","Home","W"," 92","85",7,2023
"579",20230211,4566,"Wake Forest","Georgia Tech","Home","W"," 71","70",1,2023
"580",20221202,1358,"N.C. State","Pittsburgh","Home","L"," 68","60",8,2023
"581",20221222,2258,"N.C. State","Louisville","Home","W"," 76","64",12,2023
"582",20230104,2654,"N.C. State","Duke","Home","W"," 84","60",24,2023
"583",20230114,3123,"N.C. State","Miami FL","Home","W"," 83","81",2,2023
"584",20230124,3677,"N.C. State","Notre Dame","Home","W"," 85","82",3,2023
"585",20230201,4061,"N.C. State","Florida St.","Home","W"," 94","66",28,2023
"586",20230204,4173,"N.C. State","Georgia Tech","Home","W"," 72","64",8,2023
"587",20221230,2456,"Pittsburgh","North Carolina","Home","W"," 76","74",2,2023
"588",20230103,2631,"Pittsburgh","Virginia","Home","W"," 68","65",3,2023
"589",20230107,2831,"Pittsburgh","Clemson","Home","L"," 75","74",1,2023
"590",20230121,3524,"Pittsburgh","Florida St.","Home","L"," 71","64",7,2023
"591",20230125,3712,"Pittsburgh","Wake Forest","Home","W"," 81","79",2,2023
"592",20230128,3872,"Pittsburgh","Miami FL","Home","W"," 71","68",3,2023
"593",20230207,4343,"Pittsburgh","Louisville","Home","W"," 91","57",34,2023
"594",20230214,4702,"Pittsburgh","Boston College","Home","W"," 77","58",19,2023
"595",20221204,1488,"Virginia Tech","North Carolina","Home","W"," 80","72",8,2023
"596",20230104,2674,"Virginia Tech","Clemson","Home","L"," 68","65",3,2023
"597",20230107,2870,"Virginia Tech","N.C. State","Home","L"," 73","69",4,2023
"598",20230123,3654,"Virginia Tech","Duke","Home","W"," 78","75",3,2023
"599",20230128,3904,"Virginia Tech","Syracuse","Home","W"," 85","70",15,2023
"600",20230204,4165,"Virginia Tech","Virginia","Home","W"," 74","68",6,2023
"601",20230208,4397,"Virginia Tech","Boston College","Home","L"," 82","76",6,2023
"602",20221221,2194,"Georgia Tech","Clemson","Home","L"," 79","66",13,2023
"603",20221231,2543,"Georgia Tech","Virginia","Home","L"," 74","56",18,2023
"604",20230104,2651,"Georgia Tech","Miami FL","Home","W"," 76","70",6,2023
"605",20230114,3162,"Georgia Tech","Pittsburgh","Home","L"," 71","60",11,2023
"606",20230117,3330,"Georgia Tech","N.C. State","Home","L"," 78","66",12,2023
"607",20230121,3486,"Georgia Tech","Syracuse","Home","L"," 80","63",17,2023
"608",20230128,3853,"Georgia Tech","Duke","Home","L"," 86","43",43,2023
"609",20230208,4380,"Georgia Tech","Notre Dame","Home","W"," 70","68",2,2023
"610",20230215,4721,"Georgia Tech","Virginia Tech","Home","W"," 77","70",7,2023
"611",20221203,1371,"Notre Dame","Syracuse","Home","L"," 62","61",1,2023
"612",20221230,2455,"Notre Dame","Miami FL","Home","L"," 76","65",11,2023
"613",20230110,2971,"Notre Dame","Georgia Tech","Home","W"," 73","72",1,2023
"614",20230117,3334,"Notre Dame","Florida St.","Home","L"," 84","71",13,2023
"615",20230121,3510,"Notre Dame","Boston College","Home","L"," 84","72",12,2023
"616",20230128,3819,"Notre Dame","Louisville","Home","W"," 76","62",14,2023
"617",20230204,4174,"Notre Dame","Wake Forest","Home","L"," 81","64",17,2023
"618",20230211,4531,"Notre Dame","Virginia Tech","Home","L"," 93","87",6,2023
"619",20221203,1396,"Virginia","Florida St.","Home","W"," 62","57",5,2023
"620",20230107,2848,"Virginia","Syracuse","Home","W"," 73","66",7,2023
"621",20230110,2985,"Virginia","North Carolina","Home","W"," 65","58",7,2023
"622",20230118,3374,"Virginia","Virginia Tech","Home","W"," 78","68",10,2023
"623",20230128,3821,"Virginia","Boston College","Home","W"," 76","57",19,2023
"624",20230207,4356,"Virginia","N.C. State","Home","W"," 63","50",13,2023
"625",20230211,4553,"Virginia","Duke","Home","W"," 69","62",7,2023
"626",20221221,2172,"Boston College","Virginia Tech","Home","W"," 70","65",5,2023
"627",20230103,2617,"Boston College","Notre Dame","Home","W"," 70","63",7,2023
"628",20230107,2789,"Boston College","Duke","Home","L"," 65","64",1,2023
"629",20230114,3219,"Boston College","Wake Forest","Home","L"," 85","63",22,2023
"630",20230125,3728,"Boston College","Louisville","Home","W"," 75","65",10,2023
"631",20230131,4001,"Boston College","Clemson","Home","W"," 62","54",8,2023
"632",20230204,4218,"Boston College","Syracuse","Home","L"," 77","68",9,2023
"633",20230211,4497,"Boston College","N.C. State","Home","L"," 92","62",30,2023
"634",20221204,1475,"Louisville","Miami FL","Home","L"," 80","53",27,2023
"635",20230103,2621,"Louisville","Syracuse","Home","L"," 70","69",1,2023
"636",20230107,2820,"Louisville","Wake Forest","Home","L"," 80","72",8,2023
"637",20230114,3153,"Louisville","North Carolina","Home","L"," 80","59",21,2023
"638",20230118,3366,"Louisville","Pittsburgh","Home","L"," 75","54",21,2023
"639",20230201,4043,"Louisville","Georgia Tech","Home","W"," 68","58",10,2023
"640",20230204,4182,"Louisville","Florida St.","Home","L"," 81","78",3,2023
"641",20230215,4724,"Louisville","Virginia","Home","L"," 61","58",3,2023
"642",20221220,2142,"Syracuse","Pittsburgh","Home","L"," 84","82",2,2023
"643",20221231,2459,"Syracuse","Boston College","Home","W"," 79","65",14,2023
"644",20230111,3018,"Syracuse","Virginia Tech","Home","W"," 82","72",10,2023
"645",20230114,3215,"Syracuse","Notre Dame","Home","W"," 78","73",5,2023
"646",20230124,3688,"Syracuse","North Carolina","Home","L"," 72","68",4,2023
"647",20230130,3988,"Syracuse","Virginia","Home","L"," 67","62",5,2023
"648",20230214,4694,"Syracuse","N.C. State","Home","W"," 75","72",3,2023
"649",20221202,1348,"Clemson","Wake Forest","Home","W"," 77","57",20,2023
"650",20221230,2453,"Clemson","N.C. State","Home","W"," 78","64",14,2023
"651",20230111,3033,"Clemson","Louisville","Home","W"," 83","70",13,2023
"652",20230114,3195,"Clemson","Duke","Home","W"," 72","64",8,2023
"653",20230121,3553,"Clemson","Virginia Tech","Home","W"," 51","50",1,2023
"654",20230124,3685,"Clemson","Georgia Tech","Home","W"," 72","51",21,2023
"655",20230204,4197,"Clemson","Miami FL","Home","L"," 78","74",4,2023
"656",20230215,4714,"Clemson","Florida St.","Home","W"," 94","54",40,2023
"657",20221210,1665,"Florida St.","Louisville","Home","W"," 75","53",22,2023
"658",20221221,2208,"Florida St.","Notre Dame","Home","W"," 73","72",1,2023
"659",20230107,2792,"Florida St.","Georgia Tech","Home","W"," 75","64",11,2023
"660",20230114,3174,"Florida St.","Virginia","Home","L"," 67","58",9,2023
"661",20230124,3672,"Florida St.","Miami FL","Home","L"," 86","63",23,2023
"662",20230128,3887,"Florida St.","Clemson","Home","L"," 82","81",1,2023
"663",20230208,4377,"Florida St.","Syracuse","Home","L"," 76","67",9,2023
"664",20230211,4498,"Florida St.","Pittsburgh","Home","L"," 83","75",8,2023
"665",20221210,1677,"Miami FL","N.C. State","Home","W"," 80","73",7,2023
"666",20221220,2136,"Miami FL","Virginia","Home","W"," 66","64",2,2023
"667",20230111,3012,"Miami FL","Boston College","Home","W"," 88","72",16,2023
"668",20230116,3303,"Miami FL","Syracuse","Home","W"," 82","78",4,2023
"669",20230131,4044,"Miami FL","Virginia Tech","Home","W"," 92","83",9,2023
"670",20230206,4325,"Miami FL","Duke","Home","W"," 81","59",22,2023
"671",20230211,4581,"Miami FL","Louisville","Home","W"," 93","85",8,2023
