"","Year","Pick","Player","Name","Team","Pos","College","school_logo","logo"
"119",2019,24,24,"Josh Jacobs","Raiders","RB","Alabama","Alabama","http://a.espncdn.com/i/teamlogos/ncaa/500/333.png"
"120",2019,25,25,"Marquise Brown","Ravens","WR","Oklahoma","Oklahoma","http://a.espncdn.com/i/teamlogos/ncaa/500/201.png"
"121",2019,26,26,"Montez Sweat","Redskins","DE","Mississippi State","Mississippi State","http://a.espncdn.com/i/teamlogos/ncaa/500/344.png"
"122",2019,27,27,"Johnathan Abram","Raiders","DB","Mississippi State","Mississippi State","http://a.espncdn.com/i/teamlogos/ncaa/500/344.png"
"123",2019,28,28,"Jerry Tillery","Chargers","DT","Notre Dame","Notre Dame","http://a.espncdn.com/i/teamlogos/ncaa/500/87.png"
"124",2019,29,29,"L.J. Collier","Seahawks","DE","Texas Christian","TCU","http://a.espncdn.com/i/teamlogos/ncaa/500/2628.png"
"125",2019,30,30,"Deandre Baker","Giants","DB","Georgia","Georgia","http://a.espncdn.com/i/teamlogos/ncaa/500/61.png"
"126",2019,31,31,"Kaleb McGary","Falcons","T","Washington","Washington","http://a.espncdn.com/i/teamlogos/ncaa/500/264.png"
"127",2019,32,32,"N'Keal Harry","Patriots","WR","Arizona State","Arizona State","http://a.espncdn.com/i/teamlogos/ncaa/500/9.png"
"128",2020,1,1,"Joe Burrow","Bengals","QB","Louisiana State","LSU","http://a.espncdn.com/i/teamlogos/ncaa/500/99.png"
"129",2020,2,2,"Chase Young","Redskins","DE","Ohio State","Ohio State","http://a.espncdn.com/i/teamlogos/ncaa/500/194.png"
"130",2020,3,3,"Jeff Okudah","Lions","DB","Ohio State","Ohio State","http://a.espncdn.com/i/teamlogos/ncaa/500/194.png"
"131",2020,4,4,"Andrew Thomas","Giants","T","Georgia","Georgia","http://a.espncdn.com/i/teamlogos/ncaa/500/61.png"
"132",2020,5,5,"Tua Tagovailoa","Dolphins","QB","Alabama","Alabama","http://a.espncdn.com/i/teamlogos/ncaa/500/333.png"
"133",2020,6,6,"Justin Herbert","Chargers","QB","Oregon","Oregon","http://a.espncdn.com/i/teamlogos/ncaa/500/2483.png"
"134",2020,7,7,"Derrick Brown","Panthers","DT","Auburn","Auburn","http://a.espncdn.com/i/teamlogos/ncaa/500/2.png"
"135",2020,8,8,"Isaiah Simmons","Cardinals","LB","Clemson","Clemson","http://a.espncdn.com/i/teamlogos/ncaa/500/228.png"
"136",2020,9,9,"CJ Henderson","Jaguars","DB","Florida","Florida","http://a.espncdn.com/i/teamlogos/ncaa/500/57.png"
"137",2020,10,10,"Jedrick Wills","Browns","T","Alabama","Alabama","http://a.espncdn.com/i/teamlogos/ncaa/500/333.png"
"138",2020,11,11,"Mekhi Becton","Jets","T","Louisville","Louisville","http://a.espncdn.com/i/teamlogos/ncaa/500/97.png"
"139",2020,12,12,"Henry Ruggs","Raiders","WR","Alabama","Alabama","http://a.espncdn.com/i/teamlogos/ncaa/500/333.png"
"140",2020,13,13,"Tristan Wirfs","Buccaneers","T","Iowa","Iowa","http://a.espncdn.com/i/teamlogos/ncaa/500/2294.png"
"141",2020,14,14,"Javon Kinlaw","49ers","DT","South Carolina","South Carolina","http://a.espncdn.com/i/teamlogos/ncaa/500/2579.png"
"142",2020,15,15,"Jerry Jeudy","Broncos","WR","Alabama","Alabama","http://a.espncdn.com/i/teamlogos/ncaa/500/333.png"
"143",2020,16,16,"A.J. Terrell","Falcons","DB","Clemson","Clemson","http://a.espncdn.com/i/teamlogos/ncaa/500/228.png"
"144",2020,17,17,"CeeDee Lamb","Cowboys","WR","Oklahoma","Oklahoma","http://a.espncdn.com/i/teamlogos/ncaa/500/201.png"
"145",2020,18,18,"Austin Jackson","Dolphins","T","USC","USC","http://a.espncdn.com/i/teamlogos/ncaa/500/30.png"
"146",2020,19,19,"Damon Arnette","Raiders","DB","Ohio State","Ohio State","http://a.espncdn.com/i/teamlogos/ncaa/500/194.png"
"147",2020,20,20,"K'Lavon Chaisson","Jaguars","DE","Louisiana State","LSU","http://a.espncdn.com/i/teamlogos/ncaa/500/99.png"
"148",2020,21,21,"Jalen Reagor","Eagles","WR","Texas Christian","TCU","http://a.espncdn.com/i/teamlogos/ncaa/500/2628.png"
"149",2020,22,22,"Justin Jefferson","Vikings","WR","Louisiana State","LSU","http://a.espncdn.com/i/teamlogos/ncaa/500/99.png"
"150",2020,23,23,"Kenneth Murray","Chargers","LB","Oklahoma","Oklahoma","http://a.espncdn.com/i/teamlogos/ncaa/500/201.png"
"151",2020,24,24,"Cesar Ruiz","Saints","C","Michigan","Michigan","http://a.espncdn.com/i/teamlogos/ncaa/500/130.png"
"152",2020,25,25,"Brandon Aiyuk","49ers","WR","Arizona State","Arizona State","http://a.espncdn.com/i/teamlogos/ncaa/500/9.png"
"153",2020,26,26,"Jordan Love","Packers","QB","Utah State","Utah State","http://a.espncdn.com/i/teamlogos/ncaa/500/328.png"
"154",2020,27,27,"Jordyn Brooks","Seahawks","LB","Texas Tech","Texas Tech","http://a.espncdn.com/i/teamlogos/ncaa/500/2641.png"
"155",2020,28,28,"Patrick Queen","Ravens","LB","Louisiana State","LSU","http://a.espncdn.com/i/teamlogos/ncaa/500/99.png"
"156",2020,29,29,"Isaiah Wilson","Titans","T","Georgia","Georgia","http://a.espncdn.com/i/teamlogos/ncaa/500/61.png"
"157",2020,30,30,"Noah Igbinoghene","Dolphins","DB","Auburn","Auburn","http://a.espncdn.com/i/teamlogos/ncaa/500/2.png"
"158",2020,31,31,"Jeff Gladney","Vikings","DB","Texas Christian","TCU","http://a.espncdn.com/i/teamlogos/ncaa/500/2628.png"
"159",2020,32,32,"Clyde Edwards-Helaire","Chiefs","RB","Louisiana State","LSU","http://a.espncdn.com/i/teamlogos/ncaa/500/99.png"
"160",2021,1,1,"Trevor Lawrence","Jaguars","QB","Clemson","Clemson","http://a.espncdn.com/i/teamlogos/ncaa/500/228.png"
"161",2021,2,2,"Zach Wilson","Jets","QB","Brigham Young","BYU","http://a.espncdn.com/i/teamlogos/ncaa/500/252.png"
"162",2021,3,3,"Trey Lance","49ers","QB","North Dakota State","North Dakota State","https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2449.png"
"163",2021,4,4,"Kyle Pitts","Falcons","TE","Florida","Florida","http://a.espncdn.com/i/teamlogos/ncaa/500/57.png"
"164",2021,5,5,"Ja'Marr Chase","Bengals","WR","Louisiana State","LSU","http://a.espncdn.com/i/teamlogos/ncaa/500/99.png"
"165",2021,6,6,"Jaylen Waddle","Dolphins","WR","Alabama","Alabama","http://a.espncdn.com/i/teamlogos/ncaa/500/333.png"
"166",2021,7,7,"Penei Sewell","Lions","T","Oregon","Oregon","http://a.espncdn.com/i/teamlogos/ncaa/500/2483.png"
"167",2021,8,8,"Jaycee Horn","Panthers","DB","South Carolina","South Carolina","http://a.espncdn.com/i/teamlogos/ncaa/500/2579.png"
"168",2021,9,9,"Patrick Surtain","Broncos","DB","Alabama","Alabama","http://a.espncdn.com/i/teamlogos/ncaa/500/333.png"
"169",2021,10,10,"DeVonta Smith","Eagles","WR","Alabama","Alabama","http://a.espncdn.com/i/teamlogos/ncaa/500/333.png"
"170",2021,11,11,"Justin Fields","Bears","QB","Ohio State","Ohio State","http://a.espncdn.com/i/teamlogos/ncaa/500/194.png"
"171",2021,12,12,"Micah Parsons","Cowboys","LB","Penn State","Penn State","http://a.espncdn.com/i/teamlogos/ncaa/500/213.png"
"172",2021,13,13,"Rashawn Slater","Chargers","G","Northwestern","Northwestern","http://a.espncdn.com/i/teamlogos/ncaa/500/77.png"
"173",2021,14,14,"Alijah Vera-Tucker","Jets","G","USC","USC","http://a.espncdn.com/i/teamlogos/ncaa/500/30.png"
"174",2021,15,15,"Mac Jones","Patriots","QB","Alabama","Alabama","http://a.espncdn.com/i/teamlogos/ncaa/500/333.png"
"175",2021,16,16,"Zaven Collins","Cardinals","LB","Tulsa","Tulsa","http://a.espncdn.com/i/teamlogos/ncaa/500/202.png"
"176",2021,17,17,"Alex Leatherwood","Raiders","T","Alabama","Alabama","http://a.espncdn.com/i/teamlogos/ncaa/500/333.png"
"177",2021,18,18,"Jaelan Phillips","Dolphins","DE","Miami (FL)","Miami FL","http://a.espncdn.com/i/teamlogos/ncaa/500/2390.png"
"178",2021,19,19,"Jamin Davis","Team","LB","Kentucky","Kentucky","http://a.espncdn.com/i/teamlogos/ncaa/500/96.png"
"179",2021,20,20,"Kadarius Toney","Giants","WR","Florida","Florida","http://a.espncdn.com/i/teamlogos/ncaa/500/57.png"
"180",2021,21,21,"Kwity Paye","Colts","DE","Michigan","Michigan","http://a.espncdn.com/i/teamlogos/ncaa/500/130.png"
"181",2021,22,22,"Caleb Farley","Titans","DB","Virginia Tech","Virginia Tech","http://a.espncdn.com/i/teamlogos/ncaa/500/259.png"
"182",2021,23,23,"Christian Darrisaw","Vikings","T","Virginia Tech","Virginia Tech","http://a.espncdn.com/i/teamlogos/ncaa/500/259.png"
"183",2021,24,24,"Najee Harris","Steelers","RB","Alabama","Alabama","http://a.espncdn.com/i/teamlogos/ncaa/500/333.png"
"184",2021,25,25,"Travis Etienne","Jaguars","RB","Clemson","Clemson","http://a.espncdn.com/i/teamlogos/ncaa/500/228.png"
"185",2021,26,26,"Greg Newsome","Browns","DB","Northwestern","Northwestern","http://a.espncdn.com/i/teamlogos/ncaa/500/77.png"
"186",2021,27,27,"Rashod Bateman","Ravens","WR","Minnesota","Minnesota","http://a.espncdn.com/i/teamlogos/ncaa/500/135.png"
"187",2021,28,28,"Payton Turner","Saints","DE","Houston","Houston","http://a.espncdn.com/i/teamlogos/ncaa/500/248.png"
"188",2021,29,29,"Eric Stokes","Packers","DB","Georgia","Georgia","http://a.espncdn.com/i/teamlogos/ncaa/500/61.png"
"189",2021,30,30,"Gregory Rousseau","Bills","DE","Miami (FL)","Miami FL","http://a.espncdn.com/i/teamlogos/ncaa/500/2390.png"
"190",2021,31,31,"Jayson Oweh","Ravens","LB","Penn State","Penn State","http://a.espncdn.com/i/teamlogos/ncaa/500/213.png"
"191",2021,32,32,"Joe Tryon","Buccaneers","LB","Washington","Washington","http://a.espncdn.com/i/teamlogos/ncaa/500/264.png"
"192",2022,1,1,"Travon Walker","Jaguars","DE","Georgia","Georgia","http://a.espncdn.com/i/teamlogos/ncaa/500/61.png"
"193",2022,2,2,"Aidan Hutchinson","Lions","DE","Michigan","Michigan","http://a.espncdn.com/i/teamlogos/ncaa/500/130.png"
"194",2022,3,3,"Derek Stingley","Texans","DB","Louisiana State","LSU","http://a.espncdn.com/i/teamlogos/ncaa/500/99.png"
"195",2022,4,4,"Sauce Gardner","Jets","DB","Cincinnati","Cincinnati","http://a.espncdn.com/i/teamlogos/ncaa/500/2132.png"
"196",2022,5,5,"Kayvon Thibodeaux","Giants","DE","Oregon","Oregon","http://a.espncdn.com/i/teamlogos/ncaa/500/2483.png"
"197",2022,6,6,"Ikem Ekwonu","Panthers","T","North Carolina State","NC State","http://a.espncdn.com/i/teamlogos/ncaa/500/152.png"
"198",2022,7,7,"Evan Neal","Giants","T","Alabama","Alabama","http://a.espncdn.com/i/teamlogos/ncaa/500/333.png"
"199",2022,8,8,"Drake London","Falcons","WR","USC","USC","http://a.espncdn.com/i/teamlogos/ncaa/500/30.png"
"200",2022,9,9,"Charles Cross","Seahawks","T","Mississippi State","Mississippi State","http://a.espncdn.com/i/teamlogos/ncaa/500/344.png"
"201",2022,10,10,"Garrett Wilson","Jets","WR","Ohio State","Ohio State","http://a.espncdn.com/i/teamlogos/ncaa/500/194.png"
"202",2022,11,11,"Chris Olave","Saints","WR","Ohio State","Ohio State","http://a.espncdn.com/i/teamlogos/ncaa/500/194.png"
"203",2022,12,12,"Jameson Williams","Lions","WR","Alabama","Alabama","http://a.espncdn.com/i/teamlogos/ncaa/500/333.png"
"204",2022,13,13,"Jordan Davis","Eagles","DT","Georgia","Georgia","http://a.espncdn.com/i/teamlogos/ncaa/500/61.png"
"205",2022,14,14,"Kyle Hamilton","Ravens","DB","Notre Dame","Notre Dame","http://a.espncdn.com/i/teamlogos/ncaa/500/87.png"
"206",2022,15,15,"Kenyon Green","Texans","G","Texas A&M","Texas A&M","http://a.espncdn.com/i/teamlogos/ncaa/500/245.png"
"207",2022,16,16,"Jahan Dotson","Commanders","WR","Penn State","Penn State","http://a.espncdn.com/i/teamlogos/ncaa/500/213.png"
"208",2022,17,17,"Zion Johnson","Chargers","G","Boston College","Boston College","http://a.espncdn.com/i/teamlogos/ncaa/500/103.png"
"209",2022,18,18,"Treylon Burks","Titans","WR","Arkansas","Arkansas","http://a.espncdn.com/i/teamlogos/ncaa/500/8.png"
"210",2022,19,19,"Trevor Penning","Saints","T","Northern Iowa","Northern Iowa","http://a.espncdn.com/i/teamlogos/ncaa/500/2460.png"
"211",2022,20,20,"Kenny Pickett","Steelers","QB","Pittsburgh","Pittsburgh","http://a.espncdn.com/i/teamlogos/ncaa/500/221.png"
"212",2022,21,21,"Trent McDuffie","Chiefs","DB","Washington","Washington","http://a.espncdn.com/i/teamlogos/ncaa/500/264.png"
"213",2022,22,22,"Quay Walker","Packers","LB","Georgia","Georgia","http://a.espncdn.com/i/teamlogos/ncaa/500/61.png"
"214",2022,23,23,"Kaiir Elam","Bills","DB","Florida","Florida","http://a.espncdn.com/i/teamlogos/ncaa/500/57.png"
"215",2022,24,24,"Tyler Smith","Cowboys","T","Tulsa","Tulsa","http://a.espncdn.com/i/teamlogos/ncaa/500/202.png"
"216",2022,25,25,"Tyler Linderbaum","Ravens","C","Iowa","Iowa","http://a.espncdn.com/i/teamlogos/ncaa/500/2294.png"
"217",2022,26,26,"Jermaine Johnson","Jets","DE","Florida State","Florida State","http://a.espncdn.com/i/teamlogos/ncaa/500/52.png"
"218",2022,27,27,"Devin Lloyd","Jaguars","LB","Utah","Utah","http://a.espncdn.com/i/teamlogos/ncaa/500/254.png"
"219",2022,28,28,"Devonte Wyatt","Packers","DT","Georgia","Georgia","http://a.espncdn.com/i/teamlogos/ncaa/500/61.png"
"220",2022,29,29,"Cole Strange","Patriots","G","Tennessee-Chattanooga","Tennessee-Chattanooga","http://a.espncdn.com/i/teamlogos/ncaa/500/236.png"
"221",2022,30,30,"George Karlaftis","Chiefs","DE","Purdue","Purdue","http://a.espncdn.com/i/teamlogos/ncaa/500/2509.png"
"222",2022,31,31,"Daxton Hill","Bengals","DB","Michigan","Michigan","http://a.espncdn.com/i/teamlogos/ncaa/500/130.png"
"223",2022,32,32,"Lewis Cine","Vikings","DB","Georgia","Georgia","http://a.espncdn.com/i/teamlogos/ncaa/500/61.png"
"224",2023,1,1,"Bryce Young","Panthers","QB","Alabama","Alabama","http://a.espncdn.com/i/teamlogos/ncaa/500/333.png"
"225",2023,2,2,"C.J. Stroud","Texans","QB","Ohio State","Ohio State","http://a.espncdn.com/i/teamlogos/ncaa/500/194.png"
"226",2023,3,3,"Will Anderson","Texans","LB","Alabama","Alabama","http://a.espncdn.com/i/teamlogos/ncaa/500/333.png"
"227",2023,4,4,"Anthony Richardson","Colts","QB","Florida","Florida","http://a.espncdn.com/i/teamlogos/ncaa/500/57.png"
"228",2023,5,5,"Devon Witherspoon","Seahawks","DB","Illinois","Illinois","http://a.espncdn.com/i/teamlogos/ncaa/500/356.png"
"229",2023,6,6,"Paris Johnson","Cardinals","T","Ohio State","Ohio State","http://a.espncdn.com/i/teamlogos/ncaa/500/194.png"
"230",2023,7,7,"Tyree Wilson","Raiders","DE","Texas Tech","Texas Tech","http://a.espncdn.com/i/teamlogos/ncaa/500/2641.png"
"231",2023,8,8,"Bijan Robinson","Falcons","RB","Texas","Texas","http://a.espncdn.com/i/teamlogos/ncaa/500/251.png"
"232",2023,9,9,"Jalen Carter","Eagles","DT","Georgia","Georgia","http://a.espncdn.com/i/teamlogos/ncaa/500/61.png"
"233",2023,10,10,"Darnell Wright","Bears","T","Tennessee","Tennessee","http://a.espncdn.com/i/teamlogos/ncaa/500/2633.png"
"234",2023,11,11,"Peter Skoronski","Titans","G","Northwestern","Northwestern","http://a.espncdn.com/i/teamlogos/ncaa/500/77.png"
"235",2023,12,12,"Jahmyr Gibbs","Lions","RB","Alabama","Alabama","http://a.espncdn.com/i/teamlogos/ncaa/500/333.png"
"236",2023,13,13,"Lukas Van Ness","Packers","DE","Iowa","Iowa","http://a.espncdn.com/i/teamlogos/ncaa/500/2294.png"
"237",2023,14,14,"Broderick Jones","Steelers","T","Georgia","Georgia","http://a.espncdn.com/i/teamlogos/ncaa/500/61.png"
"238",2023,15,15,"Will McDonald","Jets","DE","Iowa State","Iowa State","http://a.espncdn.com/i/teamlogos/ncaa/500/66.png"
"239",2023,16,16,"Emmanuel Forbes","Commanders","DB","Mississippi State","Mississippi State","http://a.espncdn.com/i/teamlogos/ncaa/500/344.png"
"240",2023,17,17,"Christian Gonzalez","Patriots","DB","Oregon","Oregon","http://a.espncdn.com/i/teamlogos/ncaa/500/2483.png"
"241",2023,18,18,"Jack Campbell","Lions","LB","Iowa","Iowa","http://a.espncdn.com/i/teamlogos/ncaa/500/2294.png"
"242",2023,19,19,"Calijah Kancey","Buccaneers","DT","Pittsburgh","Pittsburgh","http://a.espncdn.com/i/teamlogos/ncaa/500/221.png"
