"","game_id","date","type","team","opp","conf","opp_conf","location","result","score","team_rtg","opp_rtg","bub_rtg","bub_win_prob","wab","game_score","game_type","ot","wab_if_win","wab_if_loss","expected_wab","opp_net_rank","quad"
"16","BellarmineGeorgia11-3",2025-11-03,"nc","Georgia","Bellarmine","SEC","ASun","H","W","104-59",0.901466723315452,0.178669423254878,0.893951141861633,0.974842983887884,0.025157016112116,95.5,"played",0,NA,NA,NA,282,"Q4"
"17","Bethune CookmanAuburn11-3",2025-11-03,"nc","Auburn","Bethune Cookman","SEC","SWAC","H","W","95-90",0.927481986737605,0.317335941800076,0.893951141861633,0.947737235043081,0.0522627649569186,41.9,"played",1,NA,NA,NA,237,"Q4"
"18","Bethune CookmanAuburn11-3",2025-11-03,"nc","Bethune Cookman","Auburn","SEC","SWAC","A","L","90-95",0.317335941800076,0.927481986737605,0.815734176399566,0.257131913094538,-0.257131913094538,89.2,"played",1,NA,NA,NA,31,"Q1A"
"19","BinghamtonSyracuse11-3",2025-11-03,"nc","Binghamton","Syracuse","ACC","AE","A","L","47-85",0.0398015312337622,0.839346262579936,0.815734176399566,0.458678746331222,-0.458678746331222,2,"played",0,NA,NA,NA,68,"Q1"
"20","BinghamtonSyracuse11-3",2025-11-03,"nc","Syracuse","Binghamton","ACC","AE","H","W","85-47",0.839346262579936,0.0398015312337622,0.893951141861633,0.995106713538322,0.00489328646167808,91.3,"played",0,NA,NA,NA,362,"Q4"
"21","Boston CollegeFlorida Atlantic11-3",2025-11-03,"nc","Boston College","Florida Atlantic","Amer","ACC","A","L","78-83",0.486438252872134,0.726927428602164,0.815734176399566,0.624482930725609,-0.624482930725609,57.9,"played",1,NA,NA,NA,114,"Q2"
"22","Boston CollegeFlorida Atlantic11-3",2025-11-03,"nc","Florida Atlantic","Boston College","Amer","ACC","H","W","83-78",0.726927428602164,0.486438252872134,0.893951141861633,0.898986287471728,0.101013712528272,64.7,"played",1,NA,NA,NA,151,"Q3"
"23","Boston UniversityNortheastern11-3",2025-11-03,"nc","Boston University","Northeastern","CAA","Pat","A","W","76-75",0.196743571591446,0.34423696049987,0.815734176399566,0.893991631347191,0.106008368652809,32.3,"played",1,NA,NA,NA,260,"Q4"
"24","Boston UniversityNortheastern11-3",2025-11-03,"nc","Northeastern","Boston University","CAA","Pat","H","L","75-76",0.34423696049987,0.196743571591446,0.893951141861633,0.971764240879508,-0.971764240879508,21.2,"played",1,NA,NA,NA,280,"Q4"
"25","BradleySt. Bonaventure11-3",2025-11-03,"nc","Bradley","St. Bonaventure","A10","MVC","N","L","63-69",0.546501463968623,0.48827804484739,0.859329259582028,0.864903264018373,-0.864903264018373,22.9,"played",0,NA,NA,NA,144,"Q3"
"26","BradleySt. Bonaventure11-3",2025-11-03,"nc","St. Bonaventure","Bradley","A10","MVC","N","W","69-63",0.48827804484739,0.546501463968623,0.859329259582028,0.835233942796356,0.164766057203644,79.5,"played",0,NA,NA,NA,120,"Q3"
"27","BryantSiena11-3",2025-11-03,"nc","Bryant","Siena","MAAC","AE","A","L","66-82",0.0653506530705747,0.517152906871711,0.815734176399566,0.80519266921522,-0.80519266921522,7.7,"played",0,NA,NA,NA,179,"Q3"
"28","BryantSiena11-3",2025-11-03,"nc","Siena","Bryant","MAAC","AE","H","W","82-66",0.517152906871711,0.0653506530705747,0.893951141861633,0.991773672153379,0.00822632784662136,47.5,"played",0,NA,NA,NA,347,"Q4"
"29","BYUVillanova11-3",2025-11-03,"nc","BYU","Villanova","BE","B12","N","W","71-66",0.905712831321046,0.900327093115197,0.859329259582028,0.40344432591636,0.59655567408364,96.8,"played",0,NA,NA,NA,32,"Q1"
"30","BYUVillanova11-3",2025-11-03,"nc","Villanova","BYU","BE","B12","N","L","66-71",0.900327093115197,0.905712831321046,0.859329259582028,0.388731599765265,-0.388731599765265,74.1,"played",0,NA,NA,NA,19,"Q1A"
"31","Cal PolyUSC11-3",2025-11-03,"nc","Cal Poly","USC","B10","BW","A","L","64-94",0.248278319418439,0.876999507091878,0.815734176399566,0.383053194130176,-0.383053194130176,22,"played",0,NA,NA,NA,49,"Q1"
"32","Cal PolyUSC11-3",2025-11-03,"nc","USC","Cal Poly","B10","BW","H","W","94-64",0.876999507091878,0.248278319418439,0.893951141861633,0.962296402005215,0.0377035979947848,89.3,"played",0,NA,NA,NA,256,"Q4"
"33","Cal St. BakersfieldCalifornia11-3",2025-11-03,"nc","Cal St. Bakersfield","California","ACC","BW","A","L","60-87",0.136119384283154,0.825958736434049,0.815734176399566,0.482621186182992,-0.482621186182992,11.8,"played",0,NA,NA,NA,63,"Q1"
"34","Cal St. BakersfieldCalifornia11-3",2025-11-03,"nc","California","Cal St. Bakersfield","ACC","BW","H","W","87-60",0.825958736434049,0.136119384283154,0.893951141861633,0.981650868411501,0.0183491315884986,84.8,"played",0,NA,NA,NA,316,"Q4"
"35","CampbellWisconsin11-3",2025-11-03,"nc","Campbell","Wisconsin","B10","CAA","A","L","64-96",0.356315104913115,0.925276277876411,0.815734176399566,0.263358400076863,-0.263358400076863,39.9,"played",0,NA,NA,NA,37,"Q1A"
"36","CampbellWisconsin11-3",2025-11-03,"nc","Wisconsin","Campbell","B10","CAA","H","W","96-64",0.925276277876411,0.356315104913115,0.893951141861633,0.938378644915896,0.0616213550841038,91.2,"played",0,NA,NA,NA,208,"Q4"
"37","CanisiusDayton11-3",2025-11-03,"nc","Canisius","Dayton","A10","MAAC","A","L","48-88",0.0819836049421361,0.736169418208133,0.815734176399566,0.613383240138622,-0.613383240138622,0.7,"played",0,NA,NA,NA,92,"Q2"
"38","CanisiusDayton11-3",2025-11-03,"nc","Dayton","Canisius","A10","MAAC","H","W","88-48",0.736169418208133,0.0819836049421361,0.893951141861633,0.989516845682373,0.0104831543176273,97.1,"played",0,NA,NA,NA,344,"Q4"
"39","Central ArkansasNorth Carolina11-3",2025-11-03,"nc","Central Arkansas","North Carolina","ACC","ASun","A","L","54-94",0.406171011773638,0.932426277523352,0.815734176399566,0.242897008983819,-0.242897008983819,3.7,"played",0,NA,NA,NA,25,"Q1A"
"40","Central ArkansasNorth Carolina11-3",2025-11-03,"nc","North Carolina","Central Arkansas","ACC","ASun","H","W","94-54",0.932426277523352,0.406171011773638,0.893951141861633,0.92494883252606,0.0750511674739404,99.6,"played",0,NA,NA,NA,181,"Q4"
"41","Charleston SouthernVirginia Tech11-3",2025-11-03,"nc","Charleston Southern","Virginia Tech","ACC","BSth","A","L","67-98",0.233365179365102,0.859783596314413,0.815734176399566,0.419266640572582,-0.419266640572582,24.6,"played",0,NA,NA,NA,51,"Q1"
"42","Charleston SouthernVirginia Tech11-3",2025-11-03,"nc","Virginia Tech","Charleston Southern","ACC","BSth","H","W","98-67",0.859783596314413,0.233365179365102,0.893951141861633,0.965147540164878,0.0348524598351218,85.1,"played",0,NA,NA,NA,249,"Q4"
"43","Chicago St.DePaul11-3",2025-11-03,"nc","Chicago St.","DePaul","BE","NEC","A","L","62-92",0.0732845518885381,0.745002989703813,0.815734176399566,0.602423356431915,-0.602423356431915,3.6,"played",0,NA,NA,NA,110,"Q2"
"44","Chicago St.DePaul11-3",2025-11-03,"nc","DePaul","Chicago St.","BE","NEC","H","W","92-62",0.745002989703813,0.0732845518885381,0.893951141861633,0.990705992107253,0.00929400789274692,86.2,"played",0,NA,NA,NA,346,"Q4"
"45","Cleveland St.Loyola Chicago11-3",2025-11-03,"nc","Cleveland St.","Loyola Chicago","A10","Horz","A","L","88-91",0.205281702629877,0.287283488241603,0.815734176399566,0.916546512785563,-0.916546512785563,20.4,"played",0,NA,NA,NA,310,"Q4"
"46","Cleveland St.Loyola Chicago11-3",2025-11-03,"nc","Loyola Chicago","Cleveland St.","A10","Horz","H","W","91-88",0.287283488241603,0.205281702629877,0.893951141861633,0.970268210807438,0.0297317891925617,28.9,"played",0,NA,NA,NA,295,"Q4"
"47","Coastal CarolinaWestern Michigan11-3",2025-11-03,"nc","Coastal Carolina","Western Michigan","MAC","Sun Belt","A","L","71-76",0.280274270855638,0.297280039009388,0.815734176399566,0.912774568745863,-0.912774568745863,24.1,"played",0,NA,NA,NA,296,"Q4"
"48","Coastal CarolinaWestern Michigan11-3",2025-11-03,"nc","Western Michigan","Coastal Carolina","MAC","Sun Belt","H","W","76-71",0.297280039009388,0.280274270855638,0.893951141861633,0.955843445081244,0.0441565549187559,34.2,"played",0,NA,NA,NA,225,"Q4"
"49","ColgateMichigan St.11-3",2025-11-03,"nc","Colgate","Michigan St.","B10","Pat","A","L","69-80",0.332453658758196,0.961517360396656,0.815734176399566,0.150511326033146,-0.150511326033146,83.9,"played",0,NA,NA,NA,11,"Q1A"
"50","ColgateMichigan St.11-3",2025-11-03,"nc","Michigan St.","Colgate","B10","Pat","H","W","80-69",0.961517360396656,0.332453658758196,0.893951141861633,0.944215561759458,0.0557844382405417,70.4,"played",0,NA,NA,NA,196,"Q4"
"51","Coppin St.Maryland11-3",2025-11-03,"nc","Coppin St.","Maryland","B10","MEAC","N","L","61-83",0.0338542008826786,0.624123810726898,0.859329259582028,0.786279158933132,-0.786279158933132,6.2,"played",0,NA,NA,NA,150,"Q3"
"52","Coppin St.Maryland11-3",2025-11-03,"nc","Maryland","Coppin St.","B10","MEAC","N","W","83-61",0.624123810726898,0.0338542008826786,0.859329259582028,0.99429664969789,0.00570335030211022,46.6,"played",0,NA,NA,NA,364,"Q4"
"53","DelawareBucknell11-3",2025-11-03,"nc","Bucknell","Delaware","Pat","CUSA","H","W","78-70",0.198727496463799,0.208124048896481,0.893951141861633,0.9697640643485,0.0302359356515004,52.6,"played",0,NA,NA,NA,289,"Q4"
"54","DelawareBucknell11-3",2025-11-03,"nc","Delaware","Bucknell","Pat","CUSA","A","L","70-78",0.208124048896481,0.198727496463799,0.815734176399566,0.946948205166513,-0.946948205166513,5.6,"played",0,NA,NA,NA,337,"Q4"
"55","DenverSeattle11-3",2025-11-03,"nc","Denver","Seattle","WCC","Sum","A","L","73-84",0.292731664756606,0.710170227869712,0.815734176399566,0.643708825769012,-0.643708825769012,34.1,"played",0,NA,NA,NA,134,"Q2"
"56","DenverSeattle11-3",2025-11-03,"nc","Seattle","Denver","WCC","Sum","H","W","84-73",0.710170227869712,0.292731664756606,0.893951141861633,0.953198368663445,0.0468016313365547,66.2,"played",0,NA,NA,NA,245,"Q4"
"57","Detroit MercyIllinois Chicago11-3",2025-11-03,"nc","Detroit Mercy","Illinois Chicago","MVC","Horz","A","L","71-91",0.293214111296874,0.6760938501885,0.815734176399566,0.679577543500278,-0.679577543500278,25.6,"played",0,NA,NA,NA,142,"Q3"
"58","Detroit MercyIllinois Chicago11-3",2025-11-03,"nc","Illinois Chicago","Detroit Mercy","MVC","Horz","H","W","91-71",0.6760938501885,0.293214111296874,0.893951141861633,0.953094355450339,0.0469056445496611,71.5,"played",0,NA,NA,NA,261,"Q4"
"59","DrakeNorthern Arizona11-3",2025-11-03,"nc","Drake","Northern Arizona","BSky","MVC","N","W","77-71",0.398334335220886,0.213564278110334,0.859329259582028,0.957438170131339,0.042561829868661,30.1,"played",0,NA,NA,NA,303,"Q4"
"60","DrakeNorthern Arizona11-3",2025-11-03,"nc","Northern Arizona","Drake","BSky","MVC","N","L","71-77",0.213564278110334,0.398334335220886,0.859329259582028,0.902220181675057,-0.902220181675057,29.4,"played",0,NA,NA,NA,184,"Q3"
"61","Eastern WashingtonUCLA11-3",2025-11-03,"nc","Eastern Washington","UCLA","B10","BSky","A","L","74-80",0.336991193551978,0.914514698781476,0.815734176399566,0.292693115241553,-0.292693115241553,73.6,"played",0,NA,NA,NA,39,"Q1A"
"62","Eastern WashingtonUCLA11-3",2025-11-03,"nc","UCLA","Eastern Washington","B10","BSky","H","W","80-74",0.914514698781476,0.336991193551978,0.893951141861633,0.943132494751452,0.0568675052485476,66.1,"played",0,NA,NA,NA,242,"Q4"
"63","FairfieldPenn St.11-3",2025-11-03,"nc","Fairfield","Penn St.","B10","MAAC","A","L","68-76",0.255589692818486,0.693430781623042,0.815734176399566,0.661839236965672,-0.661839236965672,58.9,"played",0,NA,NA,NA,117,"Q2"
"64","FairfieldPenn St.11-3",2025-11-03,"nc","Penn St.","Fairfield","B10","MAAC","H","W","76-68",0.693430781623042,0.255589692818486,0.893951141861633,0.960863250285216,0.0391367497147844,35.2,"played",0,NA,NA,NA,239,"Q4"
"65","Fairleigh DickinsonIowa St.11-3",2025-11-03,"nc","Fairleigh Dickinson","Iowa St.","B12","NEC","A","L","50-88",0.124847452440015,0.971810627171588,0.815734176399566,0.113799330927419,-0.113799330927419,9.6,"played",0,NA,NA,NA,9,"Q1A"
"66","Fairleigh DickinsonIowa St.11-3",2025-11-03,"nc","Iowa St.","Fairleigh Dickinson","B12","NEC","H","W","88-50",0.971810627171588,0.124847452440015,0.893951141861633,0.983358215752529,0.0166417842474706,97.9,"played",0,NA,NA,NA,324,"Q4"
"67","Florida A&MSouth Florida11-3",2025-11-03,"nc","Florida A&M","South Florida","Amer","SWAC","A","L","67-102",0.15060291938015,0.824894806051463,0.815734176399566,0.484465041827244,-0.484465041827244,13.1,"played",0,NA,NA,NA,58,"Q1"
"68","Florida A&MSouth Florida11-3",2025-11-03,"nc","South Florida","Florida A&M","Amer","SWAC","H","W","102-67",0.824894806051463,0.15060291938015,0.893951141861633,0.979399641395197,0.0206003586048026,84.8,"played",0,NA,NA,NA,331,"Q4"
"69","FurmanHigh Point11-3",2025-11-03,"nc","Furman","High Point","BSth","SC","N","L","71-97",0.443632725060787,0.679691216297084,0.859329259582028,0.742188976621371,-0.742188976621371,7.7,"played",0,NA,NA,NA,78,"Q2"
"70","FurmanHigh Point11-3",2025-11-03,"nc","High Point","Furman","BSth","SC","N","W","97-71",0.679691216297084,0.443632725060787,0.859329259582028,0.884541858839412,0.115458141160588,95.3,"played",0,NA,NA,NA,193,"Q3"
"71","Gardner WebbMinnesota11-3",2025-11-03,"nc","Gardner Webb","Minnesota","B10","BSth","A","L","60-87",0.0317450807842283,0.859550986001369,0.815734176399566,0.41973618241366,-0.41973618241366,2.9,"played",0,NA,NA,NA,81,"Q2"
"72","Gardner WebbMinnesota11-3",2025-11-03,"nc","Minnesota","Gardner Webb","B10","BSth","H","W","87-60",0.859550986001369,0.0317450807842283,0.893951141861633,0.996125701455534,0.00387429854446608,87.2,"played",0,NA,NA,NA,363,"Q4"
"73","Georgia St.Eastern Michigan11-3",2025-11-03,"nc","Eastern Michigan","Georgia St.","MAC","Sun Belt","H","W","71-49",0.485349916203797,0.20911667116637,0.893951141861633,0.969587273554559,0.0304127264454407,86.6,"played",0,NA,NA,NA,273,"Q4"
"74","Georgia St.Eastern Michigan11-3",2025-11-03,"nc","Georgia St.","Eastern Michigan","MAC","Sun Belt","A","L","49-71",0.20911667116637,0.485349916203797,0.815734176399566,0.82438249359462,-0.82438249359462,3.7,"played",0,NA,NA,NA,211,"Q3"
"75","Green BayKansas11-3",2025-11-03,"nc","Green Bay","Kansas","B12","Horz","A","L","51-94",0.353993681847194,0.96560083730128,0.815734176399566,0.136224435657192,-0.136224435657192,8.5,"played",0,NA,NA,NA,13,"Q1A"
"76","Green BayKansas11-3",2025-11-03,"nc","Kansas","Green Bay","B12","Horz","H","W","94-51",0.96560083730128,0.353993681847194,0.893951141861633,0.938962174176181,0.0610378258238192,99.4,"played",0,NA,NA,NA,231,"Q4"
"77","HamptonMilwaukee11-3",2025-11-03,"nc","Hampton","Milwaukee","Horz","CAA","A","L","86-90",0.194326435808299,0.345776903934237,0.815734176399566,0.893344070908306,-0.893344070908306,17.3,"played",0,NA,NA,NA,247,"Q4"
"78","HamptonMilwaukee11-3",2025-11-03,"nc","Milwaukee","Hampton","Horz","CAA","H","W","90-86",0.345776903934237,0.194326435808299,0.893951141861633,0.972182830830442,0.0278171691695582,37.8,"played",0,NA,NA,NA,250,"Q4"
"79","HofstraUCF11-3",2025-11-03,"nc","Hofstra","UCF","B12","CAA","A","L","78-82",0.582493736056458,0.860955716212894,0.815734176399566,0.416892912149566,-0.416892912149566,80,"played",0,NA,NA,NA,45,"Q1"
"80","HofstraUCF11-3",2025-11-03,"nc","UCF","Hofstra","B12","CAA","H","W","82-78",0.860955716212894,0.582493736056458,0.893951141861633,0.857994551733979,0.142005448266021,68.3,"played",0,NA,NA,NA,105,"Q3"
"81","Holy CrossProvidence11-3",2025-11-03,"nc","Holy Cross","Providence","BE","Pat","A","L","79-89",0.113064676279616,0.835189417415468,0.815734176399566,0.466263191278996,-0.466263191278996,44.6,"played",0,NA,NA,NA,76,"Q2"
"82","Holy CrossProvidence11-3",2025-11-03,"nc","Providence","Holy Cross","BE","Pat","H","W","89-79",0.835189417415468,0.113064676279616,0.893951141861633,0.985102661110257,0.0148973388897428,44.5,"played",0,NA,NA,NA,319,"Q4"
"83","IdahoWashington St.11-3",2025-11-03,"nc","Idaho","Washington St.","WCC","BSky","A","W","83-81",0.422121386250465,0.689870493867964,0.815734176399566,0.665565322306602,0.334434677693398,88.2,"played",0,NA,NA,NA,137,"Q3"
"84","IdahoWashington St.11-3",2025-11-03,"nc","Washington St.","Idaho","WCC","BSky","H","L","81-83",0.689870493867964,0.422121386250465,0.893951141861633,0.920255393711852,-0.920255393711852,17.8,"played",0,NA,NA,NA,172,"Q4"
"85","Incarnate WordColorado St.11-3",2025-11-03,"nc","Colorado St.","Incarnate Word","MWC","Slnd","H","W","98-64",0.733923049495269,0.214852959388592,0.893951141861633,0.968558138527589,0.0314418614724106,92.8,"played",0,NA,NA,NA,275,"Q4"
"86","Incarnate WordColorado St.11-3",2025-11-03,"nc","Incarnate Word","Colorado St.","MWC","Slnd","A","L","64-98",0.214852959388592,0.733923049495269,0.815734176399566,0.616114974441323,-0.616114974441323,5.5,"played",0,NA,NA,NA,99,"Q2"
"87","Indiana St.Charlotte11-3",2025-11-03,"nc","Charlotte","Indiana St.","Amer","MVC","H","W","92-76",0.574145558366654,0.348124544490952,0.893951141861633,0.940422117591856,0.0595778824081437,80.6,"played",0,NA,NA,NA,218,"Q4"
"88","Indiana St.Charlotte11-3",2025-11-03,"nc","Indiana St.","Charlotte","Amer","MVC","A","L","76-92",0.348124544490952,0.574145558366654,0.815734176399566,0.766548527982554,-0.766548527982554,14.8,"played",0,NA,NA,NA,163,"Q3"
"89","IU IndyOhio St.11-3",2025-11-03,"nc","IU Indy","Ohio St.","B10","Horz","A","L","102-118",0.196876097812774,0.908002502637853,0.815734176399566,0.309645608479456,-0.309645608479456,59,"played",0,NA,NA,NA,40,"Q1A"
"90","IU IndyOhio St.11-3",2025-11-03,"nc","Ohio St.","IU Indy","B10","Horz","H","W","118-102",0.908002502637853,0.196876097812774,0.893951141861633,0.971741228114114,0.0282587718858855,62.7,"played",0,NA,NA,NA,314,"Q4"
"91","Jackson St.Illinois11-3",2025-11-03,"nc","Illinois","Jackson St.","B10","SWAC","H","W","113-55",0.977301108296213,0.0874796234675833,0.893951141861633,0.988755364040903,0.011244635959097,99.3,"played",0,NA,NA,NA,350,"Q4"
"92","Jackson St.Illinois11-3",2025-11-03,"nc","Jackson St.","Illinois","B10","SWAC","A","L","55-113",0.0874796234675833,0.977301108296213,0.815734176399566,0.093234201957275,-0.093234201957275,3,"played",0,NA,NA,NA,5,"Q1A"
"93","JacksonvilleMiami FL11-3",2025-11-03,"nc","Jacksonville","Miami FL","ACC","ASun","A","L","69-86",0.152050034214748,0.896059506721985,0.815734176399566,0.33928566798814,-0.33928566798814,48.3,"played",0,NA,NA,NA,36,"Q1A"
"94","JacksonvilleMiami FL11-3",2025-11-03,"nc","Miami FL","Jacksonville","ACC","ASun","H","W","86-69",0.896059506721985,0.152050034214748,0.893951141861633,0.97917106428935,0.02082893571065,62.3,"played",0,NA,NA,NA,308,"Q4"
"95","James MadisonAkron11-3",2025-11-03,"nc","Akron","James Madison","MAC","Sun Belt","H","W","85-71",0.828556661427344,0.288093392986746,0.893951141861633,0.954192309121058,0.0458076908789415,52.1,"played",0,NA,NA,NA,227,"Q4"
"96","James MadisonAkron11-3",2025-11-03,"nc","James Madison","Akron","MAC","Sun Belt","A","L","71-85",0.288093392986746,0.828556661427344,0.815734176399566,0.478083235235749,-0.478083235235749,64.3,"played",0,NA,NA,NA,59,"Q1"
"97","LafayetteSaint Joseph's11-3",2025-11-03,"nc","Lafayette","Saint Joseph's","A10","Pat","A","L","76-85",0.127523243669839,0.69386002326199,0.815734176399566,0.661387008851361,-0.661387008851361,36.7,"played",0,NA,NA,NA,160,"Q3"
"98","LafayetteSaint Joseph's11-3",2025-11-03,"nc","Saint Joseph's","Lafayette","A10","Pat","H","W","85-76",0.69386002326199,0.127523243669839,0.893951141861633,0.982956376084084,0.0170436239159156,36.4,"played",0,NA,NA,NA,320,"Q4"
"99","LehighHouston11-3",2025-11-03,"nc","Houston","Lehigh","B12","Pat","H","W","75-57",0.983740129504507,0.172547050651826,0.893951141861633,0.975859636770148,0.0241403632298519,89.3,"played",0,NA,NA,NA,299,"Q4"
"100","LehighHouston11-3",2025-11-03,"nc","Lehigh","Houston","B12","Pat","A","L","57-75",0.172547050651826,0.983740129504507,0.815734176399566,0.0681822807374644,-0.0681822807374644,60.3,"played",0,NA,NA,NA,4,"Q1A"
"101","LipscombVanderbilt11-3",2025-11-03,"nc","Lipscomb","Vanderbilt","SEC","ASun","A","L","61-105",0.3413153002624,0.965484063707804,0.815734176399566,0.13663795862071,-0.13663795862071,7,"played",0,NA,NA,NA,15,"Q1A"
"102","LipscombVanderbilt11-3",2025-11-03,"nc","Vanderbilt","Lipscomb","SEC","ASun","H","W","105-61",0.965484063707804,0.3413153002624,0.893951141861633,0.942088841304685,0.0579111586953148,99.5,"played",0,NA,NA,NA,173,"Q4"
"103","LIUNotre Dame11-3",2025-11-03,"nc","LIU","Notre Dame","ACC","NEC","A","L","67-89",0.323001474315441,0.778044863504565,0.815734176399566,0.558086600705667,-0.558086600705667,10.3,"played",0,NA,NA,NA,88,"Q2"
"104","LIUNotre Dame11-3",2025-11-03,"nc","Notre Dame","LIU","ACC","NEC","H","W","89-67",0.778044863504565,0.323001474315441,0.893951141861633,0.946432819622781,0.0535671803772185,93.6,"played",0,NA,NA,NA,188,"Q4"
"105","Louisiana MonroeNorthern Illinois11-3",2025-11-03,"nc","Louisiana Monroe","Northern Illinois","MAC","Sun Belt","A","L","82-102",0.0720748125194473,0.248512370834495,0.815734176399566,0.93049197579159,-0.93049197579159,4.5,"played",0,NA,NA,NA,305,"Q4"
"106","Louisiana MonroeNorthern Illinois11-3",2025-11-03,"nc","Northern Illinois","Louisiana Monroe","MAC","Sun Belt","H","W","102-82",0.248512370834495,0.0720748125194473,0.893951141861633,0.990869819323534,0.00913018067646609,35.5,"played",0,NA,NA,NA,356,"Q4"
"107","LouisianaBall St.11-3",2025-11-03,"nc","Ball St.","Louisiana","MAC","Sun Belt","H","W","75-64",0.253547898507322,0.189362581887587,0.893951141861633,0.973035738823054,0.0269642611769456,43.1,"played",0,NA,NA,NA,312,"Q4"
"108","LouisianaBall St.11-3",2025-11-03,"nc","Louisiana","Ball St.","MAC","Sun Belt","A","L","64-75",0.189362581887587,0.253547898507322,0.815734176399566,0.928739613323825,-0.928739613323825,9.5,"played",0,NA,NA,NA,321,"Q4"
"109","Loyola MDTowson11-3",2025-11-03,"nc","Loyola MD","Towson","CAA","Pat","N","L","56-67",0.160248336364834,0.393777478930134,0.859329259582028,0.903888002419068,-0.903888002419068,12.9,"played",0,NA,NA,NA,180,"Q3"
"110","Loyola MDTowson11-3",2025-11-03,"nc","Towson","Loyola MD","CAA","Pat","N","W","67-56",0.393777478930134,0.160248336364834,0.859329259582028,0.969708009408902,0.0302919905910981,45.6,"played",0,NA,NA,NA,325,"Q4"
