season,ID,bonus_half,bonus_team,fouling_team,single_bonus_secs,double_bonus_secs
2026,6516602,1,Vanderbilt,Alabama,639,741
2026,6516602,1,Alabama,Vanderbilt,813,914
2026,6516602,2,Vanderbilt,Alabama,360,455
2026,6516602,2,Alabama,Vanderbilt,331,593
