"","date","type","game_id","year","location","team","opponent"
"6234",2023-11-12,"nc","NevadaWashington11-12",2024,"away","Nevada","Washington"
"6235",2023-11-12,"nc","Northern ArizonaGrand Canyon11-12",2024,"away","Northern Arizona","Grand Canyon"
"6236",2023-11-12,"nc","YaleLoyola Marymount11-12",2024,"away","Yale","Loyola Marymount"
"6237",2023-11-12,"nond1","St. AmbroseWestern Illinois11-12",2024,"away","St. Ambrose","Western Illinois"
"6238",2023-11-12,"nc","Texas A&M CommerceFort Wayne11-12",2024,"away","Texas A&M Commerce","Fort Wayne"
"6239",2023-11-12,"nc","Chicago St.Southern Indiana11-12",2024,"away","Chicago St.","Southern Indiana"
"6240",2023-11-12,"nc","ElonNorth Dakota11-12",2024,"away","Elon","North Dakota"
"6241",2023-11-12,"nc","Eastern WashingtonCincinnati11-12",2024,"away","Eastern Washington","Cincinnati"
"6242",2023-11-12,"nc","LafayettePepperdine11-12",2024,"away","Lafayette","Pepperdine"
"6243",2023-11-12,"nc","Idaho St.Iowa St.11-12",2024,"away","Idaho St.","Iowa St."
"6244",2023-11-12,"nond1","BardColumbia11-12",2024,"away","Bard","Columbia"
"6245",2023-11-12,"nc","North Carolina CentralGeorgia11-12",2024,"away","North Carolina Central","Georgia"
"6246",2023-11-12,"nond1","North Central (MN)St. Thomas11-12",2024,"away","North Central (MN)","St. Thomas"
"6247",2023-11-12,"nc","UC RiversidePortland11-12",2024,"away","UC Riverside","Portland"
"6248",2023-11-12,"nc","LehighNorth Carolina11-12",2024,"away","Lehigh","North Carolina"
"6249",2023-11-12,"nc","Air ForceDelaware11-12",2024,"away","Air Force","Delaware"
"6250",2023-11-12,"nond1","CarolinaUUSC Upstate11-12",2024,"away","CarolinaU","USC Upstate"
"6251",2023-11-12,"nond1","Penn St.-Wilkes BarreMorgan St.11-12",2024,"away","Penn St.-Wilkes Barre","Morgan St."
"6252",2023-11-12,"nc","San FranciscoBoise St.11-12",2024,"away","San Francisco","Boise St."
"6253",2023-11-12,"nc","San Jose St.Texas Tech11-12",2024,"away","San Jose St.","Texas Tech"
"6254",2023-11-12,"nc","BryantRutgers11-12",2024,"away","Bryant","Rutgers"
"6255",2023-11-12,"nond1","East. MennoniteRadford11-12",2024,"away","East. Mennonite","Radford"
"6256",2023-11-12,"nond1","KeystoneBinghamton11-12",2024,"away","Keystone","Binghamton"
"6257",2023-11-12,"nond1","FriendsWichita St.11-12",2024,"away","Friends","Wichita St."
"6258",2023-11-13,"nc","UC Santa BarbaraUTEP11-13",2024,"away","UC Santa Barbara","UTEP"
"6259",2023-11-13,"nc","Arkansas Pine BluffCentral Arkansas11-13",2024,"away","Arkansas Pine Bluff","Central Arkansas"
"6260",2023-11-13,"nc","Central MichiganFlorida St.11-13",2024,"away","Central Michigan","Florida St."
"6261",2023-11-13,"nc","FIUMiami FL11-13",2024,"away","FIU","Miami FL"
"6262",2023-11-13,"nc","XavierPurdue11-13",2024,"away","Xavier","Purdue"
"6263",2023-11-13,"nc","VillanovaPenn11-13",2024,"away","Villanova","Penn"
"6264",2023-11-13,"nc","RiderNebraska11-13",2024,"away","Rider","Nebraska"
"6265",2023-11-13,"nc","SouthernArizona11-13",2024,"away","Southern","Arizona"
"6266",2023-11-13,"nc","Oral RobertsMissouri St.11-13",2024,"away","Oral Roberts","Missouri St."
"6267",2023-11-13,"nond1","IITNorthern Illinois11-13",2024,"away","IIT","Northern Illinois"
"6268",2023-11-13,"nc","North FloridaSouth Carolina St.11-13",2024,"away","North Florida","South Carolina St."
"6269",2023-11-13,"nc","SienaAmerican11-13",2024,"away","Siena","American"
"6270",2023-11-13,"nc","HamptonNorfolk St.11-13",2024,"away","Hampton","Norfolk St."
"6271",2023-11-13,"nond1","BresciaTennessee Martin11-13",2024,"away","Brescia","Tennessee Martin"
"6272",2023-11-13,"nond1","SUNY CantonLe Moyne11-13",2024,"away","SUNY Canton","Le Moyne"
"6273",2023-11-13,"nc","The CitadelPresbyterian11-13",2024,"away","The Citadel","Presbyterian"
"6274",2023-11-13,"nc","MichiganSt. John's11-13",2024,"away","Michigan","St. John's"
"6275",2023-11-13,"nc","South Dakota St.Kansas St.11-13",2024,"away","South Dakota St.","Kansas St."
"6276",2023-11-13,"nc","LIU BrooklynPepperdine11-13",2024,"away","LIU Brooklyn","Pepperdine"
"6277",2023-11-13,"nond1","La VerneUC San Diego11-13",2024,"away","La Verne","UC San Diego"
"6278",2023-11-13,"nc","VMISouth Carolina11-13",2024,"away","VMI","South Carolina"
"6279",2023-11-13,"nc","Western CarolinaMiddle Tennessee11-13",2024,"away","Western Carolina","Middle Tennessee"
"6280",2023-11-13,"nc","Stony BrookDuquesne11-13",2024,"away","Stony Brook","Duquesne"
"6281",2023-11-13,"nond1","JWU (Charlotte)Charleston Southern11-13",2024,"away","JWU (Charlotte)","Charleston Southern"
"6282",2023-11-13,"nond1","Framingham St.Central Connecticut11-13",2024,"away","Framingham St.","Central Connecticut"
"6283",2023-11-13,"nc","East Tennessee St.Butler11-13",2024,"away","East Tennessee St.","Butler"
"6284",2023-11-13,"nc","SIU EdwardsvilleMissouri11-13",2024,"away","SIU Edwardsville","Missouri"
"6285",2023-11-13,"nond1","Dallas ChristianTexas A&M Corpus Chris11-13",2024,"away","Dallas Christian","Texas A&M Corpus Chris"
"6286",2023-11-13,"nc","Cal St. BakersfieldCalifornia11-13",2024,"away","Cal St. Bakersfield","California"
"6287",2023-11-13,"nc","StetsonHouston11-13",2024,"away","Stetson","Houston"
"6288",2023-11-13,"nond1","Hannibal-La GrangeLindenwood11-13",2024,"away","Hannibal-La Grange","Lindenwood"
"6289",2023-11-13,"nc","Florida Gulf CoastPittsburgh11-13",2024,"away","Florida Gulf Coast","Pittsburgh"
"6290",2023-11-13,"nc","QuinnipiacMassachusetts11-13",2024,"away","Quinnipiac","Massachusetts"
"6291",2023-11-13,"nond1","Champion Chris.McNeese St.11-13",2024,"away","Champion Chris.","McNeese St."
"6292",2023-11-13,"nc","Stephen F. AustinNorthwestern St.11-13",2024,"away","Stephen F. Austin","Northwestern St."
"6293",2023-11-13,"nond1","Mt. St. Mary (NY)Fairfield11-13",2024,"away","Mt. St. Mary (NY)","Fairfield"
"6294",2023-11-13,"nc","Old DominionArkansas11-13",2024,"away","Old Dominion","Arkansas"
"6295",2023-11-13,"nond1","LyonLouisiana Tech11-13",2024,"away","Lyon","Louisiana Tech"
"6296",2023-11-13,"nond1","Ohio ChristianYoungstown St.11-13",2024,"away","Ohio Christian","Youngstown St."
"6297",2023-11-14,"nc","BrownNew Hampshire11-14",2024,"away","Brown","New Hampshire"
"6298",2023-11-14,"nc","ToledoWright St.11-14",2024,"away","Toledo","Wright St."
"6299",2023-11-14,"nc","UC IrvineUSC11-14",2024,"away","UC Irvine","USC"
"6300",2023-11-14,"nc","Illinois ChicagoLoyola Chicago11-14",2024,"away","Illinois Chicago","Loyola Chicago"
"6301",2023-11-14,"nc","Eastern MichiganFlorida Atlantic11-14",2024,"away","Eastern Michigan","Florida Atlantic"
"6302",2023-11-14,"nc","NortheasternHarvard11-14",2024,"away","Northeastern","Harvard"
"6303",2023-11-14,"nc","Boston UniversityHoward11-14",2024,"away","Boston University","Howard"
"6304",2023-11-14,"nc","Southern UtahUtah St.11-14",2024,"away","Southern Utah","Utah St."
"6305",2023-11-14,"nc","Cal St. NorthridgeChicago St.11-14",2024,"away","Cal St. Northridge","Chicago St."
"6306",2023-11-14,"nc","Prairie View A&MAbilene Christian11-14",2024,"away","Prairie View A&M","Abilene Christian"
"6307",2023-11-14,"nc","St. Francis PAPenn St.11-14",2024,"away","St. Francis PA","Penn St."
"6308",2023-11-14,"nond1","Hawaii HiloHawaii11-14",2024,"away","Hawaii Hilo","Hawaii"
"6309",2023-11-14,"nc","North Dakota St.UC Davis11-14",2024,"neutral","North Dakota St.","UC Davis"
"6310",2023-11-14,"nc","UMKCBaylor11-14",2024,"away","UMKC","Baylor"
"6311",2023-11-14,"nc","UMass LowellGeorgia Tech11-14",2024,"away","UMass Lowell","Georgia Tech"
"6312",2023-11-14,"nc","MarquetteIllinois11-14",2024,"away","Marquette","Illinois"
"6313",2023-11-14,"nond1","SchreinerIncarnate Word11-14",2024,"away","Schreiner","Incarnate Word"
"6314",2023-11-14,"nc","Texas A&MSMU11-14",2024,"away","Texas A&M","SMU"
"6315",2023-11-14,"nc","WisconsinProvidence11-14",2024,"away","Wisconsin","Providence"
"6316",2023-11-14,"nc","UNC GreensboroVanderbilt11-14",2024,"away","UNC Greensboro","Vanderbilt"
"6317",2023-11-14,"nond1","HeidelbergAkron11-14",2024,"away","Heidelberg","Akron"
"6318",2023-11-14,"nc","Western KentuckyMurray St.11-14",2024,"away","Western Kentucky","Murray St."
"6319",2023-11-14,"nc","IowaCreighton11-14",2024,"away","Iowa","Creighton"
"6320",2023-11-14,"nc","DukeMichigan St.11-14",2024,"neutral","Duke","Michigan St."
"6321",2023-11-14,"nc","Bowling GreenOakland11-14",2024,"away","Bowling Green","Oakland"
"6322",2023-11-14,"nc","UTSALamar11-14",2024,"away","UTSA","Lamar"
"6323",2023-11-14,"nc","Mississippi Valley St.Connecticut11-14",2024,"away","Mississippi Valley St.","Connecticut"
"6324",2023-11-14,"nc","BellarmineChattanooga11-14",2024,"away","Bellarmine","Chattanooga"
"6325",2023-11-14,"nc","Georgia SouthernJacksonville11-14",2024,"away","Georgia Southern","Jacksonville"
"6326",2023-11-14,"nc","MercerMorehead St.11-14",2024,"away","Mercer","Morehead St."
"6327",2023-11-14,"nc","WoffordTennessee11-14",2024,"away","Wofford","Tennessee"
"6328",2023-11-14,"nc","Texas St.Oklahoma11-14",2024,"away","Texas St.","Oklahoma"
"6329",2023-11-14,"nc","Jackson St.Loyola Marymount11-14",2024,"away","Jackson St.","Loyola Marymount"
"6330",2023-11-14,"nc","DetroitMississippi11-14",2024,"away","Detroit","Mississippi"
"6331",2023-11-14,"nc","Jacksonville St.West Virginia11-14",2024,"away","Jacksonville St.","West Virginia"
"6332",2023-11-14,"nc","High PointQueens11-14",2024,"away","High Point","Queens"
"6333",2023-11-14,"nc","Long Beach St.San Diego St.11-14",2024,"away","Long Beach St.","San Diego St."
"6334",2023-11-14,"nc","South DakotaDePaul11-14",2024,"away","South Dakota","DePaul"
"6335",2023-11-14,"nc","UT Rio Grande ValleyTCU11-14",2024,"away","UT Rio Grande Valley","TCU"
"6336",2023-11-14,"nc","WagnerRhode Island11-14",2024,"away","Wagner","Rhode Island"
"6337",2023-11-14,"nc","Alcorn St.Arkansas St.11-14",2024,"away","Alcorn St.","Arkansas St."
"6338",2023-11-14,"nond1","Columbia Int'lUNC Wilmington11-14",2024,"away","Columbia Int'l","UNC Wilmington"
"6339",2023-11-14,"nc","Western MichiganNorthwestern11-14",2024,"away","Western Michigan","Northwestern"
"6340",2023-11-14,"nond1","DePauwNorthern Kentucky11-14",2024,"away","DePauw","Northern Kentucky"
"6341",2023-11-14,"nc","Green BayValparaiso11-14",2024,"away","Green Bay","Valparaiso"
"6342",2023-11-14,"nc","Appalachian St.Oregon St.11-14",2024,"away","Appalachian St.","Oregon St."
"6343",2023-11-14,"nc","North AlabamaMississippi St.11-14",2024,"away","North Alabama","Mississippi St."
"6344",2023-11-14,"nond1","Mississippi Col.Samford11-14",2024,"away","Mississippi Col.","Samford"
"6345",2023-11-14,"nond1","Champion Chris.Grambling St.11-14",2024,"away","Champion Chris.","Grambling St."
"6346",2023-11-14,"nc","MilwaukeeColorado11-14",2024,"away","Milwaukee","Colorado"
"6347",2023-11-14,"nond1","Evergreen St.Idaho11-14",2024,"away","Evergreen St.","Idaho"
"6348",2023-11-14,"nc","North Carolina A&TVirginia11-14",2024,"away","North Carolina A&T","Virginia"
"6349",2023-11-14,"nc","TempleDrexel11-14",2024,"away","Temple","Drexel"
"6350",2023-11-14,"nond1","LorasNorthern Iowa11-14",2024,"away","Loras","Northern Iowa"
"6351",2023-11-14,"nc","KansasKentucky11-14",2024,"neutral","Kansas","Kentucky"
"6352",2023-11-14,"nond1","Mid-Atlantic Christ.North Carolina Central11-14",2024,"away","Mid-Atlantic Christ.","North Carolina Central"
"6353",2023-11-14,"nc","South AlabamaAlabama11-14",2024,"away","South Alabama","Alabama"
"6354",2023-11-14,"nc","LipscombTennessee Tech11-14",2024,"away","Lipscomb","Tennessee Tech"
"6355",2023-11-14,"nc","IUPUIIndiana St.11-14",2024,"away","IUPUI","Indiana St."
"6356",2023-11-14,"nc","BucknellLa Salle11-14",2024,"away","Bucknell","La Salle"
"6357",2023-11-14,"nc","Colorado St.Northern Colorado11-14",2024,"away","Colorado St.","Northern Colorado"
"6358",2023-11-14,"nond1","Penn State YorkUMBC11-14",2024,"away","Penn State York","UMBC"
"6359",2023-11-14,"nc","HofstraGeorge Washington11-14",2024,"away","Hofstra","George Washington"
"6360",2023-11-14,"nc","Florida A&MFlorida11-14",2024,"away","Florida A&M","Florida"
"6361",2023-11-14,"nc","StonehillSaint Joseph's11-14",2024,"away","Stonehill","Saint Joseph's"
"6362",2023-11-14,"nc","Santa ClaraStanford11-14",2024,"away","Santa Clara","Stanford"
"6363",2023-11-14,"nond1","Southwest Minnesota St.Drake11-14",2024,"away","Southwest Minnesota St.","Drake"
"6364",2023-11-14,"nc","Sacred HeartHoly Cross11-14",2024,"away","Sacred Heart","Holy Cross"
"6365",2023-11-14,"nond1","Western New MexicoNew Mexico St.11-14",2024,"away","Western New Mexico","New Mexico St."
"6366",2023-11-14,"nond1","Oakland CityBall St.11-14",2024,"away","Oakland City","Ball St."
"6367",2023-11-14,"nc","Tarleton St.Bradley11-14",2024,"away","Tarleton St.","Bradley"
"6368",2023-11-14,"nond1","TiffinSouthern Indiana11-14",2024,"away","Tiffin","Southern Indiana"
"6369",2023-11-14,"nond1","ReinhardtTroy11-14",2024,"away","Reinhardt","Troy"
"6370",2023-11-14,"nond1","Eastern OregonGonzaga11-14",2024,"away","Eastern Oregon","Gonzaga"
"6371",2023-11-14,"nond1","BerryBelmont11-14",2024,"away","Berry","Belmont"
"6372",2023-11-14,"nc","ColgateSyracuse11-14",2024,"away","Colgate","Syracuse"
"6373",2023-11-14,"nond1","LeTourneauMcNeese St.11-14",2024,"away","LeTourneau","McNeese St."
"6374",2023-11-14,"nond1","CarolinaUUNC Asheville11-14",2024,"away","CarolinaU","UNC Asheville"
"6375",2023-11-14,"nond1","FiskAustin Peay11-14",2024,"away","Fisk","Austin Peay"
"6376",2023-11-14,"nond1","Pacific UnionSacramento St.11-14",2024,"away","Pacific Union","Sacramento St."
"6377",2023-11-14,"nond1","OglethorpeAlabama St.11-14",2024,"away","Oglethorpe","Alabama St."
"6378",2023-11-15,"nc","Central MichiganSouth Florida11-15",2024,"away","Central Michigan","South Florida"
"6379",2023-11-15,"nc","FIUHouston Christian11-15",2024,"away","FIU","Houston Christian"
"6380",2023-11-15,"nc","Southeastern LouisianaBYU11-15",2024,"away","Southeastern Louisiana","BYU"
"6381",2023-11-15,"nc","Utah ValleyCharlotte11-15",2024,"away","Utah Valley","Charlotte"
"6382",2023-11-15,"nc","CanisiusCleveland St.11-15",2024,"away","Canisius","Cleveland St."
"6383",2023-11-15,"nc","Northern ArizonaSeattle11-15",2024,"away","Northern Arizona","Seattle"
"6384",2023-11-15,"nc","DenverNicholls St.11-15",2024,"neutral","Denver","Nicholls St."
"6385",2023-11-15,"nc","RiceTexas11-15",2024,"away","Rice","Texas"
"6386",2023-11-15,"nc","RichmondBoston College11-15",2024,"away","Richmond","Boston College"
"6387",2023-11-15,"nc","Morgan St.Fresno St.11-15",2024,"away","Morgan St.","Fresno St."
"6388",2023-11-15,"nc","Coppin St.Louisville11-15",2024,"away","Coppin St.","Louisville"
"6389",2023-11-15,"nc","LIU BrooklynUCLA11-15",2024,"away","LIU Brooklyn","UCLA"
"6390",2023-11-15,"nc","PacificNevada11-15",2024,"away","Pacific","Nevada"
"6391",2023-11-15,"nc","Stony BrookNebraska11-15",2024,"away","Stony Brook","Nebraska"
"6392",2023-11-15,"nc","LongwoodMaryland Eastern Shore11-15",2024,"away","Longwood","Maryland Eastern Shore"
"6393",2023-11-15,"nc","Saint Peter'sFairleigh Dickinson11-15",2024,"away","Saint Peter's","Fairleigh Dickinson"
"6394",2023-11-15,"nc","CornellGeorge Mason11-15",2024,"away","Cornell","George Mason"
"6395",2023-11-15,"nond1","Science & Arts Okla.Texas A&M Commerce11-15",2024,"away","Science & Arts Okla.","Texas A&M Commerce"
"6396",2023-11-15,"nond1","Trinity BaptistBethune Cookman11-15",2024,"away","Trinity Baptist","Bethune Cookman"
"6397",2023-11-15,"nc","DelawareDelaware St.11-15",2024,"away","Delaware","Delaware St."
"6398",2023-11-15,"nc","USC UpstateEast Carolina11-15",2024,"away","USC Upstate","East Carolina"
"6399",2023-11-15,"nc","Eastern IllinoisIllinois St.11-15",2024,"away","Eastern Illinois","Illinois St."
"6400",2023-11-15,"nond1","Roberts WesleyanBuffalo11-15",2024,"away","Roberts Wesleyan","Buffalo"
"6401",2023-11-15,"nond1","SUNY DelhiColumbia11-15",2024,"away","SUNY Delhi","Columbia"
"6402",2023-11-15,"nc","EvansvilleSoutheast Missouri St.11-15",2024,"away","Evansville","Southeast Missouri St."
"6403",2023-11-15,"nond1","Westfield St.Dartmouth11-15",2024,"away","Westfield St.","Dartmouth"
"6404",2023-11-15,"nc","MerrimackOhio St.11-15",2024,"away","Merrimack","Ohio St."
"6405",2023-11-15,"nc","AlbanySeton Hall11-15",2024,"away","Albany","Seton Hall"
"6406",2023-11-15,"nond1","Xavier (LA)Southern Miss11-15",2024,"away","Xavier (LA)","Southern Miss"
"6407",2023-11-15,"nond1","La. ChristianLouisiana Lafayette11-15",2024,"away","La. Christian","Louisiana Lafayette"
"6408",2023-11-15,"nc","CampbellVirginia Tech11-15",2024,"away","Campbell","Virginia Tech"
"6409",2023-11-15,"nond1","KeiserKennesaw St.11-15",2024,"away","Keiser","Kennesaw St."
"6410",2023-11-15,"nc","GeorgetownRutgers11-15",2024,"away","Georgetown","Rutgers"
"6411",2023-11-15,"nc","Tennessee St.Portland11-15",2024,"away","Tennessee St.","Portland"
"6412",2023-11-15,"nc","BinghamtonLoyola MD11-15",2024,"away","Binghamton","Loyola MD"
"6413",2023-11-15,"nc","RadfordVCU11-15",2024,"away","Radford","VCU"
"6414",2023-11-15,"nc","PrincetonDuquesne11-15",2024,"away","Princeton","Duquesne"
"6415",2023-11-16,"nc","Wright St.Indiana11-16",2024,"away","Wright St.","Indiana"
"6416",2023-11-16,"nond1","Rhode Island Col.Brown11-16",2024,"away","Rhode Island Col.","Brown"
"6417",2023-11-16,"nc","FurmanLiberty11-16",2024,"neutral","Furman","Liberty"
"6418",2023-11-16,"nc","Alcorn St.UAB11-16",2024,"away","Alcorn St.","UAB"
"6419",2023-11-16,"nc","UtahWake Forest11-16",2024,"neutral","Utah","Wake Forest"
"6420",2023-11-16,"nc","DenverSIU Edwardsville11-16",2024,"neutral","Denver","SIU Edwardsville"
"6421",2023-11-16,"nc","NiagaraHawaii11-16",2024,"away","Niagara","Hawaii"
"6422",2023-11-16,"nc","DaytonLSU11-16",2024,"neutral","Dayton","LSU"
"6423",2023-11-16,"nc","MaineNorthwestern St.11-16",2024,"neutral","Maine","Northwestern St."
"6424",2023-11-16,"nc","PresbyterianNorth Florida11-16",2024,"away","Presbyterian","North Florida"
"6425",2023-11-16,"nc","NJITAmerican11-16",2024,"away","NJIT","American"
"6426",2023-11-16,"nc","AuburnNotre Dame11-16",2024,"neutral","Auburn","Notre Dame"
"6427",2023-11-16,"nc","North TexasSt. John's11-16",2024,"neutral","North Texas","St. John's"
"6428",2023-11-16,"nc","Jackson St.Tulsa11-16",2024,"away","Jackson St.","Tulsa"
"6429",2023-11-16,"nc","Saint LouisWyoming11-16",2024,"neutral","Saint Louis","Wyoming"
"6430",2023-11-16,"nc","MissouriMinnesota11-16",2024,"away","Missouri","Minnesota"
"6431",2023-11-16,"nc","Chicago St.Southern Illinois11-16",2024,"away","Chicago St.","Southern Illinois"
"6432",2023-11-16,"nc","Nebraska OmahaWilliam & Mary11-16",2024,"neutral","Nebraska Omaha","William & Mary"
"6433",2023-11-16,"nc","Montana St.California11-16",2024,"away","Montana St.","California"
"6434",2023-11-16,"nc","Oklahoma St.St. Bonaventure11-16",2024,"neutral","Oklahoma St.","St. Bonaventure"
"6435",2023-11-16,"nc","HoustonTowson11-16",2024,"neutral","Houston","Towson"
"6436",2023-11-16,"nc","College of CharlestonVermont11-16",2024,"neutral","College of Charleston","Vermont"
"6437",2023-11-16,"nc","Texas SouthernVirginia11-16",2024,"away","Texas Southern","Virginia"
"6438",2023-11-16,"nond1","Northwest (WA)Idaho St.11-16",2024,"away","Northwest (WA)","Idaho St."
"6439",2023-11-16,"nc","Cal St. FullertonUCF11-16",2024,"away","Cal St. Fullerton","UCF"
"6440",2023-11-16,"nond1","MidwayTennessee Tech11-16",2024,"away","Midway","Tennessee Tech"
"6441",2023-11-16,"nc","Wichita St.Coastal Carolina11-16",2024,"away","Wichita St.","Coastal Carolina"
"6442",2023-11-16,"nc","Louisiana TechLouisiana Monroe11-16",2024,"away","Louisiana Tech","Louisiana Monroe"
"6443",2023-11-16,"nond1","North GreenvilleThe Citadel11-16",2024,"away","North Greenville","The Citadel"
"6444",2023-11-16,"nc","UMass LowellArizona St.11-16",2024,"away","UMass Lowell","Arizona St."
"6445",2023-11-16,"nc","Nicholls St.South Alabama11-16",2024,"away","Nicholls St.","South Alabama"
"6446",2023-11-16,"nc","Texas A&M Corpus ChrisTexas Tech11-16",2024,"away","Texas A&M Corpus Chris","Texas Tech"
"6447",2023-11-16,"nond1","SUNY OneontaLehigh11-16",2024,"away","SUNY Oneonta","Lehigh"
"6448",2023-11-16,"nc","UT ArlingtonNew Mexico11-16",2024,"away","UT Arlington","New Mexico"
"6449",2023-11-16,"nond1","Valley City St.North Dakota11-16",2024,"away","Valley City St.","North Dakota"
"6450",2023-11-16,"nc","LindenwoodAir Force11-16",2024,"away","Lindenwood","Air Force"
"6451",2023-11-16,"nc","BryantBoston University11-16",2024,"away","Bryant","Boston University"
"6452",2023-11-16,"nc","North Dakota St.Montana11-16",2024,"away","North Dakota St.","Montana"
"6453",2023-11-16,"nond1","St. KatherineCal St. Bakersfield11-16",2024,"away","St. Katherine","Cal St. Bakersfield"
"6454",2023-11-16,"nond1","FelicianManhattan11-16",2024,"away","Felician","Manhattan"
"6455",2023-11-17,"nc","Portland St.Cal Baptist11-17",2024,"away","Portland St.","Cal Baptist"
"6456",2023-11-17,"nc","Charleston SouthernNorth Carolina St.11-17",2024,"away","Charleston Southern","North Carolina St."
"6457",2023-11-17,"nond1","OccidentalUC Irvine11-17",2024,"away","Occidental","UC Irvine"
"6458",2023-11-17,"nc","FurmanCoastal Carolina11-17",2024,"away","Furman","Coastal Carolina"
"6459",2023-11-17,"nc","Sacramento St.Tulane11-17",2024,"away","Sacramento St.","Tulane"
"6460",2023-11-17,"nc","WashingtonXavier11-17",2024,"neutral","Washington","Xavier"
"6461",2023-11-17,"nc","TowsonWake Forest11-17",2024,"neutral","Towson","Wake Forest"
"6462",2023-11-17,"nc","Robert MorrisWisconsin11-17",2024,"away","Robert Morris","Wisconsin"
"6463",2023-11-17,"nc","MarylandVillanova11-17",2024,"away","Maryland","Villanova"
"6464",2023-11-17,"nc","DenverSouth Alabama11-17",2024,"away","Denver","South Alabama"
"6465",2023-11-17,"nond1","LIFE PacificCal St. Northridge11-17",2024,"away","LIFE Pacific","Cal St. Northridge"
"6466",2023-11-17,"nc","Abilene ChristianSan Jose St.11-17",2024,"neutral","Abilene Christian","San Jose St."
"6467",2023-11-17,"nc","RiderDuquesne11-17",2024,"away","Rider","Duquesne"
"6468",2023-11-17,"nc","BelmontArizona11-17",2024,"away","Belmont","Arizona"
"6469",2023-11-17,"nc","Morehead St.Penn St.11-17",2024,"away","Morehead St.","Penn St."
"6470",2023-11-17,"nc","Le MoyneSan Diego11-17",2024,"away","Le Moyne","San Diego"
"6471",2023-11-17,"nc","LSUNorth Texas11-17",2024,"neutral","LSU","North Texas"
"6472",2023-11-17,"nc","UMKCColorado St.11-17",2024,"away","UMKC","Colorado St."
"6473",2023-11-17,"nc","Oral RobertsTexas A&M11-17",2024,"away","Oral Roberts","Texas A&M"
"6474",2023-11-17,"nc","Holy CrossWinthrop11-17",2024,"away","Holy Cross","Winthrop"
"6475",2023-11-17,"nc","Northern IllinoisGeorgia St.11-17",2024,"away","Northern Illinois","Georgia St."
"6476",2023-11-17,"nc","HamptonKent St.11-17",2024,"neutral","Hampton","Kent St."
"6477",2023-11-17,"nc","Gardner WebbWeber St.11-17",2024,"neutral","Gardner Webb","Weber St."
"6478",2023-11-17,"nc","MainePresbyterian11-17",2024,"neutral","Maine","Presbyterian"
"6479",2023-11-17,"nc","Sam Houston St.Mississippi11-17",2024,"away","Sam Houston St.","Mississippi"
"6480",2023-11-17,"nc","Kansas St.Providence11-17",2024,"neutral","Kansas St.","Providence"
"6481",2023-11-17,"nc","DavidsonEast Tennessee St.11-17",2024,"away","Davidson","East Tennessee St."
"6482",2023-11-17,"nc","Northwestern St.North Florida11-17",2024,"away","Northwestern St.","North Florida"
"6483",2023-11-17,"nc","Florida Gulf CoastMissouri St.11-17",2024,"neutral","Florida Gulf Coast","Missouri St."
"6484",2023-11-17,"nc","Central ArkansasVanderbilt11-17",2024,"away","Central Arkansas","Vanderbilt"
"6485",2023-11-17,"nc","Utah TechYoungstown St.11-17",2024,"away","Utah Tech","Youngstown St."
"6486",2023-11-17,"nc","Alabama St.Memphis11-17",2024,"away","Alabama St.","Memphis"
"6487",2023-11-17,"nc","Notre DameOklahoma St.11-17",2024,"neutral","Notre Dame","Oklahoma St."
"6488",2023-11-17,"nc","BucknellDuke11-17",2024,"away","Bucknell","Duke"
"6489",2023-11-17,"nc","BellarmineBowling Green11-17",2024,"away","Bellarmine","Bowling Green"
"6490",2023-11-17,"nc","UTSATexas St.11-17",2024,"away","UTSA","Texas St."
"6491",2023-11-17,"nc","Mississippi Valley St.TCU11-17",2024,"away","Mississippi Valley St.","TCU"
"6492",2023-11-17,"nc","FordhamNorfolk St.11-17",2024,"neutral","Fordham","Norfolk St."
"6493",2023-11-17,"nc","Fort WayneNorthern Arizona11-17",2024,"neutral","Fort Wayne","Northern Arizona"
"6494",2023-11-17,"nc","ColgateYale11-17",2024,"neutral","Colgate","Yale"
"6495",2023-11-17,"nc","Tennessee MartinEastern Kentucky11-17",2024,"away","Tennessee Martin","Eastern Kentucky"
"6496",2023-11-17,"nc","College of CharlestonWyoming11-17",2024,"neutral","College of Charleston","Wyoming"
"6497",2023-11-17,"nc","ValparaisoIllinois11-17",2024,"away","Valparaiso","Illinois"
"6498",2023-11-17,"nc","Austin PeayUTEP11-17",2024,"away","Austin Peay","UTEP"
"6499",2023-11-17,"nc","SouthernWestern Illinois11-17",2024,"away","Southern","Western Illinois"
"6500",2023-11-17,"nc","Saint Mary'sSan Diego St.11-17",2024,"neutral","Saint Mary's","San Diego St."
"6501",2023-11-17,"nc","LindenwoodNebraska Omaha11-17",2024,"neutral","Lindenwood","Nebraska Omaha"
"6502",2023-11-17,"nc","Texas A&M CommerceSaint Joseph's11-17",2024,"away","Texas A&M Commerce","Saint Joseph's"
"6503",2023-11-17,"nc","DePaulSouth Carolina11-17",2024,"neutral","DePaul","South Carolina"
"6504",2023-11-17,"nc","UT Rio Grande ValleyOklahoma11-17",2024,"away","UT Rio Grande Valley","Oklahoma"
"6505",2023-11-17,"nc","South DakotaVMI11-17",2024,"neutral","South Dakota","VMI"
"6506",2023-11-17,"nc","Cal PolySt. Thomas11-17",2024,"neutral","Cal Poly","St. Thomas"
