"","date","type","game_id","year","location","team","opponent"
"2679",2024-01-03,"conf","LehighAmerican1-3",2024,"home","American","Lehigh"
"2680",2024-01-03,"conf","StanfordUCLA1-3",2024,"home","UCLA","Stanford"
"2681",2024-01-03,"conf","ChattanoogaSamford1-3",2024,"home","Samford","Chattanooga"
"2682",2024-01-03,"nc","Northern ArizonaNebraska Omaha1-3",2024,"home","Nebraska Omaha","Northern Arizona"
"2683",2024-01-03,"conf","Loyola ChicagoSaint Louis1-3",2024,"home","Saint Louis","Loyola Chicago"
"2684",2024-01-03,"nc","Chicago St.Oklahoma St.1-3",2024,"home","Oklahoma St.","Chicago St."
"2685",2024-01-03,"nc","Eastern WashingtonSouth Dakota1-3",2024,"home","South Dakota","Eastern Washington"
"2686",2024-01-03,"conf","VMIWofford1-3",2024,"home","Wofford","VMI"
"2687",2024-01-03,"conf","PresbyterianCharleston Southern1-3",2024,"home","Charleston Southern","Presbyterian"
"2688",2024-01-03,"conf","BradleyValparaiso1-3",2024,"home","Valparaiso","Bradley"
"2689",2024-01-03,"conf","Western CarolinaThe Citadel1-3",2024,"home","The Citadel","Western Carolina"
"2690",2024-01-03,"nc","St. ThomasIdaho1-3",2024,"home","Idaho","St. Thomas"
"2691",2024-01-03,"conf","EvansvilleIndiana St.1-3",2024,"home","Indiana St.","Evansville"
"2692",2024-01-03,"conf","ArmyLafayette1-3",2024,"home","Lafayette","Army"
"2693",2024-01-03,"nond1","Truett-McConnellNorth Carolina Central1-3",2024,"home","North Carolina Central","Truett-McConnell"
"2694",2024-01-03,"conf","George MasonLa Salle1-3",2024,"home","La Salle","George Mason"
"2695",2024-01-03,"conf","ClemsonMiami FL1-3",2024,"home","Miami FL","Clemson"
"2696",2024-01-03,"conf","MarshallLouisiana Monroe1-3",2024,"home","Louisiana Monroe","Marshall"
"2697",2024-01-03,"nc","Northern ColoradoNorth Dakota1-3",2024,"home","North Dakota","Northern Colorado"
"2698",2024-01-03,"nond1","ReinhardtMiddle Tennessee1-3",2024,"home","Middle Tennessee","Reinhardt"
"2699",2024-01-03,"conf","Saint Joseph'sRhode Island1-3",2024,"home","Rhode Island","Saint Joseph's"
"2700",2024-01-03,"conf","RutgersOhio St.1-3",2024,"home","Ohio St.","Rutgers"
"2701",2024-01-03,"conf","Boston UniversityNavy1-3",2024,"home","Navy","Boston University"
"2702",2024-01-03,"conf","CaliforniaUSC1-3",2024,"home","USC","California"
"2703",2024-01-03,"conf","MercerEast Tennessee St.1-3",2024,"home","East Tennessee St.","Mercer"
"2704",2024-01-03,"conf","St. BonaventureVCU1-3",2024,"home","VCU","St. Bonaventure"
"2705",2024-01-03,"conf","USC UpstateUNC Asheville1-3",2024,"home","UNC Asheville","USC Upstate"
"2706",2024-01-03,"conf","Holy CrossBucknell1-3",2024,"home","Bucknell","Holy Cross"
"2707",2024-01-03,"conf","Loyola MDColgate1-3",2024,"home","Colgate","Loyola MD"
"2708",2024-01-03,"nc","MontanaNorth Dakota St.1-3",2024,"home","North Dakota St.","Montana"
"2709",2024-01-03,"conf","DuquesneMassachusetts1-3",2024,"home","Massachusetts","Duquesne"
"2710",2024-01-03,"conf","High PointRadford1-3",2024,"home","Radford","High Point"
"2711",2024-01-03,"conf","FordhamGeorge Washington1-3",2024,"home","George Washington","Fordham"
"2712",2024-01-03,"nond1","Dallas ChristianLouisiana Tech1-3",2024,"home","Louisiana Tech","Dallas Christian"
"2713",2024-01-04,"conf","UC San DiegoUC Santa Barbara1-4",2024,"home","UC Santa Barbara","UC San Diego"
"2714",2024-01-04,"conf","Cleveland St.Wright St.1-4",2024,"home","Wright St.","Cleveland St."
"2715",2024-01-04,"conf","Cal St. FullertonUC Irvine1-4",2024,"home","UC Irvine","Cal St. Fullerton"
"2716",2024-01-04,"conf","Stony BrookNortheastern1-4",2024,"home","Northeastern","Stony Brook"
"2717",2024-01-04,"conf","IUPUIRobert Morris1-4",2024,"home","Robert Morris","IUPUI"
"2718",2024-01-04,"conf","Utah TechSeattle1-4",2024,"home","Seattle","Utah Tech"
"2719",2024-01-04,"conf","ColoradoArizona1-4",2024,"home","Arizona","Colorado"
"2720",2024-01-04,"conf","Penn St.Michigan St.1-4",2024,"home","Michigan St.","Penn St."
"2721",2024-01-04,"conf","HawaiiCal St. Bakersfield1-4",2024,"home","Cal St. Bakersfield","Hawaii"
"2722",2024-01-04,"conf","Saint Mary'sSan Diego1-4",2024,"home","San Diego","Saint Mary's"
"2723",2024-01-04,"conf","UC DavisUC Riverside1-4",2024,"home","UC Riverside","UC Davis"
"2724",2024-01-04,"conf","St. Francis PASacred Heart1-4",2024,"home","Sacred Heart","St. Francis PA"
"2725",2024-01-04,"conf","North FloridaStetson1-4",2024,"home","Stetson","North Florida"
"2726",2024-01-04,"conf","MemphisTulsa1-4",2024,"home","Tulsa","Memphis"
"2727",2024-01-04,"conf","San FranciscoPacific1-4",2024,"home","Pacific","San Francisco"
"2728",2024-01-04,"conf","North TexasWichita St.1-4",2024,"home","Wichita St.","North Texas"
"2729",2024-01-04,"conf","Georgia SouthernArkansas St.1-4",2024,"home","Arkansas St.","Georgia Southern"
"2730",2024-01-04,"conf","Eastern IllinoisTennessee Martin1-4",2024,"home","Tennessee Martin","Eastern Illinois"
"2731",2024-01-04,"conf","Tennessee TechMorehead St.1-4",2024,"home","Morehead St.","Tennessee Tech"
"2732",2024-01-04,"conf","Coastal CarolinaTexas St.1-4",2024,"home","Texas St.","Coastal Carolina"
"2733",2024-01-04,"conf","MinnesotaMichigan1-4",2024,"home","Michigan","Minnesota"
"2734",2024-01-04,"conf","UTEPNew Mexico St.1-4",2024,"home","New Mexico St.","UTEP"
"2735",2024-01-04,"conf","Southeast Missouri St.Western Illinois1-4",2024,"home","Western Illinois","Southeast Missouri St."
"2736",2024-01-04,"conf","Fairleigh DickinsonMerrimack1-4",2024,"home","Merrimack","Fairleigh Dickinson"
"2737",2024-01-04,"conf","Stephen F. AustinUT Rio Grande Valley1-4",2024,"home","UT Rio Grande Valley","Stephen F. Austin"
"2738",2024-01-04,"conf","WagnerLIU Brooklyn1-4",2024,"home","LIU Brooklyn","Wagner"
"2739",2024-01-04,"conf","Long Beach St.Cal Poly1-4",2024,"home","Cal Poly","Long Beach St."
"2740",2024-01-04,"conf","TowsonMonmouth1-4",2024,"home","Monmouth","Towson"
"2741",2024-01-04,"conf","UNC WilmingtonDrexel1-4",2024,"home","Drexel","UNC Wilmington"
"2742",2024-01-04,"conf","Austin PeayBellarmine1-4",2024,"home","Bellarmine","Austin Peay"
"2743",2024-01-04,"conf","College of CharlestonHofstra1-4",2024,"home","Hofstra","College of Charleston"
"2744",2024-01-04,"conf","Youngstown St.Northern Kentucky1-4",2024,"home","Northern Kentucky","Youngstown St."
"2745",2024-01-04,"conf","ElonWilliam & Mary1-4",2024,"home","William & Mary","Elon"
"2746",2024-01-04,"conf","Appalachian St.South Alabama1-4",2024,"home","South Alabama","Appalachian St."
"2747",2024-01-04,"conf","PepperdineGonzaga1-4",2024,"home","Gonzaga","Pepperdine"
"2748",2024-01-04,"nond1","CMSVColumbia1-4",2024,"home","Columbia","CMSV"
"2749",2024-01-04,"conf","LipscombEastern Kentucky1-4",2024,"home","Eastern Kentucky","Lipscomb"
"2750",2024-01-04,"conf","Cal BaptistUtah Valley1-4",2024,"home","Utah Valley","Cal Baptist"
"2751",2024-01-04,"conf","Grand CanyonSouthern Utah1-4",2024,"home","Southern Utah","Grand Canyon"
"2752",2024-01-04,"conf","Central ConnecticutStonehill1-4",2024,"home","Stonehill","Central Connecticut"
"2753",2024-01-04,"conf","CampbellNorth Carolina A&T1-4",2024,"home","North Carolina A&T","Campbell"
"2754",2024-01-04,"conf","OregonWashington1-4",2024,"home","Washington","Oregon"
"2755",2024-01-04,"conf","SIU EdwardsvilleLittle Rock1-4",2024,"home","Little Rock","SIU Edwardsville"
"2756",2024-01-04,"conf","Santa ClaraLoyola Marymount1-4",2024,"home","Loyola Marymount","Santa Clara"
"2757",2024-01-04,"conf","HamptonDelaware1-4",2024,"home","Delaware","Hampton"
"2758",2024-01-04,"conf","TempleSouth Florida1-4",2024,"home","South Florida","Temple"
"2759",2024-01-04,"conf","Georgia St.Southern Miss1-4",2024,"home","Southern Miss","Georgia St."
"2760",2024-01-04,"conf","James MadisonLouisiana Lafayette1-4",2024,"home","Louisiana Lafayette","James Madison"
"2761",2024-01-04,"conf","UtahArizona St.1-4",2024,"home","Arizona St.","Utah"
"2762",2024-01-04,"conf","Oregon St.Washington St.1-4",2024,"home","Washington St.","Oregon St."
"2763",2024-01-04,"conf","MilwaukeeOakland1-4",2024,"home","Oakland","Milwaukee"
"2764",2024-01-04,"conf","UT ArlingtonTarleton St.1-4",2024,"home","Tarleton St.","UT Arlington"
"2765",2024-01-04,"conf","Tennessee St.Southern Indiana1-4",2024,"home","Southern Indiana","Tennessee St."
"2766",2024-01-04,"conf","JacksonvilleFlorida Gulf Coast1-4",2024,"home","Florida Gulf Coast","Jacksonville"
"2767",2024-01-04,"conf","Old DominionTroy1-4",2024,"home","Troy","Old Dominion"
"2768",2024-01-04,"conf","Green BayDetroit1-4",2024,"home","Detroit","Green Bay"
"2769",2024-01-05,"conf","CanisiusMount St. Mary's1-5",2024,"home","Mount St. Mary's","Canisius"
"2770",2024-01-05,"conf","RiderQuinnipiac1-5",2024,"home","Quinnipiac","Rider"
"2771",2024-01-05,"conf","IllinoisPurdue1-5",2024,"home","Purdue","Illinois"
"2772",2024-01-05,"conf","IonaSaint Peter's1-5",2024,"home","Saint Peter's","Iona"
"2773",2024-01-05,"conf","ConnecticutButler1-5",2024,"home","Butler","Connecticut"
"2774",2024-01-05,"conf","NiagaraManhattan1-5",2024,"home","Manhattan","Niagara"
"2775",2024-01-05,"conf","Boise St.San Jose St.1-5",2024,"home","San Jose St.","Boise St."
"2776",2024-01-05,"conf","FairfieldSiena1-5",2024,"home","Siena","Fairfield"
"2777",2024-01-06,"conf","UC Santa BarbaraCal Poly1-6",2024,"home","Cal Poly","UC Santa Barbara"
"2778",2024-01-06,"conf","Alabama A&MArkansas Pine Bluff1-6",2024,"home","Arkansas Pine Bluff","Alabama A&M"
"2779",2024-01-06,"conf","Alabama St.Arkansas Pine Bluff1-6",2024,"home","Arkansas Pine Bluff","Alabama St."
"2780",2024-01-06,"nc","Portland St.UMKC1-6",2024,"home","UMKC","Portland St."
"2781",2024-01-06,"conf","Ohio St.Indiana1-6",2024,"home","Indiana","Ohio St."
"2782",2024-01-06,"conf","VirginiaNorth Carolina St.1-6",2024,"home","North Carolina St.","Virginia"
"2783",2024-01-06,"conf","Central MichiganBall St.1-6",2024,"home","Ball St.","Central Michigan"
"2784",2024-01-06,"conf","Wright St.Fort Wayne1-6",2024,"home","Fort Wayne","Wright St."
"2785",2024-01-06,"conf","UC DavisUC Irvine1-6",2024,"home","UC Irvine","UC Davis"
"2786",2024-01-06,"conf","FurmanChattanooga1-6",2024,"home","Chattanooga","Furman"
"2787",2024-01-06,"conf","TulaneNorth Texas1-6",2024,"home","North Texas","Tulane"
"2788",2024-01-06,"conf","FIUJacksonville St.1-6",2024,"home","Jacksonville St.","FIU"
"2789",2024-01-06,"conf","CincinnatiBYU1-6",2024,"home","BYU","Cincinnati"
"2790",2024-01-06,"conf","ValparaisoIllinois Chicago1-6",2024,"home","Illinois Chicago","Valparaiso"
"2791",2024-01-06,"conf","Florida AtlanticCharlotte1-6",2024,"home","Charlotte","Florida Atlantic"
"2792",2024-01-06,"conf","Miami FLWake Forest1-6",2024,"home","Wake Forest","Miami FL"
"2793",2024-01-06,"conf","Cal BaptistSeattle1-6",2024,"home","Seattle","Cal Baptist"
"2794",2024-01-06,"conf","St. John'sVillanova1-6",2024,"home","Villanova","St. John's"
"2795",2024-01-06,"conf","HowardNorth Carolina Central1-6",2024,"home","North Carolina Central","Howard"
"2796",2024-01-06,"conf","Colorado St.Utah St.1-6",2024,"home","Utah St.","Colorado St."
"2797",2024-01-06,"conf","Miami OHToledo1-6",2024,"home","Toledo","Miami OH"
"2798",2024-01-06,"nc","DenverNorthern Colorado1-6",2024,"home","Northern Colorado","Denver"
"2799",2024-01-06,"conf","HawaiiCal St. Northridge1-6",2024,"home","Cal St. Northridge","Hawaii"
"2800",2024-01-06,"conf","UTSARice1-6",2024,"home","Rice","UTSA"
"2801",2024-01-06,"conf","UT Rio Grande ValleyAbilene Christian1-6",2024,"home","Abilene Christian","UT Rio Grande Valley"
"2802",2024-01-06,"conf","Boston CollegeGeorgia Tech1-6",2024,"home","Georgia Tech","Boston College"
"2803",2024-01-06,"conf","UtahArizona1-6",2024,"home","Arizona","Utah"
"2804",2024-01-06,"conf","San DiegoGonzaga1-6",2024,"home","Gonzaga","San Diego"
"2805",2024-01-06,"conf","LSUTexas A&M1-6",2024,"home","Texas A&M","LSU"
"2806",2024-01-06,"conf","NevadaFresno St.1-6",2024,"home","Fresno St.","Nevada"
"2807",2024-01-06,"conf","BaylorOklahoma St.1-6",2024,"home","Oklahoma St.","Baylor"
"2808",2024-01-06,"nc","Weber St.Oral Roberts1-6",2024,"home","Oral Roberts","Weber St."
"2809",2024-01-06,"conf","Northern IllinoisOhio1-6",2024,"home","Ohio","Northern Illinois"
"2810",2024-01-06,"conf","WinthropUSC Upstate1-6",2024,"home","USC Upstate","Winthrop"
"2811",2024-01-06,"conf","Kent St.Eastern Michigan1-6",2024,"home","Eastern Michigan","Kent St."
"2812",2024-01-06,"conf","MarquetteSeton Hall1-6",2024,"home","Seton Hall","Marquette"
"2813",2024-01-06,"conf","MaineVermont1-6",2024,"home","Vermont","Maine"
"2814",2024-01-06,"conf","Louisiana TechSam Houston St.1-6",2024,"home","Sam Houston St.","Louisiana Tech"
"2815",2024-01-06,"conf","Texas A&M Corpus ChrisIncarnate Word1-6",2024,"home","Incarnate Word","Texas A&M Corpus Chris"
"2816",2024-01-06,"conf","St. Francis PAWagner1-6",2024,"home","Wagner","St. Francis PA"
"2817",2024-01-06,"conf","St. BonaventureRichmond1-6",2024,"home","Richmond","St. Bonaventure"
"2818",2024-01-06,"conf","ProvidenceCreighton1-6",2024,"home","Creighton","Providence"
"2819",2024-01-06,"conf","PittsburghLouisville1-6",2024,"home","Louisville","Pittsburgh"
"2820",2024-01-06,"conf","North FloridaFlorida Gulf Coast1-6",2024,"home","Florida Gulf Coast","North Florida"
"2821",2024-01-06,"conf","Missouri St.Bradley1-6",2024,"home","Bradley","Missouri St."
"2822",2024-01-06,"conf","AlabamaVanderbilt1-6",2024,"home","Vanderbilt","Alabama"
"2823",2024-01-06,"conf","Grand CanyonUtah Tech1-6",2024,"home","Utah Tech","Grand Canyon"
"2824",2024-01-06,"conf","Bowling GreenAkron1-6",2024,"home","Akron","Bowling Green"
"2825",2024-01-06,"conf","Central ArkansasNorth Alabama1-6",2024,"home","North Alabama","Central Arkansas"
"2826",2024-01-06,"conf","Murray St.Evansville1-6",2024,"home","Evansville","Murray St."
"2827",2024-01-06,"conf","AmericanBucknell1-6",2024,"home","Bucknell","American"
"2828",2024-01-06,"conf","DukeNotre Dame1-6",2024,"home","Notre Dame","Duke"
"2829",2024-01-06,"conf","CaliforniaUCLA1-6",2024,"home","UCLA","California"
"2830",2024-01-06,"conf","PacificPortland1-6",2024,"home","Portland","Pacific"
"2831",2024-01-06,"conf","Alabama St.Mississippi Valley St.1-6",2024,"home","Mississippi Valley St.","Alabama St."
"2832",2024-01-06,"conf","Gardner WebbHigh Point1-6",2024,"home","High Point","Gardner Webb"
"2833",2024-01-06,"conf","Norfolk St.South Carolina St.1-6",2024,"home","South Carolina St.","Norfolk St."
"2834",2024-01-06,"conf","Georgia SouthernLouisiana Monroe1-6",2024,"home","Louisiana Monroe","Georgia Southern"
"2835",2024-01-06,"nc","North DakotaNorthern Arizona1-6",2024,"home","Northern Arizona","North Dakota"
"2836",2024-01-06,"conf","NebraskaWisconsin1-6",2024,"home","Wisconsin","Nebraska"
"2837",2024-01-06,"conf","Tennessee St.Morehead St.1-6",2024,"home","Morehead St.","Tennessee St."
"2838",2024-01-06,"conf","MississippiTennessee1-6",2024,"home","Tennessee","Mississippi"
"2839",2024-01-06,"conf","MarshallTexas St.1-6",2024,"home","Texas St.","Marshall"
"2840",2024-01-06,"conf","Alcorn St.Jackson St.1-6",2024,"home","Jackson St.","Alcorn St."
"2841",2024-01-06,"conf","WyomingNew Mexico1-6",2024,"home","New Mexico","Wyoming"
"2842",2024-01-06,"conf","DuquesneLoyola Chicago1-6",2024,"home","Loyola Chicago","Duquesne"
"2843",2024-01-06,"conf","Texas TechTexas1-6",2024,"home","Texas","Texas Tech"
"2844",2024-01-06,"conf","Morgan St.Maryland Eastern Shore1-6",2024,"home","Maryland Eastern Shore","Morgan St."
"2845",2024-01-06,"conf","LindenwoodWestern Illinois1-6",2024,"home","Western Illinois","Lindenwood"
"2846",2024-01-06,"conf","Le MoyneFairleigh Dickinson1-6",2024,"home","Fairleigh Dickinson","Le Moyne"
"2847",2024-01-06,"conf","West VirginiaHouston1-6",2024,"home","Houston","West Virginia"
"2848",2024-01-06,"conf","QueensKennesaw St.1-6",2024,"home","Kennesaw St.","Queens"
"2849",2024-01-06,"conf","Southern IllinoisIllinois St.1-6",2024,"home","Illinois St.","Southern Illinois"
"2850",2024-01-06,"conf","UNLVSan Diego St.1-6",2024,"home","San Diego St.","UNLV"
"2851",2024-01-06,"nc","Nebraska OmahaIdaho St.1-6",2024,"home","Idaho St.","Nebraska Omaha"
"2852",2024-01-06,"conf","McNeese St.Texas A&M Commerce1-6",2024,"home","Texas A&M Commerce","McNeese St."
"2853",2024-01-06,"conf","DePaulGeorgetown1-6",2024,"home","Georgetown","DePaul"
"2854",2024-01-06,"nc","South DakotaMontana1-6",2024,"home","Montana","South Dakota"
"2855",2024-01-06,"nc","Montana St.South Dakota St.1-6",2024,"home","South Dakota St.","Montana St."
"2856",2024-01-06,"conf","Florida A&MBethune Cookman1-6",2024,"home","Bethune Cookman","Florida A&M"
"2857",2024-01-06,"conf","WoffordWestern Carolina1-6",2024,"home","Western Carolina","Wofford"
"2858",2024-01-06,"conf","UNC WilmingtonTowson1-6",2024,"home","Towson","UNC Wilmington"
"2859",2024-01-06,"conf","Coppin St.Delaware St.1-6",2024,"home","Delaware St.","Coppin St."
"2860",2024-01-06,"conf","Prairie View A&MGrambling St.1-6",2024,"home","Grambling St.","Prairie View A&M"
"2861",2024-01-06,"conf","LibertyWestern Kentucky1-6",2024,"home","Western Kentucky","Liberty"
"2862",2024-01-06,"conf","UNC AshevillePresbyterian1-6",2024,"home","Presbyterian","UNC Asheville"
"2863",2024-01-06,"conf","LipscombBellarmine1-6",2024,"home","Bellarmine","Lipscomb"
"2864",2024-01-06,"conf","College of CharlestonStony Brook1-6",2024,"home","Stony Brook","College of Charleston"
"2865",2024-01-06,"conf","Eastern IllinoisLittle Rock1-6",2024,"home","Little Rock","Eastern Illinois"
"2866",2024-01-06,"conf","Western MichiganBuffalo1-6",2024,"home","Buffalo","Western Michigan"
"2867",2024-01-06,"conf","North Carolina A&TElon1-6",2024,"home","Elon","North Carolina A&T"
"2868",2024-01-06,"conf","Appalachian St.Troy1-6",2024,"home","Troy","Appalachian St."
"2869",2024-01-06,"conf","Iowa St.Oklahoma1-6",2024,"home","Oklahoma","Iowa St."
"2870",2024-01-06,"conf","UC RiversideLong Beach St.1-6",2024,"home","Long Beach St.","UC Riverside"
"2871",2024-01-06,"conf","SamfordThe Citadel1-6",2024,"home","The Citadel","Samford"
"2872",2024-01-06,"nc","North Dakota St.Eastern Washington1-6",2024,"home","Eastern Washington","North Dakota St."
"2873",2024-01-06,"conf","UCFKansas St.1-6",2024,"home","Kansas St.","UCF"
"2874",2024-01-06,"conf","Santa ClaraPepperdine1-6",2024,"home","Pepperdine","Santa Clara"
"2875",2024-01-06,"conf","UC San DiegoCal St. Fullerton1-6",2024,"home","Cal St. Fullerton","UC San Diego"
"2876",2024-01-06,"conf","Texas SouthernSouthern1-6",2024,"home","Southern","Texas Southern"
"2877",2024-01-06,"conf","ColoradoArizona St.1-6",2024,"home","Arizona St.","Colorado"
"2878",2024-01-06,"conf","MercerVMI1-6",2024,"home","VMI","Mercer"
"2879",2024-01-06,"conf","AuburnArkansas1-6",2024,"home","Arkansas","Auburn"
"2880",2024-01-06,"conf","Southeastern LouisianaNew Orleans1-6",2024,"home","New Orleans","Southeastern Louisiana"
"2881",2024-01-06,"conf","Austin PeayEastern Kentucky1-6",2024,"home","Eastern Kentucky","Austin Peay"
"2882",2024-01-06,"conf","DartmouthPenn1-6",2024,"home","Penn","Dartmouth"
"2883",2024-01-06,"conf","DrexelWilliam & Mary1-6",2024,"home","William & Mary","Drexel"
"2884",2024-01-06,"conf","Charleston SouthernLongwood1-6",2024,"home","Longwood","Charleston Southern"
"2885",2024-01-06,"conf","Mississippi St.South Carolina1-6",2024,"home","South Carolina","Mississippi St."
"2886",2024-01-06,"conf","Northwestern St.Lamar1-6",2024,"home","Lamar","Northwestern St."
"2887",2024-01-06,"conf","KentuckyFlorida1-6",2024,"home","Florida","Kentucky"
"2888",2024-01-06,"conf","LafayetteBoston University1-6",2024,"home","Boston University","Lafayette"
"2889",2024-01-06,"conf","Tennessee TechSouthern Indiana1-6",2024,"home","Southern Indiana","Tennessee Tech"
"2890",2024-01-06,"conf","AlbanyNJIT1-6",2024,"home","NJIT","Albany"
"2891",2024-01-06,"conf","La SalleFordham1-6",2024,"home","Fordham","La Salle"
"2892",2024-01-06,"conf","TCUKansas1-6",2024,"home","Kansas","TCU"
"2893",2024-01-06,"nc","Sacramento St.St. Thomas1-6",2024,"home","St. Thomas","Sacramento St."
"2894",2024-01-06,"conf","North CarolinaClemson1-6",2024,"home","Clemson","North Carolina"
"2895",2024-01-06,"conf","Coastal CarolinaLouisiana Lafayette1-6",2024,"home","Louisiana Lafayette","Coastal Carolina"
"2896",2024-01-06,"conf","Oregon St.Washington1-6",2024,"home","Washington","Oregon St."
"2897",2024-01-06,"conf","BryantUMBC1-6",2024,"home","UMBC","Bryant"
"2898",2024-01-06,"conf","DelawareHofstra1-6",2024,"home","Hofstra","Delaware"
"2899",2024-01-06,"conf","UMass LowellNew Hampshire1-6",2024,"home","New Hampshire","UMass Lowell"
"2900",2024-01-06,"conf","Georgia St.South Alabama1-6",2024,"home","South Alabama","Georgia St."
"2901",2024-01-06,"conf","RutgersIowa1-6",2024,"home","Iowa","Rutgers"
"2902",2024-01-06,"conf","OregonWashington St.1-6",2024,"home","Washington St.","Oregon"
"2903",2024-01-06,"conf","HarvardPrinceton1-6",2024,"home","Princeton","Harvard"
"2904",2024-01-06,"conf","Saint Mary'sLoyola Marymount1-6",2024,"home","Loyola Marymount","Saint Mary's"
"2905",2024-01-06,"conf","Virginia TechFlorida St.1-6",2024,"home","Florida St.","Virginia Tech"
"2906",2024-01-06,"conf","Nicholls St.Houston Christian1-6",2024,"home","Houston Christian","Nicholls St."
"2907",2024-01-06,"conf","LehighLoyola MD1-6",2024,"home","Loyola MD","Lehigh"
"2908",2024-01-06,"conf","ColgateNavy1-6",2024,"home","Navy","Colgate"
"2909",2024-01-06,"conf","James MadisonSouthern Miss1-6",2024,"home","Southern Miss","James Madison"
"2910",2024-01-06,"conf","GeorgiaMissouri1-6",2024,"home","Missouri","Georgia"
"2911",2024-01-06,"conf","Saint LouisGeorge Mason1-6",2024,"home","George Mason","Saint Louis"
"2912",2024-01-06,"conf","JacksonvilleStetson1-6",2024,"home","Stetson","Jacksonville"
"2913",2024-01-06,"conf","CampbellHampton1-6",2024,"home","Hampton","Campbell"
"2914",2024-01-06,"conf","Holy CrossArmy1-6",2024,"home","Army","Holy Cross"
"2915",2024-01-06,"conf","MilwaukeeDetroit1-6",2024,"home","Detroit","Milwaukee"
"2916",2024-01-06,"conf","Southern UtahUtah Valley1-6",2024,"home","Utah Valley","Southern Utah"
"2917",2024-01-06,"conf","LIU BrooklynStonehill1-6",2024,"home","Stonehill","LIU Brooklyn"
"2918",2024-01-06,"conf","East Tennessee St.UNC Greensboro1-6",2024,"home","UNC Greensboro","East Tennessee St."
"2919",2024-01-06,"conf","George WashingtonVCU1-6",2024,"home","VCU","George Washington"
"2920",2024-01-06,"conf","UT ArlingtonStephen F. Austin1-6",2024,"home","Stephen F. Austin","UT Arlington"
"2921",2024-01-06,"conf","Old DominionArkansas St.1-6",2024,"home","Arkansas St.","Old Dominion"
"2922",2024-01-06,"nond1","Bethel (TN)Southeast Missouri St.1-6",2024,"home","Southeast Missouri St.","Bethel (TN)"
"2923",2024-01-06,"conf","Green BayOakland1-6",2024,"home","Oakland","Green Bay"
"2924",2024-01-06,"conf","StanfordUSC1-6",2024,"home","USC","Stanford"
"2925",2024-01-06,"conf","Sacred HeartMerrimack1-6",2024,"home","Merrimack","Sacred Heart"
"2926",2024-01-07,"conf","South FloridaUAB1-7",2024,"home","UAB","South Florida"
"2927",2024-01-07,"conf","CanisiusRider1-7",2024,"home","Rider","Canisius"
"2928",2024-01-07,"conf","MaristFairfield1-7",2024,"home","Fairfield","Marist"
"2929",2024-01-07,"conf","MarylandMinnesota1-7",2024,"home","Minnesota","Maryland"
"2930",2024-01-07,"conf","MichiganPenn St.1-7",2024,"neutral","Penn St.","Michigan"
"2931",2024-01-07,"conf","SMUMemphis1-7",2024,"home","Memphis","SMU"
"2932",2024-01-07,"nc","Chicago St.UTEP1-7",2024,"home","UTEP","Chicago St."
"2933",2024-01-07,"conf","Northern KentuckyCleveland St.1-7",2024,"home","Cleveland St.","Northern Kentucky"
"2934",2024-01-07,"conf","TulsaEast Carolina1-7",2024,"home","East Carolina","Tulsa"
"2935",2024-01-07,"conf","Michigan St.Northwestern1-7",2024,"home","Northwestern","Michigan St."
"2936",2024-01-07,"conf","Mount St. Mary'sSaint Peter's1-7",2024,"home","Saint Peter's","Mount St. Mary's"
"2937",2024-01-07,"conf","Indiana St.Northern Iowa1-7",2024,"home","Northern Iowa","Indiana St."
"2938",2024-01-07,"conf","IUPUIYoungstown St.1-7",2024,"home","Youngstown St.","IUPUI"
"2939",2024-01-07,"conf","Wichita St.Temple1-7",2024,"home","Temple","Wichita St."
"2940",2024-01-07,"conf","NiagaraIona1-7",2024,"home","Iona","Niagara"
"2941",2024-01-07,"conf","DrakeBelmont1-7",2024,"home","Belmont","Drake"
"2942",2024-01-07,"conf","MassachusettsDayton1-7",2024,"home","Dayton","Massachusetts"
"2943",2024-01-07,"conf","ManhattanQuinnipiac1-7",2024,"home","Quinnipiac","Manhattan"
"2944",2024-01-08,"conf","NortheasternMonmouth1-8",2024,"home","Monmouth","Northeastern"
"2945",2024-01-08,"conf","HowardSouth Carolina St.1-8",2024,"home","South Carolina St.","Howard"
"2946",2024-01-08,"conf","Incarnate WordLamar1-8",2024,"home","Lamar","Incarnate Word"
"2947",2024-01-08,"conf","Alabama A&MMississippi Valley St.1-8",2024,"home","Mississippi Valley St.","Alabama A&M"
"2948",2024-01-08,"conf","Norfolk St.North Carolina Central1-8",2024,"home","North Carolina Central","Norfolk St."
"2949",2024-01-08,"conf","Maryland Eastern ShoreCoppin St.1-8",2024,"home","Coppin St.","Maryland Eastern Shore"
"2950",2024-01-08,"conf","Texas A&M CommerceNew Orleans1-8",2024,"home","New Orleans","Texas A&M Commerce"
"2951",2024-01-08,"conf","Delaware St.Morgan St.1-8",2024,"home","Morgan St.","Delaware St."
"2952",2024-01-08,"conf","Prairie View A&MSouthern1-8",2024,"home","Southern","Prairie View A&M"
"2953",2024-01-08,"conf","Texas SouthernGrambling St.1-8",2024,"home","Grambling St.","Texas Southern"
"2954",2024-01-08,"conf","Southeastern LouisianaNicholls St.1-8",2024,"home","Nicholls St.","Southeastern Louisiana"
