"","tram_rank","team","conf","tram","raw_em","adj_em","off_svi","def_svi","off_e_fg_pct","off_to_pct","off_or_pct","off_ft_rate","def_e_fg_pct","def_to_pct","def_or_pct","def_ft_rate"
"172",172,"UC Davis","BW",0.199111099999996,-5.09999999999999,-4.90000000000001,92.2108575,92.0117464,45.8,0.205,0.285,41.1,48.4,0.228,0.342,40.6
"173",173,"North Carolina","ACC",0.196907500000009,6.09999999999999,17.2,98.1472261,97.9503186,52.8,0.153,0.283,35.3,49.2,0.151,0.274,30.5
"174",174,"Temple","Amer",0.164283600000005,2.09999999999999,1.90000000000001,99.078835,98.9145514,50.1,0.162,0.325,44.7,49.8,0.159,0.314,35.5
"175",175,"Lindenwood","OVC",0.098813100000001,-11.1,-16.4,94.98279,94.8839769,44.4,0.187,0.3,35.5,50.9,0.199,0.329,34.3
"176",176,"Old Dominion","SB",0.0857155999999861,-9,-10.3,99.8009928,99.7152772,44.1,0.172,0.366,31,51,0.153,0.316,35.2
"177",177,"Georgia Tech","ACC",0.00302240000000609,1.5,6.39999999999999,96.9225088,96.9194864,50.5,0.168,0.294,32.6,49.2,0.164,0.284,30.9
"178",178,"St. Thomas","Sum",-0.00362560000000656,7.90000000000001,4.2,96.1006332,96.1042588,58.3,0.142,0.214,32.9,52.8,0.186,0.322,36.3
"179",179,"Western Kentucky","CUSA",-0.0143003000000164,1.5,3.90000000000001,94.612714,94.6270143,48.8,0.162,0.23,33.9,47,0.181,0.277,40.4
"180",180,"Youngstown St.","Horz",-0.0337020999999993,0.700000000000003,-4.39999999999999,95.7830775,95.8167796,48.4,0.175,0.287,34.4,48.3,0.183,0.308,36.6
"181",181,"Missouri St.","MVC",-0.0690468000000095,-6.60000000000001,-6,93.9791032,94.04815,51.2,0.204,0.322,36.2,54.5,0.195,0.3,41.4
"182",182,"Davidson","A10",-0.0704738999999961,3.39999999999999,3.5,97.4790365,97.5495104,53.6,0.143,0.245,30.2,51.8,0.152,0.268,30
"183",183,"Nicholls","Slnd",-0.0758069000000035,-1.90000000000001,-1.3,98.6739455,98.7497524,47.7,0.155,0.299,31,48.3,0.162,0.318,39.2
"184",184,"South Dakota St.","Sum",-0.117781799999989,7.80000000000001,5.60000000000001,97.2189728,97.3367546,54.8,0.182,0.336,28.9,49.9,0.134,0.221,30.9
"185",185,"Kansas St.","B12",-0.131663200000006,4.40000000000001,12.6,96.2351208,96.366784,52.9,0.181,0.312,29,49.5,0.183,0.32,27.5
"186",186,"Illinois Chicago","MVC",-0.175066999999999,1.8,3.3,97.1715525,97.3466195,53.5,0.175,0.317,35.6,52.1,0.155,0.271,34
"187",187,"Kansas City","Sum",-0.208488599999995,-5,-6.60000000000001,96.0851585,96.2936471,48.2,0.185,0.319,31.7,52.6,0.173,0.293,36.8
"188",188,"UC Riverside","BW",-0.22582700000001,-3.8,0.700000000000003,98.254016,98.479843,48.6,0.167,0.32,26.3,51.2,0.153,0.29,32.3
"189",189,"Eastern Illinois","OVC",-0.235022200000003,-13.8,-16.5,94.7342968,94.969319,44.5,0.186,0.292,33.2,51.7,0.191,0.31,40
"190",190,"West Georgia","ASun",-0.261992299999989,-16.3,-16.5,95.7261535,95.9881458,47.1,0.165,0.261,27.5,56.9,0.178,0.299,36.6
"191",191,"Wofford","SC",-0.311246199999999,-0.900000000000006,1.89999999999999,98.5330136,98.8442598,52.8,0.176,0.349,27.5,52.4,0.142,0.271,35.5
"192",192,"Indiana","B10",-0.313996900000006,4.2,14.1,97.4900287,97.8040256,51.8,0.177,0.329,33.8,50,0.158,0.288,28.3
"193",193,"South Florida","Amer",-0.315036599999999,-0.0999999999999943,-2.2,96.6876216,97.0026582,51.5,0.166,0.284,33.9,49.8,0.178,0.321,35.4
"194",194,"Bowling Green","MAC",-0.325253799999999,-7.60000000000001,-12.8,95.432321,95.7575748,49.8,0.17,0.267,35.2,54.7,0.178,0.294,31.3
"195",195,"Minnesota","B10",-0.327900999999997,0.0999999999999943,8.3,97.2251455,97.5530465,50.9,0.165,0.293,32.9,49,0.167,0.305,31.5
"196",196,"Colorado St.","MWC",-0.338993000000002,7.2,10.1,94.5090202,94.8480132,53.3,0.174,0.257,28.4,48.5,0.169,0.252,33.1
"197",197,"George Mason","A10",-0.343400299999999,13,11.4,94.3516335,94.6950338,51.1,0.205,0.333,43.6,43,0.182,0.281,29.1
"198",198,"Presbyterian","BSth",-0.374246600000006,-6.10000000000001,-8.7,97.0113046,97.3855512,50.9,0.174,0.311,31.6,53.5,0.172,0.314,37.7
"199",199,"UT Rio Grande Valley","Slnd",-0.426984099999999,-3.40000000000001,-6.39999999999999,95.8410604,96.2680445,50.8,0.189,0.324,26.8,52.4,0.185,0.323,31.5
"200",200,"Utah","B12",-0.45585100000001,7.8,9.5,97.1186064,97.5744574,53.4,0.184,0.339,38.5,46.7,0.162,0.293,32.9
"201",201,"Furman","SC",-0.561396200000004,2.40000000000001,0.400000000000006,97.387967,97.9493632,52,0.17,0.309,33.8,48.9,0.168,0.316,30.5
"202",202,"Fordham","A10",-0.683678400000005,-4.5,-3,95.399336,96.0830144,49.4,0.185,0.304,32.5,52.4,0.176,0.296,36.4
"203",203,"Oklahoma","SEC",-0.691856799999996,11.6,18.8,95.111976,95.8038328,56.3,0.178,0.28,37.8,49,0.192,0.331,33.8
"204",204,"Loyola MD","PL",-0.720757000000006,-4.3,-12.1,95.689387,96.410144,49.9,0.177,0.29,30.1,52,0.17,0.288,30.5
"205",205,"LIU","NEC",-0.828684600000003,-4.80000000000001,-12,93.7505851,94.5792697,47.2,0.201,0.309,27.6,48.4,0.183,0.281,44.4
"206",206,"Memphis","Amer",-0.8679494,8.60000000000001,16.8,94.54112,95.4090694,55.1,0.2,0.324,40.5,48.7,0.201,0.346,32.8
"207",207,"Alabama","SEC",-0.952192199999985,15.4,27.6,99.7268549,100.6790471,55.6,0.173,0.367,42.5,45.9,0.137,0.297,31
"208",208,"Louisiana","SB",-0.953040900000005,-13.6,-13.2,96.6970867,97.6501276,46.1,0.159,0.267,29.2,52.9,0.183,0.348,44.4
"209",209,"Boston University","PL",-0.957278000000017,-3.3,-10.5,93.6249106,94.5821886,50.4,0.207,0.322,30.9,52.1,0.166,0.239,29.6
"210",210,"Oakland","Horz",-1.02222260000001,-5.8,-2.40000000000001,97.741795,98.7640176,48.2,0.183,0.35,27.3,51.9,0.169,0.336,28.2
"211",211,"Charleston","CAA",-1.0528585,3.5,0.900000000000006,95.9135275,96.966386,52.1,0.165,0.265,33.7,50.2,0.164,0.285,28.1
"212",212,"Liberty","CUSA",-1.0676199,14.9,11.7,94.298575,95.3661949,57.6,0.15,0.195,29.3,45.8,0.177,0.283,26.2
"213",213,"Austin Peay","ASun",-1.07349459999999,-12.7,-10.7,96.5286482,97.6021428,45.7,0.158,0.261,30.3,52.5,0.178,0.334,35.2
"214",214,"Norfolk St.","MEAC",-1.10205119999999,3.7,-0.700000000000003,96.012928,97.1149792,52.2,0.186,0.32,38.5,50,0.189,0.352,34.5
"215",215,"Central Arkansas","ASun",-1.15773919999999,-16.1,-17.8,95.8498032,97.0075424,45.8,0.178,0.296,26.2,55.4,0.176,0.316,24
"216",216,"Vermont","AE",-1.22043620000001,-6.59999999999999,-8.90000000000001,93.842575,95.0630112,46.8,0.177,0.25,30.6,49.9,0.172,0.264,27.9
"217",217,"Mercyhurst","NEC",-1.25029380000001,-12.1,-18.6,93.383549,94.6338428,47.2,0.17,0.223,31.1,54.8,0.206,0.342,39.6
"218",218,"Siena","MAAC",-1.2887362,-0.899999999999991,-6.3,94.2530412,95.5417774,49.9,0.187,0.284,36.7,51.3,0.183,0.302,32.4
"219",219,"Texas St.","SB",-1.35352640000001,-0.299999999999997,-2.2,96.996652,98.3501784,50.8,0.18,0.326,37.3,50.9,0.163,0.312,40
"220",220,"Miami FL","ACC",-1.36374540000001,-7.2,-2.19999999999999,97.9201824,99.2839278,52.5,0.157,0.288,28.5,57.5,0.151,0.302,28.2
"221",221,"Southern Indiana","OVC",-1.37454290000001,-7.5,-15.3,96.1080683,97.4826112,48,0.173,0.289,32.3,51.9,0.168,0.306,36.8
"222",222,"Lamar","Slnd",-1.3778896,-0.900000000000006,-3,97.1088976,98.4867872,47.5,0.186,0.344,29.4,47.9,0.176,0.348,34.6
"223",223,"Chattanooga","SC",-1.38044570000001,4.89999999999999,3.10000000000001,95.9339058,97.3143515,55.3,0.157,0.246,32.3,51.6,0.161,0.285,34.7
"224",224,"Pepperdine","WCC",-1.3926404,-6.7,-5.5,95.711699,97.1043394,48.9,0.17,0.273,32.7,51,0.162,0.283,29
"225",225,"Michigan","B10",-1.42002589999998,15.9,23.5,94.5002126,95.9202385,57.6,0.206,0.339,36.2,46.4,0.177,0.295,28.6
"226",226,"Saint Peter's","MAAC",-1.42051149999999,-5.5,-11,94.2008087,95.6213202,45,0.221,0.373,32,48.1,0.187,0.314,41.7
"227",227,"Florida Gulf Coast","ASun",-1.47876439999999,3.40000000000001,0.5,96.5940468,98.0728112,54.3,0.166,0.282,22.6,50.2,0.152,0.279,29.1
"228",228,"Northeastern","CAA",-1.51094999999999,0.0999999999999943,-2.39999999999999,95.222323,96.733273,51.3,0.195,0.326,28.8,49.9,0.174,0.305,31.4
"229",229,"North Carolina A&T","CAA",-1.5363266,-13,-16.1,98.773132,100.3094586,46.2,0.138,0.26,32.1,51.7,0.154,0.331,31
"230",230,"Little Rock","OVC",-1.57964979999998,3.2,-1.89999999999999,92.6739332,94.253583,49,0.206,0.298,27.4,44.3,0.214,0.355,37.3
"231",231,"New Mexico St.","CUSA",-1.6135604,-2.5,0,98.2760896,99.88965,47.3,0.168,0.323,30.9,48,0.145,0.3,37.2
"232",232,"San Diego","WCC",-1.6212479,-13.4,-10.7,94.4247002,96.0459481,45.2,0.191,0.298,30,51.9,0.183,0.313,46.7
"233",233,"Southern Illinois","MVC",-1.6516821,-3.69999999999999,-1.5,95.3860894,97.0377715,50.5,0.189,0.314,34.8,52.6,0.165,0.289,35.2
"234",234,"Georgia Southern","SB",-1.6742624,-5.60000000000001,-8.39999999999999,95.0138256,96.688088,50,0.196,0.324,28.1,50.8,0.188,0.34,45.8
"235",235,"Rhode Island","A10",-1.76538630000002,6.09999999999999,3.5,95.5489652,97.3143515,51.8,0.179,0.292,42.4,47.1,0.161,0.285,30.7
"236",236,"Boston College","ACC",-1.7870777,-7.60000000000001,-3.40000000000001,96.5235975,98.3106752,49.1,0.175,0.303,32.3,52.8,0.152,0.284,38.3
"237",237,"San Jose St.","MWC",-1.78885020000001,-1.40000000000001,0.0999999999999943,96.72348,98.5123302,51.2,0.16,0.27,33.1,51.3,0.166,0.323,28.5
"238",238,"VMI","SC",-1.81243500000001,-8.10000000000001,-10,94.4626816,96.2751166,48.2,0.174,0.256,36,54.3,0.183,0.318,26.6
"239",239,"Louisiana Monroe","SB",-1.8414667,-15.4,-17.7,96.036788,97.8782547,44.5,0.176,0.295,29.7,53.4,0.169,0.317,26.3
"240",240,"Rider","MAAC",-1.84628600000001,-10.7,-14.2,96.95065,98.796936,46.7,0.18,0.325,30.2,53.3,0.16,0.314,27
"241",241,"Stephen F. Austin","Slnd",-1.85072839999999,-6.60000000000001,-9.09999999999999,91.476868,93.3275964,46.1,0.24,0.363,34.9,48.1,0.214,0.334,37
"242",242,"DePaul","BE",-1.85986920000001,0.200000000000003,3.2,95.125007,96.9848762,52.6,0.185,0.298,29.6,51.1,0.161,0.278,29
"243",243,"Fresno St.","MWC",-1.87119799999999,-12.7,-8.09999999999999,94.5797325,96.4509305,46,0.175,0.261,36.3,53.9,0.185,0.327,24
"244",244,"Monmouth","CAA",-1.91368319999999,-8.8,-9.59999999999999,97.3425856,99.2562688,46.3,0.168,0.303,37.3,50.9,0.168,0.344,39
"245",245,"Northwestern St.","Slnd",-1.91843760000002,-8.60000000000001,-8.2,95.7023444,97.620782,46.7,0.194,0.334,31.3,50.6,0.17,0.314,31.7
"246",246,"Lafayette","PL",-1.9419243,-4.59999999999999,-11.5,95.1904248,97.1323491,49.4,0.166,0.252,30,50.7,0.169,0.301,29.5
"247",247,"UT Arlington","WAC",-1.9758507,-2,-3.89999999999999,96.5609128,98.5367635,51.5,0.186,0.332,36.8,50.9,0.165,0.321,36.9
"248",248,"Queens","ASun",-2.0063796,-0.399999999999991,-3,95.5680778,97.5744574,51.6,0.189,0.318,31.5,50.7,0.162,0.293,32
"249",249,"South Carolina","SEC",-2.01340260000002,2.30000000000001,10.6,95.1597452,97.1731478,49.9,0.194,0.322,42.2,49.6,0.161,0.282,30.5
"250",250,"Jacksonville St.","CUSA",-2.16684660000001,3.7,4.40000000000001,99.2443668,101.4112134,51,0.157,0.316,30.8,48.4,0.118,0.267,25.6
"251",251,"Eastern Washington","BSky",-2.17083860000001,-8,-7.59999999999999,93.7969482,95.9677868,50.8,0.187,0.274,30.9,53.4,0.191,0.332,39.5
"252",252,"Rice","Amer",-2.18249849999999,2.80000000000001,-0.699999999999989,96.2285361,98.4110346,48.7,0.193,0.343,43.9,46.8,0.154,0.291,35.9
"253",253,"William & Mary","CAA",-2.2286356,-1.09999999999999,-3.80000000000001,94.8333904,97.062026,54.3,0.174,0.264,36.9,53.3,0.17,0.302,37
"254",254,"Sam Houston St.","CUSA",-2.2844463,-7.5,-1.39999999999999,96.1230225,98.4074688,49.9,0.187,0.325,34.3,53.3,0.172,0.336,35.1
"255",255,"Alabama A&M","SWAC",-2.3316492,-16.5,-20.9,93.796638,96.1282872,45,0.22,0.361,36.9,53.9,0.208,0.381,45
"256",256,"Manhattan","MAAC",-2.361284,-1,-8.19999999999999,97.6390934,100.0003774,50.1,0.173,0.322,29.9,50.5,0.153,0.322,26.6
"257",257,"Detroit Mercy","Horz",-2.4925054,-14.4,-14.9,95.6932702,98.1857756,44.4,0.186,0.313,28.8,50.2,0.164,0.311,36.5
"258",258,"Virginia Tech","ACC",-2.50294170000001,-4.59999999999999,0.899999999999991,95.3010839,97.8040256,51.4,0.197,0.333,32.7,52.6,0.158,0.288,31.9
"259",259,"IU Indy","Horz",-2.51097109999999,-11,-13.6,96.8985769,99.409548,49.7,0.171,0.301,35.9,55.3,0.16,0.327,39
"260",260,"Charlotte","Amer",-2.5844937,-7,-7.3,97.6409148,100.2254085,47.4,0.142,0.246,44.9,52.7,0.145,0.307,34.6
"261",261,"American","PL",-2.6673148,-4.8,-7.2,94.0203068,96.6876216,51.7,0.173,0.244,31.5,53.4,0.166,0.284,35.6
"262",262,"Prairie View A&M","SWAC",-2.70230029999999,-17.2,-16.9,94.6820992,97.3843995,48.8,0.168,0.246,35.7,56.6,0.205,0.401,44.6
"263",263,"Eastern Michigan","MAC",-2.722831,-9.8,-12.7,93.859803,96.582634,51.1,0.19,0.283,33.2,54.5,0.18,0.317,38.4
"264",264,"Denver","Sum",-2.78217779999999,-13.8,-16.8,94.3264112,97.108589,49.5,0.176,0.258,30.9,54.7,0.17,0.303,49.8
"265",265,"Tennessee St.","OVC",-2.7900545,-1.3,-9.09999999999999,93.8436901,96.6337446,50.7,0.213,0.343,39.8,49.8,0.178,0.313,39.4
"266",266,"Colgate","PL",-2.9000246,-5.40000000000001,-8.2,94.221683,97.1217076,52.9,0.17,0.241,22,53.4,0.159,0.276,26.4
"267",267,"Texas Southern","SWAC",-2.9027981,-8.89999999999999,-10.1,94.1406466,97.0434447,45.9,0.186,0.279,32.5,49.2,0.193,0.361,36.9
"268",268,"UC Santa Barbara","BW",-2.9453288,8.60000000000001,1.90000000000001,93.5771642,96.522493,56.4,0.194,0.287,28.6,48,0.165,0.278,31.5
"269",269,"Morehead St.","OVC",-2.984881,-7.89999999999999,-12.1,95.673665,98.658546,46.5,0.185,0.31,39,49.9,0.139,0.26,31.6
"270",270,"Brown","Ivy",-3.00049439999999,-3.60000000000001,-5.2,96.264831,99.2653254,51.7,0.178,0.305,28.1,50.9,0.154,0.309,28.4
"271",271,"Syracuse","ACC",-3.05881730000002,-6.2,3.7,96.0095462,99.0683635,50.4,0.179,0.302,32.1,52,0.135,0.259,31.4
"272",272,"Tulsa","Amer",-3.09373260000001,-4,-8.40000000000001,96.5235975,99.6173301,49.2,0.175,0.303,33.2,50,0.151,0.309,31.3
"273",273,"Bradley","MVC",-3.14321280000001,10.6,6.89999999999999,94.0515072,97.19472,57.3,0.184,0.272,32.7,47.8,0.16,0.28,35
"274",274,"Montana St.","BSky",-3.1976106,-1.10000000000001,-2.30000000000001,94.6097214,97.807332,52,0.157,0.218,30.9,49.4,0.16,0.293,32.4
"275",275,"Fairleigh Dickinson","NEC",-3.24602840000001,-10.6,-14.2,95.450138,98.6961664,48.8,0.167,0.26,31.3,52.4,0.168,0.332,32.5
"276",276,"Elon","CAA",-3.24836339999999,3.40000000000001,-0.5,98.8418038,102.0901672,48.8,0.183,0.374,41.6,46.6,0.132,0.314,22.9
"277",277,"Morgan St.","MEAC",-3.41862350000001,-11,-15.1,96.95065,100.3692735,50,0.18,0.325,34.7,53.9,0.163,0.355,42.1
"278",278,"Loyola Marymount","WCC",-3.425331,-1.59999999999999,2.69999999999999,95.650152,99.075483,49.3,0.157,0.24,30.5,46.7,0.154,0.305,28.1
"279",279,"North Florida","ASun",-3.43063770000001,-5.90000000000001,-5.59999999999999,98.5694943,102.000132,54,0.151,0.287,26.8,54.2,0.145,0.344,33.9
"280",280,"Kennesaw St.","CUSA",-3.48201989999998,-1.2,0.599999999999994,95.3043833,98.7864032,48,0.203,0.349,38.7,47.4,0.152,0.294,39.6
"281",281,"Niagara","MAAC",-3.48737580000001,-6.8,-13.8,92.133045,95.6204208,51.4,0.19,0.245,28.3,52.8,0.172,0.276,28.7
"282",282,"Houston Christian","Slnd",-3.5113726,-8.8,-8.90000000000001,93.6852864,97.196659,49.5,0.184,0.264,32.8,53.4,0.174,0.315,28.6
"283",283,"Bethune Cookman","SWAC",-3.5675988,-7.19999999999999,-8.39999999999999,93.5827216,97.1503204,46.6,0.192,0.282,34.2,48.8,0.174,0.314,33.4
"284",284,"Sacramento St.","BSky",-3.57126280000001,-15.7,-17.5,92.326846,95.8981088,46.5,0.204,0.285,34.2,54.1,0.176,0.292,39.9
"285",285,"Pacific","WCC",-3.587367,-13.9,-11.8,94.314213,97.90158,47.7,0.19,0.293,31.4,53.8,0.16,0.295,37.8
"286",286,"Wright St.","Horz",-3.6036132,-0.700000000000003,-2.59999999999999,94.90371,98.5073232,54.7,0.175,0.268,27.8,51.9,0.142,0.264,34.3
"287",287,"Utah Tech","WAC",-3.65247290000001,-13.7,-12.1,94.374538,98.0270109,48.3,0.18,0.269,33.6,53.8,0.181,0.351,38.9
"288",288,"Drexel","CAA",-3.7025525,3.30000000000001,-2,96.3762509,100.0788034,51.8,0.191,0.341,24,46.9,0.138,0.287,29.6
"289",289,"Richmond","A10",-3.70638500000001,-10.7,-5.7,93.064219,96.770604,47.8,0.159,0.19,34.3,52.7,0.16,0.271,38.4
"290",290,"Southern Miss","SB",-3.73228030000001,-7.89999999999999,-7.8,93.4460217,97.178302,47.6,0.199,0.297,33.2,50,0.165,0.292,34.5
"291",291,"Washington St.","WCC",-3.74301469999999,3.09999999999999,5.89999999999999,93.417984,97.1609987,56.7,0.208,0.32,34.3,50.5,0.179,0.327,32.7
"292",292,"Georgia St.","SB",-3.8074087,-9.8,-9.59999999999999,97.8246722,101.6320809,49.5,0.173,0.326,31.7,52.6,0.133,0.307,26.8
"293",293,"LSU","SEC",-3.86808439999999,6.7,9.60000000000001,94.9574416,98.825526,52.3,0.198,0.328,34.2,46.5,0.172,0.345,27.9
"294",294,"Weber St.","BSky",-3.9356902,-11.7,-11.2,94.6962224,98.6319126,50,0.176,0.266,37,53.3,0.163,0.318,39.2
"295",295,"Providence","BE",-3.95065999999998,2.7,9.40000000000001,96.495381,100.446041,51.9,0.19,0.341,31.4,46.8,0.134,0.285,33.2
"296",296,"Bucknell","PL",-3.9710367,-2.5,-6.7,92.0415424,96.0125791,51.7,0.192,0.248,37,50,0.177,0.297,33.6
"297",297,"Arizona St.","B12",-4.03436479999999,1.39999999999999,13.5,93.541716,97.5760808,51.7,0.19,0.276,36.1,47.6,0.164,0.298,28.2
"298",298,"Dartmouth","Ivy",-4.03872659999999,-4.59999999999999,-8.7,94.1241654,98.162892,50,0.163,0.222,32.8,52,0.145,0.264,25.1
"299",299,"Stonehill","NEC",-4.06671,-4.30000000000001,-12,92.902474,96.969184,51.7,0.18,0.237,30.6,50.2,0.168,0.295,34.9
"300",300,"Wyoming","MWC",-4.08603459999999,-4.5,0,93.2029334,97.288968,51,0.203,0.302,32.6,49.6,0.16,0.282,38.4
"301",301,"Evansville","MVC",-4.16413819999998,-10,-7.7,92.8471664,97.0113046,48.6,0.176,0.226,29.9,50,0.174,0.311,33.9
"302",302,"Virginia","ACC",-4.18250389999999,-1.40000000000001,4.80000000000001,93.6430939,97.8255978,52.6,0.171,0.231,26.9,49.6,0.157,0.286,28
"303",303,"Montana","BSky",-4.28266170000001,-4,-2.69999999999999,94.2271615,98.5098232,54.9,0.165,0.229,33,53.5,0.156,0.298,30.7
"304",304,"Lehigh","PL",-4.32389700000002,-6.8,-9.10000000000001,93.696473,98.02037,51.5,0.155,0.194,29.6,51.8,0.161,0.3,31.1
"305",305,"Cornell","Ivy",-4.34573560000001,8.10000000000001,3.5,94.1195968,98.4653324,59.2,0.177,0.256,30.9,51.3,0.158,0.302,31.7
"306",306,"Jackson St.","SWAC",-4.40054880000001,-16.2,-8.8,92.0233678,96.4239166,44.2,0.207,0.286,36.7,53.8,0.186,0.329,33
"307",307,"Appalachian St.","SB",-4.46067219999999,3.59999999999999,1.69999999999999,94.6274701,99.0881423,51.1,0.177,0.267,35.4,45.6,0.149,0.293,23.1
"308",308,"Idaho","BSky",-4.4664733,-6.5,-8.09999999999999,94.9670592,99.4335325,52.5,0.184,0.292,32.7,54.3,0.159,0.325,39.2
"309",309,"Coppin St.","MEAC",-4.4784314,-26.7,-25.2,90.2582795,94.7367109,42.2,0.215,0.267,37.6,57.1,0.201,0.331,37.6
"310",310,"Harvard","Ivy",-4.513266,-8.40000000000001,-9,92.8382518,97.3515178,50.2,0.189,0.258,25.3,51.7,0.177,0.326,26.1
"311",311,"Stony Brook","CAA",-4.6181887,-16.2,-15.9,94.859505,99.4776937,46.7,0.19,0.305,31.4,56.7,0.153,0.311,30.7
"312",312,"Mount St. Mary's","MAAC",-4.6689697,-4.09999999999999,-8.3,92.0198195,96.6887892,49.8,0.215,0.307,32.4,49.8,0.172,0.299,27.4
"313",313,"Colorado","B12",-4.763109,-1.30000000000001,5.30000000000001,90.8346176,95.5977266,51.7,0.218,0.288,36.8,50.2,0.173,0.278,33.7
"314",314,"Ball St.","MAC",-4.80922149999999,-2.8,-8.60000000000001,95.772997,100.5822185,52.2,0.165,0.262,47,51.5,0.137,0.295,32.5
"315",315,"Hawaii","BW",-4.85044260000001,0.0999999999999943,-2.7,93.861039,98.7114816,51.8,0.205,0.322,41.7,48.8,0.136,0.254,34.8
"316",316,"Alcorn St.","SWAC",-5.14399119999999,-19.2,-13.9,93.0208574,98.1648486,44.3,0.221,0.346,29.4,53.6,0.181,0.354,31.6
"317",317,"Indiana St.","MVC",-5.15424169999999,-3.5,-3.90000000000001,91.2493491,96.4035908,54.3,0.211,0.279,36,53.7,0.164,0.273,38.5
"318",318,"UMBC","AE",-5.26536019999999,-2.10000000000001,-8.5,92.8978422,98.1632024,55.4,0.166,0.203,33.7,52.8,0.176,0.341,28.2
"319",319,"Hofstra","CAA",-5.312996,-3.90000000000001,-2,92.6972865,98.0102825,48.7,0.181,0.235,26.7,45.8,0.155,0.285,35.7
"320",320,"Penn","Ivy",-5.4280273,-12.7,-11.1,95.8270143,101.2550416,48.7,0.169,0.273,30.2,52.6,0.144,0.326,25.3
"321",321,"Charleston Southern","BSth",-5.4415175,-12,-10.4,94.4629008,99.9044183,48.4,0.193,0.304,45.4,53.2,0.137,0.281,33.4
"322",322,"Northern Illinois","MAC",-5.4958383,-19.7,-17.7,92.5608074,98.0566457,46.6,0.158,0.177,32.4,53.8,0.173,0.331,41.3
"323",323,"New Orleans","Slnd",-5.54764480000001,-21.4,-17.1,94.875504,100.4231488,45.9,0.184,0.29,35.4,54.2,0.168,0.369,27.5
"324",324,"Grambling St.","SWAC",-5.5722604,-14.6,-16.5,90.8978668,96.4701272,47,0.204,0.253,33.7,52.3,0.179,0.312,31.5
"325",325,"Louisiana Tech","CUSA",-5.703643,2.5,3.2,93.81449,99.518133,52.8,0.197,0.3,33.2,48.2,0.142,0.285,28.1
"326",326,"Holy Cross","PL",-5.730955,-8.19999999999999,-13,93.756053,99.487008,52.6,0.17,0.231,21.1,53.3,0.136,0.27,25.8
"327",327,"Cal St. Fullerton","BW",-5.77624350000001,-18.3,-14.1,91.3444228,97.1206663,45.1,0.204,0.263,43.6,52.9,0.177,0.321,38.8
"328",328,"Western Illinois","OVC",-5.820438,-14,-21.1,95.386582,101.20702,48.3,0.18,0.291,25.3,52,0.144,0.325,31.8
"329",329,"Tarleton St.","WAC",-5.8887994,-16.6,-10.3,85.7945832,91.6833826,46.9,0.256,0.273,41.3,53.5,0.234,0.351,47.9
"330",330,"New Hampshire","AE",-6.08764930000001,-19.7,-22.3,92.7783791,98.8660284,46.6,0.197,0.277,27.8,54.3,0.157,0.308,33.8
"331",331,"UMass Lowell","AE",-6.1499817,0,-4.30000000000001,94.4591508,100.6091325,52.5,0.172,0.251,34.8,50.1,0.145,0.315,25.7
"332",332,"Chicago St.","NEC",-6.31121839999999,-22.8,-20.3,90.999534,97.3107524,43.4,0.196,0.235,29.7,53.2,0.182,0.338,39.4
"333",333,"Gardner Webb","BSth",-6.31896879999999,-5.3,-5.59999999999999,93.3580324,99.6770012,53,0.213,0.332,36.8,51.4,0.146,0.298,37.6
"334",334,"Delaware","CAA",-6.5796534,-4.2,-7.8,94.1334745,100.7131279,53.8,0.165,0.227,31.8,51.4,0.153,0.337,32.7
"335",335,"Cal Poly","BW",-6.58675700000001,-7.89999999999999,-5.89999999999999,90.6591368,97.2458938,53.4,0.218,0.284,28.4,53.3,0.186,0.347,32.9
"336",336,"East Texas A&M","Slnd",-6.64603889999999,-16.5,-15.3,88.5234011,95.16944,49.6,0.239,0.291,28.1,54.8,0.2,0.338,37.1
"337",337,"Tennessee Tech","OVC",-6.78379249999999,-5,-11.1,94.6914048,101.4751973,50.3,0.172,0.256,28.4,49,0.149,0.343,22.3
"338",338,"USC Upstate","BSth",-6.97929919999999,-18.7,-17.5,91.6521716,98.6314708,49.5,0.197,0.252,30.5,56.6,0.159,0.308,41
"339",339,"Western Carolina","SC",-7.10987189999999,-22.5,-18.8,91.5486005,98.6584724,43.6,0.203,0.265,26.4,52.6,0.149,0.284,35.6
"340",340,"North Dakota St.","Sum",-7.26866819999999,8.3,4.2,96.838627,104.1072952,58.8,0.159,0.27,33.3,50.7,0.102,0.284,26.6
"341",341,"Butler","BE",-7.27130840000001,3,11.4,95.7597732,103.0310816,53,0.172,0.279,41.4,47.7,0.113,0.288,22.8
"342",342,"Air Force","MWC",-7.29818559999998,-13,-11.5,90.0412128,97.3393984,51.4,0.208,0.244,38.1,54.4,0.162,0.288,35.1
"343",343,"NJIT","AE",-7.3334462,-15,-17.9,94.6950338,102.02848,44.5,0.182,0.281,28.1,48.8,0.135,0.32,39.3
"344",344,"Le Moyne","NEC",-7.34979590000002,-15.5,-19.8,92.2681864,99.6179823,50,0.192,0.253,38.9,54.2,0.163,0.339,40
"345",345,"Creighton","BE",-7.46693259999999,10.6,19.9,93.0903424,100.557275,56,0.186,0.256,28.9,45.8,0.125,0.266,17
"346",346,"Buffalo","MAC",-7.7917552,-17.6,-17.1,91.4292968,99.221052,48.9,0.191,0.232,31.6,54.1,0.16,0.323,32.3
