"","region","seed","team","record","f4","avg","max_score","max_game","min_score","min_game","avg_last_10","sum_data"
"1","Midwest",1,"Houston","30-4",0.504,96.4176470588235,"W, Utah 70-36",100,"W, UCF 69-68",80,97.39,
