"","id","season","week","seasonType","startDate","startTimeTBD","completed","neutralSite","conferenceGame","attendance","venueId","venue","homeId","homeTeam","homeClassification","homeConference","homePoints","homePostgameWinProbability","homePregameElo","homePostgameElo","awayId","awayTeam","awayClassification","awayConference","awayPoints","awayPostgameWinProbability","awayPregameElo","awayPostgameElo","excitementIndex","highlights","notes","homeConfShort","awayConfShort","homeConfFilter","awayConfFilter","start_utc","game_time_local","game_date","game_time","game_day","date_display","time_display","datetime_display","time_tbd","conference_display","isOvertime","totalOTs"
"1",401756846,2025,0,"regular","2025-08-23T16:00:00.000Z",FALSE,TRUE,TRUE,TRUE,NA,"3504","Aviva Stadium",2306,"Kansas State","fbs","Big 12",21,0.201544418931007,1669,1666,66,"Iowa State","fbs","Big 12",24,0.798455581068993,1616,1619,6.0290941607396,"","Aer Lingus College Football Classic","B12","B12","B12","B12",2025-08-23 16:00:00,2025-08-23 12:00:00,"2025-08-23","12:00 PM","Saturday","Aug 23","12:00 PM ET","Aug 23 12:00 PM ET",FALSE,"B12",FALSE,0
"2",401760371,2025,0,"regular","2025-08-23T20:00:00.000Z",FALSE,TRUE,FALSE,FALSE,NA,"6501","Allegiant Stadium",2439,"UNLV","fbs","Mountain West",38,0.978786885738373,NA,NA,304,"Idaho State","fcs","Big Sky",31,0.0212131142616272,NA,NA,9.59856171019143,"",NA,"MWC","Big Sky","MWC","FCS",2025-08-23 20:00:00,2025-08-23 16:00:00,"2025-08-23","04:00 PM","Saturday","Aug 23","04:00 PM ET","Aug 23 04:00 PM ET",FALSE,"Big Sky vs MWC",FALSE,0
"3",401756847,2025,0,"regular","2025-08-23T22:30:00.000Z",FALSE,TRUE,FALSE,FALSE,NA,"3833","Memorial Stadium",2305,"Kansas","fbs","Big 12",31,1,1583,1632,278,"Fresno State","fbs","Mountain West",7,0,1490,1441,3.78304084816632,"",NA,"B12","MWC","B12","MWC",2025-08-23 22:30:00,2025-08-23 18:30:00,"2025-08-23","06:30 PM","Saturday","Aug 23","06:30 PM ET","Aug 23 06:30 PM ET",FALSE,"MWC vs B12",FALSE,0
"4",401757218,2025,0,"regular","2025-08-23T23:00:00.000Z",FALSE,TRUE,FALSE,TRUE,NA,"3796","Houchens Industries-L.T. Smith Stadium",98,"Western Kentucky","fbs","Conference USA",41,0.872897028923035,1409,1450,2534,"Sam Houston","fbs","Conference USA",24,0.127102971076965,1452,1411,6.04146368507938,"",NA,"CUSA","CUSA","CUSA","CUSA",2025-08-23 23:00:00,2025-08-23 19:00:00,"2025-08-23","07:00 PM","Saturday","Aug 23","07:00 PM ET","Aug 23 07:00 PM ET",FALSE,"CUSA",FALSE,0
"5",401754516,2025,0,"regular","2025-08-23T23:30:00.000Z",FALSE,TRUE,FALSE,FALSE,NA,"7220","Clarence T.C. Ching Athletics Complex",62,"Hawai'i","fbs","Mountain West",23,0.410163193941116,1257,1258,24,"Stanford","fbs","ACC",20,0.589836806058884,1283,1282,7.30756786244744,"",NA,"MWC","ACC","MWC","ACC",2025-08-23 23:30:00,2025-08-23 19:30:00,"2025-08-23","07:30 PM","Saturday","Aug 23","07:30 PM ET","Aug 23 07:30 PM ET",FALSE,"ACC vs MWC",FALSE,0
"6",401762522,2025,1,"regular","2025-08-28T21:30:00.000Z",FALSE,TRUE,FALSE,FALSE,NA,"3886","Raymond James Stadium",58,"South Florida","fbs","American Athletic",34,0.971840798854828,1456,1554,68,"Boise State","fbs","Mountain West",7,0.0281592011451721,1676,1578,5.13722155432476,"",NA,"AAC","MWC","AAC","MWC",2025-08-28 21:30:00,2025-08-28 17:30:00,"2025-08-28","05:30 PM","Thursday","Aug 28","05:30 PM ET","Aug 28 05:30 PM ET",FALSE,"MWC vs AAC",FALSE,0
"7",401762790,2025,1,"regular","2025-08-28T22:00:00.000Z",FALSE,TRUE,FALSE,FALSE,NA,"3700","Doyt L. Perry Stadium",189,"Bowling Green","fbs","Mid-American",26,1,1461,1461,322,"Lafayette","fcs","Patriot",7,0,NA,NA,2.7177919249146,"",NA,"MAC","Patriot","MAC","FCS",2025-08-28 22:00:00,2025-08-28 18:00:00,"2025-08-28","06:00 PM","Thursday","Aug 28","06:00 PM ET","Aug 28 06:00 PM ET",FALSE,"Patriot vs MAC",FALSE,0
"8",401752794,2025,1,"regular","2025-08-28T22:00:00.000Z",FALSE,TRUE,FALSE,FALSE,NA,"6577","SHI Stadium",164,"Rutgers","fbs","Big Ten",34,0.900066137313843,1522,1524,195,"Ohio","fbs","Mid-American",31,0.0999338626861572,1621,1619,6.94386485630991,"",NA,"B10","MAC","B10","MAC",2025-08-28 22:00:00,2025-08-28 18:00:00,"2025-08-28","06:00 PM","Thursday","Aug 28","06:00 PM ET","Aug 28 06:00 PM ET",FALSE,"MAC vs B10",FALSE,0
"9",401761588,2025,1,"regular","2025-08-28T23:00:00.000Z",FALSE,TRUE,FALSE,FALSE,NA,"3817","Malone Stadium",2433,"UL Monroe","fbs","Sun Belt",29,0.99480402469635,1281,1281,2598,"St. Francis (PA)","fcs","NEC",0,0.0051959753036499,NA,NA,3.54203241504751,"",NA,"SUN","NEC","SUN","FCS",2025-08-28 23:00:00,2025-08-28 19:00:00,"2025-08-28","07:00 PM","Thursday","Aug 28","07:00 PM ET","Aug 28 07:00 PM ET",FALSE,"NEC vs SUN",FALSE,0
"10",401754373,2025,1,"regular","2025-08-28T23:00:00.000Z",FALSE,TRUE,FALSE,FALSE,NA,"3670","Carter-Finley Stadium",152,"NC State","fbs","ACC",24,0.748005568981171,1501,1507,151,"East Carolina","fbs","American Athletic",17,0.251994431018829,1435,1429,4.65097694672514,"",NA,"ACC","AAC","ACC","AAC",2025-08-28 23:00:00,2025-08-28 19:00:00,"2025-08-28","07:00 PM","Thursday","Aug 28","07:00 PM ET","Aug 28 07:00 PM ET",FALSE,"AAC vs ACC",FALSE,0
"11",401756848,2025,1,"regular","2025-08-28T23:00:00.000Z",FALSE,TRUE,FALSE,FALSE,NA,"3652","FBC Mortgage Stadium",2116,"UCF","fbs","Big 12",17,0.914623618125916,1538,1554,55,"Jacksonville State","fbs","Conference USA",10,0.0853763818740845,1650,1634,7.40574459122083,"",NA,"B12","CUSA","B12","CUSA",2025-08-28 23:00:00,2025-08-28 19:00:00,"2025-08-28","07:00 PM","Thursday","Aug 28","07:00 PM ET","Aug 28 07:00 PM ET",FALSE,"CUSA vs B12",FALSE,0
"12",401762789,2025,1,"regular","2025-08-28T23:00:00.000Z",FALSE,TRUE,FALSE,FALSE,NA,"3768","InfoCision Stadium",2006,"Akron","fbs","Mid-American",0,0.102565087378025,1245,1235,2751,"Wyoming","fbs","Mountain West",10,0.897434912621975,1367,1377,4.85383263885699,"",NA,"MAC","MWC","MAC","MWC",2025-08-28 23:00:00,2025-08-28 19:00:00,"2025-08-28","07:00 PM","Thursday","Aug 28","07:00 PM ET","Aug 28 07:00 PM ET",FALSE,"MWC vs MAC",FALSE,0
"13",401757219,2025,1,"regular","2025-08-28T23:00:00.000Z",FALSE,TRUE,FALSE,FALSE,NA,"3695","Delaware Stadium",48,"Delaware","fbs","Conference USA",35,0.948571503162384,1500,1500,2169,"Delaware State","fcs","MEAC",17,0.051428496837616,NA,NA,4.47731643342787,"",NA,"CUSA","MEAC","CUSA","FCS",2025-08-28 23:00:00,2025-08-28 19:00:00,"2025-08-28","07:00 PM","Thursday","Aug 28","07:00 PM ET","Aug 28 07:00 PM ET",FALSE,"MEAC vs CUSA",FALSE,0
"14",401756876,2025,1,"regular","2025-08-28T23:30:00.000Z",FALSE,TRUE,FALSE,FALSE,NA,"3646","Boone Pickens Stadium",197,"Oklahoma State","fbs","Big 12",27,0.81000143289566,1334,1334,2630,"UT Martin","fcs","Big South-OVC",7,0.18999856710434,NA,NA,3.47237410339565,"",NA,"B12","Big South-OVC","B12","FCS",2025-08-28 23:30:00,2025-08-28 19:30:00,"2025-08-28","07:30 PM","Thursday","Aug 28","07:30 PM ET","Aug 28 07:30 PM ET",FALSE,"Big South-OVC vs B12",FALSE,0
"15",401754517,2025,1,"regular","2025-08-28T23:30:00.000Z",FALSE,TRUE,FALSE,FALSE,NA,"3982","Wallace Wade Stadium",150,"Duke","fbs","ACC",45,0.959782302379608,1526,1526,2210,"Elon","fcs","CAA",17,0.0402176976203918,NA,NA,5.76731486715987,"",NA,"ACC","CAA","ACC","FCS",2025-08-28 23:30:00,2025-08-28 19:30:00,"2025-08-28","07:30 PM","Thursday","Aug 28","07:30 PM ET","Aug 28 07:30 PM ET",FALSE,"CAA vs ACC",FALSE,0
"16",401752674,2025,1,"regular","2025-08-28T23:30:00.000Z",FALSE,TRUE,FALSE,FALSE,NA,"3838","Memorial Stadium",142,"Missouri","fbs","SEC",61,0.99238908290863,1640,1640,2110,"Central Arkansas","fcs","UAC",6,0.00761091709136963,NA,NA,3.26194769233067,"",NA,"SEC","UAC","SEC","FCS",2025-08-28 23:30:00,2025-08-28 19:30:00,"2025-08-28","07:30 PM","Thursday","Aug 28","07:30 PM ET","Aug 28 07:30 PM ET",FALSE,"UAC vs SEC",FALSE,0
"17",401752793,2025,1,"regular","2025-08-29T00:00:00.000Z",FALSE,TRUE,FALSE,FALSE,NA,"3953","Huntington Bank Stadium",135,"Minnesota","fbs","Big Ten",23,0.992718040943146,1616,1625,2084,"Buffalo","fbs","Mid-American",10,0.00728195905685425,1416,1407,4.44321876439467,"",NA,"B10","MAC","B10","MAC",2025-08-29,2025-08-28 20:00:00,"2025-08-28","08:00 PM","Thursday","Aug 28","08:00 PM ET","Aug 28 08:00 PM ET",FALSE,"MAC vs B10",FALSE,0
"18",401756852,2025,1,"regular","2025-08-29T00:00:00.000Z",FALSE,TRUE,FALSE,FALSE,NA,"4728","TDECU Stadium",248,"Houston","fbs","Big 12",27,1,1375,1375,2617,"Stephen F. Austin","fcs","Southland",0,0,NA,NA,3.3544950535554,"",NA,"B12","Southland","B12","FCS",2025-08-29,2025-08-28 20:00:00,"2025-08-28","08:00 PM","Thursday","Aug 28","08:00 PM ET","Aug 28 08:00 PM ET",FALSE,"Southland vs B12",FALSE,0
"19",401762430,2025,1,"regular","2025-08-29T00:30:00.000Z",FALSE,TRUE,FALSE,FALSE,NA,"7221","Protective Stadium",5,"UAB","fbs","American Athletic",52,0.622718095779419,1319,1319,2011,"Alabama State","fcs","SWAC",42,0.377281904220581,NA,NA,7.24275838820621,"",NA,"AAC","SWAC","AAC","FCS",2025-08-29 00:30:00,2025-08-28 20:30:00,"2025-08-28","08:30 PM","Thursday","Aug 28","08:30 PM ET","Aug 28 08:30 PM ET",FALSE,"SWAC vs AAC",FALSE,0
"20",401762791,2025,1,"regular","2025-08-29T01:00:00.000Z",FALSE,TRUE,FALSE,FALSE,NA,"347","Camp Randall Stadium",275,"Wisconsin","fbs","Big Ten",17,0.818017959594727,1536,1573,193,"Miami (OH)","fbs","Mid-American",0,0.181982040405273,1528,1491,3.94006770879842,"",NA,"B10","MAC","B10","MAC",2025-08-29 01:00:00,2025-08-28 21:00:00,"2025-08-28","09:00 PM","Thursday","Aug 28","09:00 PM ET","Aug 28 09:00 PM ET",FALSE,"MAC vs B10",FALSE,0
"21",401752796,2025,1,"regular","2025-08-29T01:00:00.000Z",FALSE,TRUE,TRUE,FALSE,NA,"3622","GEHA Field at Arrowhead Stadium",2132,"Cincinnati","fbs","Big 12",17,0.635256946086884,1475,1477,158,"Nebraska","fbs","Big Ten",20,0.364743053913116,1524,1522,6.20714803805716,"",NA,"B12","B10","B12","B10",2025-08-29 01:00:00,2025-08-28 21:00:00,"2025-08-28","09:00 PM","Thursday","Aug 28","09:00 PM ET","Aug 28 09:00 PM ET",FALSE,"B10 vs B12",FALSE,0
"22",401760357,2025,1,"regular","2025-08-29T02:00:00.000Z",FALSE,TRUE,FALSE,FALSE,NA,"7311","Snapdragon Stadium",21,"San Diego State","fbs","Mountain West",42,0.974574506282806,1318,1318,2619,"Stony Brook","fcs","CAA",0,0.0254254937171936,NA,NA,3.15095562895401,"",NA,"MWC","CAA","MWC","FCS",2025-08-29 02:00:00,2025-08-28 22:00:00,"2025-08-28","10:00 PM","Thursday","Aug 28","10:00 PM ET","Aug 28 10:00 PM ET",FALSE,"CAA vs MWC",FALSE,0
"23",401762432,2025,1,"regular","2025-08-29T22:00:00.000Z",FALSE,TRUE,FALSE,FALSE,NA,"3841","Michie Stadium",349,"Army","fbs","American Athletic",27,0.696229457855225,1607,1607,2627,"Tarleton State","fcs","UAC",30,0.303770542144775,NA,NA,6.91274132786282,"",NA,"AAC","UAC","AAC","FCS",2025-08-29 22:00:00,2025-08-29 18:00:00,"2025-08-29","06:00 PM","Friday","Aug 29","06:00 PM ET","Aug 29 06:00 PM ET",FALSE,"UAC vs AAC",TRUE,2
"24",401754374,2025,1,"regular","2025-08-29T23:00:00.000Z",FALSE,TRUE,FALSE,FALSE,NA,"3630","Allegacy Federal Credit Union Stadium",154,"Wake Forest","fbs","ACC",10,0.736702740192413,1397,1394,338,"Kennesaw State","fbs","Conference USA",9,0.263297259807587,1266,1269,6.22130557202866,"",NA,"ACC","CUSA","ACC","CUSA",2025-08-29 23:00:00,2025-08-29 19:00:00,"2025-08-29","07:00 PM","Friday","Aug 29","07:00 PM ET","Aug 29 07:00 PM ET",FALSE,"CUSA vs ACC",FALSE,0
"25",401761589,2025,1,"regular","2025-08-29T23:00:00.000Z",FALSE,TRUE,TRUE,FALSE,NA,"3628","Bank of America Stadium",2429,"Charlotte","fbs","American Athletic",11,0.0426952205598354,1254,1221,2026,"App State","fbs","Sun Belt",34,0.957304779440165,1428,1461,3.66723004844515,"","Duke’s Mayo Classic","AAC","SUN","AAC","SUN",2025-08-29 23:00:00,2025-08-29 19:00:00,"2025-08-29","07:00 PM","Friday","Aug 29","07:00 PM ET","Aug 29 07:00 PM ET",FALSE,"SUN vs AAC",FALSE,0
"26",401766898,2025,1,"regular","2025-08-29T23:00:00.000Z",FALSE,TRUE,FALSE,FALSE,NA,"218","FIU Stadium",2229,"Florida International","fbs","Conference USA",42,0.952778697013855,1372,1372,2065,"Bethune-Cookman","fcs","SWAC",9,0.047221302986145,NA,NA,3.55165039000163,"",NA,"CUSA","SWAC","CUSA","FCS",2025-08-29 23:00:00,2025-08-29 19:00:00,"2025-08-29","07:00 PM","Friday","Aug 29","07:00 PM ET","Aug 29 07:00 PM ET",FALSE,"SWAC vs CUSA",FALSE,0
"27",401752802,2025,1,"regular","2025-08-29T23:00:00.000Z",FALSE,TRUE,FALSE,FALSE,NA,"3936","Spartan Stadium",127,"Michigan State","fbs","Big Ten",23,1,1368,1403,2711,"Western Michigan","fbs","Mid-American",6,0,1345,1310,3.76613549731969,"",NA,"B10","MAC","B10","MAC",2025-08-29 23:00:00,2025-08-29 19:00:00,"2025-08-29","07:00 PM","Friday","Aug 29","07:00 PM ET","Aug 29 07:00 PM ET",FALSE,"MAC vs B10",FALSE,0
"28",401756854,2025,1,"regular","2025-08-29T23:30:00.000Z",FALSE,TRUE,FALSE,FALSE,NA,"3833","Memorial Stadium",2305,"Kansas","fbs","Big 12",46,0.988699615001678,1633,1633,2681,"Wagner","fcs","NEC",7,0.0113003849983215,NA,NA,2.61441600373165,"",NA,"B12","NEC","B12","FCS",2025-08-29 23:30:00,2025-08-29 19:30:00,"2025-08-29","07:30 PM","Friday","Aug 29","07:30 PM ET","Aug 29 07:30 PM ET",FALSE,"NEC vs B12",FALSE,0
"29",401752795,2025,1,"regular","2025-08-29T23:30:00.000Z",FALSE,TRUE,FALSE,FALSE,NA,"3832","Memorial Stadium (Champaign, IL)",356,"Illinois","fbs","Big Ten",52,0.994669198989868,1578,1578,2710,"Western Illinois","fcs","Big South-OVC",3,0.00533080101013184,NA,NA,2.80186601353292,"",NA,"B10","Big South-OVC","B10","FCS",2025-08-29 23:30:00,2025-08-29 19:30:00,"2025-08-29","07:30 PM","Friday","Aug 29","07:30 PM ET","Aug 29 07:30 PM ET",FALSE,"Big South-OVC vs B10",FALSE,0
"30",401754375,2025,1,"regular","2025-08-30T00:00:00.000Z",FALSE,TRUE,FALSE,FALSE,NA,"3726","Folsom Field",38,"Colorado","fbs","Big 12",20,0.194337770342827,1634,1613,59,"Georgia Tech","fbs","ACC",27,0.805662229657173,1536,1557,5.40946909522978,"",NA,"B12","ACC","B12","ACC",2025-08-30,2025-08-29 20:00:00,"2025-08-29","08:00 PM","Friday","Aug 29","08:00 PM ET","Aug 29 08:00 PM ET",FALSE,"ACC vs B12",FALSE,0
"31",401752667,2025,1,"regular","2025-08-30T00:00:00.000Z",FALSE,TRUE,FALSE,FALSE,NA,"4727","McLane Stadium",239,"Baylor","fbs","Big 12",24,0.365291982889175,1604,1569,2,"Auburn","fbs","SEC",38,0.634708017110825,1574,1609,5.2076065678116,"",NA,"B12","SEC","B12","SEC",2025-08-30,2025-08-29 20:00:00,"2025-08-29","08:00 PM","Friday","Aug 29","08:00 PM ET","Aug 29 08:00 PM ET",FALSE,"SEC vs B12",FALSE,0
"32",401757224,2025,1,"regular","2025-08-30T01:30:00.000Z",FALSE,TRUE,TRUE,FALSE,NA,"3631","BBVA Compass Stadium",2534,"Sam Houston","fbs","Conference USA",21,0.0324541106820107,1411,1397,2439,"UNLV","fbs","Mountain West",38,0.967545889317989,1619,1633,3.66182117856834,"",NA,"CUSA","MWC","CUSA","MWC",2025-08-30 01:30:00,2025-08-29 21:30:00,"2025-08-29","09:30 PM","Friday","Aug 29","09:30 PM ET","Aug 29 09:30 PM ET",FALSE,"MWC vs CUSA",FALSE,0
"33",401760358,2025,1,"regular","2025-08-30T02:30:00.000Z",FALSE,TRUE,FALSE,FALSE,NA,"3935","CEFCU Stadium",23,"San José State","fbs","Mountain West",14,0.127221673727036,1484,1467,2117,"Central Michigan","fbs","Mid-American",16,0.872778326272964,1235,1252,6.09978651148637,"",NA,"MWC","MAC","MWC","MAC",2025-08-30 02:30:00,2025-08-29 22:30:00,"2025-08-29","10:30 PM","Friday","Aug 29","10:30 PM ET","Aug 29 10:30 PM ET",FALSE,"MAC vs MWC",FALSE,0
"34",401752801,2025,1,"regular","2025-08-30T16:00:00.000Z",FALSE,TRUE,FALSE,FALSE,NA,"3907","Ross-Ade Stadium",2509,"Purdue","fbs","Big Ten",31,0.988307774066925,1207,1293,2050,"Ball State","fbs","Mid-American",0,0.011692225933075,1224,1138,2.58845453532813,"",NA,"B10","MAC","B10","MAC",2025-08-30 16:00:00,2025-08-30 12:00:00,"2025-08-30","12:00 PM","Saturday","Aug 30","12:00 PM ET","Aug 30 12:00 PM ET",FALSE,"MAC vs B10",FALSE,0
"35",401752803,2025,1,"regular","2025-08-30T16:00:00.000Z",FALSE,TRUE,FALSE,FALSE,NA,"4729","Yulman Stadium",2655,"Tulane","fbs","American Athletic",23,0.988383889198303,1616,1644,77,"Northwestern","fbs","Big Ten",3,0.0116161108016968,1431,1403,3.47355790198315,"",NA,"AAC","B10","AAC","B10",2025-08-30 16:00:00,2025-08-30 12:00:00,"2025-08-30","12:00 PM","Saturday","Aug 30","12:00 PM ET","Aug 30 12:00 PM ET",FALSE,"B10 vs AAC",FALSE,0
"36",401752797,2025,1,"regular","2025-08-30T16:00:00.000Z",FALSE,TRUE,FALSE,FALSE,NA,"3665","SECU Stadium",120,"Maryland","fbs","Big Ten",39,0.989488899707794,1438,1509,2226,"Florida Atlantic","fbs","American Athletic",7,0.0105111002922058,1311,1240,4.64953270383322,"",NA,"B10","AAC","B10","AAC",2025-08-30 16:00:00,2025-08-30 12:00:00,"2025-08-30","12:00 PM","Saturday","Aug 30","12:00 PM ET","Aug 30 12:00 PM ET",FALSE,"AAC vs B10",FALSE,0
"37",401752676,2025,1,"regular","2025-08-30T16:00:00.000Z",FALSE,TRUE,TRUE,FALSE,NA,"5348","Mercedes-Benz Stadium",2633,"Tennessee","fbs","SEC",45,0.944256663322449,1776,1799,183,"Syracuse","fbs","ACC",26,0.0557433366775513,1499,1476,4.33990941475201,"","Aflac Kickoff","SEC","ACC","SEC","ACC",2025-08-30 16:00:00,2025-08-30 12:00:00,"2025-08-30","12:00 PM","Saturday","Aug 30","12:00 PM ET","Aug 30 12:00 PM ET",FALSE,"ACC vs SEC",FALSE,0
"38",401754520,2025,1,"regular","2025-08-30T16:00:00.000Z",FALSE,TRUE,FALSE,FALSE,NA,"3752","Acrisure Stadium",221,"Pittsburgh","fbs","ACC",61,0.995965600013733,1470,1470,2184,"Duquesne","fcs","NEC",9,0.00403439998626709,NA,NA,3.47575245890134,"",NA,"ACC","NEC","ACC","FCS",2025-08-30 16:00:00,2025-08-30 12:00:00,"2025-08-30","12:00 PM","Saturday","Aug 30","12:00 PM ET","Aug 30 12:00 PM ET",FALSE,"NEC vs ACC",FALSE,0
"39",401752673,2025,1,"regular","2025-08-30T16:00:00.000Z",FALSE,TRUE,FALSE,FALSE,NA,"3815","M. M. Roberts Stadium",2572,"Southern Miss","fbs","Sun Belt",17,0.0314677357673645,1119,1107,344,"Mississippi State","fbs","SEC",34,0.968532264232635,1412,1424,4.44199402773981,"",NA,"SUN","SEC","SUN","SEC",2025-08-30 16:00:00,2025-08-30 12:00:00,"2025-08-30","12:00 PM","Saturday","Aug 30","12:00 PM ET","Aug 30 12:00 PM ET",FALSE,"SEC vs SUN",FALSE,0
"40",401762434,2025,1,"regular","2025-08-30T16:00:00.000Z",FALSE,TRUE,FALSE,FALSE,NA,"3852","Navy-Marine Corps Memorial Stadium",2426,"Navy","fbs","American Athletic",52,0.996229350566864,1543,1543,2678,"VMI","fcs","Southern",7,0.00377064943313599,NA,NA,2.78970025453236,"",NA,"AAC","Southern","AAC","FCS",2025-08-30 16:00:00,2025-08-30 12:00:00,"2025-08-30","12:00 PM","Saturday","Aug 30","12:00 PM ET","Aug 30 12:00 PM ET",FALSE,"Southern vs AAC",FALSE,0
"41",401762792,2025,1,"regular","2025-08-30T16:00:00.000Z",FALSE,TRUE,FALSE,FALSE,NA,"3696","Dix Stadium",2309,"Kent State","fbs","Mid-American",21,0.797996163368225,1006,1006,2771,"Merrimack","fcs","FCS Independents",17,0.202003836631775,NA,NA,5.48113361470996,"",NA,"MAC","FCS Independents","MAC","FCS",2025-08-30 16:00:00,2025-08-30 12:00:00,"2025-08-30","12:00 PM","Saturday","Aug 30","12:00 PM ET","Aug 30 12:00 PM ET",FALSE,"FCS Independents vs MAC",FALSE,0
"42",401752677,2025,1,"regular","2025-08-30T16:00:00.000Z",FALSE,TRUE,FALSE,FALSE,NA,"3861","Ohio Stadium",194,"Ohio State","fbs","Big Ten",14,0.750937283039093,1974,1977,251,"Texas","fbs","SEC",7,0.249062716960907,1861,1858,3.83983775344229,"",NA,"B10","SEC","B10","SEC",2025-08-30 16:00:00,2025-08-30 12:00:00,"2025-08-30","12:00 PM","Saturday","Aug 30","12:00 PM ET","Aug 30 12:00 PM ET",FALSE,"SEC vs B10",FALSE,0
"43",401752670,2025,1,"regular","2025-08-30T16:45:00.000Z",FALSE,TRUE,FALSE,FALSE,NA,"3683","Kroger Field",96,"Kentucky","fbs","SEC",24,1,1498,1507,2649,"Toledo","fbs","Mid-American",16,0,1454,1445,4.64507777176166,"",NA,"SEC","MAC","SEC","MAC",2025-08-30 16:45:00,2025-08-30 12:45:00,"2025-08-30","12:45 PM","Saturday","Aug 30","12:45 PM ET","Aug 30 12:45 PM ET",FALSE,"MAC vs SEC",FALSE,0
"44",401757167,2025,1,"regular","2025-08-30T18:00:00.000Z",FALSE,TRUE,FALSE,FALSE,NA,"3892","Pratt & Whitney Stadium",41,"UConn","fbs","FBS Independents",59,0.987755179405212,1454,1454,2115,"Central Connecticut","fcs","NEC",13,0.0122448205947876,NA,NA,3.95550409152391,"",NA,"IND","NEC","IND","FCS",2025-08-30 18:00:00,2025-08-30 14:00:00,"2025-08-30","02:00 PM","Saturday","Aug 30","02:00 PM ET","Aug 30 02:00 PM ET",FALSE,"NEC vs IND",FALSE,0
"45",401756878,2025,1,"regular","2025-08-30T18:00:00.000Z",FALSE,TRUE,FALSE,FALSE,NA,"3842","Milan Puskar Stadium",277,"West Virginia","fbs","Big 12",45,0.993439376354218,1470,1470,2523,"Robert Morris","fcs","NEC",3,0.00656062364578247,NA,NA,3.57973720985092,"",NA,"B12","NEC","B12","FCS",2025-08-30 18:00:00,2025-08-30 14:00:00,"2025-08-30","02:00 PM","Saturday","Aug 30","02:00 PM ET","Aug 30 02:00 PM ET",FALSE,"NEC vs B12",FALSE,0
"46",401754518,2025,1,"regular","2025-08-30T18:00:00.000Z",FALSE,TRUE,FALSE,FALSE,NA,"3615","Alumni Stadium (Chestnut Hill, MA)",103,"Boston College","fbs","ACC",66,0.987827181816101,1508,1508,2230,"Fordham","fcs","Patriot",10,0.0121728181838989,NA,NA,2.97608730771597,"",NA,"ACC","Patriot","ACC","FCS",2025-08-30 18:00:00,2025-08-30 14:00:00,"2025-08-30","02:00 PM","Saturday","Aug 30","02:00 PM ET","Aug 30 02:00 PM ET",FALSE,"Patriot vs ACC",FALSE,0
"47",401752806,2025,1,"regular","2025-08-30T18:30:00.000Z",FALSE,TRUE,FALSE,FALSE,NA,"3830","Memorial Stadium (Bloomington, IN)",84,"Indiana","fbs","Big Ten",27,0.584494113922119,1800,1800,295,"Old Dominion","fbs","Sun Belt",14,0.415505886077881,1480,1480,3.92426694491247,"",NA,"B10","SUN","B10","SUN",2025-08-30 18:30:00,2025-08-30 14:30:00,"2025-08-30","02:30 PM","Saturday","Aug 30","02:30 PM ET","Aug 30 02:30 PM ET",FALSE,"SUN vs B10",FALSE,0
"48",401754519,2025,1,"regular","2025-08-30T19:00:00.000Z",FALSE,TRUE,FALSE,FALSE,NA,"3873","L&N Federal Credit Union Stadium",97,"Louisville","fbs","ACC",51,0.959836184978485,1706,1706,2198,"Eastern Kentucky","fcs","UAC",17,0.0401638150215149,NA,NA,3.06367160213237,"",NA,"ACC","UAC","ACC","FCS",2025-08-30 19:00:00,2025-08-30 15:00:00,"2025-08-30","03:00 PM","Saturday","Aug 30","03:00 PM ET","Aug 30 03:00 PM ET",FALSE,"UAC vs ACC",FALSE,0
"49",401762456,2025,1,"regular","2025-08-30T19:30:00.000Z",FALSE,TRUE,FALSE,FALSE,NA,"3985","Warren McGuirk Alumni Stadium",113,"Massachusetts","fbs","Mid-American",10,0.0157592594623566,1193,1101,218,"Temple","fbs","American Athletic",42,0.984240740537643,1192,1284,3.84833136919609,"",NA,"MAC","AAC","MAC","AAC",2025-08-30 19:30:00,2025-08-30 15:30:00,"2025-08-30","03:30 PM","Saturday","Aug 30","03:30 PM ET","Aug 30 03:30 PM ET",FALSE,"AAC vs MAC",FALSE,0
"50",401752807,2025,1,"regular","2025-08-30T19:30:00.000Z",FALSE,TRUE,FALSE,FALSE,NA,"3632","Beaver Stadium",213,"Penn State","fbs","Big Ten",46,0.988789856433868,2063,2073,2440,"Nevada","fbs","Mountain West",11,0.0112101435661316,1294,1284,3.70602158600246,"",NA,"B10","MWC","B10","MWC",2025-08-30 19:30:00,2025-08-30 15:30:00,"2025-08-30","03:30 PM","Saturday","Aug 30","03:30 PM ET","Aug 30 03:30 PM ET",FALSE,"MWC vs B10",FALSE,0
"51",401762793,2025,1,"regular","2025-08-30T19:30:00.000Z",FALSE,TRUE,FALSE,FALSE,NA,"3764","Huskie Stadium",2459,"Northern Illinois","fbs","Mid-American",19,0.846357643604279,1470,1470,107,"Holy Cross","fcs","Patriot",17,0.153642356395721,NA,NA,6.29148875923556,"",NA,"MAC","Patriot","MAC","FCS",2025-08-30 19:30:00,2025-08-30 15:30:00,"2025-08-30","03:30 PM","Saturday","Aug 30","03:30 PM ET","Aug 30 03:30 PM ET",FALSE,"Patriot vs MAC",FALSE,0
