"","game_id","date","team","opp","type","location","opp_location","team_rtg","opp_rtg","bub_rtg","bub_win_prob","wabW","wabL","net","quad","conf"
"1","Le MoyneLIU1-3",2025-01-03,"LIU","Le Moyne","conf","H","A",0.224685220763782,0.131018730591204,0.889434142916356,0.981602206587701,0.02,-0.98,327,"Q4",NA
"2","Wichita St.Temple1-3",2025-01-03,"Temple","Wichita St.","conf","H","A",0.64401614060755,0.584653686275972,0.889434142916356,0.851076226723305,0.15,-0.85,102,"Q3","Amer"
"3","NevadaNew Mexico1-3",2025-01-03,"New Mexico","Nevada","conf","H","A",0.86016129091923,0.728645192457891,0.889434142916356,0.749737811663243,0.25,-0.75,63,"Q2","MWC"
"4","FairfieldMerrimack1-3",2025-01-03,"Merrimack","Fairfield","conf","H","A",0.525475789698382,0.156046922712854,0.889434142916356,0.977531458084086,0.02,-0.98,313,"Q4","MAAC"
"5","QuinnipiacSaint Peter's1-3",2025-01-03,"Saint Peter's","Quinnipiac","conf","H","A",0.463272827740457,0.285886400737902,0.889434142916356,0.952593171994533,0.05,-0.95,231,"Q4","MAAC"
"6","Central ConnecticutSaint Francis1-3",2025-01-03,"Saint Francis","Central Connecticut","conf","H","A",0.22219003115952,0.323670264359389,0.889434142916356,0.943849416690783,0.06,-0.94,140,"Q3",NA
"7","AkronBowling Green1-3",2025-01-03,"Bowling Green","Akron","conf","H","A",0.323325030158648,0.489239974029551,0.889434142916356,0.893596977393269,0.11,-0.89,155,"Q3","MAC"
"8","MaristIona1-3",2025-01-03,"Iona","Marist","conf","H","A",0.306698423270866,0.261937987651322,0.889434142916356,0.957746429326323,0.04,-0.96,204,"Q4","MAAC"
"9","IowaWisconsin1-3",2025-01-03,"Wisconsin","Iowa","conf","H","A",0.914792406274129,0.824639738455447,0.889434142916356,0.631084003721204,0.37,-0.63,49,"Q2","B10"
"10","Saint Joseph'sSaint Louis1-3",2025-01-03,"Saint Louis","Saint Joseph's","conf","H","A",0.61770531599331,0.669714698526309,0.889434142916356,0.79868232826106,0.2,-0.8,97,"Q3","A10"
"11","CreightonMarquette1-3",2025-01-03,"Marquette","Creighton","conf","H","A",0.954113892080639,0.786975301377515,0.889434142916356,0.685288890331135,0.31,-0.69,64,"Q2","BE"
"12","Michigan St.Ohio St.1-3",2025-01-03,"Ohio St.","Michigan St.","conf","H","A",0.892393672111006,0.859488158180313,0.889434142916356,0.568057177078898,0.43,-0.57,26,"Q1","B10"
"13","XavierGeorgetown1-3",2025-01-03,"Georgetown","Xavier","conf","H","A",0.801817240940455,0.763961499927086,0.889434142916356,0.713092578163082,0.29,-0.71,57,"Q2","BE"
"14","Chicago St.Wagner1-3",2025-01-03,"Wagner","Chicago St.","conf","H","A",0.272513526126838,0.0689197979085718,0.889434142916356,0.990882280956976,0.01,-0.99,356,"Q4","NEC"
"15","ManhattanSiena1-3",2025-01-03,"Siena","Manhattan","conf","H","A",0.326418261322767,0.180866460011285,0.889434142916356,0.973285274119412,0.03,-0.97,247,"Q4","MAAC"
"16","StonehillMercyhurst1-3",2025-01-03,"Mercyhurst","Stonehill","conf","H","A",0.156727524733436,0.188297488510869,0.889434142916356,0.971970963514794,0.03,-0.97,267,"Q4","NEC"
"17","Le MoyneLIU1-3",2025-01-03,"Le Moyne","LIU","conf","A","H",0.131018730591204,0.224685220763782,0.808598943427281,0.935806139336843,0.06,-0.94,323,"Q4","NEC"
"18","Wichita St.Temple1-3",2025-01-03,"Wichita St.","Temple","conf","A","H",0.584653686275972,0.64401614060755,0.808598943427281,0.700167089949554,0.3,-0.7,128,"Q2","Amer"
"19","NevadaNew Mexico1-3",2025-01-03,"Nevada","New Mexico","conf","A","H",0.728645192457891,0.86016129091923,0.808598943427281,0.407164859491706,0.59,-0.41,74,"Q1","MWC"
"20","FairfieldMerrimack1-3",2025-01-03,"Fairfield","Merrimack","conf","A","H",0.156046922712854,0.525475789698382,0.808598943427281,0.792315664994972,0.21,-0.79,185,"Q3","MAAC"
"21","QuinnipiacSaint Peter's1-3",2025-01-03,"Quinnipiac","Saint Peter's","conf","A","H",0.285886400737902,0.463272827740457,0.808598943427281,0.830349437771021,0.17,-0.83,199,"Q3","MAAC"
"22","Central ConnecticutSaint Francis1-3",2025-01-03,"Central Connecticut","Saint Francis","conf","A","H",0.323670264359389,0.22219003115952,0.808598943427281,0.936664625213309,0.06,-0.94,295,"Q4","NEC"
"23","AkronBowling Green1-3",2025-01-03,"Akron","Bowling Green","conf","A","H",0.489239974029551,0.323325030158648,0.808598943427281,0.898390245169549,0.1,-0.9,288,"Q4","MAC"
"24","MaristIona1-3",2025-01-03,"Marist","Iona","conf","A","H",0.261937987651322,0.306698423270866,0.808598943427281,0.905212501937893,0.09,-0.91,302,"Q4","MAAC"
"25","IowaWisconsin1-3",2025-01-03,"Iowa","Wisconsin","conf","A","H",0.824639738455447,0.914792406274129,0.808598943427281,0.282382421108583,0.72,-0.28,33,"Q1","B10"
"26","Saint Joseph'sSaint Louis1-3",2025-01-03,"Saint Joseph's","Saint Louis","conf","A","H",0.669714698526309,0.61770531599331,0.808598943427281,0.723344446401809,0.28,-0.72,139,"Q3","A10"
"27","CreightonMarquette1-3",2025-01-03,"Creighton","Marquette","conf","A","H",0.786975301377515,0.954113892080639,0.808598943427281,0.168865571531755,0.83,-0.17,9,"Q1","BE"
"28","Michigan St.Ohio St.1-3",2025-01-03,"Michigan St.","Ohio St.","conf","A","H",0.859488158180313,0.892393672111006,0.808598943427281,0.337490873535132,0.66,-0.34,21,"Q1","B10"
"29","XavierGeorgetown1-3",2025-01-03,"Xavier","Georgetown","conf","A","H",0.763961499927086,0.801817240940455,0.808598943427281,0.510808560676931,0.49,-0.51,77,"Q2","BE"
"30","Chicago St.Wagner1-3",2025-01-03,"Chicago St.","Wagner","conf","A","H",0.0689197979085718,0.272513526126838,0.808598943427281,0.918552409250177,0.08,-0.92,316,"Q4","NEC"
"31","ManhattanSiena1-3",2025-01-03,"Manhattan","Siena","conf","A","H",0.180866460011285,0.326418261322767,0.808598943427281,0.897095581780869,0.1,-0.9,242,"Q4","MAAC"
"32","StonehillMercyhurst1-3",2025-01-03,"Stonehill","Mercyhurst","conf","A","H",0.188297488510869,0.156727524733436,0.808598943427281,0.957860370160661,0.04,-0.96,345,"Q4","NEC"
"33","Weber St.Northern Arizona1-4",2025-01-04,"Northern Arizona","Weber St.","conf","H","A",0.381504030003971,0.233927004042798,0.889434142916356,0.963428973718613,0.04,-0.96,273,"Q4","BSky"
"34","BellarmineCentral Arkansas1-4",2025-01-04,"Central Arkansas","Bellarmine","conf","H","A",0.204690179559826,0.0886116726037798,0.889434142916356,0.988057997711843,0.01,-0.99,354,"Q4","ASun"
"35","Eastern KentuckyNorth Alabama1-4",2025-01-04,"North Alabama","Eastern Kentucky","conf","H","A",0.570506605615847,0.45019944980258,0.889434142916356,0.907613603799585,0.09,-0.91,183,"Q4","ASun"
"36","Boise St.San Diego St.1-4",2025-01-04,"San Diego St.","Boise St.","conf","H","A",0.889825782390889,0.774629888488593,0.889434142916356,0.700636943852289,0.3,-0.7,52,"Q2","MWC"
"37","Green BayNorthern Kentucky1-4",2025-01-04,"Northern Kentucky","Green Bay","conf","H","A",0.425323127107902,0.129869819494101,0.889434142916356,0.981784239785549,0.02,-0.98,330,"Q4","Horz"
"38","SeattleCal Baptist1-4",2025-01-04,"Cal Baptist","Seattle","conf","H","A",0.557658368254108,0.461365543049971,0.889434142916356,0.903768858652728,0.1,-0.9,156,"Q3","WAC"
"39","Saint Mary'sPortland1-4",2025-01-04,"Portland","Saint Mary's","conf","H","A",0.242734431742647,0.819293841368507,0.889434142916356,0.63954816884831,0.36,-0.64,50,"Q2","WCC"
"40","Western KentuckyFIU1-4",2025-01-04,"FIU","Western Kentucky","conf","H","A",0.42800780326835,0.571634288009308,0.889434142916356,0.857716490174678,0.14,-0.86,113,"Q3","CUSA"
"41","Illinois ChicagoBelmont1-4",2025-01-04,"Belmont","Illinois Chicago","conf","H","A",0.589775085360967,0.449751814135694,0.889434142916356,0.907765149156778,0.09,-0.91,124,"Q3","MVC"
"42","UMBCBinghamton1-4",2025-01-04,"Binghamton","UMBC","conf","H","A",0.248161253024672,0.269413735957355,0.889434142916356,0.956168155433349,0.04,-0.96,255,"Q4","AE"
"43","RichmondMassachusetts1-4",2025-01-04,"Massachusetts","Richmond","conf","H","A",0.436328890090927,0.250303069860187,0.889434142916356,0.960150137074265,0.04,-0.96,272,"Q4","A10"
"44","PresbyterianGardner Webb1-4",2025-01-04,"Gardner Webb","Presbyterian","conf","H","A",0.432048047413578,0.235063959752736,0.889434142916356,0.963205156233393,0.04,-0.96,222,"Q4","BSth"
"45","CampbellUNC Wilmington1-4",2025-01-04,"UNC Wilmington","Campbell","conf","H","A",0.637032793400233,0.169863251344888,0.889434142916356,0.975194483805962,0.02,-0.98,287,"Q4","CAA"
"46","TexasTexas A&M1-4",2025-01-04,"Texas A&M","Texas","conf","H","A",0.934076948423832,0.840745271264806,0.889434142916356,0.60376806522336,0.4,-0.6,39,"Q2","SEC"
"47","UCLANebraska1-4",2025-01-04,"Nebraska","UCLA","conf","H","A",0.908108636334291,0.89406773138986,0.889434142916356,0.48800043228101,0.51,-0.49,15,"Q1","B10"
"48","Kansas St.TCU1-4",2025-01-04,"TCU","Kansas St.","conf","H","A",0.854879682102316,0.689976188592072,0.889434142916356,0.783293938975478,0.22,-0.78,115,"Q3","B12"
"49","San Jose St.UNLV1-4",2025-01-04,"UNLV","San Jose St.","conf","H","A",0.757623279148072,0.421917152969926,0.889434142916356,0.916818331550435,0.08,-0.92,214,"Q4","MWC"
"50","Cal PolyHawaii1-4",2025-01-04,"Hawaii","Cal Poly","conf","H","A",0.524921752578168,0.325519782407792,0.889434142916356,0.943400633078062,0.06,-0.94,194,"Q4","BW"
"51","UT Rio Grande ValleyNew Orleans1-4",2025-01-04,"New Orleans","UT Rio Grande Valley","conf","H","A",0.216708865862009,0.369336292909175,0.889434142916356,0.932140192834836,0.07,-0.93,174,"Q4","Slnd"
"52","VermontNew Hampshire1-4",2025-01-04,"New Hampshire","Vermont","conf","H","A",0.11084967358973,0.255319224414814,0.889434142916356,0.959121564173354,0.04,-0.96,279,"Q4","AE"
"53","StanfordPittsburgh1-4",2025-01-04,"Pittsburgh","Stanford","conf","H","A",0.910631179408818,0.668252053710195,0.889434142916356,0.799742247415072,0.2,-0.8,87,"Q3","ACC"
"54","SamfordWestern Carolina1-4",2025-01-04,"Western Carolina","Samford","conf","H","A",0.24223063389943,0.568883711323886,0.889434142916356,0.859080757934286,0.14,-0.86,100,"Q3","SC"
"55","Bethune CookmanFlorida A&M1-4",2025-01-04,"Florida A&M","Bethune Cookman","conf","H","A",0.147349896611981,0.271492700172991,0.889434142916356,0.955724428483932,0.04,-0.96,258,"Q4","SWAC"
"56","VCULoyola Chicago1-4",2025-01-04,"Loyola Chicago","VCU","conf","H","A",0.685545317175902,0.791463408462131,0.889434142916356,0.679441207699184,0.32,-0.68,67,"Q2","A10"
"57","MilwaukeeDetroit Mercy1-4",2025-01-04,"Detroit Mercy","Milwaukee","conf","H","A",0.226673628721574,0.427959544532665,0.889434142916356,0.914913035872444,0.09,-0.91,130,"Q3",NA
"58","LouisianaGeorgia St.1-4",2025-01-04,"Georgia St.","Louisiana","conf","H","A",0.287372311267628,0.207827471040619,0.889434142916356,0.968417039478455,0.03,-0.97,321,"Q4","SB"
"59","William & MaryStony Brook1-4",2025-01-04,"Stony Brook","William & Mary","conf","H","A",0.180868905538782,0.367570008371561,0.889434142916356,0.93261876010408,0.07,-0.93,205,"Q4","CAA"
"60","South AlabamaGeorgia Southern1-4",2025-01-04,"Georgia Southern","South Alabama","conf","H","A",0.424189052610773,0.435794150720548,0.889434142916356,0.912394069600241,0.09,-0.91,111,"Q3","SB"
"61","Grambling St.Prairie View A&M1-4",2025-01-04,"Prairie View A&M","Grambling St.","conf","H","A",0.244874615206494,0.167875144894922,0.889434142916356,0.975534847135772,0.02,-0.98,318,"Q4","SWAC"
"62","UC DavisCal St. Northridge1-4",2025-01-04,"Cal St. Northridge","UC Davis","conf","H","A",0.636741513799978,0.266960303863397,0.889434142916356,0.956689095048977,0.04,-0.96,220,"Q4","BW"
"63","Charleston SouthernLongwood1-4",2025-01-04,"Longwood","Charleston Southern","conf","H","A",0.513290520111434,0.215991720332316,0.889434142916356,0.966886934654478,0.03,-0.97,271,"Q4","BSth"
"64","TulsaUAB1-4",2025-01-04,"UAB","Tulsa","conf","H","A",0.644305319115576,0.260541245493002,0.889434142916356,0.958038340087251,0.04,-0.96,309,"Q4","Amer"
"65","HofstraNortheastern1-4",2025-01-04,"Northeastern","Hofstra","conf","H","A",0.590282250484597,0.306947986529698,0.889434142916356,0.947816812064519,0.05,-0.95,209,"Q4","CAA"
"66","SyracuseFlorida St.1-4",2025-01-04,"Florida St.","Syracuse","conf","H","A",0.840105817638423,0.441550622898323,0.889434142916356,0.910507346516872,0.09,-0.91,157,"Q3","ACC"
"67","BuffaloMiami OH1-4",2025-01-04,"Miami OH","Buffalo","conf","H","A",0.516814680987396,0.0962457622747362,0.889434142916356,0.986934476060153,0.01,-0.99,333,"Q4","MAC"
"68","WyomingAir Force1-4",2025-01-04,"Air Force","Wyoming","conf","H","A",0.273757513656246,0.460985354512074,0.889434142916356,0.903901839839616,0.1,-0.9,148,"Q3","MWC"
"69","Louisiana TechNew Mexico St.1-4",2025-01-04,"New Mexico St.","Louisiana Tech","conf","H","A",0.516853610397545,0.537366983379011,0.889434142916356,0.873826841121574,0.13,-0.87,105,"Q3","CUSA"
"70","DukeSMU1-4",2025-01-04,"SMU","Duke","conf","H","A",0.872963987518621,0.961422510101481,0.889434142916356,0.244018863017304,0.76,-0.24,3,"Q1","ACC"
"71","San FranciscoWashington St.1-4",2025-01-04,"Washington St.","San Francisco","conf","H","A",0.872781454786511,0.769139662253462,0.889434142916356,0.707135962642199,0.29,-0.71,60,"Q2","WCC"
"72","UTSATulane1-4",2025-01-04,"Tulane","UTSA","conf","H","A",0.557566082939711,0.278632009395449,0.889434142916356,0.954184368480535,0.05,-0.95,238,"Q4","Amer"
"73","DePaulVillanova1-4",2025-01-04,"Villanova","DePaul","conf","H","A",0.852908537351501,0.643036888828395,0.889434142916356,0.81703760541977,0.18,-0.82,90,"Q3","BE"
"74","St. ThomasNorth Dakota1-4",2025-01-04,"North Dakota","St. Thomas","conf","H","A",0.311337243752276,0.591225555593418,0.889434142916356,0.847605150839229,0.15,-0.85,98,"Q3","Sum"
"75","Idaho St.Northern Colorado1-4",2025-01-04,"Northern Colorado","Idaho St.","conf","H","A",0.630378339590087,0.219016066827509,0.889434142916356,0.966313254711812,0.03,-0.97,168,"Q4","BSky"
"76","George MasonRhode Island1-4",2025-01-04,"Rhode Island","George Mason","conf","H","A",0.73779817616151,0.715231591259198,0.889434142916356,0.762066751396479,0.24,-0.76,83,"Q3","A10"
"77","Oklahoma St.West Virginia1-4",2025-01-04,"West Virginia","Oklahoma St.","conf","H","A",0.910549651862911,0.581640680789564,0.889434142916356,0.852640388665661,0.15,-0.85,118,"Q3","B12"
"78","Jacksonville St.Kennesaw St.1-4",2025-01-04,"Kennesaw St.","Jacksonville St.","conf","H","A",0.441179483109819,0.43321895282074,0.889434142916356,0.913228186090045,0.09,-0.91,146,"Q3","CUSA"
"79","Texas A&M Corpus ChrisSoutheastern Louisiana1-4",2025-01-04,"Southeastern Louisiana","Texas A&M Corpus Chris","conf","H","A",0.439652612700176,0.437882446121534,0.889434142916356,0.911713182465762,0.09,-0.91,188,"Q4","Slnd"
"80","HamptonElon1-4",2025-01-04,"Elon","Hampton","conf","H","A",0.625621786775869,0.24724451739838,0.889434142916356,0.960771639513504,0.04,-0.96,203,"Q4","CAA"
"81","N.C. StateWake Forest1-4",2025-01-04,"Wake Forest","N.C. State","conf","H","A",0.734942409141097,0.660499065452347,0.889434142916356,0.80525298244982,0.19,-0.81,104,"Q3","ACC"
"82","Little RockTennessee St.1-4",2025-01-04,"Tennessee St.","Little Rock","conf","H","A",0.242180618301261,0.305157668624634,0.889434142916356,0.948232171796562,0.05,-0.95,208,"Q4","OVC"
"83","PepperdinePacific1-4",2025-01-04,"Pacific","Pepperdine","conf","H","A",0.357862712385011,0.357862998055772,0.889434142916356,0.935210348513931,0.06,-0.94,210,"Q4","WCC"
"84","WoffordEast Tennessee St.1-4",2025-01-04,"East Tennessee St.","Wofford","conf","H","A",0.567855723419536,0.399030772490672,0.889434142916356,0.923753892710377,0.08,-0.92,163,"Q4","SC"
"85","Louisiana MonroeCoastal Carolina1-4",2025-01-04,"Coastal Carolina","Louisiana Monroe","conf","H","A",0.358377786120317,0.110193900481076,0.889434142916356,0.984838765931766,0.02,-0.98,346,"Q4","SB"
"86","Western IllinoisEastern Illinois1-4",2025-01-04,"Eastern Illinois","Western Illinois","conf","H","A",0.313569672966689,0.108588063838783,0.889434142916356,0.98508292491432,0.01,-0.99,317,"Q4","OVC"
"87","Nebraska OmahaNorth Dakota St.1-4",2025-01-04,"North Dakota St.","Nebraska Omaha","conf","H","A",0.809407124074481,0.252095179394013,0.889434142916356,0.959783992691268,0.04,-0.96,278,"Q4","Sum"
"88","LouisvilleVirginia1-4",2025-01-04,"Virginia","Louisville","conf","H","A",0.758278059005712,0.805008575864634,0.889434142916356,0.660848292438703,0.34,-0.66,51,"Q2","ACC"
"89","IU IndyCleveland St.1-4",2025-01-04,"Cleveland St.","IU Indy","conf","H","A",0.429854948599175,0.12717680921135,0.889434142916356,0.982209304292242,0.02,-0.98,336,"Q4","Horz"
"90","OklahomaAlabama1-4",2025-01-04,"Alabama","Oklahoma","conf","H","A",0.95860947296522,0.793624158149323,0.889434142916356,0.67657216784325,0.32,-0.68,42,"Q2","SEC"
"91","DaytonGeorge Washington1-4",2025-01-04,"George Washington","Dayton","conf","H","A",0.556665005396612,0.803110084328696,0.889434142916356,0.663543848201161,0.34,-0.66,43,"Q2","A10"
"92","CaliforniaClemson1-4",2025-01-04,"Clemson","California","conf","H","A",0.901345407266052,0.501576756191045,0.889434142916356,0.88881237632426,0.11,-0.89,123,"Q3","ACC"
"93","North CarolinaNotre Dame1-4",2025-01-04,"Notre Dame","North Carolina","conf","H","A",0.765584657817753,0.783293767457517,0.889434142916356,0.689976404735844,0.31,-0.69,46,"Q2","ACC"
"94","Youngstown St.Purdue Fort Wayne1-4",2025-01-04,"Purdue Fort Wayne","Youngstown St.","conf","H","A",0.605197266911586,0.379688345174521,0.889434142916356,0.929290757744659,0.07,-0.93,171,"Q4",NA
"95","MissouriAuburn1-4",2025-01-04,"Auburn","Missouri","conf","H","A",0.983042687570524,0.790724661715582,0.889434142916356,0.680414016817167,0.32,-0.68,48,"Q2","SEC"
"96","Boston CollegeGeorgia Tech1-4",2025-01-04,"Georgia Tech","Boston College","conf","H","A",0.737303881936061,0.401801093347898,0.889434142916356,0.922937182685082,0.08,-0.92,192,"Q4","ACC"
"97","VanderbiltLSU1-4",2025-01-04,"LSU","Vanderbilt","conf","H","A",0.843841357253572,0.806256237296992,0.889434142916356,0.659060209687866,0.34,-0.66,35,"Q2","SEC"
"98","Maryland Eastern ShoreNorfolk St.1-4",2025-01-04,"Norfolk St.","Maryland Eastern Shore","conf","H","A",0.610370193789268,0.0869421467266573,0.889434142916356,0.988301537848631,0.01,-0.99,355,"Q4","MEAC"
"99","UT ArlingtonTarleton St.1-4",2025-01-04,"Tarleton St.","UT Arlington","conf","H","A",0.255719384193193,0.412595840623903,0.889434142916356,0.91969562800589,0.08,-0.92,158,"Q3","WAC"
"100","South CarolinaMississippi St.1-4",2025-01-04,"Mississippi St.","South Carolina","conf","H","A",0.924447413776795,0.704504200080383,0.889434142916356,0.771382571060846,0.23,-0.77,85,"Q3","SEC"
"101","TroyMarshall1-4",2025-01-04,"Marshall","Troy","conf","H","A",0.524300944774818,0.562549011525636,0.889434142916356,0.862173460011121,0.14,-0.86,117,"Q3","SB"
"102","Ball St.Kent St.1-4",2025-01-04,"Kent St.","Ball St.","conf","H","A",0.642356739187544,0.258203026147691,0.889434142916356,0.958524948696112,0.04,-0.96,284,"Q4","MAC"
"103","LipscombNorth Florida1-4",2025-01-04,"North Florida","Lipscomb","conf","H","A",0.451920456035501,0.668851543744879,0.889434142916356,0.799308613978338,0.2,-0.8,89,"Q3","ASun"
"104","StetsonWest Georgia1-4",2025-01-04,"West Georgia","Stetson","conf","H","A",0.205195343759387,0.0830500802934127,0.889434142916356,0.98886630655192,0.01,-0.99,358,"Q4","ASun"
"105","MaineBryant1-4",2025-01-04,"Bryant","Maine","conf","H","A",0.486281297382959,0.268407177137914,0.889434142916356,0.956382233037048,0.04,-0.96,198,"Q4","AE"
"106","Florida Gulf CoastQueens1-4",2025-01-04,"Queens","Florida Gulf Coast","conf","H","A",0.364124957871505,0.450042643798928,0.889434142916356,0.907666712190836,0.09,-0.91,145,"Q3","ASun"
"107","Northern IllinoisEastern Michigan1-4",2025-01-04,"Eastern Michigan","Northern Illinois","conf","H","A",0.271343188137846,0.0923379395896206,0.889434142916356,0.98751163855677,0.01,-0.99,350,"Q4","MAC"
"108","LindenwoodSIU Edwardsville1-4",2025-01-04,"SIU Edwardsville","Lindenwood","conf","H","A",0.401679068055585,0.139886500097202,0.889434142916356,0.980183154891245,0.02,-0.98,312,"Q4","OVC"
"109","Arkansas Pine BluffAlabama A&M1-4",2025-01-04,"Alabama A&M","Arkansas Pine Bluff","conf","H","A",0.126691539676517,0.0609876672039575,0.889434142916356,0.991990864554442,0.01,-0.99,363,"Q4","SWAC"
"110","San DiegoOregon St.1-4",2025-01-04,"Oregon St.","San Diego","conf","H","A",0.807105985344937,0.204540910899336,0.889434142916356,0.969025466944149,0.03,-0.97,310,"Q4","WCC"
"111","Long Beach St.Cal St. Bakersfield1-4",2025-01-04,"Cal St. Bakersfield","Long Beach St.","conf","H","A",0.402921034909262,0.21160386731642,0.889434142916356,0.967712623228295,0.03,-0.97,306,"Q4","BW"
"112","BYUHouston1-4",2025-01-04,"Houston","BYU","conf","H","A",0.981652988942591,0.860271079242281,0.889434142916356,0.566462073555202,0.43,-0.57,40,"Q2","B12"
"113","Sam Houston St.UTEP1-4",2025-01-04,"UTEP","Sam Houston St.","conf","H","A",0.76156187957652,0.396090722515743,0.889434142916356,0.924614004231566,0.08,-0.92,170,"Q4","CUSA"
"114","Portland St.Sacramento St.1-4",2025-01-04,"Sacramento St.","Portland St.","conf","H","A",0.170990075951133,0.247966977617791,0.889434142916356,0.960625218132563,0.04,-0.96,239,"Q4","BSky"
"115","Texas St.Appalachian St.1-4",2025-01-04,"Appalachian St.","Texas St.","conf","H","A",0.537464839819834,0.456843195056833,0.889434142916356,0.905341108184938,0.09,-0.91,138,"Q3","SB"
"116","ChattanoogaThe Citadel1-4",2025-01-04,"The Citadel","Chattanooga","conf","H","A",0.139060875493954,0.361395851746359,0.889434142916356,0.934274603959921,0.07,-0.93,206,"Q4","SC"
"117","McNeese St.Texas A&M Commerce1-4",2025-01-04,"Texas A&M Commerce","McNeese St.","conf","H","A",0.162311443137171,0.751205646227656,0.889434142916356,0.727092610885252,0.27,-0.73,81,"Q3","Slnd"
"118","FurmanUNC Greensboro1-4",2025-01-04,"UNC Greensboro","Furman","conf","H","A",0.571750702719904,0.592432819145227,0.889434142916356,0.846958481759713,0.15,-0.85,73,"Q2","SC"
"119","UC RiversideUC Irvine1-4",2025-01-04,"UC Irvine","UC Riverside","conf","H","A",0.770297075692986,0.405408636267092,0.889434142916356,0.921864444493393,0.08,-0.92,137,"Q3","BW"
"120","Northern IowaValparaiso1-4",2025-01-04,"Valparaiso","Northern Iowa","conf","H","A",0.469928853722293,0.628933130941287,0.889434142916356,0.825970103680576,0.17,-0.83,78,"Q3","MVC"
"121","WinthropRadford1-4",2025-01-04,"Radford","Winthrop","conf","H","A",0.474984247772009,0.36774770606027,0.889434142916356,0.932570712463336,0.07,-0.93,178,"Q4","BSth"
"122","Middle TennesseeLiberty1-4",2025-01-04,"Liberty","Middle Tennessee","conf","H","A",0.840203825302516,0.552873661380848,0.889434142916356,0.866768741993722,0.13,-0.87,120,"Q3","CUSA"
"123","Morehead St.Tennessee Tech1-4",2025-01-04,"Tennessee Tech","Morehead St.","conf","H","A",0.304450953721842,0.184785591857877,0.889434142916356,0.972594648655943,0.03,-0.97,297,"Q4","OVC"
"124","Nicholls St.Northwestern St.1-4",2025-01-04,"Northwestern St.","Nicholls St.","conf","H","A",0.34533705012357,0.302370878697109,0.889434142916356,0.948875191647549,0.05,-0.95,237,"Q4","Slnd"
"125","South Carolina St.Morgan St.1-4",2025-01-04,"Morgan St.","South Carolina St.","conf","H","A",0.143138696473205,0.33250313914414,0.889434142916356,0.941687638230212,0.06,-0.94,227,"Q4","MEAC"
"126","Southern UtahGrand Canyon1-4",2025-01-04,"Grand Canyon","Southern Utah","conf","H","A",0.779016274417243,0.317199598499316,0.889434142916356,0.945403677738677,0.05,-0.95,240,"Q4","WAC"
"127","GonzagaLoyola Marymount1-4",2025-01-04,"Loyola Marymount","Gonzaga","conf","H","A",0.656951397014765,0.93130703882661,0.889434142916356,0.372392129651092,0.63,-0.37,8,"Q1","WCC"
"128","UC San DiegoCal St. Fullerton1-4",2025-01-04,"Cal St. Fullerton","UC San Diego","conf","H","A",0.277880145624171,0.689311726318671,0.889434142916356,0.78382043973877,0.22,-0.78,56,"Q2","BW"
"129","Mississippi Valley St.Alabama St.1-4",2025-01-04,"Alabama St.","Mississippi Valley St.","conf","H","A",0.36455059267834,0.0231407789069767,0.889434142916356,0.997063863721375,0,-1,364,"Q4","SWAC"
"130","Austin PeayJacksonville1-4",2025-01-04,"Jacksonville","Austin Peay","conf","H","A",0.486399623824545,0.19765819832032,0.889434142916356,0.97028591375389,0.03,-0.97,260,"Q4","ASun"
"131","BaylorIowa St.1-4",2025-01-04,"Iowa St.","Baylor","conf","H","A",0.961338688731377,0.883750734661817,0.889434142916356,0.514130188304954,0.49,-0.51,16,"Q1","B12"
"132","ArkansasTennessee1-4",2025-01-04,"Tennessee","Arkansas","conf","H","A",0.975753244513018,0.826946557179138,0.889434142916356,0.62734288553083,0.37,-0.63,37,"Q2","SEC"
"133","High PointUNC Asheville1-4",2025-01-04,"UNC Asheville","High Point","conf","H","A",0.523932269578024,0.524094473838904,0.889434142916356,0.879586634669449,0.12,-0.88,134,"Q3","BSth"
"134","Abilene ChristianUtah Valley1-4",2025-01-04,"Utah Valley","Abilene Christian","conf","H","A",0.585560286888159,0.277173267931955,0.889434142916356,0.954501108711817,0.05,-0.95,257,"Q4","WAC"
"135","ColoradoArizona St.1-4",2025-01-04,"Arizona St.","Colorado","conf","H","A",0.825811966998122,0.685872412858435,0.889434142916356,0.786521131619595,0.21,-0.79,80,"Q3","B12"
"136","North Carolina CentralCoppin St.1-4",2025-01-04,"Coppin St.","North Carolina Central","conf","H","A",0.0859967573923119,0.164218386629092,0.889434142916356,0.976157268892169,0.02,-0.98,296,"Q4","MEAC"
"137","FloridaKentucky1-4",2025-01-04,"Kentucky","Florida","conf","H","A",0.941505590374419,0.922228745435467,0.889434142916356,0.40418746784567,0.6,-0.4,4,"Q1","SEC"
"138","MercerVMI1-4",2025-01-04,"VMI","Mercer","conf","H","A",0.145242098937432,0.249074584086107,0.889434142916356,0.960400278868817,0.04,-0.96,225,"Q4","SC"
"139","Southeast Missouri St.Tennessee Martin1-4",2025-01-04,"Tennessee Martin","Southeast Missouri St.","conf","H","A",0.365486863413925,0.277262838565931,0.889434142916356,0.954481690808421,0.05,-0.95,229,"Q4","OVC"
"140","ButlerSt. John's1-4",2025-01-04,"St. John's","Butler","conf","H","A",0.929701256043494,0.710978961212798,0.889434142916356,0.765815278174406,0.23,-0.77,79,"Q3","BE"
