"","date","opponent_rk","opponent","result","location","pace","off_eff","off_eff_rk","off_e_fg_pct","off_to_pct","off_or_pct","off_ftr","off_fgm_2","off_fga_2","off_fg_2_pct","off_fgm_3","off_fga_3","off_fg_3_pct","off_fg_3a_pct","def_eff","def_eff_rk","def_e_fg_pct","def_to_pct","def_or_pct","def_ftr","def_fgm_2","def_fga_2","def_fg_2_pct","def_fgm_3","def_fga_3","def_fg_3_pct","def_fg_3a_pct","wl","team_score","opponent_score","day_date","game_date","season","coach"
"633",2021-01-20,175,"Wake Forest","W, 80-73","H",77,104,13,49.2,15.6,27.8,43.5,26,53,49.1,3,9,33.3,14.5,94.9,10,50,26,26.3,28.8,10,25,40,13,34,38.2,57.6,"W",80,73,"Wed Jan 20",20210120,2021,"Roy Williams"
"634",2021-01-23,71,"N.C. State","W, 86-76","H",76,113.4,4,57.4,17.1,37.8,26.5,33,57,57.9,4,11,36.4,16.2,100.2,8,51.5,14.5,18.9,19.7,25,48,52.1,6,18,33.3,27.3,"W",86,76,"Sat Jan 23",20210123,2021,"Roy Williams"
"635",2021-01-26,97,"Pittsburgh","W, 75-65","A",65,115.6,4,55.7,20,43.8,22.9,28,44,63.6,4,17,23.5,27.9,100.2,10,47.3,17,32.4,30.9,17,40,42.5,6,15,40,27.3,"W",75,65,"Tue Jan 26",20210126,2021,"Roy Williams"
"636",2021-02-02,45,"Clemson","L, 63-50","A",65,77.1,21,44.3,26.2,22.6,47.7,12,25,48,5,19,26.3,43.2,97.2,10,47.4,10.8,11.4,21.1,15,34,44.1,8,23,34.8,40.4,"L",50,63,"Tue Feb 2",20210202,2021,"Roy Williams"
"637",2021-02-06,36,"Duke","W, 91-87","A",76,119.9,2,60.9,21.1,40,34.4,24,49,49,10,15,66.7,23.4,114.6,17,61.9,19.8,29.4,10.4,25,42,59.5,11,25,44,37.3,"W",91,87,"Sat Feb 6",20210206,2021,"Roy Williams"
"638",2021-02-13,19,"Virginia","L, 60-48","A",58,82.2,22,36.2,13.7,30,20.7,18,42,42.9,2,16,12.5,27.6,102.8,9,50,10.3,17.1,39.6,9,26,34.6,10,22,45.5,45.8,"L",48,60,"Sat Feb 13",20210213,2021,"Roy Williams"
"639",2021-02-17,168,"Northeastern","W, 82-62","H",74,110.2,5,46,13.4,40.5,21.3,27,58,46.6,5,17,29.4,22.7,83.3,3,44.1,21.5,20.5,22,11,29,37.9,10,30,33.3,50.8,"W",82,62,"Wed Feb 17",20210217,2021,"Roy Williams"
"640",2021-02-20,59,"Louisville","W, 99-54","H",73,136.3,1,66.7,15.2,47.1,26.1,34,51,66.7,8,18,44.4,26.1,74.3,2,33.6,22,35.6,17.9,21,51,41.2,1,16,6.2,23.9,"W",99,54,"Sat Feb 20",20210220,2021,"Roy Williams"
"641",2021-02-24,83,"Marquette","L, 83-70","H",76,92.1,20,45.8,25,33.3,36.7,20,42,47.6,5,18,27.8,30,109.2,21,59.8,23.7,26.7,35.7,20,32,62.5,9,24,37.5,42.9,"L",70,83,"Wed Feb 24",20210224,2021,"Roy Williams"
"642",2021-02-27,15,"Florida St.","W, 78-70","H",75,103.5,10,42.5,27.9,52.6,50,18,37,48.6,5,23,21.7,38.3,92.9,4,42.5,22.6,42.9,29.9,21,50,42,5,17,29.4,25.4,"W",78,70,"Sat Feb 27",20210227,2021,"Roy Williams"
"643",2021-03-01,42,"Syracuse","L, 72-70","A",72,97.2,18,41.2,27.8,56.5,32.4,22,48,45.8,4,20,20,29.4,99.9,7,47,16.7,32.5,21.2,19,40,47.5,8,26,30.8,39.4,"L",70,72,"Mon Mar 1",20210301,2021,"Roy Williams"
"644",2021-03-06,36,"Duke","W, 91-73","H",80,113.8,3,62.5,25,29.6,46.4,23,38,60.5,8,18,44.4,32.1,91.3,3,44.2,18.8,28.6,23.2,23,42,54.8,5,27,18.5,39.1,"W",91,73,"Sat Mar 6",20210306,2021,"Roy Williams"
"645",2021-03-10,85,"Notre Dame","W, 101-59","N",71,142.2,1,56.5,15.5,61,23.4,30,53,56.6,9,24,37.5,31.2,83,2,36.9,22.5,34.1,29.5,12,35,34.3,7,26,26.9,42.6,"W",101,59,"Wed Mar 10",20210310,2021,"Roy Williams"
"646",2021-03-11,52,"Virginia Tech","W, 81-73","N",72,113,5,50.8,15.3,37.5,42.9,20,42,47.6,8,21,38.1,33.3,101.8,9,53.3,15.3,20,26.7,20,42,47.6,8,18,44.4,30,"W",81,73,"Thu Mar 11",20210311,2021,"Roy Williams"
"647",2021-03-12,15,"Florida St.","L, 69-66","N",71,92.8,18,38.2,16.9,42,36.8,17,50,34,6,18,33.3,26.5,97,7,50,25.3,32.3,41.5,19,40,47.5,5,13,38.5,24.5,"L",66,69,"Fri Mar 12",20210312,2021,"Roy Williams"
"648",2021-03-19,14,"Wisconsin","L, 85-62","N",66,93.6,18,42.3,15.1,30,15.4,20,52,38.5,5,13,38.5,20,128.3,29,61.5,10.6,29,19.7,18,34,52.9,13,27,48.1,44.3,"L",62,85,"Fri Mar 19",20210319,2021,"Roy Williams"
"649",2021-11-09,271,"Loyola MD","W, 83-67","H",74,112,6,60,16.2,18.2,50.9,21,34,61.8,8,21,38.1,38.2,90.4,9,50,16.2,8.8,38.2,17,30,56.7,7,25,28,45.5,"W",83,67,"Tue Nov 9",20211109,2022,"Hubert Davis"
"650",2021-11-12,204,"Brown","W, 94-87","H",71,132.8,1,58.9,9.9,39.4,45.2,23,41,56.1,9,21,42.9,33.9,122.9,28,55.5,7.1,27.8,12.3,30,54,55.6,7,19,36.8,26,"W",94,87,"Fri Nov 12",20211112,2022,"Hubert Davis"
"651",2021-11-16,144,"Charleston","W, 94-83","A",85,111.2,7,60.2,20.1,22.6,54.2,25,39,64.1,7,20,35,33.9,98.2,11,43.5,10.6,22.2,29.9,17,47,36.2,11,30,36.7,39,"W",94,83,"Tue Nov 16",20211116,2022,"Hubert Davis"
"652",2021-11-20,14,"Purdue","L, 93-84","N",77,109.7,12,53.6,18.3,30.8,17.4,19,40,47.5,12,29,41.4,42,121.5,20,63.9,11.8,13.8,36.1,24,38,63.2,10,23,43.5,37.7,"L",84,93,"Sat Nov 20",20211120,2022,"Hubert Davis"
"653",2021-11-21,9,"Tennessee","L, 89-72","N",74,97.4,12,49.1,17.6,14.3,40,12,32,37.5,10,23,43.5,41.8,120.4,27,60.7,13.5,24.2,7.1,29,50,58,9,20,45,28.6,"L",72,89,"Sun Nov 21",20211121,2022,"Hubert Davis"
"654",2021-11-23,209,"UNC Asheville","W, 72-53","H",66,108.4,11,55.5,27.1,48.1,23.6,20,41,48.8,7,14,50,25.5,79.8,3,31.6,10.5,28.3,20.6,11,31,35.5,7,37,18.9,54.4,"W",72,53,"Tue Nov 23",20211123,2022,"Hubert Davis"
"655",2021-12-01,27,"Michigan","W, 72-51","H",65,111.4,9,52.2,9.3,27,4.5,23,48,47.9,8,19,42.1,28.4,78.9,1,39.5,20.1,22.2,10.5,15,41,36.6,5,16,31.2,28.1,"W",72,51,"Wed Dec 1",20211201,2022,"Hubert Davis"
"656",2021-12-05,156,"Georgia Tech","W, 79-62","A",66,119.6,3,65.5,21.2,29.2,14.6,21,38,55.3,10,17,58.8,30.9,93.8,14,51.9,19.7,13.3,13,19,38,50,6,16,37.5,29.6,"W",79,62,"Sun Dec 5",20211205,2022,"Hubert Davis"
"657",2021-12-11,247,"Elon","W, 80-63","H",76,104.6,17,44.9,20.9,40.5,59.3,16,36,44.4,7,23,30.4,39,82.4,6,50,20.9,5.7,15.5,17,29,58.6,8,29,27.6,50,"W",80,63,"Sat Dec 11",20211211,2022,"Hubert Davis"
"658",2021-12-14,74,"Furman","W, 74-61","H",64,116.5,7,54.2,12.6,36.4,23.3,25,44,56.8,5,16,31.2,26.7,96,5,48.3,11,11.1,5,14,27,51.9,10,33,30.3,55,"W",74,61,"Tue Dec 14",20211214,2022,"Hubert Davis"
"659",2021-12-18,6,"Kentucky","L, 98-69","N",72,95.6,18,44.3,16.6,18.2,52.8,22,40,55,1,13,7.7,24.5,135.8,31,59.7,12.5,46,23.6,31,57,54.4,8,15,53.3,20.8,"L",69,98,"Sat Dec 18",20211218,2022,"Hubert Davis"
"660",2021-12-21,166,"Appalachian St.","W, 70-50","H",68,103.2,14,52.4,22.1,37.8,14.5,22,46,47.8,7,16,43.8,25.8,73.8,2,34.4,16.2,23.3,10.9,16,34,47.1,4,30,13.3,46.9,"W",70,50,"Tue Dec 21",20211221,2022,"Hubert Davis"
"661",2022-01-02,114,"Boston College","W, 91-65","A",72,126.3,2,61.5,12.5,23.3,31.1,21,38,55.3,11,23,47.8,37.7,90.2,6,37.3,11.1,25.5,28.4,13,39,33.3,8,28,28.6,41.8,"W",91,65,"Sun Jan 2",20220102,2022,"Hubert Davis"
"662",2022-01-05,38,"Notre Dame","L, 78-73","A",72,101.4,15,55.9,19.4,16.1,13.6,21,37,56.8,8,22,36.4,37.3,108.3,16,58.2,9.7,2.9,18,16,30,53.3,13,31,41.9,50.8,"L",73,78,"Wed Jan 5",20220105,2022,"Hubert Davis"
"663",2022-01-08,72,"Virginia","W, 74-58","H",62,120.2,3,56.8,14.6,34.4,18.6,17,34,50,11,25,44,42.4,94.2,10,50,16.2,21.9,7.1,19,44,43.2,6,12,50,21.4,"W",74,58,"Sat Jan 8",20220108,2022,"Hubert Davis"
"664",2022-01-15,156,"Georgia Tech","W, 88-65","H",74,119.2,4,54.8,17.6,33.3,33.3,21,38,55.3,9,25,36,39.7,88.1,8,48.3,14.9,11.4,23.7,24,45,53.3,3,14,21.4,23.7,"W",88,65,"Sat Jan 15",20220115,2022,"Hubert Davis"
"665",2022-01-18,41,"Miami FL","L, 85-57","A",69,82.2,35,38.5,20.2,32.6,16.9,16,35,45.7,6,30,20,46.2,122.6,31,56.4,5.8,21.1,34.9,16,35,45.7,13,28,46.4,44.4,"L",57,85,"Tue Jan 18",20220118,2022,"Hubert Davis"
"666",2022-01-22,35,"Wake Forest","L, 98-76","A",80,95.5,22,37,13.8,39.7,28.4,21,53,39.6,6,28,21.4,34.6,123.2,30,62.7,10.1,10,54.2,22,33,66.7,10,26,38.5,44.1,"L",76,98,"Sat Jan 22",20220122,2022,"Hubert Davis"
"667",2022-01-24,19,"Virginia Tech","W, 78-68","H",67,116.8,8,44.4,10.5,37.2,41.3,13,38,34.2,10,25,40,39.7,101.8,12,52.6,13.5,15.6,19,20,40,50,7,18,38.9,31,"W",78,68,"Mon Jan 24",20220124,2022,"Hubert Davis"
"668",2022-01-26,114,"Boston College","W, 58-47","H",64,90.9,26,34.5,12.5,28.6,45.5,10,38,26.3,6,17,35.3,30.9,73.6,1,34.2,14.1,20,13.3,19,44,43.2,1,16,6.2,26.7,"W",58,47,"Wed Jan 26",20220126,2022,"Hubert Davis"
"669",2022-01-29,128,"N.C. State","W, 100-80","H",75,133,2,66.9,16,33.3,38.7,19,35,54.3,15,27,55.6,43.5,106.4,18,46.3,13.3,29.3,31.3,16,42,38.1,10,25,40,37.3,"W",100,80,"Sat Jan 29",20220129,2022,"Hubert Davis"
"670",2022-02-01,127,"Louisville","W, 90-83","A",70,114.2,10,52.1,12.7,26.8,28.2,19,45,42.2,12,26,46.2,36.6,105.3,22,50.7,15.2,25,21.4,13,35,37.1,15,35,42.9,50,"W",90,83,"Tue Feb 1",20220201,2022,"Hubert Davis"
"671",2022-02-05,8,"Duke","L, 87-67","H",69,97.6,24,48.3,11.7,15.8,25.4,15,37,40.5,9,22,40.9,37.3,126.7,30,65.2,17.5,30.8,22,25,40,62.5,9,19,47.4,32.2,"L",67,87,"Sat Feb 5",20220205,2022,"Hubert Davis"
"672",2022-02-08,71,"Clemson","W, 79-77","A",72,110.5,10,56.9,19.6,30,29.3,21,34,61.8,8,24,33.3,41.4,107.7,19,50.9,15.4,18.8,36.8,17,38,44.7,8,19,42.1,33.3,"W",79,77,"Tue Feb 8",20220208,2022,"Hubert Davis"
"673",2022-02-12,105,"Florida St.","W, 94-74","H",75,124.8,5,64.2,21.2,40.6,19.4,25,39,64.1,12,28,42.9,41.8,98.2,13,45.5,17.3,35.7,29.9,17,48,35.4,9,19,47.4,28.4,"W",94,74,"Sat Feb 12",20220212,2022,"Hubert Davis"
"674",2022-02-16,195,"Pittsburgh","L, 76-67","H",69,97.7,23,47.4,19,32.4,27.6,17,32,53.1,7,26,26.9,44.8,110.9,31,61.7,26.3,21.7,42.5,14,30,46.7,10,17,58.8,36.2,"L",67,76,"Wed Feb 16",20220216,2022,"Hubert Davis"
"675",2022-02-19,19,"Virginia Tech","W, 65-57","A",66,97.8,18,53.1,22.6,18.5,30.6,14,27,51.9,8,22,36.4,44.9,85.7,1,41.4,13.5,21.4,9.4,19,38,50,5,26,19.2,40.6,"W",65,57,"Sat Feb 19",20220219,2022,"Hubert Davis"
"676",2022-02-21,127,"Louisville","W, 70-63","H",66,105.6,14,55.7,19.6,22.2,24.5,19,28,67.9,7,25,28,47.2,95.1,11,50.8,19.6,25.7,8.3,20,32,62.5,7,28,25,46.7,"W",70,63,"Mon Feb 21",20220221,2022,"Hubert Davis"
"677",2022-02-26,128,"N.C. State","W, 84-74","A",70,119.2,7,56.2,22.7,46.4,41.1,24,37,64.9,5,19,26.3,33.9,105,16,44.7,9.9,23.3,25.8,16,39,41,9,27,33.3,40.9,"W",84,74,"Sat Feb 26",20220226,2022,"Hubert Davis"
"678",2022-02-28,69,"Syracuse","W, 88-79","H",65,121.1,6,50.7,11,39,28.2,15,35,42.9,14,36,38.9,50.7,108.7,15,57.1,15.1,15.2,12.7,21,38,55.3,10,25,40,39.7,"W",88,79,"Mon Feb 28",20220228,2022,"Hubert Davis"
"679",2022-03-05,8,"Duke","W, 94-81","A",75,126,1,55.1,6.7,23.5,32.4,24,45,53.3,9,23,39.1,33.8,108.5,12,54.4,12.1,21.6,11.6,27,50,54,7,19,36.8,27.5,"W",94,81,"Sat Mar 5",20220305,2022,"Hubert Davis"
"680",2022-03-10,72,"Virginia","W, 63-43","N",65,96.5,21,43.1,10.7,26.8,13.8,19,42,45.2,6,23,26.1,35.4,65.9,1,37.5,16.9,5.4,17.3,15,41,36.6,3,11,27.3,21.2,"W",63,43,"Thu Mar 10",20220310,2022,"Hubert Davis"
"681",2022-03-11,19,"Virginia Tech","L, 72-59","N",64,92,24,39.2,17.1,32.5,23.3,19,34,55.9,3,26,11.5,43.3,112.2,20,51.8,10.9,21.9,24.6,16,37,43.2,9,20,45,35.1,"L",59,72,"Fri Mar 11",20220311,2022,"Hubert Davis"
"682",2022-03-17,56,"Marquette","W, 95-63","N",75,125.9,1,54.7,13.3,38.5,23,21,39,53.8,13,35,37.1,47.3,83.5,2,41.1,13.3,26,11,18,42,42.9,8,31,25.8,42.5,"W",95,63,"Thu Mar 17",20220317,2022,"Hubert Davis"
"683",2022-03-19,4,"Baylor","W, 93-86","N",78,106.7,7,58.8,24.1,31.2,64.9,17,32,53.1,11,25,44,43.9,98.6,7,40.1,12.6,30.2,33.3,19,44,43.2,9,37,24.3,45.7,"W",93,86,"Sat Mar 19",20220319,2022,"Hubert Davis"
"684",2022-03-25,11,"UCLA","W, 73-66","N",64,113.6,4,48.5,12.4,36.6,18.2,17,35,48.6,10,31,32.3,47,102.7,11,49.2,9.3,22.2,12.9,23,48,47.9,5,14,35.7,22.6,"W",73,66,"Fri Mar 25",20220325,2022,"Hubert Davis"
"685",2022-03-27,102,"Saint Peter's","W, 69-49","N",65,106.4,5,45.9,12.3,35,34.4,19,39,48.7,6,22,27.3,36.1,75.5,3,33.3,10.8,16.7,16.7,14,44,31.8,4,16,25,26.7,"W",69,49,"Sun Mar 27",20220327,2022,"Hubert Davis"
"686",2022-04-02,8,"Duke","W, 81-77","N",69,116.6,4,50,14.4,39.5,37.5,17,38,44.7,10,26,38.5,40.6,110.9,17,45.1,5.8,31.2,27.8,25,50,50,5,22,22.7,30.6,"W",81,77,"Sat Apr 2",20220402,2022,"Hubert Davis"
"687",2022-04-04,3,"Kansas","L, 72-69","N",73,94.5,21,34.9,17.8,47.1,30.1,18,50,36,5,23,21.7,31.5,98.6,5,48.5,12.3,20.5,21.2,23,49,46.9,6,17,35.3,25.8,"L",69,72,"Mon Apr 4",20220404,2022,"Hubert Davis"
"688",2022-11-07,168,"UNC Wilmington","W, 69-56","H",64,107.3,7,47.9,14,25,62.5,20,38,52.6,2,10,20,20.8,87.1,7,32.8,17.1,39,41.4,13,42,31,4,16,25,27.6,"W",69,56,"Mon Nov 7",20221107,2023,"Hubert Davis"
"689",2022-11-11,73,"Charleston","W, 102-86","H",76,133.9,1,64.7,10.5,28.6,65.5,30,38,78.9,5,20,25,34.5,112.9,16,54.8,18.4,38.5,12.3,28,49,57.1,8,24,33.3,32.9,"W",102,86,"Fri Nov 11",20221111,2023,"Hubert Davis"
"690",2022-11-15,209,"Gardner Webb","W, 72-66","H",71,101.6,11,45,14.1,23.1,35,15,35,42.9,8,25,32,41.7,93.1,11,46.8,15.5,20.5,15.9,19,43,44.2,7,20,35,31.7,"W",72,66,"Tue Nov 15",20221115,2023,"Hubert Davis"
"691",2022-11-20,97,"James Madison","W, 80-64","H",75,106.3,6,50.8,15.9,30.6,39.3,19,36,52.8,8,25,32,41,85.1,2,39.9,12,18.8,24.6,17,42,40.5,7,27,25.9,39.1,"W",80,64,"Sun Nov 20",20221120,2023,"Hubert Davis"
"692",2022-11-24,155,"Portland","W, 89-81","a",72,124.1,7,62.9,18.1,40,44.8,20,36,55.6,11,22,50,37.9,112.9,19,58.6,16.7,15.6,25.9,16,26,61.5,12,32,37.5,55.2,"W",89,81,"Thu Nov 24",20221124,2023,"Hubert Davis"
"693",2022-11-25,22,"Iowa St.","L, 70-65","N",64,101.6,12,47,21.9,38.7,50,19,32,59.4,3,18,16.7,36,109.4,21,51.8,15.6,29.4,26.3,16,37,43.2,9,20,45,35.1,"L",65,70,"Fri Nov 25",20221125,2023,"Hubert Davis"
"694",2022-11-27,3,"Alabama","L, 103-101","N",67,99.8,9,45.6,17.8,31.5,22,31,68,45.6,7,23,30.4,25.3,101.7,9,50,21.7,36.2,23.3,21,52,40.4,16,38,42.1,42.2,"L",101,103,"Sun Nov 27",20221127,2023,"Hubert Davis"
"695",2022-11-30,30,"Indiana","L, 77-65","A",70,93.3,19,38.1,14.3,27.9,45.8,15,41,36.6,5,18,27.8,30.5,110.5,15,52.4,11.5,25,29,28,49,57.1,3,13,23.1,21,"L",65,77,"Wed Nov 30",20221130,2023,"Hubert Davis"
"696",2022-12-04,76,"Virginia Tech","L, 80-72","A",69,104.4,17,50,14.5,12.1,52.9,21,34,61.8,3,17,17.6,33.3,116,21,56.6,14.5,32.3,24.6,24,42,57.1,7,19,36.8,31.1,"L",72,80,"Sun Dec 4",20221204,2023,"Hubert Davis"
"697",2022-12-10,164,"Georgia Tech","W, 75-59","H",68,111,11,50,16.3,36.4,42.1,24,44,54.5,3,13,23.1,22.8,87.3,5,49.1,16.3,3.1,14.8,13,28,46.4,9,26,34.6,48.1,"W",75,59,"Sat Dec 10",20221210,2023,"Hubert Davis"
"698",2022-12-13,326,"The Citadel","W, 100-67","H",77,129.7,3,60.8,15.6,37.1,41.5,17,34,50,15,31,48.4,47.7,86.9,6,45.8,15.6,20.9,6.9,21,45,46.7,8,27,29.6,37.5,"W",100,67,"Tue Dec 13",20221213,2023,"Hubert Davis"
"699",2022-12-17,57,"Ohio St.","W, 89-84","N",73,108.2,14,48.6,15.8,36.4,37.5,26,44,59.1,6,28,21.4,38.9,102.1,10,52,19.5,30.4,18.9,25,50,50,9,24,37.5,32.4,"W",89,84,"Sat Dec 17",20221217,2023,"Hubert Davis"
"700",2022-12-21,41,"Michigan","W, 80-76","h",73,109,8,56,16.4,22.2,46.5,22,38,57.9,7,20,35,34.5,103.5,13,49.2,13.6,23.8,33.9,17,39,43.6,9,23,39.1,37.1,"W",80,76,"Wed Dec 21",20221221,2023,"Hubert Davis"
"701",2022-12-30,65,"Pittsburgh","L, 76-74","A",72,103.5,16,49.1,15.4,23.5,36.2,18,36,50,7,22,31.8,37.9,106.3,10,50,11.2,18.9,27,24,38,63.2,5,25,20,39.7,"L",74,76,"Fri Dec 30",20221230,2023,"Hubert Davis"
"702",2023-01-04,90,"Wake Forest","W, 88-79","H",71,123.2,3,59.5,12.6,23.3,41.4,21,34,61.8,9,24,37.5,41.4,110.6,18,57.9,21,32.3,35.1,18,36,50,10,21,47.6,36.8,"W",88,79,"Wed Jan 4",20230104,2023,"Hubert Davis"
"703",2023-01-07,169,"Notre Dame","W, 81-64","H",68,118.5,9,53.9,11.7,34.2,29.2,23,46,50,8,19,42.1,29.2,93.7,9,47.5,11.7,17.9,23.3,18,42,42.9,7,18,38.9,30,"W",81,64,"Sat Jan 7",20230107,2023,"Hubert Davis"
"704",2023-01-10,37,"Virginia","L, 65-58","A",63,91.5,20,47.2,20.5,23.5,22.6,13,29,44.8,8,24,33.3,45.3,102.6,9,51.9,12.6,17.6,36.5,18,33,54.5,6,19,31.6,36.5,"L",58,65,"Tue Jan 10",20230110,2023,"Hubert Davis"
"705",2023-01-14,284,"Louisville","W, 80-59","A",72,111.7,16,53.5,19.6,32.3,40.4,20,33,60.6,7,24,29.2,42.1,82.4,7,38,19.6,25,51.9,19,40,47.5,1,14,7.1,25.9,"W",80,59,"Sat Jan 14",20230114,2023,"Hubert Davis"
"706",2023-01-17,172,"Boston College","W, 72-64","H",66,109.3,13,50.8,18.2,38.9,27.9,16,32,50,10,29,34.5,47.5,97.2,14,48.1,13.7,17.9,25.9,26,48,54.2,0,6,0,11.1,"W",72,64,"Tue Jan 17",20230117,2023,"Hubert Davis"
"707",2023-01-21,52,"N.C. State","W, 80-69","H",71,113.3,4,40.7,9.9,31.4,72.2,16,36,44.4,4,18,22.2,33.3,97.7,4,46,11.3,8.8,19.4,21,45,46.7,5,17,29.4,27.4,"W",80,69,"Sat Jan 21",20230121,2023,"Hubert Davis"
"708",2023-01-24,122,"Syracuse","W, 72-68","A",72,100.5,19,50,13.9,16.7,39.7,20,42,47.6,6,16,37.5,27.6,94.9,4,56.9,22.3,16.7,5.2,21,40,52.5,8,18,44.4,31,"W",72,68,"Tue Jan 24",20230124,2023,"Hubert Davis"
"709",2023-02-01,65,"Pittsburgh","L, 65-64","H",65,98.7,17,38.6,13.9,41.3,33.3,18,39,46.2,5,27,18.5,40.9,100.2,7,51.8,15.4,22.6,20,18,36,50,7,19,36.8,34.5,"L",64,65,"Wed Feb 1",20230201,2023,"Hubert Davis"
"710",2023-02-04,31,"Duke","L, 63-57","A",66,86.7,26,39.3,10.6,29.8,4.3,17,43,39.5,7,27,25.9,38.6,95.8,8,42.6,18.2,33.3,24.6,20,50,40,4,11,36.4,18,"L",57,63,"Sat Feb 4",20230204,2023,"Hubert Davis"
"711",2023-02-07,90,"Wake Forest","L, 92-85","A",83,102.2,18,43.2,14.4,32.6,35.1,26,56,46.4,4,18,22.2,24.3,110.6,19,47.6,6,10.3,67.7,22,43,51.2,5,19,26.3,30.6,"L",85,92,"Tue Feb 7",20230207,2023,"Hubert Davis"
"712",2023-02-11,67,"Clemson","W, 91-71","H",70,130.3,1,59,10,29.7,22.4,17,34,50,15,33,45.5,49.3,101.7,7,51.9,18.6,17.9,34,17,33,51.5,7,20,35,37.7,"W",91,71,"Sat Feb 11",20230211,2023,"Hubert Davis"
"713",2023-02-13,38,"Miami FL","L, 80-72","H",73,98.3,19,47.7,12.3,21.9,22.7,24,35,68.6,5,31,16.1,47,109.2,11,51.8,17.8,25.8,46.4,20,43,46.5,6,13,46.2,23.2,"L",72,80,"Mon Feb 13",20230213,2023,"Hubert Davis"
"714",2023-02-19,52,"N.C. State","L, 77-69","A",68,101.4,14,41.1,19.1,42.9,38.7,15,41,36.6,7,21,33.3,33.9,113.1,20,48.6,2.9,25,14.1,27,53,50.9,5,18,27.8,25.4,"L",69,77,"Sun Feb 19",20230219,2023,"Hubert Davis"
"715",2023-02-22,169,"Notre Dame","W, 63-59","A",63,99.3,26,34.8,14.2,47.9,26.1,21,46,45.7,2,23,8.7,33.3,93,8,45.7,14.2,21.6,15.5,16,35,45.7,7,23,30.4,39.7,"W",63,59,"Wed Feb 22",20230222,2023,"Hubert Davis"
"716",2023-02-25,37,"Virginia","W, 71-63","H",67,105.4,7,57.5,17.8,11.5,46.8,12,25,48,10,22,45.5,46.8,93.6,3,42.6,5.9,20.9,16.2,23,56,41.1,4,12,33.3,17.6,"W",71,63,"Sat Feb 25",20230225,2023,"Hubert Davis"
"717",2023-02-27,212,"Florida St.","W, 77-66","A",70,110.5,14,56.6,20.1,27.3,45.3,9,24,37.5,14,29,48.3,54.7,94.7,12,44.2,11.5,20.5,35,22,45,48.9,3,15,20,25,"W",77,66,"Mon Feb 27",20230227,2023,"Hubert Davis"
"718",2023-03-04,31,"Duke","L, 62-57","H",65,88,25,34.8,13.9,25.6,37.5,12,33,36.4,5,23,21.7,41.1,95.7,7,41.4,12.3,25.6,31,18,45,40,4,13,30.8,22.4,"L",57,62,"Sat Mar 4",20230304,2023,"Hubert Davis"
