"","date","opponent_rk","opponent","result","location","pace","off_eff","off_eff_rk","off_e_fg_pct","off_to_pct","off_or_pct","off_ftr","off_fgm_2","off_fga_2","off_fg_2_pct","off_fgm_3","off_fga_3","off_fg_3_pct","off_fg_3a_pct","def_eff","def_eff_rk","def_e_fg_pct","def_to_pct","def_or_pct","def_ftr","def_fgm_2","def_fga_2","def_fg_2_pct","def_fgm_3","def_fga_3","def_fg_3_pct","def_fg_3a_pct","wl","team_score","opponent_score","day_date","game_date","season","coach"
"97",2006-03-17,89,"Murray St.","W, 69-65","N",66,104.9,8,51,25.8,43.1,52.1,17,30,56.7,5,18,27.8,37.5,98.8,8,43.9,19.8,40.2,18.5,18,38,47.4,7,27,25.9,41.5,"W",69,65,"Fri Mar 17",20060317,2006,"Roy Williams"
"98",2006-03-19,22,"George Mason","L, 65-60","N",65,92,19,43.8,19.9,32.1,6.2,13,34,38.2,10,30,33.3,46.9,99.7,9,43.1,12.3,28,32.8,19,42,45.2,4,16,25,27.6,"L",60,65,"Sun Mar 19",20060319,2006,"Roy Williams"
"99",2006-11-14,185,"Sacred Heart","W, 103-81","h",81,127.2,6,63.2,14.8,31.9,41.2,34,54,63,6,14,42.9,20.6,100,10,51.4,18.5,30.5,16.7,19,43,44.2,12,29,41.4,40.3,"W",103,81,"Tue Nov 14",20061114,2007,"Roy Williams"
"100",2006-11-15,51,"Winthrop","W, 73-66","N",70,104.7,7,55.4,24.4,39.7,33.9,25,40,62.5,4,16,25,28.6,94.6,4,47.8,24.4,37.8,1.4,12,31,38.7,14,38,36.8,55.1,"W",73,66,"Wed Nov 15",20061115,2007,"Roy Williams"
"101",2006-11-19,280,"Gardner Webb","W, 103-50","H",83,124.1,6,57.6,25.3,62.1,50,29,50,58,6,16,37.5,24.2,60.2,2,33.6,25.3,16.7,10.4,12,34,35.3,7,33,21.2,49.3,"W",103,50,"Sun Nov 19",20061119,2007,"Roy Williams"
"102",2006-11-22,49,"Gonzaga","L, 82-74","N",76,96.8,24,41.2,15.7,33.3,44.1,19,41,46.3,6,27,22.2,39.7,107.2,13,58.1,22.2,28.2,21,24,47,51.1,8,15,53.3,24.2,"L",74,82,"Wed Nov 22",20061122,2007,"Roy Williams"
"103",2006-11-24,31,"Tennessee","W, 101-87","N",84,119.6,5,60.3,28.4,54.7,52.4,29,52,55.8,6,11,54.5,17.5,103,12,48.6,13,29.8,43.8,13,42,31,15,31,48.4,42.5,"W",101,87,"Fri Nov 24",20061124,2007,"Roy Williams"
"104",2006-11-29,3,"Ohio St.","W, 98-89","H",76,128.3,1,59.4,14.4,44.9,53.1,26,46,56.5,8,18,44.4,28.1,116.5,22,62.3,18.3,23.9,20,21,39,53.8,13,26,50,40,"W",98,89,"Wed Nov 29",20061129,2007,"Roy Williams"
"105",2006-12-02,13,"Kentucky","W, 75-63","H",72,104.2,15,44,12.5,32.2,32.8,16,46,34.8,9,21,42.9,31.3,87.5,1,49.1,30.6,36.2,31.5,22,39,56.4,3,15,20,27.8,"W",75,63,"Sat Dec 2",20061202,2007,"Roy Williams"
"106",2006-12-09,173,"High Point","W, 94-69","H",69,137.2,1,67.3,20.4,55.9,56.4,31,42,73.8,4,13,30.8,23.6,100.7,13,47.8,14.6,31.2,8.7,24,45,53.3,6,24,25,34.8,"W",94,69,"Sat Dec 9",20061209,2007,"Roy Williams"
"107",2006-12-16,242,"UNC Asheville","W, 93-62","H",77,120.2,5,52,15.5,43.2,29.3,30,60,50,6,15,40,20,80.1,5,38.4,22,22.5,46.4,14,38,36.8,5,18,27.8,32.1,"W",93,62,"Sat Dec 16",20061216,2007,"Roy Williams"
"108",2006-12-19,226,"Florida Atlantic","W, 105-52","H",77,136.4,2,72.3,19.5,33.3,53.6,30,41,73.2,7,15,46.7,26.8,67.5,1,41.1,31.2,22.8,19.6,14,34,41.2,6,22,27.3,39.3,"W",105,52,"Tue Dec 19",20061219,2007,"Roy Williams"
"109",2006-12-22,120,"Saint Louis","W, 69-48","A",63,109.3,11,48.3,12.7,33.3,30.5,18,44,40.9,7,15,46.7,25.4,76,3,37.5,19,17.4,21.1,18,41,43.9,1,11,9.1,21.2,"W",69,48,"Fri Dec 22",20061222,2007,"Roy Williams"
"110",2006-12-28,208,"Rutgers","W, 87-48","H",67,130.5,3,61.7,16.5,45,30,25,45,55.6,8,15,53.3,25,72,4,37.1,27,34.6,17.2,20,44,45.5,1,14,7.1,24.1,"W",87,48,"Thu Dec 28",20061228,2007,"Roy Williams"
"111",2006-12-31,124,"Dayton","W, 81-51","H",77,105.7,12,59.5,27.4,34.9,31,24,41,58.5,7,17,41.2,29.3,66.6,1,35.6,27.4,22.6,23.7,12,42,28.6,6,17,35.3,28.8,"W",81,51,"Sun Dec 31",20061231,2007,"Roy Williams"
"112",2007-01-03,92,"Penn","W, 102-64","H",75,135.1,1,60.3,13.2,41,38.2,29,51,56.9,8,17,47.1,25,84.8,1,46.6,26.5,35.6,25.4,20,39,51.3,5,20,25,33.9,"W",102,64,"Wed Jan 3",20070103,2007,"Roy Williams"
"113",2007-01-07,34,"Florida St.","W, 84-58","H",71,119,5,50,14.2,41.8,22.9,29,53,54.7,4,17,23.5,24.3,82.1,2,37.5,15.6,28.2,23.4,18,49,36.7,4,15,26.7,23.4,"W",84,58,"Sun Jan 7",20070107,2007,"Roy Williams"
"114",2007-01-10,48,"Virginia","W, 79-69","H",74,107.3,9,40.1,13.6,44.9,62.1,22,53,41.5,3,13,23.1,19.7,93.8,4,51.7,23.1,26,18.6,17,34,50,9,25,36,42.4,"W",79,69,"Wed Jan 10",20070110,2007,"Roy Williams"
"115",2007-01-13,37,"Virginia Tech","L, 94-88","A",77,113.7,6,49.3,22,52.2,39.7,24,47,51.1,8,26,30.8,35.6,121.4,27,58.8,14.2,32.9,66.7,23,44,52.3,7,13,53.8,22.8,"L",88,94,"Sat Jan 13",20070113,2007,"Roy Williams"
"116",2007-01-17,29,"Clemson","W, 77-55","A",79,97.4,18,54.2,27.8,35.3,28.3,28,52,53.8,3,8,37.5,13.3,69.6,1,36.8,24,31.4,27.9,19,49,38.8,4,19,21.1,27.9,"W",77,55,"Wed Jan 17",20070117,2007,"Roy Williams"
"117",2007-01-20,23,"Georgia Tech","W, 77-61","H",71,108.4,11,52.7,26.8,41.5,49.1,20,43,46.5,6,12,50,21.8,85.9,1,45.8,26.8,41.1,16.7,20,43,46.5,5,17,29.4,28.3,"W",77,61,"Sat Jan 20",20070120,2007,"Roy Williams"
"118",2007-01-24,102,"Wake Forest","W, 88-60","A",78,112.4,11,62.9,23,26.9,36.2,26,39,66.7,7,19,36.8,32.8,76.6,2,38.7,23,33.9,22.5,14,42,33.3,9,29,31,40.8,"W",88,60,"Wed Jan 24",20070124,2007,"Roy Williams"
"119",2007-01-27,24,"Arizona","W, 92-64","A",82,112.3,10,54.6,14.6,27.7,17.1,34,54,63,5,22,22.7,28.9,78.1,1,34.8,24.4,29.2,54.2,19,36,52.8,1,23,4.3,39,"W",92,64,"Sat Jan 27",20070127,2007,"Roy Williams"
"120",2007-01-31,109,"Miami FL","W, 105-64","H",76,138.7,1,65.6,21.1,49.1,42.2,24,40,60,12,24,50,37.5,84.5,3,41.9,15.8,20.7,27.4,14,43,32.6,8,19,42.1,30.6,"W",105,64,"Wed Jan 31",20070131,2007,"Roy Williams"
"121",2007-02-03,75,"N.C. State","L, 83-79","A",73,108.8,16,51.6,16.5,29.2,32.3,26,47,55.3,4,15,26.7,24.2,114.3,26,69.8,28.9,34,74.4,18,28,64.3,8,15,53.3,34.9,"L",79,83,"Sat Feb 3",20070203,2007,"Roy Williams"
"122",2007-02-07,10,"Duke","W, 79-73","A",75,105.6,7,53.3,17.4,30,29.5,28,49,57.1,3,12,25,19.7,97.6,9,48.4,21.4,28.6,30.2,20,45,44.4,7,18,38.9,28.6,"W",79,73,"Wed Feb 7",20070207,2007,"Roy Williams"
"123",2007-02-10,102,"Wake Forest","W, 104-67","H",81,129.1,2,59.4,16.1,34.9,53.1,26,43,60.5,8,21,38.1,32.8,83.1,3,40.8,21.1,26.7,29.2,19,48,39.6,5,17,29.4,26.2,"W",104,67,"Sat Feb 10",20070210,2007,"Roy Williams"
"124",2007-02-13,37,"Virginia Tech","L, 81-80","H",70,101.7,13,42.3,11.4,33.3,56.9,23,48,47.9,3,17,17.6,26.2,103,16,41.5,12.7,33.7,42.2,22,58,37.9,5,13,38.5,18.3,"L",80,81,"Tue Feb 13",20070213,2007,"Roy Williams"
"125",2007-02-17,44,"Boston College","W, 77-72","A",66,117.1,9,56.5,22.8,48.1,37,23,43,53.5,5,11,45.5,20.4,109.5,16,56.5,19.8,35.9,38.9,23,36,63.9,5,18,27.8,33.3,"W",77,72,"Sat Feb 17",20070217,2007,"Roy Williams"
"126",2007-02-21,75,"N.C. State","W, 83-64","H",70,119,9,54,18.6,47.1,35.5,26,51,51,5,11,45.5,17.7,91.7,6,50,24.4,16.7,34,13,33,39.4,8,17,47.1,34,"W",83,64,"Wed Feb 21",20070221,2007,"Roy Williams"
"127",2007-02-25,12,"Maryland","L, 89-87","A",79,109.8,4,52.7,12.6,31.4,22.7,29,55,52.7,7,20,35,26.7,112.4,21,52.3,21.5,45.8,39.4,30,54,55.6,3,12,25,18.2,"L",87,89,"Sun Feb 25",20070225,2007,"Roy Williams"
"128",2007-03-01,23,"Georgia Tech","L, 84-77","A",72,106.4,15,52,20.7,30.8,77.5,21,35,60,3,14,21.4,28.6,116.1,19,59.7,22.1,39.7,24.2,22,40,55,10,22,45.5,35.5,"L",77,84,"Thu Mar 1",20070301,2007,"Roy Williams"
"129",2007-03-04,10,"Duke","W, 86-72","H",74,115.9,3,51.6,14.8,33.3,43.5,29,53,54.7,2,9,22.2,14.5,97,8,47.7,20.2,32.5,25,20,41,48.8,7,23,30.4,35.9,"W",86,72,"Sun Mar 4",20070304,2007,"Roy Williams"
"130",2007-03-09,34,"Florida St.","W, 73-58","N",72,101.8,19,58.8,26.5,31,49,21,37,56.8,6,14,42.9,27.5,80.9,1,37.3,23.7,28.2,36.4,10,34,29.4,7,21,33.3,38.2,"W",73,58,"Fri Mar 9",20070309,2007,"Roy Williams"
"131",2007-03-10,44,"Boston College","W, 71-56","N",59,120,5,51.6,13.5,47.7,14.5,26,49,53.1,4,13,30.8,21,94.6,6,40.9,11.8,28.2,29.1,12,38,31.6,7,17,41.2,30.9,"W",71,56,"Sat Mar 10",20070310,2007,"Roy Williams"
"132",2007-03-11,75,"N.C. State","W, 89-80","N",68,131,2,63.5,14.7,26.8,46.1,24,42,57.1,6,10,60,19.2,117.7,29,60.4,22.1,32.7,35.9,23,39,59,6,14,42.9,26.4,"W",89,80,"Sun Mar 11",20070311,2007,"Roy Williams"
"133",2007-03-15,182,"Eastern Kentucky","W, 86-65","N",72,119,5,70.2,30.4,53.5,19.3,31,44,70.5,6,13,46.2,22.8,89.9,4,52.5,22.1,18.5,10.2,22,37,59.5,6,22,27.3,37.3,"W",86,65,"Thu Mar 15",20070315,2007,"Roy Williams"
"134",2007-03-17,17,"Michigan St.","W, 81-67","N",64,126.8,1,53.9,15.7,46,65.4,19,36,52.8,6,16,37.5,30.8,104.9,16,44.8,15.7,32,29.3,14,39,35.9,8,19,42.1,32.8,"W",81,67,"Sat Mar 17",20070317,2007,"Roy Williams"
"135",2007-03-23,39,"USC","W, 74-64","N",73,101.5,15,40.3,11,41,22.1,28,63,44.4,2,14,14.3,18.2,87.8,6,46.7,24.7,29.3,14.8,21,43,48.8,5,18,27.8,29.5,"W",74,64,"Fri Mar 23",20070323,2007,"Roy Williams"
"136",2007-03-25,4,"Georgetown","L, 96-84","N",66,112.6,8,38.7,12.1,43.3,47.9,20,51,39.2,5,20,25,28.2,128.7,30,63.6,13.4,32.3,27.3,30,52,57.7,8,14,57.1,21.2,"L",84,96,"Sun Mar 25",20070325,2007,"Roy Williams"
"137",2007-11-14,11,"Davidson","W, 72-68","A",77,93.5,17,50,24.7,23.8,53.9,20,39,51.3,4,13,30.8,25,88.3,1,41.8,15.6,21.7,22.4,22,45,48.9,4,22,18.2,32.8,"W",72,68,"Wed Nov 14",20071114,2008,"Roy Williams"
"138",2007-11-18,219,"Iona","W, 107-72","H",86,124.9,1,58.7,24.5,48.6,73,22,39,56.4,10,24,41.7,38.1,84,7,54.6,26.9,10.6,37,16,31,51.6,9,23,39.1,42.6,"W",107,72,"Sun Nov 18",20071118,2008,"Roy Williams"
"139",2007-11-20,317,"South Carolina St.","W, 110-64","H",85,129.1,1,60.5,21.1,50.8,58.2,27,45,60,9,22,40.9,32.8,75.1,3,46.5,36.4,36.7,38.6,16,46,34.8,7,11,63.6,19.3,"W",110,64,"Tue Nov 20",20071120,2008,"Roy Williams"
"140",2007-11-23,118,"Old Dominion","W, 99-82","N",67,148.2,1,77.3,13.5,33.3,40,32,44,72.7,7,11,63.6,20,122.8,33,64.3,26.9,46.7,26.8,21,33,63.6,10,23,43.5,41.1,"W",99,82,"Fri Nov 23",20071123,2008,"Roy Williams"
"141",2007-11-24,35,"BYU","W, 73-63","N",74,99.3,11,42.4,13.6,26.5,50.9,22,48,45.8,2,11,18.2,18.6,85.7,4,46,28.6,30.9,14.5,18,39,46.2,7,23,30.4,37.1,"W",73,63,"Sat Nov 24",20071124,2008,"Roy Williams"
"142",2007-11-28,31,"Ohio St.","W, 66-55","A",71,93,22,41.5,15.5,37.8,19.7,22,53,41.5,5,18,27.8,25.4,77.5,3,34.3,14.1,25.4,12.9,9,37,24.3,10,33,30.3,47.1,"W",66,55,"Wed Nov 28",20071128,2008,"Roy Williams"
"143",2007-12-01,78,"Kentucky","W, 86-77","A",76,112.7,9,48.4,17,41.9,55.7,19,47,40.4,7,14,50,23,100.9,16,50.9,24.9,26.4,37.9,19,41,46.3,7,17,41.2,29.3,"W",86,77,"Sat Dec 1",20071201,2008,"Roy Williams"
"144",2007-12-04,289,"Penn","W, 106-71","A",84,125.8,3,58.7,22.6,55.4,34.7,41,68,60.3,2,7,28.6,9.3,84.3,8,50,23.7,20.8,23.8,27,44,61.4,3,19,15.8,30.2,"W",106,71,"Tue Dec 4",20071204,2008,"Roy Williams"
"145",2007-12-16,183,"Rutgers","W, 93-71","A",80,116,5,46.2,15,49,26.2,28,65,43.1,6,15,40,18.8,88.6,14,41.5,24.9,35.2,40,21,48,43.8,4,17,23.5,26.2,"W",93,71,"Sun Dec 16",20071216,2008,"Roy Williams"
"146",2007-12-19,242,"Nicholls St.","W, 88-78","H",72,122.1,3,50.9,16.6,37.8,67.2,25,46,54.3,3,12,25,20.7,108.2,25,60,20.8,23.3,25.4,12,27,44.4,14,28,50,50.9,"W",88,78,"Wed Dec 19",20071219,2008,"Roy Williams"
"147",2007-12-22,117,"UC Santa Barbara","W, 105-70","H",84,125.2,1,59.1,19.1,54.3,31.2,41,61,67.2,3,16,18.8,20.8,83.4,3,42.3,20.3,24.7,5.1,18,52,34.6,10,26,38.5,33.3,"W",105,70,"Sat Dec 22",20071222,2008,"Roy Williams"
"148",2007-12-27,101,"Nevada","W, 106-70","H",84,125.7,3,59.9,19,39.1,35.2,29,53,54.7,9,18,50,25.4,83,2,43.6,23.7,27.6,15.7,26,50,52,3,20,15,28.6,"W",106,70,"Thu Dec 27",20071227,2008,"Roy Williams"
"149",2007-12-30,119,"Valparaiso","W, 90-58","H",74,121.4,2,57.7,14.8,41.9,30.8,24,44,54.5,9,21,42.9,32.3,78.2,1,42.3,18.9,17.8,15.4,14,36,38.9,9,29,31,44.6,"W",90,58,"Sun Dec 30",20071230,2008,"Roy Williams"
"150",2008-01-02,55,"Kent St.","W, 90-61","H",73,122.5,3,56.1,21.8,55,30.8,29,52,55.8,5,13,38.5,20,83.1,2,41.9,25.9,41.2,7.3,24,50,48,3,18,16.7,26.5,"W",90,61,"Wed Jan 2",20080102,2008,"Roy Williams"
"151",2008-01-06,16,"Clemson","W, 90-88","A",79,101.7,14,45.8,21.5,36,41.7,24,56,42.9,6,16,37.5,22.2,99.4,9,46.8,14.7,33.6,34.2,28,55,50.9,6,24,25,30.4,"W",90,88,"Sun Jan 6",20080106,2008,"Roy Williams"
"152",2008-01-09,172,"UNC Asheville","W, 93-81","H",78,118.5,6,47.4,11.5,42.7,33.8,26,58,44.8,7,19,36.8,24.7,103.2,9,58.9,21.7,24.6,24.2,26,43,60.5,7,19,36.8,30.6,"W",93,81,"Wed Jan 9",20080109,2008,"Roy Williams"
"153",2008-01-12,110,"N.C. State","W, 93-62","H",75,123.9,2,52.7,14.7,46.1,24.3,30,63,47.6,6,11,54.5,14.9,82.6,2,40,20,28.9,24.6,20,50,40,4,15,26.7,23.1,"W",93,62,"Sat Jan 12",20080112,2008,"Roy Williams"
"154",2008-01-16,53,"Georgia Tech","W, 83-82","A",74,112.8,9,49.2,19,41.9,41.3,28,53,52.8,2,10,20,15.9,111.5,22,50.7,16.3,40.2,13.7,25,52,48.1,8,21,38.1,28.8,"W",83,82,"Wed Jan 16",20080116,2008,"Roy Williams"
"155",2008-01-19,63,"Maryland","L, 82-80","H",75,106.9,9,42.4,13.4,42,19,23,56,41.1,7,23,30.4,29.1,109.6,26,51.6,13.4,26.5,31.2,24,48,50,6,16,37.5,25,"L",80,82,"Sat Jan 19",20080119,2008,"Roy Williams"
"156",2008-01-23,37,"Miami FL","W, 98-82","A",73,135.2,1,50.7,9.7,52,32,32,65,49.2,4,10,40,13.3,113.1,24,56.6,23.4,40.3,24.6,21,39,53.8,9,22,40.9,36.1,"W",98,82,"Wed Jan 23",20080123,2008,"Roy Williams"
"157",2008-01-31,105,"Boston College","W, 91-69","H",80,113.5,13,54.4,16.2,35.2,36.8,31,52,59.6,4,16,25,23.5,86,4,48.3,21.2,13.7,32.2,18,35,51.4,7,24,29.2,40.7,"W",91,69,"Thu Jan 31",20080131,2008,"Roy Williams"
"158",2008-02-03,59,"Florida St.","W, 84-73","A",70,106.1,12,46.7,26.5,50.7,54.1,21,48,43.8,5,13,38.5,21.3,92.2,5,44.3,12.6,17.6,21.4,22,39,56.4,6,31,19.4,44.3,"W",84,73,"Sun Feb 3",20080203,2008,"Roy Williams"
